Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
siebe van der heyden,Mallorca,26,42,15,1,3,33.3,72,0,0,0,2,2024-2025,laliga
ruben vargas,Sevilla,50,144,173,30,33,36.4,676,15,11,31,6,2024-2025,laliga
jose luis garcia vaya,Valencia,291,827,307,12,13,61.5,1295,16,1,16,11,2024-2025,laliga
jesus vazquez,Valencia,170,237,188,14,36,38.9,881,27,5,14,8,2024-2025,laliga
lucas vazquez,Real Madrid,481,804,577,58,36,52.8,2045,17,17,34,13,2024-2025,laliga
alejo veliz,Espanyol,35,189,93,30,5,20.0,116,3,0,34,12,2024-2025,laliga
mikel vesga,Athletic Club,143,398,119,11,12,58.3,591,13,3,11,9,2024-2025,laliga
carlos vicente,Alavés,218,574,780,86,106,32.1,2188,48,28,83,49,2024-2025,laliga
pau victor,Barcelona,15,71,87,21,12,58.3,171,2,6,7,8,2024-2025,laliga
nacho vidal,Osasuna,23,24,19,0,2,100.0,77,3,0,2,2,2024-2025,laliga
fran vieites,Betis,124,1,1,1,0,,139,0,0,0,0,2024-2025,laliga
sergio viera,Las Palmas,8,43,9,1,2,50.0,30,0,0,2,0,2024-2025,laliga
asier villalibre,Alavés,8,57,52,22,12,16.7,114,3,3,9,5,2024-2025,laliga
ivan villar,Celta Vigo,128,2,0,0,0,,172,0,0,0,0,2024-2025,laliga
viti,Las Palmas,396,562,241,23,20,45.0,1498,14,4,28,6,2024-2025,laliga
daniel vivian,Athletic Club,901,1119,79,26,17,58.8,4326,17,1,19,13,2024-2025,laliga
krapyvtsov vladyslav,Girona,78,1,0,0,0,,115,0,0,0,0,2024-2025,laliga
inaki williams,Athletic Club,113,392,679,138,101,32.7,2259,39,49,65,44,2024-2025,laliga
nico williams,Athletic Club,84,333,671,113,187,36.4,2949,58,58,62,46,2024-2025,laliga
axel witsel,Atlético Madrid,325,306,16,4,2,50.0,1194,3,1,9,0,2024-2025,laliga
lamine yamal,Barcelona,104,667,1364,226,316,50.9,5270,96,95,102,49,2024-2025,laliga
daniel yanez,Real Madrid,0,0,0,0,0,,6,0,0,0,0,2024-2025,laliga
bertug yldrm,Getafe,32,145,150,46,16,43.8,148,4,2,40,15,2024-2025,laliga
arsen zakharyan,Real Sociedad,8,21,15,2,1,100.0,19,1,0,1,0,2024-2025,laliga
bryan zaragoza,Osasuna,70,286,444,84,131,43.5,2697,62,51,41,15,2024-2025,laliga
igor zubeldia,Real Sociedad,768,923,46,14,6,100.0,3741,8,1,8,1,2024-2025,laliga
martin zubimendi,Real Sociedad,489,1332,325,59,28,67.9,2548,34,5,39,17,2024-2025,laliga
