Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
cristiano biraghi,Fiorentina,461,893,688,14,14,28.6,2283,55,3,15,6,2023-2024,serie-a
davide biraschi,Genoa,20,21,7,1,1,100.0,46,2,0,0,0,2023-2024,serie-a
samuele birindelli,Monza,412,557,364,43,30,40.0,2314,40,11,35,9,2023-2024,serie-a
alexis blin,Lecce,260,580,112,16,10,50.0,968,8,0,5,11,2023-2024,serie-a
jerome boateng,Salernitana,83,73,6,0,0,,234,1,0,1,0,2023-2024,serie-a
emil bohinen,Genoa,17,21,10,0,1,0.0,83,1,0,3,1,2023-2024,serie-a
emil bohinen,Salernitana,101,237,74,4,12,41.7,500,8,0,10,5,2023-2024,serie-a
daniel boloca,Sassuolo,313,747,211,8,35,80.0,2034,33,0,21,17,2023-2024,serie-a
giacomo bonaventura,Fiorentina,118,697,541,69,51,58.8,2134,67,14,46,29,2023-2024,serie-a
federico bonazzoli,Hellas Verona,20,216,178,41,12,50.0,371,10,3,27,12,2023-2024,serie-a
warren bondo,Monza,174,458,125,13,18,72.2,1435,20,5,16,19,2023-2024,serie-a
giovanni bonfanti,Atalanta,27,34,6,1,1,100.0,60,0,0,1,0,2023-2024,serie-a
kevin bonifazi,Bologna,62,34,0,0,1,0.0,120,0,0,2,0,2023-2024,serie-a
kevin bonifazi,Frosinone,87,76,9,1,2,50.0,236,1,0,1,2,2023-2024,serie-a
gennaro borrelli,Frosinone,0,0,1,0,1,0.0,2,0,0,0,0,2023-2024,serie-a
erik botheim,Salernitana,11,49,27,7,4,25.0,52,1,2,3,0,2023-2024,serie-a
mehdi bourabia,Frosinone,34,70,26,2,1,0.0,78,1,0,8,0,2023-2024,serie-a
edoardo bove,Roma,165,557,265,36,18,50.0,1095,24,2,27,27,2023-2024,serie-a
domagoj bradaric,Salernitana,529,817,461,23,49,40.8,2622,38,8,32,17,2023-2024,serie-a
josip brekalo,Fiorentina,37,147,168,18,18,44.4,542,11,7,10,3,2023-2024,serie-a
gleison bremer,Juventus,1098,1123,97,35,13,76.9,3428,8,1,18,8,2023-2024,serie-a
brenner,Udinese,10,34,47,7,6,33.3,158,4,1,9,2,2023-2024,serie-a
marco brescianini,Frosinone,239,533,294,57,43,51.2,1453,32,15,39,44,2023-2024,serie-a
dylan bronn,Salernitana,9,9,2,2,0,,20,0,0,0,0,2023-2024,serie-a
tajon buchanan,Inter,14,23,65,9,11,36.4,336,4,3,6,1,2023-2024,serie-a
alessandro buongiorno,Torino,739,748,64,19,4,0.0,1363,10,2,26,4,2023-2024,serie-a
rarescatalin burnete,Lecce,0,2,2,1,0,,0,0,0,2,0,2023-2024,serie-a
jovane cabral,Salernitana,43,163,147,24,36,58.3,731,10,7,23,14,2023-2024,serie-a
liberato cacace,Empoli,442,614,306,17,53,43.4,2109,29,4,23,20,2023-2024,serie-a
jens cajuste,Napoli,83,323,180,23,28,60.7,728,18,2,19,10,2023-2024,serie-a
davide calabria,Milan,512,953,325,26,20,30.0,2474,31,2,19,9,2023-2024,serie-a
riccardo calafiori,Bologna,956,1018,152,23,21,61.9,4024,28,1,31,12,2023-2024,serie-a
mattia caldara,Milan,10,18,1,1,0,,43,0,0,0,0,2023-2024,serie-a
luca caldirola,Monza,809,678,61,16,2,50.0,2482,5,0,6,1,2023-2024,serie-a
hakan calhanoglu,Inter,632,1389,586,26,15,46.7,3868,65,1,27,7,2023-2024,serie-a
francesco camarda,Milan,1,0,1,0,1,0.0,0,0,0,1,0,2023-2024,serie-a
nicolo cambiaghi,Empoli,86,357,589,115,86,33.7,2853,51,48,59,36,2023-2024,serie-a
andrea cambiaso,Juventus,317,631,521,60,61,42.6,2832,53,23,38,21,2023-2024,serie-a
matteo cancellieri,Empoli,100,253,339,78,100,37.0,1381,36,28,56,35,2023-2024,serie-a
antonio candreva,Salernitana,187,733,705,59,40,37.5,2127,48,18,31,18,2023-2024,serie-a
luigi canotto,Frosinone,2,2,0,0,1,100.0,4,0,0,0,2,2023-2024,serie-a
gianluca caprari,Monza,18,65,73,11,8,37.5,370,9,5,9,9,2023-2024,serie-a
elia caprile,Empoli,889,7,0,0,0,,1471,0,0,1,0,2023-2024,serie-a
francesco caputo,Empoli,15,146,132,49,10,50.0,204,6,4,21,12,2023-2024,serie-a
andrea carboni,Monza,504,516,132,26,6,50.0,1856,13,2,14,2,2023-2024,serie-a
valentin carboni,Monza,83,329,281,41,49,49.0,1577,33,18,30,15,2023-2024,serie-a
marco carnesecchi,Atalanta,954,1,0,0,0,,1389,0,0,1,0,2023-2024,serie-a
nicolo casale,Lazio,515,615,32,8,4,50.0,2210,9,1,2,1,2023-2024,serie-a
giuseppe caso,Frosinone,11,54,120,13,36,41.7,451,14,6,15,10,2023-2024,serie-a
valentin castellanos,Lazio,47,325,316,106,38,28.9,466,13,7,54,22,2023-2024,serie-a
samu castillejo,Sassuolo,38,150,190,14,19,47.4,839,24,7,23,18,2023-2024,serie-a
santiago castro,Bologna,5,41,30,8,3,66.7,62,2,0,9,3,2023-2024,serie-a
gaetano castrovilli,Fiorentina,17,72,74,11,14,21.4,357,8,2,11,6,2023-2024,serie-a
danilo cataldi,Lazio,219,691,139,0,8,75.0,1020,9,0,9,6,2023-2024,serie-a
emil ceide,Sassuolo,13,31,45,9,21,61.9,319,6,5,4,5,2023-2024,serie-a
zeki celik,Roma,136,180,117,14,10,60.0,565,15,5,10,6,2023-2024,serie-a
fabien centonze,Hellas Verona,119,176,119,6,23,47.8,400,5,2,11,1,2023-2024,serie-a
michele cerofolini,Frosinone,224,2,0,0,0,,423,0,0,0,0,2023-2024,serie-a
alberto cerri,Empoli,17,89,85,18,6,16.7,149,7,1,13,12,2023-2024,serie-a
leonardo cerri,Juventus,0,0,2,0,0,,0,0,0,0,0,2023-2024,serie-a
charlys,Hellas Verona,2,4,2,0,1,0.0,5,0,0,0,0,2023-2024,serie-a
walid cheddira,Frosinone,33,284,312,100,37,32.4,791,14,22,72,36,2023-2024,serie-a
federico chiesa,Juventus,77,303,643,130,95,36.8,2697,56,58,54,40,2023-2024,serie-a
oliver christensen,Fiorentina,197,0,0,0,0,,321,0,0,1,0,2023-2024,serie-a
samuel chukwueze,Milan,67,237,278,59,62,33.9,1337,27,24,29,15,2023-2024,serie-a
alphadjo cisse,Hellas Verona,0,1,0,0,0,,0,0,0,0,0,2023-2024,serie-a
giorgio cittadini,Monza,3,4,1,0,0,,18,0,0,1,0,2023-2024,serie-a
giorgio cittadini,Genoa,26,21,1,1,0,,21,0,0,1,3,2023-2024,serie-a
patrick ciurria,Monza,269,411,350,31,24,37.5,1581,41,9,19,6,2023-2024,serie-a
lorenzo colombo,Monza,32,239,186,65,23,52.2,464,9,13,64,29,2023-2024,serie-a
andrea colpani,Monza,133,501,641,83,80,35.0,2472,69,27,52,38,2023-2024,serie-a
pietro comuzzo,Fiorentina,19,24,0,0,0,,29,0,0,0,0,2023-2024,serie-a
andrea consigli,Sassuolo,1316,12,0,0,0,,2357,0,0,0,1,2023-2024,serie-a
nikita contini baranovsky,Napoli,4,1,0,0,0,,3,0,0,0,0,2023-2024,serie-a
diego coppola,Hellas Verona,530,408,26,21,1,0.0,806,2,0,8,3,2023-2024,serie-a
tommaso corazza,Bologna,54,72,47,5,3,0.0,330,6,1,1,2,2023-2024,serie-a
jeppe corfitzen,Lecce,0,3,3,0,0,,18,1,0,1,0,2023-2024,serie-a
giacomo corona,Empoli,0,1,1,0,0,,0,0,0,0,0,2023-2024,serie-a
joao costa,Roma,2,2,6,1,0,,14,0,0,1,1,2023-2024,serie-a
benoit costil,Salernitana,454,9,0,0,0,,676,0,0,1,0,2023-2024,serie-a
lassana coulibaly,Salernitana,215,694,201,23,36,41.7,1750,35,1,38,33,2023-2024,serie-a
mamadou coulibaly,Salernitana,0,1,2,0,0,,3,0,0,0,0,2023-2024,serie-a
alessio cragno,Sassuolo,110,0,0,0,0,,193,0,0,0,0,2023-2024,serie-a
bryan cristante,Roma,577,1504,425,80,26,65.4,3544,52,4,27,21,2023-2024,serie-a
juan cruz,Hellas Verona,2,16,20,2,2,50.0,55,2,0,2,0,2023-2024,serie-a
juan cuadrado,Inter,37,102,79,13,5,20.0,513,9,7,3,2,2023-2024,serie-a
marvin cuni,Frosinone,12,92,97,24,14,21.4,132,5,2,26,15,2023-2024,serie-a
danilo dambrosio,Monza,564,600,114,23,13,53.8,1763,8,1,12,5,2023-2024,serie-a
flavius daniliuc,Salernitana,208,218,63,7,5,20.0,561,7,0,7,4,2023-2024,serie-a
danilo,Juventus,815,1113,200,20,12,66.7,2503,14,2,13,3,2023-2024,serie-a
matteo darmian,Inter,540,766,286,27,15,33.3,1584,15,2,18,1,2023-2024,serie-a
juan david cabal,Hellas Verona,314,506,202,16,24,50.0,1152,17,1,22,11,2023-2024,serie-a
keinan davis,Udinese,8,20,50,9,5,60.0,74,1,3,9,3,2023-2024,serie-a
pawe dawidowicz,Hellas Verona,749,642,42,14,5,80.0,1819,8,0,13,5,2023-2024,serie-a
charles de ketelaere,Atalanta,60,442,612,133,88,45.5,2121,51,41,83,54,2023-2024,serie-a
mattia de sciglio,Juventus,10,13,2,0,0,,15,2,0,1,0,2023-2024,serie-a
lorenzo de silvestri,Bologna,202,226,75,2,0,,732,4,0,4,1,2023-2024,serie-a
koni de winter,Genoa,731,655,120,23,9,77.8,2480,13,1,25,10,2023-2024,serie-a
gregoire defrel,Sassuolo,47,141,125,19,13,30.8,348,7,2,15,15,2023-2024,serie-a
alessandro deiola,Cagliari,175,376,153,24,10,50.0,473,5,0,10,15,2023-2024,serie-a
alessandro dellavalle,Torino,4,4,0,0,0,,2,0,0,0,0,2023-2024,serie-a
diego demme,Napoli,14,45,22,4,2,0.0,169,4,0,0,0,2023-2024,serie-a
leander dendoncker,Napoli,7,22,2,0,0,,20,0,0,2,1,2023-2024,serie-a
mattia destro,Empoli,7,55,46,18,4,25.0,114,3,3,11,2,2023-2024,serie-a
federico di francesco,Lecce,2,8,5,3,1,0.0,18,0,0,0,0,2023-2024,serie-a
raffaele di gennaro,Inter,18,1,0,0,0,,57,0,0,0,0,2023-2024,serie-a
michele di gregorio,Monza,1426,14,0,0,3,100.0,2714,0,0,2,1,2023-2024,serie-a
giovanni di lorenzo,Napoli,711,1445,921,129,59,30.5,4442,63,16,28,23,2023-2024,serie-a
alessandro di pardo,Cagliari,59,84,72,3,6,16.7,223,2,0,1,4,2023-2024,serie-a
boulaye dia,Salernitana,44,185,162,35,43,32.6,648,17,6,37,28,2023-2024,serie-a
federico dimarco,Inter,340,572,641,74,18,33.3,1924,34,10,29,7,2023-2024,serie-a
tiago djalo,Juventus,8,7,1,1,1,100.0,64,1,1,0,0,2023-2024,serie-a
koffi djidji,Torino,239,237,29,1,6,50.0,436,4,1,5,2,2023-2024,serie-a
berat djimsiti,Atalanta,1054,823,96,26,2,50.0,2044,10,0,7,3,2023-2024,serie-a
dodo,Fiorentina,97,201,97,7,18,55.6,857,10,4,9,1,2023-2024,serie-a
josh doig,Hellas Verona,125,201,106,13,21,47.6,637,16,3,16,5,2023-2024,serie-a
josh doig,Sassuolo,241,320,203,10,23,17.4,934,17,2,20,10,2023-2024,serie-a
nicolas dominguez,Bologna,23,69,12,0,0,,116,2,0,1,3,2023-2024,serie-a
giulio donati,Monza,11,25,15,1,0,,58,2,0,3,0,2023-2024,serie-a
patrick dorgu,Lecce,263,431,265,32,38,39.5,1457,34,4,41,20,2023-2024,serie-a
alberto dossena,Cagliari,930,748,55,35,8,62.5,2159,6,0,22,10,2023-2024,serie-a
radu dragusin,Genoa,487,347,80,28,1,0.0,922,6,1,5,4,2023-2024,serie-a
ondrej duda,Hellas Verona,271,898,331,19,38,55.3,1556,29,6,49,24,2023-2024,serie-a
denzel dumfries,Inter,231,385,367,73,33,42.4,1121,19,11,29,9,2023-2024,serie-a
alfred duncan,Fiorentina,157,698,343,17,40,50.0,1442,26,3,18,19,2023-2024,serie-a
paulo dybala,Roma,87,590,612,88,77,36.4,2296,61,31,70,41,2023-2024,serie-a
festy ebosele,Udinese,166,246,314,46,108,45.4,1887,45,30,56,34,2023-2024,serie-a
enzo ebosse,Udinese,9,8,0,0,0,,21,0,0,0,0,2023-2024,serie-a
tyronne ebuehi,Empoli,266,258,150,20,13,30.8,1217,14,6,19,4,2023-2024,serie-a
ederson,Atalanta,508,1159,385,41,42,52.4,2448,26,7,33,36,2023-2024,serie-a
kingsley ehizibue,Udinese,133,146,139,28,21,52.4,596,10,7,17,10,2023-2024,serie-a
emmanuel ekong,Empoli,0,3,1,1,3,0.0,1,0,0,0,0,2023-2024,serie-a
caleb ekuban,Genoa,32,150,208,52,22,45.5,373,8,9,55,17,2023-2024,serie-a
elif elmas,Napoli,27,107,111,12,13,46.2,623,13,4,9,7,2023-2024,serie-a
martin erlic,Sassuolo,700,729,53,15,6,66.7,2051,8,1,10,0,2023-2024,serie-a
giovanni fabbian,Bologna,78,208,144,47,24,50.0,491,10,5,22,13,2023-2024,serie-a
nicolo fagioli,Juventus,38,143,84,5,7,42.9,326,6,1,10,4,2023-2024,serie-a
wladimiro falcone,Lecce,1247,4,0,0,0,,2549,1,1,1,0,2023-2024,serie-a
davide faraoni,Hellas Verona,94,194,102,12,7,42.9,400,8,1,14,2,2023-2024,serie-a
davide faraoni,Fiorentina,72,153,73,4,4,25.0,408,1,1,4,2,2023-2024,serie-a
federico fazio,Salernitana,403,346,27,17,2,100.0,825,0,0,8,3,2023-2024,serie-a
jacopo fazzini,Empoli,160,324,242,36,41,48.8,939,19,7,32,21,2023-2024,serie-a
lewis ferguson,Bologna,317,1178,561,82,34,41.2,2570,45,13,22,22,2023-2024,serie-a
andrea ferraris,Monza,1,2,2,0,0,,9,0,0,0,0,2023-2024,serie-a
joao ferreira,Udinese,501,475,146,11,33,54.5,1488,21,4,22,8,2023-2024,serie-a
seydou fini,Genoa,1,6,12,1,1,0.0,23,2,0,1,1,2023-2024,serie-a
vincenzo fiorillo,Salernitana,139,2,0,0,0,,176,0,0,0,0,2023-2024,serie-a
alessandro florenzi,Milan,403,699,354,19,13,7.7,2195,28,1,17,5,2023-2024,serie-a
michael folorunsho,Hellas Verona,233,606,384,57,70,31.4,1714,41,8,62,38,2023-2024,serie-a
davide frattesi,Inter,96,194,140,56,21,33.3,781,17,10,17,16,2023-2024,serie-a
morten frendrup,Genoa,404,922,345,36,25,64.0,1611,20,4,55,14,2023-2024,serie-a
remo freuler,Bologna,525,1304,361,33,12,66.7,2531,28,5,27,16,2023-2024,serie-a
gerardo fusco,Salernitana,0,6,3,1,1,0.0,0,0,0,0,0,2023-2024,serie-a
matteo gabbia,Milan,518,482,40,21,2,100.0,1627,4,0,5,2,2023-2024,serie-a
gianluca gaetano,Cagliari,22,162,154,19,30,33.3,473,14,6,17,15,2023-2024,serie-a
gianluca gaetano,Napoli,12,68,41,5,5,20.0,155,1,1,5,3,2023-2024,serie-a
roberto gagliardini,Monza,439,1034,310,42,17,47.1,2950,36,2,28,14,2023-2024,serie-a
pablo galdames millan,Genoa,1,19,6,1,0,,24,0,0,1,0,2023-2024,serie-a
antonino gallo,Lecce,568,720,396,22,42,45.2,2861,53,12,27,13,2023-2024,serie-a
luca garritano,Frosinone,75,119,91,12,5,0.0,310,2,1,8,2,2023-2024,serie-a
federico gatti,Juventus,504,950,201,47,22,40.9,3233,31,1,24,12,2023-2024,serie-a
francesco gelli,Frosinone,181,426,319,24,42,31.0,1400,25,10,34,14,2023-2024,serie-a
luca gemello,Torino,120,2,0,0,0,,405,0,0,0,0,2023-2024,serie-a
valentin gendrey,Lecce,585,808,353,45,34,47.1,2906,32,6,38,20,2023-2024,serie-a
fares ghedjemis,Frosinone,14,29,44,11,7,28.6,119,2,5,5,2,2023-2024,serie-a
lautaro gianetti,Udinese,227,147,9,5,1,100.0,262,1,0,2,0,2023-2024,serie-a
mario gila,Lazio,602,797,103,10,15,60.0,2725,26,0,11,6,2023-2024,serie-a
gvidas gineitis,Torino,63,193,91,5,7,42.9,394,5,0,4,1,2023-2024,serie-a
olivier giroud,Milan,69,346,319,129,11,27.3,340,7,4,59,14,2023-2024,serie-a
edoardo goldaniga,Cagliari,314,293,44,5,0,,1217,6,0,7,0,2023-2024,serie-a
pierluigi gollini,Napoli,277,1,1,1,0,,485,0,0,0,0,2023-2024,serie-a
papu gomez,Monza,1,5,15,1,0,,77,2,1,0,0,2023-2024,serie-a
iron gomis,Salernitana,15,41,37,5,3,0.0,87,1,0,3,5,2023-2024,serie-a
joan gonzalez,Lecce,127,334,158,19,31,61.3,889,22,4,26,11,2023-2024,serie-a
nicolas gonzalez,Fiorentina,92,470,554,133,89,38.2,1664,51,20,42,29,2023-2024,serie-a
alberto grassi,Empoli,324,625,143,16,10,50.0,957,13,0,13,7,2023-2024,serie-a
matteo guendouzi,Lazio,246,754,337,44,22,31.8,1958,33,4,25,13,2023-2024,serie-a
axel guessand,Udinese,10,22,1,1,0,,63,0,0,3,0,2023-2024,serie-a
albert gumundsson,Genoa,168,708,678,71,96,43.8,2951,71,17,89,51,2023-2024,serie-a
emmanuel gyasi,Empoli,187,351,212,34,21,14.3,639,14,4,25,21,2023-2024,serie-a
norbert gyomber,Salernitana,491,442,34,8,9,55.6,799,3,0,16,2,2023-2024,serie-a
nicolas haas,Empoli,15,36,12,1,0,,35,1,0,1,0,2023-2024,serie-a
ridgeciano haps,Genoa,76,99,111,18,9,33.3,303,6,6,13,8,2023-2024,serie-a
abdou harroui,Frosinone,79,276,220,32,44,43.2,1221,31,8,28,7,2023-2024,serie-a
hans hateboer,Atalanta,174,297,245,22,11,54.5,764,19,3,8,4,2023-2024,serie-a
pantelis hatzidiakos,Cagliari,229,237,43,8,3,33.3,581,7,1,6,3,2023-2024,serie-a
silvan hefti,Genoa,17,24,11,0,1,0.0,49,0,0,1,0,2023-2024,serie-a
liam henderson,Empoli,0,4,1,0,0,,1,0,0,0,0,2023-2024,serie-a
matheus henrique,Sassuolo,263,686,302,23,39,51.3,2575,34,5,40,20,2023-2024,serie-a
thomas henry,Hellas Verona,11,53,54,17,5,20.0,43,3,1,13,2,2023-2024,serie-a
theo hernandez,Milan,581,1191,530,71,81,45.7,6104,93,13,30,22,2023-2024,serie-a
isak hien,Hellas Verona,274,227,14,6,7,28.6,682,3,0,7,8,2023-2024,serie-a
isak hien,Atalanta,305,256,17,8,5,60.0,442,1,1,6,2,2023-2024,serie-a
emil holm,Atalanta,161,249,233,43,32,56.3,1000,20,5,35,18,2023-2024,serie-a
martin hongla,Hellas Verona,147,369,60,1,12,75.0,780,9,1,8,6,2023-2024,serie-a
sydney van hooijdonk,Bologna,9,26,21,7,2,100.0,15,0,0,4,3,2023-2024,serie-a
dean huijsen,Roma,204,281,41,8,2,50.0,696,3,0,3,2,2023-2024,serie-a
dean huijsen,Juventus,8,13,0,0,0,,56,0,0,0,0,2023-2024,serie-a
elseid hysaj,Lazio,310,496,166,8,8,25.0,1444,23,1,12,8,2023-2024,serie-a
arijon ibrahimovic,Frosinone,36,119,135,19,13,30.8,374,7,7,17,7,2023-2024,serie-a
jonathan ikone,Fiorentina,55,249,346,84,46,45.7,1469,21,36,28,22,2023-2024,serie-a
chukwubuikem ikwuemesi,Salernitana,19,159,137,48,31,48.4,325,11,6,52,23,2023-2024,serie-a
ivan ilic,Torino,259,933,366,22,34,52.9,2311,32,1,31,15,2023-2024,serie-a
samuel ilingjunior,Juventus,125,220,220,23,22,31.8,823,15,8,17,12,2023-2024,serie-a
ciro immobile,Lazio,44,267,350,115,27,29.6,539,13,14,52,14,2023-2024,serie-a
gino infantino,Fiorentina,5,39,15,1,3,100.0,49,1,0,1,4,2023-2024,serie-a
gustav isaksen,Lazio,53,170,253,51,43,34.9,969,21,14,38,19,2023-2024,serie-a
ardian ismajli,Empoli,726,505,54,18,3,0.0,1434,2,1,10,1,2023-2024,serie-a
armando izzo,Monza,684,641,73,17,1,0.0,2292,7,0,10,2,2023-2024,serie-a
filip jagieo,Genoa,6,8,7,0,0,,33,3,0,0,2,2023-2024,serie-a
jakub jankto,Cagliari,77,141,122,21,3,33.3,339,10,2,12,3,2023-2024,serie-a
juan jesus,Napoli,808,1059,39,15,1,100.0,2890,5,0,6,2,2023-2024,serie-a
alejandro jimenez,Milan,17,29,8,1,1,0.0,105,1,0,0,2,2023-2024,serie-a
kaio jorge,Frosinone,9,118,123,43,18,27.8,183,6,4,23,9,2023-2024,serie-a
luka jovic,Milan,19,148,106,36,13,53.8,229,7,0,21,12,2023-2024,serie-a
hamed junior traore,Napoli,33,131,85,12,10,50.0,448,8,2,7,7,2023-2024,serie-a
mohamed kaba,Lecce,114,345,162,22,26,53.8,755,13,3,39,21,2023-2024,serie-a
christian kabasele,Udinese,225,181,22,9,1,0.0,558,3,0,5,0,2023-2024,serie-a
yayah kallon,Hellas Verona,1,1,1,0,0,,0,0,0,0,0,2023-2024,serie-a
pierre kalulu,Milan,104,154,35,5,2,0.0,527,5,0,3,2,2023-2024,serie-a
daichi kamada,Lazio,171,629,316,57,23,60.9,1676,30,18,25,15,2023-2024,serie-a
hassane kamara,Udinese,339,410,384,30,54,55.6,1732,36,9,34,19,2023-2024,serie-a
yann karamoh,Torino,8,44,48,7,18,33.3,286,7,3,10,5,2023-2024,serie-a
jesper karlsson,Bologna,21,63,102,11,11,45.5,349,7,6,5,6,2023-2024,serie-a
rick karsdorp,Roma,201,336,241,24,7,42.9,685,11,3,5,1,2023-2024,serie-a
grigoris kastanos,Salernitana,119,389,325,31,26,50.0,1086,24,5,30,28,2023-2024,serie-a
