Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
matias vina,Sassuolo,237,270,172,13,29,41.4,1038,16,5,18,7,2023-2024,serie-a
ruben vinagre,Hellas Verona,44,68,52,2,5,60.0,235,5,1,8,7,2023-2024,serie-a
nicolas viola,Cagliari,74,309,350,34,38,42.1,822,19,8,37,23,2023-2024,serie-a
mattia viti,Sassuolo,276,281,50,7,6,33.3,519,2,0,6,13,2023-2024,serie-a
vitinha,Genoa,12,40,65,21,10,20.0,209,4,4,14,3,2023-2024,serie-a
dusan vlahovic,Juventus,63,368,410,152,43,41.9,840,19,20,71,42,2023-2024,serie-a
nikola vlasic,Torino,141,588,544,80,48,58.3,2262,49,11,57,35,2023-2024,serie-a
alessandro vogliacco,Genoa,311,381,67,9,7,42.9,809,9,4,7,3,2023-2024,serie-a
mergim vojvoda,Torino,307,468,294,11,12,58.3,1753,28,2,7,8,2023-2024,serie-a
cristian volpato,Sassuolo,57,145,207,23,49,51.0,927,24,13,20,12,2023-2024,serie-a
stefan de vrij,Inter,571,563,26,14,2,100.0,1460,5,0,7,0,2023-2024,serie-a
walace,Udinese,591,1051,206,9,39,41.0,2521,30,1,56,27,2023-2024,serie-a
sebastian walukiewicz,Empoli,775,485,33,6,10,80.0,2406,13,0,15,2,2023-2024,serie-a
timothy weah,Juventus,141,304,273,27,13,38.5,1208,19,8,15,10,2023-2024,serie-a
shon weissman,Salernitana,22,51,45,10,2,0.0,43,1,0,10,5,2023-2024,serie-a
mateusz wieteska,Cagliari,291,250,25,7,5,60.0,1105,2,0,5,3,2023-2024,serie-a
kenan yldz,Juventus,58,196,218,36,40,57.5,1175,31,11,34,18,2023-2024,serie-a
mattia zaccagni,Lazio,129,492,571,79,114,47.4,3016,64,30,48,38,2023-2024,serie-a
nicola zalewski,Roma,140,249,200,31,36,44.4,1308,23,16,18,9,2023-2024,serie-a
andrefrank zambo anguissa,Napoli,286,1263,627,59,61,41.0,2376,65,10,56,31,2023-2024,serie-a
alessandro zanoli,Salernitana,125,236,173,19,24,25.0,743,13,6,8,4,2023-2024,serie-a
alessandro zanoli,Napoli,10,21,16,0,2,0.0,94,1,0,2,0,2023-2024,serie-a
duvan zapata,Torino,85,509,642,196,111,32.4,1845,54,27,119,58,2023-2024,serie-a
duvan zapata,Atalanta,3,27,35,10,3,66.7,70,1,2,5,0,2023-2024,serie-a
gabriele zappa,Cagliari,559,730,392,33,27,33.3,2014,29,2,30,8,2023-2024,serie-a
davide zappacosta,Atalanta,271,489,501,46,42,40.5,2001,33,14,27,15,2023-2024,serie-a
oier zarraga,Udinese,57,75,34,5,2,50.0,197,4,2,7,3,2023-2024,serie-a
jordan zemura,Udinese,112,197,172,25,22,59.1,810,16,9,27,14,2023-2024,serie-a
alessio zerbin,Monza,88,150,143,18,31,41.9,675,19,5,15,7,2023-2024,serie-a
alessio zerbin,Napoli,10,32,54,8,4,50.0,147,4,2,5,3,2023-2024,serie-a
kevin zeroli,Milan,4,4,2,0,0,,18,0,0,0,1,2023-2024,serie-a
piotr zielinski,Napoli,217,687,503,35,34,47.1,1956,50,6,23,14,2023-2024,serie-a
david zima,Torino,32,26,0,0,0,,59,0,0,1,1,2023-2024,serie-a
joshua zirkzee,Bologna,135,628,630,136,128,40.6,1772,46,22,114,64,2023-2024,serie-a
nadir zortea,Frosinone,160,296,273,21,38,44.7,863,18,5,30,15,2023-2024,serie-a
nadir zortea,Atalanta,20,51,50,5,14,35.7,246,9,1,2,2,2023-2024,serie-a
szymon zurkowski,Empoli,56,189,111,14,15,26.7,561,15,2,19,19,2023-2024,serie-a
milan uric,Hellas Verona,41,227,153,46,3,66.7,151,6,1,22,8,2023-2024,serie-a
milan uric,Monza,51,227,104,37,4,50.0,108,2,1,24,14,2023-2024,serie-a
mateusz egowski,Salernitana,120,283,111,11,21,28.6,757,13,3,20,12,2023-2024,serie-a
