Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
kike barja,Osasuna,65,199,413,55,89,43.8,1499,28,18,44,25,2022-2023,laliga
ander barrenetxea,Real Sociedad,110,213,232,41,63,54.0,994,15,17,36,18,2022-2023,laliga
pablo barrios,Atlético Madrid,106,314,140,12,30,50.0,690,10,3,15,10,2022-2023,laliga
rodrigo battaglia,Mallorca,114,170,27,6,3,0.0,268,4,0,5,6,2022-2023,laliga
bebe,Rayo Vallecano,1,19,36,0,8,37.5,154,8,0,6,3,2022-2023,laliga
hector bellerin,Barcelona,17,50,41,5,4,75.0,159,3,1,1,0,2022-2023,laliga
fran beltran,Celta Vigo,454,1253,366,11,22,72.7,2685,45,4,26,17,2022-2023,laliga
iker benito,Osasuna,19,24,26,3,9,33.3,245,6,2,3,2,2022-2023,laliga
karim benzema,Real Madrid,56,457,776,175,44,45.5,1900,43,31,32,28,2022-2023,laliga
yuri berchiche,Athletic Club,478,899,506,24,30,40.0,2537,45,3,22,14,2022-2023,laliga
alex berenguer,Athletic Club,135,390,794,117,85,43.5,2024,54,35,63,39,2022-2023,laliga
pedro bigas,Elche,681,569,63,19,8,62.5,2273,13,0,13,4,2022-2023,laliga
el bilal toure,Almería,46,196,172,53,17,35.3,519,16,9,44,9,2022-2023,laliga
antonio blanco,Cádiz,20,46,16,0,1,0.0,57,1,0,2,3,2022-2023,laliga
lautaro blanco,Elche,127,163,209,6,23,43.5,890,20,1,12,3,2022-2023,laliga
theo bongonda,Cádiz,118,282,387,55,98,40.8,2088,47,20,57,26,2022-2023,laliga
yassine bounou,Sevilla,995,17,0,0,1,100.0,1374,0,0,4,0,2022-2023,laliga
lucas boye,Elche,107,585,456,116,130,60.0,1434,33,25,139,85,2022-2023,laliga
martin braithwaite,Espanyol,55,287,362,75,53,32.1,983,29,11,52,19,2022-2023,laliga
darko brasanac,Osasuna,79,245,171,28,10,40.0,668,14,0,20,10,2022-2023,laliga
claudio bravo,Betis,412,3,0,0,0,,724,0,0,0,0,2022-2023,laliga
ante budimir,Osasuna,36,254,281,118,34,47.1,449,16,10,62,27,2022-2023,laliga
manu bueno,Sevilla,25,52,10,0,3,33.3,69,2,0,1,0,2022-2023,laliga
santiago bueno,Girona,1016,1038,54,17,4,50.0,4721,13,0,6,1,2022-2023,laliga
sergio busquets,Barcelona,386,1427,373,14,16,68.8,2593,32,1,19,12,2022-2023,laliga
leandro cabrera,Espanyol,723,802,125,40,9,66.7,1406,9,1,9,5,2022-2023,laliga
cala,Cádiz,37,21,1,1,0,,8,0,0,0,1,2022-2023,laliga
fernando calero,Espanyol,377,499,77,14,3,33.3,951,8,1,12,6,2022-2023,laliga
alexander callens,Girona,53,53,5,0,0,,213,3,0,2,1,2022-2023,laliga
eduardo camavinga,Real Madrid,372,942,485,39,71,53.5,3684,77,12,39,28,2022-2023,laliga
sergio camello,Rayo Vallecano,51,337,406,101,46,39.1,1053,36,17,71,35,2022-2023,laliga
sergio canales,Betis,180,745,781,54,54,51.9,3161,69,5,55,41,2022-2023,laliga
ander capa,Athletic Club,24,50,37,2,3,66.7,193,9,1,3,2,2022-2023,laliga
etienne capoue,Villarreal,199,726,302,24,62,50.0,2031,27,10,26,13,2022-2023,laliga
isaac carcelen,Cádiz,438,550,239,12,21,66.7,1410,18,3,18,18,2022-2023,laliga
juan carlos,Girona,355,1,0,0,0,,476,0,0,0,0,2022-2023,laliga
jose carlos lazo,Almería,1,2,5,1,1,100.0,9,0,0,2,0,2022-2023,laliga
jose carlos lazo,Espanyol,24,14,32,4,5,20.0,103,5,0,3,4,2022-2023,laliga
carmona,Elche,83,93,92,14,20,45.0,338,10,6,12,4,2022-2023,laliga
carmona,Sevilla,147,196,60,6,6,33.3,526,11,2,11,2,2022-2023,laliga
yannick carrasco,Atlético Madrid,230,456,745,160,124,48.4,3577,58,71,52,34,2022-2023,laliga
dani carvajal,Real Madrid,412,580,526,39,17,52.9,1547,30,3,23,7,2022-2023,laliga
william carvalho,Betis,303,1323,370,37,52,55.8,2667,43,7,23,27,2022-2023,laliga
casemiro,Real Madrid,3,8,0,0,0,,6,0,0,1,0,2022-2023,laliga
valentin castellanos,Girona,65,278,343,123,43,32.6,923,27,11,46,22,2022-2023,laliga
samu castillejo,Valencia,81,345,422,49,65,35.4,1701,41,11,43,28,2022-2023,laliga
catena,Rayo Vallecano,1160,930,41,24,2,100.0,2913,5,0,11,6,2022-2023,laliga
edinson cavani,Valencia,54,217,208,54,10,40.0,316,7,3,30,9,2022-2023,laliga
dani ceballos,Real Madrid,258,986,465,34,66,60.6,3318,52,7,19,26,2022-2023,laliga
alex centelles,Almería,269,244,180,7,14,42.9,854,11,1,11,6,2022-2023,laliga
franco cervi,Celta Vigo,219,496,437,50,51,41.2,1526,38,8,30,16,2022-2023,laliga
pep chavarria,Rayo Vallecano,37,75,120,8,16,43.8,365,6,1,7,4,2022-2023,laliga
pape cheikh diop,Elche,7,13,0,0,1,0.0,26,0,0,0,1,2022-2023,laliga
andreas christensen,Barcelona,645,962,50,13,2,0.0,3232,15,0,10,1,2022-2023,laliga
samuel chukwueze,Villarreal,131,437,696,143,178,48.3,3639,63,71,66,29,2022-2023,laliga
chumi,Almería,519,363,93,8,16,43.8,1057,6,1,11,8,2022-2023,laliga
victor chust,Cádiz,291,237,13,6,3,33.3,718,2,1,2,1,2022-2023,laliga
pathe ciss,Rayo Vallecano,243,543,114,19,11,45.5,1032,16,1,14,13,2022-2023,laliga
carlos clerc,Elche,596,761,370,25,56,46.4,2204,40,2,28,10,2022-2023,laliga
alex collado,Elche,58,202,189,19,31,48.4,943,23,6,16,9,2022-2023,laliga
diego collado,Villarreal,0,2,6,1,0,,4,0,0,0,0,2022-2023,laliga
eray comert,Valencia,598,510,33,10,2,100.0,2119,9,1,1,0,2022-2023,laliga
santi comesana,Rayo Vallecano,229,927,405,58,58,60.3,2292,43,8,38,34,2022-2023,laliga
copete,Mallorca,575,538,67,17,21,90.5,1444,13,1,10,6,2022-2023,laliga
francis coquelin,Villarreal,63,224,107,18,6,33.3,399,11,1,18,14,2022-2023,laliga
jesus corona,Sevilla,10,22,27,7,7,42.9,109,3,1,5,2,2022-2023,laliga
angel correa,Atlético Madrid,84,283,379,119,59,39.0,971,20,24,58,31,2022-2023,laliga
thierry correia,Valencia,491,687,456,23,34,38.2,2539,46,9,36,11,2022-2023,laliga
jaume costa,Mallorca,360,603,415,37,25,40.0,1980,38,10,23,8,2022-2023,laliga
samu costa,Almería,478,774,153,16,22,40.9,1113,8,1,31,13,2022-2023,laliga
thibaut courtois,Real Madrid,1205,5,0,0,2,100.0,2619,0,0,2,0,2022-2023,laliga
yan couto,Girona,184,295,266,20,60,46.7,1826,31,12,26,13,2022-2023,laliga
juan cruz armada,Osasuna,404,562,206,4,15,40.0,1400,15,1,17,4,2022-2023,laliga
juan cruz,Betis,6,19,39,8,7,42.9,194,4,3,4,2,2022-2023,laliga
jorge cuenca,Villarreal,232,219,10,5,0,,1030,1,0,2,0,2022-2023,laliga
braian cufre,Mallorca,28,54,28,2,3,66.7,142,2,0,2,1,2022-2023,laliga
matheus cunha,Atlético Madrid,17,61,58,22,7,85.7,221,7,4,9,5,2022-2023,laliga
curro,Almería,3,18,13,1,0,,36,3,0,1,0,2022-2023,laliga
arnaut danjuma,Villarreal,11,39,86,23,8,37.5,260,3,8,11,6,2022-2023,laliga
sergi darder,Espanyol,276,1145,605,39,135,50.4,4719,95,9,43,26,2022-2023,laliga
rodrigo de paul,Atlético Madrid,261,923,425,18,32,50.0,2897,41,3,32,15,2022-2023,laliga
alberto del moral,Villarreal,0,1,0,0,0,,1,0,0,0,0,2022-2023,laliga
thomas delaney,Sevilla,52,108,28,7,0,,110,0,1,4,3,2022-2023,laliga
fran delgado,Betis,1,3,4,1,0,,5,1,0,0,0,2022-2023,laliga
ousmane dembele,Barcelona,30,311,719,103,114,45.6,3328,75,56,27,18,2022-2023,laliga
mouctar diakhaby,Valencia,711,659,90,52,10,50.0,2149,14,1,14,3,2022-2023,laliga
mamady diarra,Cádiz,6,9,6,3,3,33.3,55,0,1,1,1,2022-2023,laliga
youba diarra,Cádiz,27,41,1,0,0,,72,0,0,2,4,2022-2023,laliga
stole dimitrievski,Rayo Vallecano,1185,9,0,0,0,,2427,0,0,0,0,2022-2023,laliga
djene,Getafe,599,716,120,11,28,64.3,1725,17,0,22,15,2022-2023,laliga
marko dmitrovic,Sevilla,539,1,0,0,0,,792,1,0,1,0,2022-2023,laliga
matt doherty,Atlético Madrid,6,3,2,0,0,,5,0,0,0,0,2022-2023,laliga
kasper dolberg,Sevilla,7,23,17,5,3,33.3,75,2,0,3,2,2022-2023,laliga
carlos dominguez,Celta Vigo,32,15,1,0,1,100.0,30,0,0,0,1,2022-2023,laliga
john donald,Elche,236,273,33,7,7,71.4,609,2,0,14,3,2022-2023,laliga
domingos duarte,Getafe,677,538,35,22,6,83.3,1231,2,0,6,3,2022-2023,laliga
pablo duran,Celta Vigo,8,10,11,0,3,33.3,5,0,0,0,0,2022-2023,laliga
hugo duro,Valencia,29,187,217,73,13,15.4,357,6,6,31,19,2022-2023,laliga
inigo eguaras,Almería,174,369,75,3,5,80.0,706,8,0,7,4,2022-2023,laliga
aritz elustondo,Real Sociedad,360,488,107,14,8,62.5,1160,12,1,13,7,2022-2023,laliga
rodrigo ely,Almería,1164,646,54,30,7,71.4,1958,8,1,16,2,2022-2023,laliga
adri embarba,Almería,125,324,435,42,116,40.5,1831,47,14,49,31,2022-2023,laliga
adri embarba,Espanyol,2,8,6,1,5,60.0,36,1,0,2,0,2022-2023,laliga
youssef ennesyri,Sevilla,44,186,211,103,23,17.4,369,5,14,46,9,2022-2023,laliga
gonzalo escalante,Cádiz,161,316,115,24,10,70.0,523,7,0,14,8,2022-2023,laliga
sergio escudero,Valladolid,320,371,255,16,17,41.2,814,16,3,13,8,2022-2023,laliga
alfonso espino,Cádiz,672,871,480,33,52,48.1,2147,34,7,52,23,2022-2023,laliga
bernardo espinosa,Girona,530,496,29,17,4,75.0,1885,3,1,4,4,2022-2023,laliga
edu exposito,Espanyol,124,329,242,20,23,47.8,901,15,2,25,13,2022-2023,laliga
nicolas ezequiel fernandez,Elche,61,123,134,13,12,25.0,690,10,4,10,11,2022-2023,laliga
abde ezzalzouli,Osasuna,73,287,473,66,117,50.4,2531,60,45,64,38,2022-2023,laliga
radamel falcao,Rayo Vallecano,21,106,146,38,16,12.5,122,5,2,29,9,2022-2023,laliga
fali,Cádiz,380,351,39,15,5,40.0,1337,3,0,8,1,2022-2023,laliga
mamadou fall,Villarreal,8,10,4,0,1,0.0,16,0,0,1,0,2022-2023,laliga
ansu fati,Barcelona,64,278,470,128,47,48.9,1399,28,31,35,30,2022-2023,laliga
zouhair feddal,Valladolid,162,85,3,2,0,,278,0,0,0,1,2022-2023,laliga
nabil fekir,Betis,37,254,321,43,44,38.6,1072,27,13,34,22,2022-2023,laliga
felipe,Atlético Madrid,56,90,5,2,2,50.0,332,0,0,0,0,2022-2023,laliga
luiz felipe,Betis,601,507,23,7,9,55.6,1212,1,0,9,0,2022-2023,laliga
joao felix,Atlético Madrid,23,158,142,21,24,25.0,554,16,2,20,12,2022-2023,laliga
kiko femenia,Villarreal,299,377,211,8,13,46.2,1461,27,1,8,9,2022-2023,laliga
aitor fernandez,Osasuna,835,11,0,0,0,,1515,0,0,1,0,2022-2023,laliga
alex fernandez,Cádiz,174,482,198,25,11,45.5,983,21,3,18,24,2022-2023,laliga
alvaro fernandez,Espanyol,375,7,0,0,0,,714,0,0,0,1,2022-2023,laliga
carlos fernandez,Real Sociedad,25,92,120,42,20,65.0,284,8,4,19,12,2022-2023,laliga
federico fernandez,Elche,24,5,1,0,0,,6,0,0,1,0,2022-2023,laliga
joaquin fernandez,Valladolid,672,517,41,17,2,50.0,1642,7,1,9,1,2022-2023,laliga
valery fernandez,Girona,86,179,199,28,27,48.1,637,7,9,18,10,2022-2023,laliga
fernando,Almería,1403,6,0,0,1,100.0,2346,0,0,0,0,2022-2023,laliga
fernando,Sevilla,369,532,131,5,5,60.0,1049,17,0,13,12,2022-2023,laliga
fidel,Elche,178,556,364,43,76,42.1,2228,37,7,41,24,2022-2023,laliga
dimitri foulquier,Valencia,306,491,332,20,42,45.2,2048,34,7,33,9,2022-2023,laliga
juan foyth,Villarreal,516,783,264,21,48,56.3,2657,36,1,21,15,2022-2023,laliga
ivan fresneda,Valladolid,390,497,284,16,42,35.7,1672,26,7,22,18,2022-2023,laliga
javi galan,Celta Vigo,712,1045,788,35,154,46.8,5506,104,19,64,41,2022-2023,laliga
inigo ruiz de galarreta,Mallorca,330,885,247,5,39,48.7,1294,13,0,16,15,2022-2023,laliga
aleix garcia,Girona,386,1003,490,23,26,50.0,2266,35,7,19,12,2022-2023,laliga
alvaro garcia,Rayo Vallecano,208,346,809,118,52,40.4,2237,28,45,52,17,2022-2023,laliga
borja garcia,Girona,70,186,92,10,14,42.9,394,9,0,6,11,2022-2023,laliga
carlos garcia,Cádiz,12,15,1,1,1,100.0,27,0,0,0,0,2022-2023,laliga
dani garcia,Athletic Club,183,560,130,5,2,100.0,514,6,0,6,4,2022-2023,laliga
david garcia,Osasuna,830,862,53,22,4,100.0,2507,8,1,8,2,2022-2023,laliga
eric garcia,Barcelona,539,781,84,5,4,50.0,2686,22,0,10,2,2022-2023,laliga
fran garcia,Rayo Vallecano,645,1109,728,26,68,45.6,6294,142,12,47,11,2022-2023,laliga
joan garcia,Espanyol,30,1,0,0,0,,41,0,0,0,0,2022-2023,laliga
raul garcia,Athletic Club,32,192,224,68,12,50.0,453,15,2,13,8,2022-2023,laliga
ruben garcia,Osasuna,100,277,339,26,16,37.5,657,13,3,27,10,2022-2023,laliga
unai garcia,Osasuna,456,479,32,8,8,62.5,1458,6,0,5,5,2022-2023,laliga
felix garreta,Betis,25,22,0,0,0,,47,0,0,0,0,2022-2023,laliga
aleix garrido,Barcelona,4,0,3,1,1,0.0,18,0,0,0,0,2022-2023,laliga
sekou gassama,Valladolid,1,4,7,4,0,,16,0,1,1,0,2022-2023,laliga
gavi,Barcelona,148,797,579,71,63,42.9,2505,69,8,56,33,2022-2023,laliga
paulo gazzaniga,Girona,1133,7,0,0,1,100.0,1663,0,0,3,2,2022-2023,laliga
bryan gil,Sevilla,81,188,254,25,45,42.2,743,21,4,31,18,2022-2023,laliga
david gil,Cádiz,144,0,0,0,0,,235,0,0,0,0,2022-2023,laliga
oscar gil,Espanyol,406,570,371,27,49,46.9,1283,24,5,52,14,2022-2023,laliga
alvaro gimenez,Cádiz,0,2,3,0,1,0.0,0,0,0,1,0,2022-2023,laliga
dani gomez,Espanyol,4,12,17,4,3,33.3,22,2,0,3,2,2022-2023,laliga
maxi gomez,Valencia,2,9,16,8,2,0.0,64,0,3,3,1,2022-2023,laliga
moi gomez,Osasuna,237,1013,489,23,40,67.5,2740,48,7,33,18,2022-2023,laliga
papu gomez,Sevilla,69,313,264,27,36,41.7,1354,36,6,21,13,2022-2023,laliga
sergi gomez,Espanyol,736,620,33,19,0,,1464,2,0,5,0,2022-2023,laliga
antonio gomis,Atlético Madrid,3,0,0,0,0,,7,0,0,0,0,2022-2023,laliga
diego gonzalez,Elche,321,151,17,8,3,33.3,689,0,0,2,3,2022-2023,laliga
edgar gonzalez,Betis,637,448,28,17,5,40.0,1154,5,1,6,1,2022-2023,laliga
giovanni gonzalez,Mallorca,170,228,111,14,16,50.0,494,7,3,7,2,2022-2023,laliga
nicolas gonzalez,Valencia,164,555,209,19,39,71.8,1277,26,1,12,15,2022-2023,laliga
roberto gonzalez,Betis,0,21,14,1,2,0.0,31,1,1,1,0,2022-2023,laliga
andoni gorosabel,Real Sociedad,288,589,335,17,19,47.4,1483,30,1,14,8,2022-2023,laliga
jose gragera,Espanyol,117,137,19,6,0,,168,1,0,1,1,2022-2023,laliga
ivo grbic,Atlético Madrid,360,1,0,0,0,,681,0,0,0,0,2022-2023,laliga
dominik greif,Mallorca,40,0,0,0,0,,50,0,0,0,0,2022-2023,laliga
clement grenier,Mallorca,62,240,131,4,7,42.9,314,5,1,17,7,2022-2023,laliga
antoine griezmann,Atlético Madrid,247,933,818,153,83,56.6,3089,66,25,41,35,2022-2023,laliga
andres guardado,Betis,277,610,151,6,10,50.0,1360,16,0,18,6,2022-2023,laliga
sergi guardiola,Valladolid,27,91,74,17,7,0.0,144,6,2,18,4,2022-2023,laliga
sergi guardiola,Cádiz,34,174,208,41,24,50.0,344,10,5,27,24,2022-2023,laliga
nemanja gudelj,Sevilla,837,910,169,18,5,60.0,3393,37,0,14,2,2022-2023,laliga
javier guerra,Valencia,57,186,103,15,28,50.0,717,10,5,8,20,2022-2023,laliga
ander guevara,Real Sociedad,28,127,49,0,4,75.0,311,4,0,1,1,2022-2023,laliga
pape gueye,Sevilla,144,422,141,21,23,60.9,818,13,2,19,11,2022-2023,laliga
hugo guillamon,Valencia,270,651,257,6,5,20.0,1107,15,0,9,15,2022-2023,laliga
gerard gumbau,Elche,336,955,433,28,20,35.0,1874,21,2,27,12,2022-2023,laliga
gorka guruzeta,Athletic Club,48,274,267,74,20,50.0,450,10,4,40,22,2022-2023,laliga
raul guti,Elche,120,283,123,18,13,38.5,445,13,2,14,18,2022-2023,laliga
miguel gutierrez,Girona,466,697,482,39,75,46.7,2803,43,17,36,25,2022-2023,laliga
munir el haddadi,Getafe,66,253,299,48,34,35.3,562,13,7,45,25,2022-2023,laliga
dennis hadzikadunic,Mallorca,109,117,16,6,0,,283,3,0,2,0,2022-2023,laliga
haissem hassan,Villarreal,6,10,11,1,4,50.0,60,1,1,2,0,2022-2023,laliga
eden hazard,Real Madrid,5,44,82,13,6,33.3,268,8,1,9,2,2022-2023,laliga
luiz henrique,Betis,160,369,375,60,125,44.8,1666,41,24,58,59,2022-2023,laliga
mario hermoso,Atlético Madrid,718,840,171,21,22,63.6,1979,16,0,20,9,2022-2023,laliga
javi hernandez,Girona,289,432,157,13,16,68.8,1841,24,1,7,8,2022-2023,laliga
aridane hernandez,Osasuna,567,496,26,11,7,85.7,1407,5,1,6,3,2022-2023,laliga
luis hernandez,Cádiz,833,731,230,14,4,75.0,2033,5,0,5,2,2022-2023,laliga
mario hernandez,Rayo Vallecano,9,27,12,1,1,0.0,92,0,1,0,2,2022-2023,laliga
jorge herrando,Osasuna,7,2,0,0,0,,0,0,0,0,0,2022-2023,laliga
ander herrera,Athletic Club,99,302,141,17,10,50.0,452,8,1,6,8,2022-2023,laliga
sergio herrera,Osasuna,645,8,0,0,2,100.0,1230,0,0,2,0,2022-2023,laliga
yangel herrera,Girona,82,301,180,32,23,52.2,686,14,3,25,22,2022-2023,laliga
omar el hilali,Espanyol,30,15,10,1,1,0.0,5,0,0,4,0,2022-2023,laliga
martin hongla,Valladolid,333,371,46,1,11,81.8,1302,7,1,14,1,2022-2023,laliga
pablo ibanez,Osasuna,116,297,120,28,15,53.3,706,10,3,16,14,2022-2023,laliga
iglesias,Getafe,381,545,349,23,30,43.3,1363,34,6,30,10,2022-2023,laliga
borja iglesias,Betis,39,357,387,118,32,37.5,691,14,20,81,38,2022-2023,laliga
asier illarramendi,Real Sociedad,160,477,156,12,7,100.0,799,18,1,15,8,2022-2023,laliga
alexander isak,Real Sociedad,5,19,22,11,5,40.0,72,2,2,3,2,2022-2023,laliga
isco,Sevilla,70,275,172,20,29,37.9,818,23,1,21,22,2022-2023,laliga
diego iturralde,Sevilla,9,7,1,0,0,,9,0,0,0,0,2022-2023,laliga
nicolas jackson,Villarreal,35,210,290,93,37,62.2,1231,26,19,55,39,2022-2023,laliga
adnan januzaj,Sevilla,2,12,16,1,8,50.0,32,1,0,1,1,2022-2023,laliga
luis javier suarez,Almería,55,308,225,60,44,43.2,809,20,15,42,25,2022-2023,laliga
joaquin,Betis,42,152,186,17,19,57.9,714,16,6,13,6,2022-2023,laliga
frenkie de jong,Barcelona,391,1553,607,47,60,58.3,6407,94,9,24,22,2022-2023,laliga
joan jordan,Sevilla,248,734,243,8,10,50.0,1112,19,0,16,5,2022-2023,laliga
josan,Elche,211,276,178,16,36,58.3,1399,19,8,25,21,2022-2023,laliga
willian jose,Betis,52,162,126,16,7,28.6,243,9,2,17,10,2022-2023,laliga
joselu,Espanyol,90,501,523,152,42,42.9,616,21,16,84,43,2022-2023,laliga
juanmi,Betis,56,184,128,38,32,37.5,454,16,4,23,13,2022-2023,laliga
juanpe,Girona,573,395,31,16,1,100.0,1700,2,0,0,2,2022-2023,laliga
lago junior,Mallorca,4,9,15,1,1,100.0,34,2,0,3,1,2022-2023,laliga
vinicius junior,Real Madrid,95,444,1190,260,306,36.6,5663,98,140,103,61,2022-2023,laliga
filip jrgensen,Villarreal,56,0,0,0,0,,79,0,0,0,0,2022-2023,laliga
tino kadewere,Mallorca,22,114,94,28,14,57.1,333,5,9,15,11,2022-2023,laliga
kaiky,Almería,184,108,3,1,3,66.7,513,2,0,5,0,2022-2023,laliga
lee kangin,Mallorca,169,693,598,42,134,67.2,2936,58,14,69,43,2022-2023,laliga
jon karrikaburu,Real Sociedad,0,18,20,3,0,,38,1,1,4,3,2022-2023,laliga
kenedy,Valladolid,18,59,58,13,13,30.8,142,1,3,14,7,2022-2023,laliga
franck kessie,Barcelona,110,336,133,25,18,50.0,677,12,2,23,10,2022-2023,laliga
kike,Osasuna,28,180,217,68,20,60.0,393,15,6,58,17,2022-2023,laliga
justin kluivert,Valencia,48,153,401,65,63,47.6,1553,33,22,39,22,2022-2023,laliga
koke,Atlético Madrid,542,1337,376,21,22,59.1,2069,25,0,21,18,2022-2023,laliga
luca koleosho,Espanyol,2,13,26,5,8,50.0,88,0,3,6,0,2022-2023,laliga
geoffrey kondogbia,Atlético Madrid,196,498,66,8,10,50.0,637,7,1,6,10,2022-2023,laliga
jules kounde,Barcelona,675,1215,362,45,28,53.6,4586,52,5,23,18,2022-2023,laliga
toni kroos,Real Madrid,531,1618,506,18,26,34.6,4384,41,3,10,12,2022-2023,laliga
