Player,Squad,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR,Season,Competition
warren bondo,Monza,2003,25,14,1475,1,1,9,0,31,43,13,2023-2024,serie-a
giovanni bonfanti,Atalanta,2003,2,1,89,0,0,0,0,0,1,2,2023-2024,serie-a
kevin bonifazi,Bologna,1996,1,1,90,0,0,0,0,0,1,1,2023-2024,serie-a
kevin bonifazi,Frosinone,1996,6,3,309,0,0,0,0,2,7,1,2023-2024,serie-a
gennaro borrelli,Frosinone,2000,1,0,24,0,0,0,0,1,0,1,2023-2024,serie-a
erik botheim,Salernitana,2000,7,4,316,0,0,1,0,3,5,9,2023-2024,serie-a
mehdi bourabia,Frosinone,1991,10,3,200,0,0,1,0,1,7,8,2023-2024,serie-a
edoardo bove,Roma,2002,31,18,1780,0,2,2,0,21,88,47,2023-2024,serie-a
domagoj bradaric,Salernitana,1999,34,30,2749,0,3,5,0,57,76,120,2023-2024,serie-a
josip brekalo,Fiorentina,1998,11,8,652,1,0,0,0,14,25,69,2023-2024,serie-a
gleison bremer,Juventus,1997,36,36,3233,3,0,9,0,7,120,4,2023-2024,serie-a
brenner,Udinese,2000,8,2,189,0,0,0,0,6,8,10,2023-2024,serie-a
marco brescianini,Frosinone,2000,36,24,2321,4,2,1,0,46,70,100,2023-2024,serie-a
dylan bronn,Salernitana,1995,4,0,52,0,0,0,0,1,1,0,2023-2024,serie-a
tajon buchanan,Inter,1999,10,0,161,1,0,0,0,12,4,22,2023-2024,serie-a
alessandro buongiorno,Torino,1999,29,29,2527,3,0,7,0,14,62,10,2023-2024,serie-a
rarescatalin burnete,Lecce,2004,1,0,8,0,1,0,0,0,0,2,2023-2024,serie-a
jovane cabral,Salernitana,1998,12,8,678,1,0,1,0,22,40,39,2023-2024,serie-a
liberato cacace,Empoli,2000,31,18,1912,0,1,6,0,34,84,55,2023-2024,serie-a
jens cajuste,Napoli,1999,26,11,1016,0,2,7,0,19,37,53,2023-2024,serie-a
davide calabria,Milan,1996,29,26,2185,1,3,5,2,31,140,66,2023-2024,serie-a
riccardo calafiori,Bologna,2002,30,26,2349,2,5,4,0,28,96,23,2023-2024,serie-a
mattia caldara,Milan,1994,1,0,33,0,0,0,0,0,2,0,2023-2024,serie-a
luca caldirola,Monza,1991,29,23,2141,1,1,7,1,10,56,9,2023-2024,serie-a
hakan calhanoglu,Inter,1994,32,32,2556,13,3,5,0,45,186,34,2023-2024,serie-a
francesco camarda,Milan,2008,2,0,14,0,0,0,0,0,0,1,2023-2024,serie-a
nicolo cambiaghi,Empoli,2000,37,29,2553,1,1,3,0,128,63,197,2023-2024,serie-a
andrea cambiaso,Juventus,2000,34,28,2372,2,3,10,0,87,71,172,2023-2024,serie-a
matteo cancellieri,Empoli,2002,36,18,1788,4,3,7,0,48,26,138,2023-2024,serie-a
antonio candreva,Salernitana,1987,34,32,2750,6,6,5,0,67,149,182,2023-2024,serie-a
luigi canotto,Frosinone,1994,1,0,16,0,0,0,0,0,0,1,2023-2024,serie-a
gianluca caprari,Monza,1993,6,4,285,0,0,0,0,11,15,16,2023-2024,serie-a
elia caprile,Empoli,2001,23,23,2070,0,0,0,0,0,0,0,2023-2024,serie-a
francesco caputo,Empoli,1987,20,15,1268,3,0,0,0,7,18,65,2023-2024,serie-a
andrea carboni,Monza,2001,21,16,1487,1,0,1,0,13,46,22,2023-2024,serie-a
valentin carboni,Monza,2005,31,10,1169,2,3,2,0,52,57,75,2023-2024,serie-a
marco carnesecchi,Atalanta,2000,27,27,2425,0,0,0,0,0,0,0,2023-2024,serie-a
nicolo casale,Lazio,1998,20,16,1559,0,0,5,0,20,49,4,2023-2024,serie-a
giuseppe caso,Frosinone,1998,14,2,417,0,0,2,0,15,20,37,2023-2024,serie-a
valentin castellanos,Lazio,1998,35,16,1682,4,3,2,0,15,47,132,2023-2024,serie-a
samu castillejo,Sassuolo,1995,17,6,536,0,0,2,0,27,26,45,2023-2024,serie-a
santiago castro,Bologna,2004,8,2,242,1,1,1,0,1,1,15,2023-2024,serie-a
gaetano castrovilli,Fiorentina,1997,6,5,367,1,2,0,0,14,12,25,2023-2024,serie-a
danilo cataldi,Lazio,1994,28,15,1361,1,0,8,0,9,69,7,2023-2024,serie-a
emil ceide,Sassuolo,2001,11,0,176,0,0,0,0,12,3,16,2023-2024,serie-a
zeki celik,Roma,1997,17,6,671,0,0,1,0,14,26,38,2023-2024,serie-a
fabien centonze,Hellas Verona,1996,10,7,676,0,1,2,0,16,14,21,2023-2024,serie-a
michele cerofolini,Frosinone,1999,8,7,675,0,0,1,0,0,0,0,2023-2024,serie-a
alberto cerri,Empoli,1996,12,10,545,1,0,2,0,3,9,23,2023-2024,serie-a
leonardo cerri,Juventus,2003,1,0,7,0,0,0,0,0,0,2,2023-2024,serie-a
charlys,Hellas Verona,2004,2,0,25,0,0,0,0,0,1,0,2023-2024,serie-a
walid cheddira,Frosinone,1998,36,24,2120,7,1,0,0,31,22,139,2023-2024,serie-a
federico chiesa,Juventus,1997,33,25,2197,9,2,1,0,111,70,216,2023-2024,serie-a
oliver christensen,Fiorentina,1999,4,4,360,0,0,0,0,0,0,0,2023-2024,serie-a
samuel chukwueze,Milan,1999,24,12,1017,1,3,1,0,52,51,135,2023-2024,serie-a
alphadjo cisse,Hellas Verona,2006,1,0,8,0,0,0,0,0,0,0,2023-2024,serie-a
giorgio cittadini,Monza,2002,1,0,15,0,0,1,0,1,1,1,2023-2024,serie-a
giorgio cittadini,Genoa,2002,5,1,106,0,0,0,0,0,1,1,2023-2024,serie-a
patrick ciurria,Monza,1995,22,18,1598,0,1,2,0,41,68,94,2023-2024,serie-a
lorenzo colombo,Monza,2002,25,16,1359,4,1,3,0,16,24,75,2023-2024,serie-a
andrea colpani,Monza,1999,38,36,2657,8,4,1,0,90,120,193,2023-2024,serie-a
pietro comuzzo,Fiorentina,2005,4,0,43,0,0,1,0,0,3,0,2023-2024,serie-a
andrea consigli,Sassuolo,1987,35,35,3150,0,0,1,0,0,1,0,2023-2024,serie-a
nikita contini baranovsky,Napoli,1996,1,0,17,0,0,0,0,0,0,0,2023-2024,serie-a
diego coppola,Hellas Verona,2003,24,18,1634,2,0,9,0,1,40,0,2023-2024,serie-a
tommaso corazza,Bologna,2004,9,1,195,0,0,1,0,10,14,9,2023-2024,serie-a
jeppe corfitzen,Lecce,2004,1,0,9,0,0,0,0,1,0,0,2023-2024,serie-a
giacomo corona,Empoli,2004,1,0,5,0,0,0,0,0,0,0,2023-2024,serie-a
joao costa,Roma,2005,3,0,14,0,0,1,0,0,1,1,2023-2024,serie-a
benoit costil,Salernitana,1987,13,13,1170,0,0,0,0,0,0,0,2023-2024,serie-a
lassana coulibaly,Salernitana,1996,28,25,2082,0,1,5,0,29,88,38,2023-2024,serie-a
mamadou coulibaly,Salernitana,1999,1,0,3,0,0,0,0,0,0,0,2023-2024,serie-a
alessio cragno,Sassuolo,1994,3,3,270,0,0,0,0,0,0,0,2023-2024,serie-a
bryan cristante,Roma,1995,37,37,3289,3,4,8,0,47,234,80,2023-2024,serie-a
juan cruz,Hellas Verona,1999,4,1,109,0,0,0,0,3,4,4,2023-2024,serie-a
juan cuadrado,Inter,1988,10,0,267,0,2,1,0,17,11,35,2023-2024,serie-a
marvin cuni,Frosinone,2001,22,6,534,1,0,0,0,6,11,45,2023-2024,serie-a
danilo dambrosio,Monza,1988,24,16,1536,0,0,5,1,12,61,25,2023-2024,serie-a
flavius daniliuc,Salernitana,2001,14,8,744,0,0,2,0,8,37,2,2023-2024,serie-a
danilo,Juventus,1991,29,27,2452,1,1,7,0,18,161,21,2023-2024,serie-a
matteo darmian,Inter,1989,33,27,2404,2,1,2,0,18,72,82,2023-2024,serie-a
juan david cabal,Hellas Verona,2001,22,17,1497,0,0,6,0,26,70,48,2023-2024,serie-a
keinan davis,Udinese,1998,8,0,186,1,0,2,0,2,6,15,2023-2024,serie-a
pawe dawidowicz,Hellas Verona,1995,28,25,2143,0,0,5,0,11,89,5,2023-2024,serie-a
charles de ketelaere,Atalanta,2001,35,25,2026,10,8,1,0,88,126,219,2023-2024,serie-a
mattia de sciglio,Juventus,1992,1,1,45,0,0,0,0,0,3,1,2023-2024,serie-a
lorenzo de silvestri,Bologna,1988,15,7,674,2,0,0,0,14,27,12,2023-2024,serie-a
koni de winter,Genoa,2002,29,26,2380,0,1,8,1,21,76,15,2023-2024,serie-a
gregoire defrel,Sassuolo,1991,20,7,757,1,2,0,0,7,17,42,2023-2024,serie-a
alessandro deiola,Cagliari,1995,27,19,1608,1,0,7,0,9,64,21,2023-2024,serie-a
alessandro dellavalle,Torino,2004,1,0,15,0,0,0,0,0,1,0,2023-2024,serie-a
diego demme,Napoli,1991,2,1,73,0,0,1,0,3,5,0,2023-2024,serie-a
leander dendoncker,Napoli,1995,3,0,24,0,0,0,0,0,2,0,2023-2024,serie-a
mattia destro,Empoli,1991,15,3,366,0,0,2,0,4,4,19,2023-2024,serie-a
federico di francesco,Lecce,1994,2,0,15,1,0,0,0,1,1,3,2023-2024,serie-a
raffaele di gennaro,Inter,1993,1,0,23,0,0,0,0,0,0,0,2023-2024,serie-a
michele di gregorio,Monza,1997,33,33,2872,0,0,0,0,0,1,0,2023-2024,serie-a
giovanni di lorenzo,Napoli,1993,36,36,3234,1,6,6,0,95,304,250,2023-2024,serie-a
alessandro di pardo,Cagliari,1999,15,2,359,0,0,0,0,6,11,19,2023-2024,serie-a
boulaye dia,Salernitana,1996,17,12,1143,4,0,1,0,18,22,57,2023-2024,serie-a
federico dimarco,Inter,1997,30,29,2077,5,6,0,0,51,100,198,2023-2024,serie-a
tiago djalo,Juventus,2000,1,0,17,0,0,0,0,1,2,0,2023-2024,serie-a
koffi djidji,Torino,1992,13,8,759,0,0,2,0,4,19,3,2023-2024,serie-a
berat djimsiti,Atalanta,1993,37,32,2832,0,1,5,0,6,79,10,2023-2024,serie-a
dodo,Fiorentina,1998,9,7,523,0,0,0,0,20,39,21,2023-2024,serie-a
josh doig,Hellas Verona,2002,12,11,830,0,0,2,0,23,15,22,2023-2024,serie-a
josh doig,Sassuolo,2002,16,15,1343,0,2,5,0,30,33,45,2023-2024,serie-a
nicolas dominguez,Bologna,1998,2,1,102,0,0,0,0,1,9,3,2023-2024,serie-a
giulio donati,Monza,1990,4,0,36,0,0,2,0,0,3,5,2023-2024,serie-a
patrick dorgu,Lecce,2004,32,17,1564,2,0,6,0,37,49,86,2023-2024,serie-a
alberto dossena,Cagliari,1998,35,33,2977,2,4,5,0,9,89,2,2023-2024,serie-a
radu dragusin,Genoa,2002,19,19,1710,2,1,1,0,6,29,13,2023-2024,serie-a
ondrej duda,Hellas Verona,1994,32,29,2456,1,4,14,2,34,117,47,2023-2024,serie-a
denzel dumfries,Inter,1996,31,19,1639,4,4,2,1,50,51,147,2023-2024,serie-a
alfred duncan,Fiorentina,1993,30,24,1888,2,5,2,0,23,133,47,2023-2024,serie-a
paulo dybala,Roma,1993,28,25,1959,13,9,3,0,79,122,167,2023-2024,serie-a
festy ebosele,Udinese,2002,31,20,1700,0,0,6,1,67,35,98,2023-2024,serie-a
enzo ebosse,Udinese,1999,1,0,8,0,0,0,0,0,1,0,2023-2024,serie-a
tyronne ebuehi,Empoli,1995,15,11,1099,0,1,0,0,34,37,35,2023-2024,serie-a
ederson,Atalanta,1999,36,32,2869,6,1,8,0,32,214,50,2023-2024,serie-a
kingsley ehizibue,Udinese,1995,23,11,955,0,1,4,0,18,15,44,2023-2024,serie-a
emmanuel ekong,Empoli,2002,1,0,5,0,0,0,0,0,0,1,2023-2024,serie-a
caleb ekuban,Genoa,1994,29,10,1131,4,1,0,0,14,15,93,2023-2024,serie-a
elif elmas,Napoli,1999,11,4,339,2,0,2,0,14,16,26,2023-2024,serie-a
martin erlic,Sassuolo,1998,32,31,2618,1,0,5,0,19,78,11,2023-2024,serie-a
giovanni fabbian,Bologna,2003,27,11,1057,5,2,4,0,11,17,41,2023-2024,serie-a
nicolo fagioli,Juventus,2001,8,4,437,0,2,1,0,8,23,15,2023-2024,serie-a
wladimiro falcone,Lecce,1995,38,38,3420,0,0,0,0,0,1,0,2023-2024,serie-a
davide faraoni,Hellas Verona,1991,11,7,602,0,1,5,0,13,28,31,2023-2024,serie-a
davide faraoni,Fiorentina,1991,8,4,392,0,1,0,0,7,17,16,2023-2024,serie-a
federico fazio,Salernitana,1987,17,15,1355,1,0,3,1,2,27,2,2023-2024,serie-a
jacopo fazzini,Empoli,2003,31,14,1232,1,1,6,0,24,47,51,2023-2024,serie-a
lewis ferguson,Bologna,1999,31,31,2712,6,3,8,0,57,142,138,2023-2024,serie-a
andrea ferraris,Monza,2003,1,0,10,0,0,0,0,0,1,0,2023-2024,serie-a
joao ferreira,Udinese,2001,35,18,1822,0,1,9,0,19,61,45,2023-2024,serie-a
seydou fini,Genoa,2006,3,0,35,0,0,0,0,1,0,2,2023-2024,serie-a
vincenzo fiorillo,Salernitana,1990,4,4,360,0,0,1,1,0,0,0,2023-2024,serie-a
alessandro florenzi,Milan,1991,31,19,1732,1,4,5,0,29,106,50,2023-2024,serie-a
michael folorunsho,Hellas Verona,1998,34,33,2781,5,1,5,0,56,54,110,2023-2024,serie-a
davide frattesi,Inter,1999,32,6,955,6,3,1,0,27,37,40,2023-2024,serie-a
morten frendrup,Genoa,2001,37,36,3145,2,5,6,0,36,105,69,2023-2024,serie-a
remo freuler,Bologna,1992,32,30,2624,1,1,9,0,37,165,48,2023-2024,serie-a
gerardo fusco,Salernitana,2005,1,0,15,0,0,0,0,0,0,1,2023-2024,serie-a
matteo gabbia,Milan,1999,18,14,1275,2,1,5,0,11,42,2,2023-2024,serie-a
gianluca gaetano,Cagliari,2000,11,10,745,4,1,1,1,17,41,42,2023-2024,serie-a
gianluca gaetano,Napoli,2000,9,1,161,1,0,1,0,6,6,5,2023-2024,serie-a
roberto gagliardini,Monza,1994,33,29,2360,1,2,5,0,38,120,36,2023-2024,serie-a
pablo galdames millan,Genoa,1996,2,0,11,0,0,0,0,0,5,1,2023-2024,serie-a
antonino gallo,Lecce,2000,35,30,2490,0,3,2,0,69,125,101,2023-2024,serie-a
luca garritano,Frosinone,1994,12,5,485,0,0,1,0,6,23,23,2023-2024,serie-a
federico gatti,Juventus,1998,32,30,2637,4,0,7,0,52,122,43,2023-2024,serie-a
francesco gelli,Frosinone,1996,27,16,1561,0,0,3,0,42,61,87,2023-2024,serie-a
