Player,Squad,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR,Season,Competition
oscar valentin,Rayo Vallecano,1994.0,34,32,2692,1,0,7,1,24,132,11,2023-2024,laliga
martin valjent,Mallorca,1995.0,28,28,2349,0,1,5,0,22,61,27,2023-2024,laliga
jesus vallejo,Granada,1997.0,3,1,108,0,0,1,0,1,2,0,2023-2024,laliga
alvaro valles,Las Palmas,1997.0,37,37,3263,0,0,2,1,0,5,0,2023-2024,laliga
federico valverde,Real Madrid,1998.0,37,33,2904,2,7,2,0,104,231,102,2023-2024,laliga
siebe van der heyden,Mallorca,1998.0,6,4,286,0,0,2,1,1,1,1,2023-2024,laliga
jose luis garcia vaya,Valencia,1998.0,37,37,3302,7,1,4,0,30,251,43,2023-2024,laliga
borja vazquez,Cádiz,2005.0,1,0,4,0,0,0,0,0,1,1,2023-2024,laliga
jesus vazquez,Valencia,2003.0,20,6,716,1,0,1,0,13,15,29,2023-2024,laliga
kevin vazquez,Celta Vigo,1993.0,12,10,700,0,0,3,0,6,28,20,2023-2024,laliga
lucas vazquez,Real Madrid,1991.0,29,14,1419,3,6,0,0,28,58,160,2023-2024,laliga
gabriel veiga,Celta Vigo,2002.0,1,0,18,0,0,0,0,0,0,1,2023-2024,laliga
alejo veliz,Sevilla,2003.0,6,0,35,0,0,0,0,0,0,1,2023-2024,laliga
arthur vermeeren,Atlético Madrid,2005.0,5,2,162,0,0,2,0,2,7,7,2023-2024,laliga
mikel vesga,Athletic Club,1993.0,27,18,1534,3,1,2,0,10,88,29,2023-2024,laliga
carlos vicente,Alavés,1999.0,18,12,1114,2,4,1,0,23,23,82,2023-2024,laliga
nacho vidal,Osasuna,1995.0,7,0,96,1,0,0,0,0,1,4,2023-2024,laliga
nacho vidal,Mallorca,1995.0,8,5,416,0,0,2,0,5,15,31,2023-2024,laliga
fran vieites,Betis,1999.0,4,3,315,0,0,0,0,0,0,0,2023-2024,laliga
jonathan viera,Las Palmas,1989.0,9,7,617,2,1,1,0,26,65,37,2023-2024,laliga
jonathan viera,Almería,1989.0,12,12,912,0,3,3,1,35,68,29,2023-2024,laliga
toni villa,Girona,1995.0,2,0,13,0,0,0,0,1,1,3,2023-2024,laliga
asier villalibre,Athletic Club,1997.0,18,4,513,2,1,0,0,6,10,29,2023-2024,laliga
gonzalo villar,Granada,1998.0,35,21,1803,1,3,7,0,27,74,27,2023-2024,laliga
ivan villar,Celta Vigo,1997.0,12,12,1014,0,0,0,2,0,0,0,2023-2024,laliga
ricardo visus,Betis,2001.0,3,1,166,0,0,0,0,0,2,0,2023-2024,laliga
daniel vivian,Athletic Club,1999.0,33,31,2878,0,0,6,0,23,123,4,2023-2024,laliga
shon weissman,Granada,1996.0,5,0,82,0,0,0,0,1,1,1,2023-2024,laliga
inaki williams,Athletic Club,1994.0,34,32,2844,12,3,4,0,114,78,333,2023-2024,laliga
nico williams,Athletic Club,2002.0,31,29,2263,5,11,6,1,143,66,302,2023-2024,laliga
axel witsel,Atlético Madrid,1989.0,35,30,2783,2,0,5,0,17,89,8,2023-2024,laliga
xeber,Alavés,1997.0,10,3,302,0,0,1,0,6,6,30,2023-2024,laliga
antal yaakobishvili,Girona,2004.0,1,0,61,0,0,0,0,0,0,0,2023-2024,laliga
lamine yamal,Barcelona,2007.0,37,22,2201,5,5,3,0,123,80,350,2023-2024,laliga
roman yaremchuk,Valencia,1995.0,25,11,928,3,0,2,0,12,20,46,2023-2024,laliga
arsen zakharyan,Real Sociedad,2003.0,29,15,1228,1,2,1,0,28,47,88,2023-2024,laliga
joseba zaldua,Cádiz,1992.0,13,9,704,0,0,3,0,7,15,33,2023-2024,laliga
bryan zaragoza,Granada,2001.0,21,18,1638,6,2,5,0,100,36,127,2023-2024,laliga
igor zubeldia,Real Sociedad,1997.0,30,29,2518,0,2,11,1,28,129,0,2023-2024,laliga
martin zubimendi,Real Sociedad,1999.0,31,29,2654,4,1,5,0,34,152,27,2023-2024,laliga
