Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
pierre kalulu,Milan,33,21,3,66.7,28,39,41,41,17,24,56,1,2022-2023,serie-a
yann karamoh,Torino,3,2,0,20.0,1,2,0,5,0,5,2,1,2022-2023,serie-a
rick karsdorp,Roma,11,7,3,59.1,13,13,7,0,0,0,15,1,2022-2023,serie-a
denso kasius,Bologna,7,4,1,80.0,8,6,3,6,3,3,6,0,2022-2023,serie-a
grigoris kastanos,Salernitana,18,19,2,40.0,16,23,8,20,6,14,8,0,2022-2023,serie-a
moise kean,Juventus,2,5,1,42.9,3,6,5,4,0,4,2,0,2022-2023,serie-a
jakub kiwior,Spezia,15,7,0,25.0,6,17,24,26,18,8,71,1,2022-2023,serie-a
simon kjr,Milan,9,6,0,63.6,7,8,9,14,11,3,35,1,2022-2023,serie-a
teun koopmeiners,Atalanta,15,24,7,50.9,28,26,19,41,5,36,36,2,2022-2023,serie-a
filip kostic,Juventus,17,20,4,44.7,21,26,16,30,4,26,32,0,2022-2023,serie-a
christian kouame,Fiorentina,8,10,9,50.0,7,18,12,15,3,12,8,0,2022-2023,serie-a
viktor kovalenko,Spezia,1,6,2,62.5,5,5,4,11,2,9,7,0,2022-2023,serie-a
julian kristoffersen,Salernitana,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,serie-a
raimonds krollis,Spezia,0,0,1,0.0,0,1,0,0,0,0,0,0,2022-2023,serie-a
rade krunic,Milan,18,18,4,32.0,16,28,16,31,11,20,21,0,2022-2023,serie-a
marash kumbulla,Roma,2,2,0,66.7,2,4,4,2,1,1,6,0,2022-2023,serie-a
khvicha kvaratskhelia,Napoli,12,8,23,39.5,17,23,5,20,0,20,6,1,2022-2023,serie-a
giorgos kyriakopoulos,Bologna,4,5,4,43.5,10,6,4,14,2,12,10,0,2022-2023,serie-a
giorgos kyriakopoulos,Sassuolo,7,9,5,71.4,10,8,11,7,1,6,12,1,2022-2023,serie-a
sam lammers,Sampdoria,2,7,3,40.0,6,5,6,10,3,7,11,0,2022-2023,serie-a
sam lammers,Empoli,5,9,6,63.6,7,10,3,4,1,3,8,0,2022-2023,serie-a
kevin lasagna,Hellas Verona,7,3,2,42.9,6,6,5,17,1,16,13,0,2022-2023,serie-a
armand lauriente,Sassuolo,5,7,9,38.1,8,15,12,20,0,20,8,0,2022-2023,serie-a
valentino lazaro,Torino,6,0,4,42.9,6,5,3,16,3,13,29,0,2022-2023,serie-a
marko lazetic,Milan,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
darko lazovic,Hellas Verona,9,12,3,44.8,13,13,16,14,3,11,19,0,2022-2023,serie-a
manuel lazzari,Lazio,13,14,6,58.3,21,21,18,20,6,14,36,1,2022-2023,serie-a
rafael leao,Milan,2,3,3,42.9,6,7,15,9,2,7,8,0,2022-2023,serie-a
mehdi leris,Sampdoria,30,24,9,41.8,23,46,27,38,6,32,34,0,2022-2023,serie-a
karol linetty,Torino,7,22,3,52.0,13,17,19,28,8,20,25,0,2022-2023,serie-a
marcin listkowski,Lecce,0,0,0,,0,0,3,0,0,0,2,0,2022-2023,serie-a
diego llorente,Roma,6,4,0,41.7,5,5,11,4,2,2,20,0,2022-2023,serie-a
stanislav lobotka,Napoli,35,35,13,58.9,43,44,23,29,7,22,16,0,2022-2023,serie-a
manuel locatelli,Juventus,26,23,10,56.6,30,33,27,50,22,28,59,0,2022-2023,serie-a
luka lochoshvili,Cremonese,30,11,4,71.0,22,19,22,31,10,21,89,0,2022-2023,serie-a
ademola lookman,Atalanta,2,6,5,20.0,3,5,4,18,0,18,1,0,2022-2023,serie-a
maxime lopez,Sassuolo,26,12,4,28.6,16,18,22,24,6,18,21,0,2022-2023,serie-a
matteo lovato,Salernitana,14,3,0,40.0,10,14,13,8,5,3,33,2,2022-2023,serie-a
sandi lovric,Udinese,16,16,8,58.1,25,18,26,25,2,23,21,0,2022-2023,serie-a
hirving lozano,Napoli,10,6,8,42.9,9,13,15,31,0,31,6,0,2022-2023,serie-a
jhon lucumi,Bologna,39,13,1,55.8,24,37,35,43,26,17,100,1,2022-2023,serie-a
jose luis palomino,Atalanta,16,7,0,57.9,11,14,28,11,4,7,20,0,2022-2023,serie-a
romelu lukaku,Inter,1,0,2,40.0,2,1,0,3,1,2,16,0,2022-2023,serie-a
sasa lukic,Torino,10,10,1,60.0,9,14,13,17,7,10,10,0,2022-2023,serie-a
sebastiano luperto,Empoli,24,8,1,45.0,9,18,43,54,42,12,163,1,2022-2023,serie-a
charalampos lykogiannis,Bologna,5,6,5,38.5,5,8,15,9,4,5,30,0,2022-2023,serie-a
giulio maggiore,Salernitana,11,6,3,47.6,10,8,8,19,4,15,10,0,2022-2023,serie-a
giangiacomo magnani,Hellas Verona,20,11,2,76.0,19,22,21,20,15,5,76,0,2022-2023,serie-a
mike maignan,Milan,1,0,0,100.0,1,0,1,0,0,0,10,1,2022-2023,serie-a
jordan majchrzak,Roma,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
jeanvictor makengo,Udinese,7,7,2,55.6,5,13,9,8,2,6,3,0,2022-2023,serie-a
lorenzo malagrida,Sampdoria,0,0,1,33.3,1,0,0,1,0,1,1,0,2022-2023,serie-a
daniel maldini,Spezia,3,4,5,36.4,4,5,1,9,0,9,8,0,2022-2023,serie-a
youssef maleh,Fiorentina,0,3,0,0.0,0,1,1,5,0,5,3,0,2022-2023,serie-a
youssef maleh,Lecce,3,7,7,42.9,6,8,5,20,1,19,10,0,2022-2023,serie-a
ruslan malinovskyi,Atalanta,5,6,3,35.3,6,8,5,8,1,7,2,0,2022-2023,serie-a
gianluca mancini,Roma,27,9,1,52.9,18,19,46,38,17,21,67,0,2022-2023,serie-a
rolando mandragora,Fiorentina,12,22,8,44.2,23,24,16,25,3,22,21,0,2022-2023,serie-a
federico marchetti,Spezia,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
riccardo marchizza,Sassuolo,1,1,0,50.0,2,2,2,2,0,2,8,0,2022-2023,serie-a
gian marco ferrari,Sassuolo,11,10,2,58.8,10,16,23,29,20,9,81,4,2022-2023,serie-a
pablo mari,Monza,29,7,1,65.4,17,19,31,22,14,8,111,3,2022-2023,serie-a
razvan marin,Empoli,22,21,1,47.5,19,22,14,29,11,18,33,0,2022-2023,serie-a
marlon,Monza,20,14,1,51.7,15,21,18,13,4,9,50,0,2022-2023,serie-a
luca marrone,Monza,0,0,0,0.0,0,0,0,2,2,0,4,1,2022-2023,serie-a
lautaro martinez,Inter,3,15,7,30.4,7,14,13,31,1,30,16,1,2022-2023,serie-a
lucas martinez quarta,Fiorentina,44,32,4,68.9,42,48,48,41,19,22,78,1,2022-2023,serie-a
adam marusic,Lazio,23,14,4,64.1,25,30,38,20,6,14,63,1,2022-2023,serie-a
adam masina,Udinese,7,3,0,40.0,6,7,10,11,4,7,28,1,2022-2023,serie-a
nemanja matic,Roma,24,19,4,57.6,19,27,25,27,7,20,21,1,2022-2023,serie-a
luis maximiano,Lazio,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
pasquale mazzocchi,Salernitana,21,5,6,45.9,17,18,10,10,2,8,37,2,2022-2023,serie-a
weston mckennie,Juventus,3,9,2,62.5,5,5,11,15,4,11,15,1,2022-2023,serie-a
gary medel,Bologna,16,7,2,56.3,9,15,28,17,10,7,34,0,2022-2023,serie-a
soualiho meite,Cremonese,25,15,7,47.8,22,31,27,27,6,21,36,0,2022-2023,serie-a
alex meret,Napoli,0,0,0,,0,0,0,0,0,0,6,1,2022-2023,serie-a
yldrm mert cetin,Lecce,1,0,0,,0,0,1,0,0,0,1,0,2022-2023,serie-a
junior messias,Milan,9,9,6,26.3,5,18,7,20,4,16,28,0,2022-2023,serie-a
tommaso milanese,Cremonese,0,0,0,,0,0,0,1,1,0,0,0,2022-2023,serie-a
nikola milenkovic,Fiorentina,20,17,3,66.7,18,25,22,27,14,13,72,0,2022-2023,serie-a
arkadiusz milik,Juventus,2,8,2,25.0,2,8,1,10,1,9,14,0,2022-2023,serie-a
sergej milinkovicsavic,Lazio,22,23,13,35.8,24,35,28,50,12,38,49,0,2022-2023,serie-a
vanja milinkovicsavic,Torino,2,0,0,100.0,2,1,1,0,0,0,19,1,2022-2023,serie-a
kim minjae,Napoli,32,22,1,86.2,25,30,41,36,26,10,123,1,2022-2023,serie-a
aleksei miranchuk,Torino,3,4,4,27.3,3,5,2,11,0,11,5,0,2022-2023,serie-a
antonio mirante,Milan,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
fabio miretti,Juventus,15,6,3,41.4,12,11,4,20,1,19,11,0,2022-2023,serie-a
filippo missori,Roma,3,0,1,50.0,3,3,3,0,0,0,5,0,2022-2023,serie-a
henrikh mkhitaryan,Inter,13,22,6,34.1,14,26,21,27,4,23,18,0,2022-2023,serie-a
salvatore molina,Monza,2,4,0,80.0,4,5,1,4,2,2,2,0,2022-2023,serie-a
daniele montevago,Sampdoria,0,0,1,0.0,0,0,0,2,1,1,1,0,2022-2023,serie-a
lorenzo montipo,Hellas Verona,1,0,0,0.0,0,0,0,1,0,1,26,3,2022-2023,serie-a
nikola moro,Bologna,11,15,6,38.9,14,21,8,15,2,13,18,0,2022-2023,serie-a
dany mota,Monza,1,3,4,20.0,2,7,6,5,1,4,25,0,2022-2023,serie-a
joao moutinho,Spezia,5,1,1,75.0,3,1,0,1,1,0,0,0,2022-2023,serie-a
mert muldur,Sassuolo,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
luis muriel,Atalanta,2,3,4,31.3,5,6,2,9,0,9,2,0,2022-2023,serie-a
jeison murillo,Sampdoria,16,6,0,65.4,17,11,8,22,14,8,39,0,2022-2023,serie-a
nicola murru,Sampdoria,15,8,1,53.8,7,14,10,17,7,10,21,0,2022-2023,serie-a
juan musso,Atalanta,1,0,0,100.0,1,1,0,0,0,0,11,1,2022-2023,serie-a
joakim mhle,Atalanta,12,7,13,56.4,22,18,24,29,6,23,26,0,2022-2023,serie-a
herculano nabian,Empoli,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
michel ndary adopo,Torino,4,2,1,33.3,1,2,1,2,2,0,4,0,2022-2023,serie-a
tanguy ndombele,Napoli,4,8,2,57.1,4,8,7,10,1,9,7,1,2022-2023,serie-a
ilija nestorovski,Udinese,2,1,4,45.5,5,3,2,6,1,5,10,0,2022-2023,serie-a
cyril ngonge,Hellas Verona,2,2,3,27.3,3,3,6,7,0,7,4,0,2022-2023,serie-a
hans nicolussi caviglia,Salernitana,5,8,2,60.0,9,6,7,9,0,9,7,1,2022-2023,serie-a
dimitris nikolaou,Spezia,31,10,4,67.6,25,32,27,41,26,15,82,0,2022-2023,serie-a
samuel ntanda,Sampdoria,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
bram nuytinck,Udinese,3,4,0,50.0,4,4,5,6,6,0,22,0,2022-2023,serie-a
bram nuytinck,Sampdoria,33,21,0,67.6,23,38,23,36,21,15,84,0,2022-2023,serie-a
mbala nzola,Spezia,0,6,6,33.3,3,5,7,20,6,14,21,0,2022-2023,serie-a
pedro obiang,Sassuolo,12,12,2,55.6,10,17,8,12,2,10,15,0,2022-2023,serie-a
guillermo ochoa,Salernitana,0,0,0,0.0,0,0,0,0,0,0,9,1,2022-2023,serie-a
marios oikonomou,Sampdoria,3,0,0,33.3,1,2,4,5,4,1,13,0,2022-2023,serie-a
david okereke,Cremonese,4,5,3,18.8,3,8,10,23,3,20,12,0,2022-2023,serie-a
caleb okoli,Atalanta,14,6,1,40.0,10,17,30,10,5,5,44,3,2022-2023,serie-a
mathias olivera,Napoli,16,16,7,51.2,22,23,22,28,2,26,26,0,2022-2023,serie-a
andre onana,Inter,0,0,0,0.0,0,0,0,0,0,0,5,0,2022-2023,serie-a
divock origi,Milan,4,3,3,50.0,5,5,0,6,2,4,13,0,2022-2023,serie-a
riccardo orsolini,Bologna,15,10,5,41.5,17,19,8,29,3,26,18,0,2022-2023,serie-a
victor osimhen,Napoli,1,2,7,0.0,0,6,6,6,1,5,29,0,2022-2023,serie-a
remi oudin,Lecce,9,12,4,43.5,10,13,29,16,2,14,23,0,2022-2023,serie-a
adam ounas,Napoli,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,serie-a
simone pafundi,Udinese,1,5,2,50.0,2,5,1,0,0,0,0,0,2022-2023,serie-a
flavio paoletti,Sampdoria,0,2,0,20.0,1,2,5,1,0,1,9,0,2022-2023,serie-a
leandro paredes,Juventus,7,11,1,45.5,10,13,17,8,0,8,22,0,2022-2023,serie-a
fabiano parisi,Empoli,37,21,7,41.7,30,35,41,51,16,35,91,0,2022-2023,serie-a
mario pasalic,Atalanta,6,14,2,26.1,6,10,21,22,4,18,13,0,2022-2023,serie-a
patric,Lazio,12,3,2,68.8,11,11,11,17,12,5,53,1,2022-2023,serie-a
rui patricio,Roma,1,0,0,100.0,1,1,2,0,0,0,6,3,2022-2023,serie-a
pedro,Lazio,14,10,11,36.7,11,24,6,18,2,16,4,1,2022-2023,serie-a
gianluca pegolo,Sassuolo,0,0,0,0.0,0,0,0,0,0,0,1,0,2022-2023,serie-a
pietro pellegri,Torino,1,3,2,66.7,2,2,0,5,1,4,4,0,2022-2023,serie-a
lorenzo pellegrini,Roma,24,24,4,45.8,22,29,26,27,4,23,22,0,2022-2023,serie-a
luca pellegrini,Lazio,0,1,0,25.0,1,0,7,3,0,3,4,0,2022-2023,serie-a
pepin,Monza,10,11,7,33.3,9,19,13,14,3,11,17,0,2022-2023,serie-a
roberto pereyra,Udinese,21,12,3,36.4,16,20,16,20,5,15,28,0,2022-2023,serie-a
nehuen perez,Udinese,54,20,3,70.9,39,40,35,53,23,30,106,1,2022-2023,serie-a
simone perilli,Hellas Verona,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
mattia perin,Juventus,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
samuele perisan,Empoli,0,0,0,,0,0,0,0,0,0,2,0,2022-2023,serie-a
matteo pessina,Monza,28,21,8,41.9,26,36,37,50,15,35,33,1,2022-2023,serie-a
andrea petagna,Monza,2,3,2,50.0,3,5,3,16,4,12,18,0,2022-2023,serie-a
giuseppe pezzella,Lecce,16,2,3,56.3,9,9,8,11,3,8,31,1,2022-2023,serie-a
krzysztof piatek,Salernitana,3,9,6,23.8,5,11,2,17,4,13,39,0,2022-2023,serie-a
roberto piccoli,Hellas Verona,1,0,0,0.0,0,0,0,2,0,2,2,0,2022-2023,serie-a
roberto piccoli,Empoli,1,0,0,0.0,0,1,1,4,1,3,9,0,2022-2023,serie-a
charles pickel,Cremonese,25,26,4,56.1,32,23,24,37,5,32,36,1,2022-2023,serie-a
andrea pinamonti,Sassuolo,0,5,5,42.9,3,7,2,19,2,17,11,0,2022-2023,serie-a
lorenzo pirola,Salernitana,18,14,1,70.4,19,29,30,50,35,15,85,1,2022-2023,serie-a
niccolo pisilli,Roma,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
marko pjaca,Empoli,3,1,0,60.0,3,3,3,3,0,3,3,0,2022-2023,serie-a
tommaso pobega,Milan,8,15,4,65.0,13,16,9,12,4,8,11,0,2022-2023,serie-a
paul pogba,Juventus,0,0,0,0.0,0,0,0,0,0,0,2,0,2022-2023,serie-a
matteo politano,Napoli,9,5,4,44.0,11,9,7,6,0,6,7,0,2022-2023,serie-a
marin pongracic,Lecce,8,7,1,71.4,5,14,16,4,3,1,31,0,2022-2023,serie-a
stefan posch,Bologna,41,29,11,58.7,44,43,35,44,15,29,69,0,2022-2023,serie-a
ivan provedel,Lazio,1,0,0,,0,0,0,0,0,0,15,1,2022-2023,serie-a
ignacio pussetto,Sampdoria,2,3,1,75.0,3,3,0,4,0,4,3,0,2022-2023,serie-a
niklas pyyhtia,Bologna,0,1,0,0.0,0,0,1,1,1,0,4,0,2022-2023,serie-a
fabio quagliarella,Sampdoria,1,1,0,14.3,1,1,0,5,1,4,9,0,2022-2023,serie-a
giacomo quagliata,Cremonese,7,1,2,45.5,5,8,11,7,2,5,8,0,2022-2023,serie-a
adrien rabiot,Juventus,31,23,11,52.6,30,35,26,37,7,30,44,1,2022-2023,serie-a
nemanja radonjic,Torino,2,0,0,0.0,0,1,2,3,0,3,4,0,2022-2023,serie-a
ivan radovanovic,Salernitana,8,4,0,40.0,4,4,7,9,3,6,9,1,2022-2023,serie-a
ionut radu,Cremonese,0,0,0,,0,0,0,0,0,0,1,3,2022-2023,serie-a
stefan radu,Lazio,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
antonio raimondo,Bologna,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
luca ranieri,Fiorentina,6,3,0,66.7,6,4,11,5,3,2,15,1,2022-2023,serie-a
andrea ranocchia,Monza,1,2,0,75.0,3,1,0,5,5,0,7,0,2022-2023,serie-a
filippo ranocchia,Monza,5,4,2,33.3,4,6,4,5,1,4,7,0,2022-2023,serie-a
giacomo raspadori,Napoli,0,6,4,40.0,4,8,4,9,0,9,4,0,2022-2023,serie-a
giacomo raspadori,Sassuolo,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
nicola ravaglia,Sampdoria,0,0,0,0.0,0,0,0,0,0,0,7,0,2022-2023,serie-a
ante rebic,Milan,1,3,6,27.3,3,8,1,6,1,5,5,0,2022-2023,serie-a
arkadiusz reca,Spezia,22,12,10,59.4,19,28,24,21,5,16,54,0,2022-2023,serie-a
panagiotis retsos,Hellas Verona,2,2,1,100.0,3,4,2,4,1,3,3,0,2022-2023,serie-a
franck ribery,Salernitana,0,0,0,,0,0,0,1,0,1,0,0,2022-2023,serie-a
samuele ricci,Torino,17,10,5,78.3,18,21,17,20,5,15,29,1,2022-2023,serie-a
tomas rincon,Sampdoria,22,26,8,47.5,29,27,30,37,7,30,18,0,2022-2023,serie-a
pablo rodriguez,Lecce,2,0,0,0.0,0,1,0,3,0,3,0,0,2022-2023,serie-a
ricardo rodriguez,Torino,30,17,7,66.7,28,33,38,30,15,15,61,0,2022-2023,serie-a
rogerio,Sassuolo,22,8,7,48.6,17,21,37,32,9,23,70,0,2022-2023,serie-a
filippo romagna,Sassuolo,0,0,0,,0,0,0,1,1,0,2,0,2022-2023,serie-a
alessio romagnoli,Lazio,19,14,0,50.0,11,15,38,33,26,7,108,0,2022-2023,serie-a
simone romagnoli,Lecce,3,3,0,100.0,2,5,1,4,1,3,11,0,2022-2023,serie-a
luka romero,Lazio,0,0,0,0.0,0,0,3,4,0,4,1,0,2022-2023,serie-a
marten de roon,Atalanta,37,35,5,45.7,37,39,36,37,4,33,58,0,2022-2023,serie-a
francesco rossi,Atalanta,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
nicolo rovella,Monza,22,21,2,36.1,13,29,40,20,1,19,17,0,2022-2023,serie-a
nicolo rovella,Juventus,0,1,0,100.0,1,1,0,0,0,0,0,0,2022-2023,serie-a
amir rrahmani,Napoli,20,13,0,65.4,17,18,14,36,20,16,79,1,2022-2023,serie-a
ruan,Sassuolo,25,12,1,65.5,19,26,24,29,17,12,80,3,2022-2023,serie-a
daniele rugani,Juventus,6,1,0,100.0,4,0,7,7,5,2,32,0,2022-2023,serie-a
matteo ruggeri,Atalanta,5,9,3,50.0,8,12,12,14,3,11,16,0,2022-2023,serie-a
mario rui,Napoli,17,13,4,48.8,20,22,15,17,4,13,24,1,2022-2023,serie-a
alessandro russo,Sassuolo,0,0,0,,0,0,0,0,0,0,1,1,2022-2023,serie-a
abdelhamid sabiri,Sampdoria,5,9,4,30.8,4,7,2,18,4,14,5,0,2022-2023,serie-a
alexis saelemaekers,Milan,12,16,3,46.3,19,20,19,13,1,12,11,0,2022-2023,serie-a
jacopo sala,Spezia,1,0,0,0.0,0,0,1,2,0,2,2,0,2022-2023,serie-a
lazar samardzic,Udinese,9,20,4,39.5,17,16,11,13,0,13,16,0,2022-2023,serie-a
junior sambia,Salernitana,7,4,1,60.0,6,5,8,9,3,6,16,1,2022-2023,serie-a
antonio sanabria,Torino,3,3,5,14.3,1,5,4,9,2,7,7,0,2022-2023,serie-a
leandro sanca,Spezia,0,0,1,100.0,1,1,0,0,0,0,0,0,2022-2023,serie-a
alex sandro,Juventus,16,16,3,68.2,15,20,15,27,10,17,64,1,2022-2023,serie-a
nicola sansone,Bologna,6,4,2,50.0,5,4,0,0,0,0,4,0,2022-2023,serie-a
riccardo saponara,Fiorentina,3,6,1,55.6,5,5,5,7,1,6,9,1,2022-2023,serie-a
mouhamadou sarr,Cremonese,0,0,0,,0,0,0,0,0,0,2,0,2022-2023,serie-a
martin satriano,Empoli,5,6,2,42.9,6,8,3,5,0,5,22,0,2022-2023,serie-a
giorgio scalvini,Atalanta,30,18,6,52.7,29,29,56,36,13,23,57,2,2022-2023,serie-a
jerdy schouten,Bologna,28,33,2,55.1,27,38,40,40,17,23,43,1,2022-2023,serie-a
perr schuurs,Torino,29,17,5,53.8,14,25,28,28,16,12,102,0,2022-2023,serie-a
demba seck,Torino,3,2,0,66.7,2,2,1,3,1,2,1,0,2022-2023,serie-a
telasco segovia,Sampdoria,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
jacopo segre,Torino,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
vivaldo semedo,Udinese,0,0,0,,0,0,0,1,0,1,1,0,2022-2023,serie-a
stefano sensi,Monza,25,13,3,37.5,18,26,20,13,3,10,4,0,2022-2023,serie-a
luigi sepe,Salernitana,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,serie-a
leonardo sernicola,Cremonese,25,13,7,67.4,29,33,38,23,6,17,55,0,2022-2023,serie-a
stephan el shaarawy,Roma,8,10,3,27.3,6,9,15,11,1,10,11,0,2022-2023,serie-a
eldor shomurodov,Spezia,3,1,1,18.2,2,5,3,5,1,4,4,0,2022-2023,serie-a
eldor shomurodov,Roma,1,0,0,0.0,0,0,1,1,0,1,0,0,2022-2023,serie-a
marco silvestri,Udinese,2,0,0,66.7,2,1,1,0,0,0,15,1,2022-2023,serie-a
giovanni simeone,Napoli,3,5,4,37.5,3,3,1,2,1,1,4,0,2022-2023,serie-a
wilfried singo,Torino,14,10,3,63.2,12,17,12,15,2,13,33,1,2022-2023,serie-a
salvatore sirigu,Fiorentina,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
leo skiri stigard,Napoli,3,1,0,100.0,1,1,6,3,3,0,18,1,2022-2023,serie-a
ukasz skorupski,Bologna,2,0,0,50.0,1,1,0,0,0,0,19,2,2022-2023,serie-a
milan skriniar,Inter,14,11,4,56.3,18,18,13,18,13,5,46,3,2022-2023,serie-a
chris smalling,Roma,16,10,0,61.9,13,15,43,51,36,15,123,0,2022-2023,serie-a
ola solbakken,Roma,1,1,0,28.6,2,2,2,2,0,2,8,0,2022-2023,serie-a
brandon soppy,Udinese,0,1,0,,0,1,1,4,0,4,1,0,2022-2023,serie-a
brandon soppy,Atalanta,4,4,0,33.3,3,5,3,10,0,10,7,0,2022-2023,serie-a
roberto soriano,Bologna,9,16,6,52.0,13,16,6,23,2,21,14,0,2022-2023,serie-a
joaquin sosa,Bologna,5,1,0,22.2,4,2,6,5,3,2,31,0,2022-2023,serie-a
riccardo sottil,Fiorentina,2,0,2,40.0,2,3,0,2,0,2,0,0,2022-2023,serie-a
matias soule,Juventus,3,2,2,71.4,5,4,3,7,1,6,3,0,2022-2023,serie-a
adama soumaoro,Bologna,11,12,2,71.4,5,17,15,18,13,5,75,1,2022-2023,serie-a
leonardo spinazzola,Roma,7,6,2,34.8,8,8,9,13,3,10,25,0,2022-2023,serie-a
marco sportiello,Atalanta,1,0,0,33.3,1,0,0,0,0,0,2,0,2022-2023,serie-a
petar stojanovic,Empoli,28,10,4,60.5,26,22,11,17,5,12,55,0,2022-2023,serie-a
gabriel strefezza,Lecce,18,20,12,50.9,27,24,16,36,3,33,15,0,2022-2023,serie-a
david strelec,Spezia,0,1,1,100.0,2,2,0,0,0,0,0,0,2022-2023,serie-a
isaac success,Udinese,2,5,1,37.5,3,4,4,13,2,11,18,0,2022-2023,serie-a
ibrahim sulemana,Hellas Verona,10,7,2,50.0,6,13,14,8,2,6,15,0,2022-2023,serie-a
mile svilar,Roma,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
wojciech szczesny,Juventus,1,0,0,0.0,0,0,0,0,0,0,7,0,2022-2023,serie-a
benjamin tahirovic,Roma,5,2,1,33.3,4,5,3,9,4,5,3,0,2022-2023,serie-a
adrien tameze,Hellas Verona,21,26,4,44.4,28,30,37,51,14,37,55,2,2022-2023,serie-a
ciprian tatarusanu,Milan,0,0,0,,0,0,1,0,0,0,2,0,2022-2023,serie-a
filippo terracciano,Hellas Verona,11,7,2,75.0,15,13,10,7,4,3,14,0,2022-2023,serie-a
pietro terracciano,Fiorentina,2,0,0,66.7,2,1,1,0,0,0,14,0,2022-2023,serie-a
aleksa terzic,Fiorentina,9,4,3,52.4,11,9,5,13,4,9,16,0,2022-2023,serie-a
florian thauvin,Udinese,0,2,0,15.4,2,1,2,5,0,5,2,0,2022-2023,serie-a
malick thiaw,Milan,22,9,0,55.0,11,26,12,11,5,6,65,1,2022-2023,serie-a
kristian thorstvedt,Sassuolo,4,9,3,35.3,6,7,14,19,5,14,13,0,2022-2023,serie-a
jeremy toljan,Sassuolo,17,14,5,66.7,22,23,18,31,14,17,60,1,2022-2023,serie-a
rafael toloi,Atalanta,37,32,0,54.7,35,44,57,42,18,24,88,1,2022-2023,serie-a
fikayo tomori,Milan,44,25,1,64.7,22,34,29,46,25,21,88,1,2022-2023,serie-a
sandro tonali,Milan,35,24,5,61.4,27,41,25,34,9,25,26,1,2022-2023,serie-a
lorenzo tonelli,Empoli,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,serie-a
william troostekong,Salernitana,7,4,0,85.7,6,3,6,7,4,3,10,0,2022-2023,serie-a
frank tsadjout,Cremonese,3,6,1,33.3,3,8,8,7,1,6,9,0,2022-2023,serie-a
alessandro tuia,Lecce,6,4,0,33.3,3,6,15,3,1,2,29,0,2022-2023,serie-a
martin turk,Sampdoria,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,serie-a
destiny udogie,Udinese,42,24,5,57.6,34,45,36,34,6,28,25,0,2022-2023,serie-a
samir ujkani,Empoli,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,serie-a
samuel umtiti,Lecce,25,25,2,69.2,18,34,26,26,14,12,79,0,2022-2023,serie-a
diego valencia,Salernitana,4,2,2,22.2,2,5,1,10,1,9,2,0,2022-2023,serie-a
emanuele valeri,Cremonese,29,21,4,42.0,29,27,22,17,3,14,44,1,2022-2023,serie-a
mattia valoti,Monza,7,9,1,31.3,5,10,3,13,3,10,6,0,2022-2023,serie-a
johan vasquez,Cremonese,34,7,0,46.2,18,26,45,27,20,7,93,1,2022-2023,serie-a
matias vecino,Lazio,13,23,11,47.9,23,27,16,33,10,23,39,1,2022-2023,serie-a
miguel veloso,Hellas Verona,20,12,1,61.5,16,10,6,26,6,20,14,0,2022-2023,serie-a
lorenzo venuti,Fiorentina,6,11,1,61.1,11,7,5,7,2,5,17,2,2022-2023,serie-a
daniele verde,Spezia,3,0,1,42.9,3,4,8,6,0,6,4,0,2022-2023,serie-a
simone verdi,Hellas Verona,7,5,3,35.3,6,10,0,8,1,7,2,0,2022-2023,serie-a
valerio verre,Sampdoria,6,5,3,47.1,8,7,9,9,1,8,3,0,2022-2023,serie-a
guglielmo vicario,Empoli,1,0,0,50.0,1,1,0,0,0,0,15,2,2022-2023,serie-a
