nombre,club_actual,temporada,liga
david raya,arsenal,2024-2025,premier-league
david raya,arsenal,2023-2024,premier-league
david raya,brentford,2022-2023,premier-league
david silva,hellas verona,2023-2024,serie-a
david silva,hellas verona,2024-2025,serie-a
david silva,real sociedad,2022-2023,laliga
david soria,getafe,2023-2024,laliga
david soria,getafe,2024-2025,laliga
david zima,torino,2023-2024,serie-a
david zima,torino,2022-2023,serie-a
davide bartesaghi,milan,2023-2024,serie-a
davide biraschi,genoa,2023-2024,serie-a
davide bragantini,hellas verona,2022-2023,serie-a
davide calabria,milan,2022-2023,serie-a
davide calabria,milan,2023-2024,serie-a
davide calabria,bologna,2024-2025,serie-a
davide faraoni,fiorentina,2023-2024,serie-a
davide faraoni,hellas verona,2023-2024,serie-a
davide faraoni,hellas verona,2024-2025,serie-a
davide faraoni,hellas verona,2022-2023,serie-a
davide frattesi,inter,2023-2024,serie-a
davide frattesi,inter,2024-2025,serie-a
davide frattesi,sassuolo,2022-2023,serie-a
davide marfella,napoli,2022-2023,serie-a
davide renzetti,lazio,2023-2024,serie-a
davide renzetti,lazio,2024-2025,serie-a
davide zappacosta,atalanta,2022-2023,serie-a
davide zappacosta,atalanta,2024-2025,serie-a
davide zappacosta,atalanta,2023-2024,serie-a
davie selke,koln,2023-2024,bundesliga
davie selke,koln,2022-2023,bundesliga
davinson sanchez,tottenham,2023-2024,premier-league
davinson sanchez,tottenham,2022-2023,premier-league
davis bautista,eintracht frankfurt,2023-2024,bundesliga
davy klaassen,inter,2023-2024,serie-a
dawda camara,girona,2022-2023,laliga
dawda camara,girona,2024-2025,laliga
dawid kownacki,werder bremen,2023-2024,bundesliga
dayot upamecano,bayern munich,2024-2025,bundesliga
dayot upamecano,bayern munich,2022-2023,bundesliga
dayot upamecano,bayern munich,2023-2024,bundesliga
dean henderson,crystal palace,2023-2024,premier-league
dean henderson,nottham forest,2022-2023,premier-league
dean henderson,manchester utd,2022-2023,premier-league
dean henderson,crystal palace,2024-2025,premier-league
dean henderson,manchester utd,2023-2024,premier-league
dean huijsen,bournemouth,2024-2025,premier-league
dean huijsen,juventus,2023-2024,serie-a
dean huijsen,roma,2023-2024,serie-a
dean huijsen,real madrid,2024-2025,laliga
declan rice,arsenal,2023-2024,premier-league
declan rice,arsenal,2024-2025,premier-league
declan rice,west ham,2022-2023,premier-league
deivid washington,chelsea,2024-2025,premier-league
deivid washington,chelsea,2023-2024,premier-league
dejan kulusevski,tottenham,2023-2024,premier-league
dejan kulusevski,tottenham,2024-2025,premier-league
dejan kulusevski,tottenham,2022-2023,premier-league
dejan ljubicic,koln,2022-2023,bundesliga
dejan ljubicic,koln,2023-2024,bundesliga
delano burgzorg,mainz,2022-2023,bundesliga
dele alli,everton,2023-2024,premier-league
dele alli,everton,2022-2023,premier-league
dele alli,como,2024-2025,serie-a
demarai gray,everton,2022-2023,premier-league
demba seck,torino,2023-2024,serie-a
demba seck,torino,2022-2023,serie-a
demyan yesin,torino,2024-2025,serie-a
denis cazzadori,hellas verona,2022-2023,serie-a
denis cazzadori,hellas verona,2023-2024,serie-a
denis huseinbasic,koln,2023-2024,bundesliga
denis huseinbasic,koln,2022-2023,bundesliga
denis huseinbasic,wolfsburg,2024-2025,bundesliga
denis suarez,villarreal,2023-2024,laliga
denis suarez,villarreal,2024-2025,laliga
denis suarez,barcelona,2022-2023,laliga
denis thomalla,heidenheim,2024-2025,bundesliga
denis thomalla,heidenheim,2023-2024,bundesliga
denis zakaria,juventus,2022-2023,serie-a
denis zakaria,chelsea,2022-2023,premier-league
deniz undav,brighton,2022-2023,premier-league
deniz undav,stuttgart,2023-2024,bundesliga
deniz undav,stuttgart,2024-2025,bundesliga
dennis geiger,hoffenheim,2022-2023,bundesliga
dennis geiger,hoffenheim,2024-2025,bundesliga
dennis hadzikadunic,bournemouth,2022-2023,premier-league
dennis hadzikadunic,bournemouth,2023-2024,premier-league
dennis hadzikadunic,bournemouth,2024-2025,premier-league
dennis hadzikadunic,mallorca,2022-2023,laliga
dennis man,inter,2022-2023,serie-a
dennis man,parma,2024-2025,serie-a
dennis politic,cremonese,2022-2023,serie-a
dennis seimen,stuttgart,2023-2024,bundesliga
dennis seimen,stuttgart,2022-2023,bundesliga
dennis seimen,stuttgart,2024-2025,bundesliga
denso kasius,bologna,2022-2023,serie-a
denzel dumfries,inter,2024-2025,serie-a
denzel dumfries,inter,2022-2023,serie-a
denzel dumfries,inter,2023-2024,serie-a
dermot mee,manchester utd,2023-2024,premier-league
dermot mee,manchester utd,2024-2025,premier-league
derrick kohn,werder bremen,2024-2025,bundesliga
destiny udogie,udinese,2022-2023,serie-a
destiny udogie,tottenham,2024-2025,premier-league
destiny udogie,tottenham,2023-2024,premier-league
detlef esapa osong,nottham forest,2022-2023,premier-league
detlef esapa osong,nottham forest,2023-2024,premier-league
devan tanton,fulham,2023-2024,premier-league
devis vasquez,milan,2022-2023,serie-a
devyne rensch,roma,2024-2025,serie-a
dexter lembikisa,wolverhampton wanderers,2022-2023,premier-league
deyovaisio zeefuik,hellas verona,2022-2023,serie-a
diadie samassekou,hoffenheim,2024-2025,bundesliga
diadie samassekou,hoffenheim,2022-2023,bundesliga
diant ramaj,eintracht frankfurt,2022-2023,bundesliga
diego,atletico madrid,2022-2023,laliga
diego,milan,2023-2024,serie-a
diego,celta vigo,2022-2023,laliga
diego,sevilla,2023-2024,laliga
diego,barcelona,2023-2024,laliga
diego,udinese,2022-2023,serie-a
diego,barcelona,2024-2025,laliga
diego,sevilla,2024-2025,laliga
diego,chelsea,2023-2024,premier-league
diego,real madrid,2023-2024,laliga
diego,getafe,2024-2025,laliga
diego,real madrid,2022-2023,laliga
diego,real madrid,2024-2025,laliga
diego,sevilla,2022-2023,laliga
diego carlos,aston villa,2022-2023,premier-league
diego carlos,aston villa,2024-2025,premier-league
diego carlos,aston villa,2023-2024,premier-league
diego collado,villarreal,2023-2024,laliga
diego collado,villarreal,2022-2023,laliga
diego conde,villarreal,2024-2025,laliga
diego coppola,hellas verona,2023-2024,serie-a
diego coppola,hellas verona,2022-2023,serie-a
diego coppola,hellas verona,2024-2025,serie-a
diego costa,wolverhampton wanderers,2022-2023,premier-league
diego demme,napoli,2023-2024,serie-a
diego demme,napoli,2022-2023,serie-a
diego gomez,brighton,2024-2025,premier-league
diego gonzalez,lazio,2023-2024,serie-a
diego gonzalez,elche,2022-2023,laliga
diego gonzalez,lazio,2022-2023,serie-a
diego llorente,leeds united,2022-2023,premier-league
diego llorente,betis,2024-2025,laliga
diego llorente,roma,2023-2024,serie-a
diego lopez,getafe,2023-2024,laliga
diego lopez,valencia,2024-2025,laliga
diego lopez,valencia,2022-2023,laliga
diego lopez,valencia,2023-2024,laliga
diego lopez,rayo vallecano,2022-2023,laliga
diego mendez,rayo vallecano,2024-2025,laliga
diego mendez,rayo vallecano,2022-2023,laliga
diego mendez,rayo vallecano,2023-2024,laliga
diego moreno,osasuna,2022-2023,laliga
diego pugno,juventus,2024-2025,serie-a
diego rico,getafe,2023-2024,laliga
diego rico,real sociedad,2023-2024,laliga
diego rico,real sociedad,2022-2023,laliga
diego rico,getafe,2024-2025,laliga
dikeni salifou,werder bremen,2022-2023,bundesliga
dimitri foulquier,valencia,2023-2024,laliga
dimitri foulquier,valencia,2022-2023,laliga
dimitri foulquier,valencia,2024-2025,laliga
dimitrije kamenovic,lazio,2022-2023,serie-a
dimitrije kamenovic,lazio,2023-2024,serie-a
dimitrios giannoulis,augsburg,2024-2025,bundesliga
dimitrios stamatakis,osasuna,2024-2025,laliga
dimitrios stamatakis,osasuna,2023-2024,laliga
dimitris limnios,koln,2022-2023,bundesliga
dimitris limnios,koln,2023-2024,bundesliga
dimo krastev,fiorentina,2022-2023,serie-a
diogo dalot,manchester utd,2023-2024,premier-league
diogo dalot,manchester utd,2022-2023,premier-league
diogo dalot,manchester utd,2024-2025,premier-league
diogo jota,liverpool,2023-2024,premier-league
diogo jota,liverpool,2024-2025,premier-league
diogo jota,liverpool,2022-2023,premier-league
diogo leite,union berlin,2024-2025,bundesliga
diogo leite,union berlin,2022-2023,bundesliga
diogo leite,union berlin,2023-2024,bundesliga
diogo monteiro,leeds united,2022-2023,premier-league
dion drena beljo,augsburg,2022-2023,bundesliga
dion drena beljo,augsburg,2023-2024,bundesliga
divin mubama,west ham,2023-2024,premier-league
divin mubama,manchester city,2024-2025,premier-league
divin mubama,west ham,2022-2023,premier-league
divock origi,nottham forest,2023-2024,premier-league
divock origi,milan,2022-2023,serie-a
djavan anderson,lazio,2022-2023,serie-a
djed spence,tottenham,2024-2025,premier-league
djed spence,genoa,2023-2024,serie-a
djed spence,tottenham,2022-2023,premier-league
djene,getafe,2024-2025,laliga
djene,getafe,2023-2024,laliga
djibril sow,eintracht frankfurt,2022-2023,bundesliga
djibril sow,sevilla,2023-2024,laliga
djibril sow,sevilla,2024-2025,laliga
djordjije medenica,getafe,2023-2024,laliga
djordjije medenica,getafe,2024-2025,laliga
dodi lukebakio,sevilla,2023-2024,laliga
dodi lukebakio,sevilla,2024-2025,laliga
dodo,fiorentina,2024-2025,serie-a
dodo,fiorentina,2022-2023,serie-a
dodo,fiorentina,2023-2024,serie-a
domagoj bradaric,hellas verona,2024-2025,serie-a
domenico berardi,sassuolo,2023-2024,serie-a
domenico berardi,sassuolo,2022-2023,serie-a
domingos duarte,getafe,2023-2024,laliga
domingos duarte,getafe,2024-2025,laliga
domingos quina,elche,2022-2023,laliga
domingos quina,udinese,2023-2024,serie-a
dominic calvertlewin,everton,2022-2023,premier-league
dominic calvertlewin,everton,2024-2025,premier-league
dominic calvertlewin,everton,2023-2024,premier-league
dominic sadi,bournemouth,2023-2024,premier-league
dominic sadi,bournemouth,2024-2025,premier-league
dominic sadi,bournemouth,2022-2023,premier-league
dominic solanke,bournemouth,2023-2024,premier-league
dominic solanke,tottenham,2024-2025,premier-league
dominic solanke,bournemouth,2022-2023,premier-league
dominic vavassori,atalanta,2024-2025,serie-a
dominik greif,mallorca,2022-2023,laliga
dominik greif,mallorca,2023-2024,laliga
dominik greif,mallorca,2024-2025,laliga
dominik kohr,mainz,2022-2023,bundesliga
dominik kohr,mainz,2023-2024,bundesliga
dominik kohr,mainz,2024-2025,bundesliga
dominik szoboszlai,liverpool,2023-2024,premier-league
dominik szoboszlai,liverpool,2024-2025,premier-league
dominik szoboszlai,rb leipzig,2022-2023,bundesliga
dominique heintz,koln,2023-2024,bundesliga
dominique heintz,union berlin,2022-2023,bundesliga
donny van de beek,manchester utd,2022-2023,premier-league
donny van de beek,girona,2024-2025,laliga
donny van de beek,eintracht frankfurt,2023-2024,bundesliga
donny van de beek,manchester utd,2023-2024,premier-league
donyell malen,dortmund,2022-2023,bundesliga
donyell malen,aston villa,2024-2025,premier-league
donyell malen,dortmund,2023-2024,bundesliga
dorian ciezkowski,cremonese,2022-2023,serie-a
douglas luiz,juventus,2024-2025,serie-a
douglas luiz,aston villa,2023-2024,premier-league
douglas luiz,aston villa,2022-2023,premier-league
drissa camara,parma,2024-2025,serie-a
dudu,werder bremen,2023-2024,bundesliga
dudu,werder bremen,2022-2023,bundesliga
dusan vlahovic,juventus,2024-2025,serie-a
dusan vlahovic,juventus,2022-2023,serie-a
dusan vlahovic,juventus,2023-2024,serie-a
duvan zapata,torino,2024-2025,serie-a
duvan zapata,atalanta,2022-2023,serie-a
duvan zapata,atalanta,2023-2024,serie-a
duvan zapata,torino,2023-2024,serie-a
dwight mcneil,everton,2024-2025,premier-league
dwight mcneil,everton,2022-2023,premier-league
dwight mcneil,everton,2023-2024,premier-league
dylan williams,chelsea,2023-2024,premier-league
dzenan pejcinovic,wolfsburg,2022-2023,bundesliga
dzenan pejcinovic,wolfsburg,2023-2024,bundesliga
ebenezer akinsanmiro,inter,2022-2023,serie-a
ebenezer akinsanmiro,inter,2023-2024,serie-a
eberechi eze,crystal palace,2022-2023,premier-league
eberechi eze,crystal palace,2023-2024,premier-league
eberechi eze,crystal palace,2024-2025,premier-league
ed mcjannet,lecce,2024-2025,serie-a
ed turns,brighton,2023-2024,premier-league
ed turns,brighton,2024-2025,premier-league
ed turns,brighton,2022-2023,premier-league
eddie beach,chelsea,2023-2024,premier-league
eddie nketiah,arsenal,2024-2025,premier-league
eddie nketiah,arsenal,2022-2023,premier-league
eddie nketiah,arsenal,2023-2024,premier-league
eddie nketiah,crystal palace,2024-2025,premier-league
eddie salcedo,inter,2022-2023,serie-a
eddy kouadio,fiorentina,2024-2025,serie-a
eden hazard,real madrid,2022-2023,laliga
eder alvarez balanta,villarreal,2022-2023,laliga
eder alvarez balanta,villarreal,2024-2025,laliga
eder alvarez balanta,villarreal,2023-2024,laliga
eder militao,real madrid,2023-2024,laliga
eder militao,real madrid,2022-2023,laliga
eder militao,real madrid,2024-2025,laliga
ederson,manchester city,2022-2023,premier-league
ederson,manchester city,2023-2024,premier-league
ederson,atalanta,2024-2025,serie-a
ederson,atalanta,2023-2024,serie-a
ederson,manchester city,2024-2025,premier-league
ederson,atalanta,2022-2023,serie-a
edgar badia,elche,2022-2023,laliga
edgar gonzalez,betis,2022-2023,laliga
edgar pujol,real madrid,2023-2024,laliga
edimilson fernandes,mainz,2023-2024,bundesliga
edimilson fernandes,mainz,2024-2025,bundesliga
edimilson fernandes,mainz,2022-2023,bundesliga
edin dzeko,inter,2022-2023,serie-a
edinson cavani,valencia,2022-2023,laliga
edmond tapsoba,leverkusen,2024-2025,bundesliga
edmond tapsoba,leverkusen,2022-2023,bundesliga
edmond tapsoba,leverkusen,2023-2024,bundesliga
edoardo bove,roma,2024-2025,serie-a
edoardo bove,fiorentina,2024-2025,serie-a
edoardo bove,roma,2023-2024,serie-a
edoardo bove,sassuolo,2022-2023,serie-a
edoardo corvi,parma,2024-2025,serie-a
edoardo goldaniga,cagliari,2023-2024,serie-a
edoardo goldaniga,como,2024-2025,serie-a
edoardo piana,udinese,2024-2025,serie-a
edoardo piana,udinese,2022-2023,serie-a
edoardo piana,udinese,2023-2024,serie-a
edoardo zaia,torino,2024-2025,serie-a
edouard mendy,chelsea,2022-2023,premier-league
edson alvarez,west ham,2023-2024,premier-league
edson alvarez,west ham,2024-2025,premier-league
edu exposito,barcelona,2024-2025,laliga
edu exposito,barcelona,2022-2023,laliga
eduardo camavinga,real madrid,2024-2025,laliga
eduardo camavinga,real madrid,2022-2023,laliga
eduardo camavinga,real madrid,2023-2024,laliga
eduardo quaresma,hoffenheim,2022-2023,bundesliga
egil selvik,udinese,2024-2025,serie-a
egoitz arana,real sociedad,2022-2023,laliga
egoitz arana,real sociedad,2024-2025,laliga
egoitz munoz,alaves,2023-2024,laliga
egoitz munoz,alaves,2024-2025,laliga
eiran cashin,brighton,2024-2025,premier-league
ekain orobengoa,real sociedad,2024-2025,laliga
el bilal toure,stuttgart,2024-2025,bundesliga
el bilal toure,atalanta,2023-2024,serie-a
el chadaille bitshiabu,rb leipzig,2023-2024,bundesliga
el chadaille bitshiabu,rb leipzig,2024-2025,bundesliga
elayis tavsan,hellas verona,2024-2025,serie-a
elayis tavsan,hellas verona,2023-2024,serie-a
eldin jakupovic,everton,2022-2023,premier-league
eldor shomurodov,cagliari,2023-2024,serie-a
eldor shomurodov,roma,2024-2025,serie-a
elia caprile,napoli,2024-2025,serie-a
elia caprile,cagliari,2024-2025,serie-a
elia plicco,parma,2024-2025,serie-a
elias baum,koln,2022-2023,bundesliga
elias baum,koln,2023-2024,bundesliga
elias baum,eintracht frankfurt,2023-2024,bundesliga
elias saad,fc st pauli,2024-2025,bundesliga
elidon qenaj,heidenheim,2023-2024,bundesliga
elif elmas,napoli,2022-2023,serie-a
elif elmas,rb leipzig,2024-2025,bundesliga
elif elmas,torino,2024-2025,serie-a
elif elmas,napoli,2023-2024,serie-a
elif elmas,rb leipzig,2023-2024,bundesliga
elijah campbell,everton,2023-2024,premier-league
elijah scott,lecce,2024-2025,serie-a
elio capradossi,cagliari,2023-2024,serie-a
eliot bujupi,stuttgart,2024-2025,bundesliga
ellery balcombe,brentford,2023-2024,premier-league
ellery balcombe,brentford,2022-2023,premier-league
elliot anderson,newcastle utd,2023-2024,premier-league
elliot anderson,newcastle utd,2022-2023,premier-league
elliot anderson,nottham forest,2024-2025,premier-league
ellis simms,everton,2022-2023,premier-league
ellyes skhiri,koln,2022-2023,bundesliga
ellyes skhiri,eintracht frankfurt,2023-2024,bundesliga
elseid hysaj,lazio,2023-2024,serie-a
elseid hysaj,lazio,2024-2025,serie-a
elseid hysaj,lazio,2022-2023,serie-a
elvis rexhbecaj,augsburg,2022-2023,bundesliga
elvis rexhbecaj,augsburg,2023-2024,bundesliga
elvis rexhbecaj,augsburg,2024-2025,bundesliga
elyh harrison,manchester utd,2024-2025,premier-league
emanuel aiwum,cremonese,2022-2023,serie-a
emanuel vignato,bologna,2022-2023,serie-a
emanuele valeri,parma,2024-2025,serie-a
emanuele valeri,cremonese,2022-2023,serie-a
emerson,tottenham,2022-2023,premier-league
emerson,west ham,2023-2024,premier-league
emerson,tottenham,2023-2024,premier-league
emerson,west ham,2024-2025,premier-league
emerson,west ham,2022-2023,premier-league
emil audero,como,2024-2025,serie-a
emil audero,inter,2023-2024,serie-a
emil bohinen,genoa,2023-2024,serie-a
emil bohinen,genoa,2024-2025,serie-a
emil forsberg,sassuolo,2022-2023,serie-a
emil forsberg,rb leipzig,2023-2024,bundesliga
emil forsberg,sassuolo,2023-2024,serie-a
emil forsberg,rb leipzig,2022-2023,bundesliga
emil holm,atalanta,2023-2024,serie-a
