Player,Squad,Season,Competition,Pos,Min,Value,performance_score,penalty_score,adjusted_score,Evaluated_Position
julian malatini,werder bremen,2024-2025,bundesliga,Centre-Back,454.0,2500000.0,0.1540449130639883,0.0277,0.1263449130639883,Centre-Back
luca jaquez,stuttgart,2024-2025,bundesliga,Centre-Back,253.0,6000000.0,0.1420784531357943,0.0178,0.12427845313579432,Centre-Back
dan burn,newcastle utd,2024-2025,premier-league,Centre-Back,3330.0,6000000.0,0.23776962998809176,0.0228,0.21496962998809177,Centre-Back
lloyd kelly,juventus,2024-2025,serie-a,Centre-Back,1013.0,16000000.0,0.15621009241495293,0.0393,0.11691009241495293,Centre-Back
calvin bassey,fulham,2024-2025,premier-league,Centre-Back,3074.0,25000000.0,0.2803960893917374,0.0337,0.24669608939173737,Centre-Back
marcos alonso,barcelona,2022-2023,laliga,Left-Back,1172.0,5000000.0,0.1880739829378072,0.0154,0.1726739829378072,Left-Back
javi galan,celta vigo,2022-2023,laliga,Left-Back,3160.0,12000000.0,0.3438732824446712,0.0573,0.2865732824446712,Left-Back
matteo ruggeri,atalanta,2022-2023,serie-a,Left-Back,829.0,4000000.0,0.1813067643234906,0.029300000000000003,0.1520067643234906,Left-Back
kieran tierney,arsenal,2022-2023,premier-league,Left-Back,795.0,25000000.0,0.1642899109368396,0.013600000000000001,0.1506899109368396,Left-Back
antonee robinson,fulham,2022-2023,premier-league,Left-Back,3088.0,15000000.0,0.2982674448220948,0.037399999999999996,0.2608674448220948,Left-Back
bartol franjic,wolfsburg,2022-2023,bundesliga,Left-Back,227.0,3000000.0,0.11865304077990438,0.0278,0.09085304077990439,Left-Back
giorgos kyriakopoulos,bologna,2022-2023,serie-a,Left-Back,704.0,3800000.0,0.16937445082056807,0.0485,0.12087445082056807,Left-Back
luke shaw,manchester utd,2022-2023,premier-league,Left-Back,2552.0,42000000.0,0.272969980005847,0.033800000000000004,0.239169980005847,Left-Back
cristiano biraghi,fiorentina,2022-2023,serie-a,Left-Back,2551.0,5000000.0,0.2605766099769963,0.022000000000000002,0.23857660997699628,Left-Back
harry toffolo,nott'ham forest,2022-2023,premier-league,Left-Back,940.0,3500000.0,0.16515201122308334,0.030599999999999995,0.13455201122308336,Left-Back
manu sanchez,osasuna,2022-2023,laliga,Left-Back,2124.0,10000000.0,0.23293082242029955,0.0342,0.19873082242029955,Left-Back
kristian pedersen,köln,2022-2023,bundesliga,Left-Back,276.0,1200000.0,0.1602844014422908,0.0262,0.1340844014422908,Left-Back
adria pedrosa,sevilla,2023-2024,laliga,Left-Back,1753.0,6000000.0,0.29942968806127535,0.044700000000000004,0.25472968806127533,Left-Back
olivier deman,werder bremen,2023-2024,bundesliga,Left-Back,1365.0,5000000.0,0.24546820527506072,0.0451,0.20036820527506072,Left-Back
matteo perez vinlof,bayern munich,2023-2024,bundesliga,Left-Back,16.0,600000.0,0.19162173564008314,0.1126,0.07902173564008313,Left-Back
ian maatsen,chelsea,2023-2024,premier-league,Left-Back,209.0,40000000.0,0.2464077321064729,0.1161,0.1303077321064729,Left-Back
aihen munoz,real sociedad,2023-2024,laliga,Left-Back,1127.0,8000000.0,0.27313845867107633,0.0376,0.23553845867107634,Left-Back
alfonso pedraza,villarreal,2023-2024,laliga,Left-Back,1116.0,5000000.0,0.3104821615169039,0.0242,0.2862821615169039,Left-Back
owen beck,liverpool,2023-2024,premier-league,Left-Back,8.0,1250000.0,0.20007665529439703,0.1125,0.08757665529439702,Left-Back
iago,augsburg,2023-2024,bundesliga,Left-Back,1622.0,4000000.0,0.26985175482900375,0.032100000000000004,0.23775175482900374,Left-Back
aaron cresswell,west ham,2023-2024,premier-league,Left-Back,436.0,900000.0,0.16810640108610816,0.012299999999999998,0.15580640108610816,Left-Back
jesus vazquez,valencia,2023-2024,laliga,Left-Back,716.0,3000000.0,0.23391887115935833,0.06659999999999999,0.16731887115935834,Left-Back
maximilian mittelstadt,stuttgart,2023-2024,bundesliga,Left-Back,2103.0,17000000.0,0.41378849569501347,0.042800000000000005,0.37098849569501346,Left-Back
kieran tierney,real sociedad,2023-2024,laliga,Left-Back,1238.0,12000000.0,0.27140964824636205,0.0183,0.25310964824636206,Left-Back
carlos augusto,inter,2024-2025,serie-a,Left-Back,1625.0,26000000.0,0.22744839214095963,0.029400000000000003,0.19804839214095962,Left-Back
domagoj bradaric,hellas verona,2024-2025,serie-a,Left-Back,1933.0,4000000.0,0.20476715762374753,0.0365,0.16826715762374753,Left-Back
paulo azzi,cagliari,2024-2025,serie-a,Left-Back,426.0,800000.0,0.19544951797060334,0.0339,0.16154951797060335,Left-Back
david raum,rb leipzig,2024-2025,bundesliga,Left-Back,1783.0,20000000.0,0.288363604766214,0.038700000000000005,0.24966360476621396,Left-Back
pep chavarria,rayo vallecano,2024-2025,laliga,Left-Back,2585.0,5000000.0,0.2780314526445194,0.030100000000000002,0.24793145264451938,Left-Back
borna sosa,torino,2024-2025,serie-a,Left-Back,1181.0,4500000.0,0.2050498530012411,0.0176,0.1874498530012411,Left-Back
marco sala,como,2024-2025,serie-a,Left-Back,261.0,900000.0,0.1980299305858315,0.0274,0.17062993058583148,Left-Back
martin frese,hellas verona,2024-2025,serie-a,Left-Back,549.0,2000000.0,0.14454950328573424,0.029400000000000003,0.11514950328573423,Left-Back
rodrigo abajas,valencia,2024-2025,laliga,Left-Back,65.0,100000.0,0.14158409040317904,0.08310000000000001,0.058484090403179034,Left-Back
arnau sola,villarreal,2024-2025,laliga,Left-Back,13.0,400000.0,0.07521285137458315,0.0692,0.006012851374583156,Left-Back
samuel dahl,roma,2024-2025,serie-a,Left-Back,43.0,7000000.0,0.1376809457147434,0.06280000000000001,0.0748809457147434,Left-Back
mitchel bakker,atalanta,2024-2025,serie-a,Left-Back,22.0,7000000.0,0.12911888759515713,0.0409,0.08821888759515714,Left-Back
raphael framberger,augsburg,2022-2023,bundesliga,Right-Back,176.0,800000.0,0.17858392694264408,0.0664,0.11218392694264408,Right-Back
elseid hysaj,lazio,2022-2023,serie-a,Right-Back,1998.0,5000000.0,0.26891232070939114,0.029,0.23991232070939114,Right-Back
alvaro odriozola,real madrid,2022-2023,laliga,Right-Back,39.0,5000000.0,0.23604263570885523,0.0,0.23604263570885523,Right-Back
fran delgado,betis,2022-2023,laliga,Right-Back,12.0,350000.0,0.15528355903026175,0.0,0.15528355903026175,Right-Back
konrad laimer,rb leipzig,2022-2023,bundesliga,Right-Back,1468.0,28000000.0,0.28128276163842153,0.0669,0.21438276163842152,Right-Back
cedric soares,arsenal,2022-2023,premier-league,Right-Back,29.0,3000000.0,0.2762316149899657,0.031000000000000003,0.24523161498996568,Right-Back
thomas meunier,dortmund,2022-2023,bundesliga,Right-Back,585.0,5000000.0,0.27723557407007315,0.0462,0.23103557407007316,Right-Back
nathaniel clyne,crystal palace,2022-2023,premier-league,Right-Back,1640.0,2000000.0,0.2052627757790841,0.015300000000000001,0.1899627757790841,Right-Back
pol lirola,elche,2022-2023,laliga,Right-Back,628.0,2000000.0,0.257963645335153,0.0316,0.22636364533515296,Right-Back
emerson,tottenham,2022-2023,premier-league,Right-Back,1735.0,20000000.0,0.30712355338030783,0.042100000000000005,0.2650235533803078,Right-Back
yan couto,girona,2022-2023,laliga,Right-Back,1158.0,4000000.0,0.2932347222453858,0.049699999999999994,0.24353472224538583,Right-Back
oscar mingueza,celta vigo,2022-2023,laliga,Right-Back,1284.0,2500000.0,0.28437516599889023,0.0413,0.24307516599889023,Right-Back
nathan patterson,everton,2022-2023,premier-league,Right-Back,1279.0,16000000.0,0.2795246315154449,0.038,0.24152463151544487,Right-Back
pedro porro,tottenham,2022-2023,premier-league,Right-Back,1131.0,40000000.0,0.3259158404326002,0.0366,0.28931584043260017,Right-Back
rasmus carstensen,köln,2023-2024,bundesliga,Right-Back,1659.0,2000000.0,0.3469158883024898,0.0613,0.2856158883024898,Right-Back
filippo missori,sassuolo,2023-2024,serie-a,Right-Back,266.0,1500000.0,0.22365228473520465,0.0204,0.20325228473520465,Right-Back
emil krafth,newcastle utd,2023-2024,premier-league,Right-Back,913.0,2500000.0,0.2553664165544261,0.0238,0.2315664165544261,Right-Back
malo gusto,chelsea,2023-2024,premier-league,Right-Back,1751.0,35000000.0,0.465023300042579,0.0426,0.422423300042579,Right-Back
thierry correia,valencia,2023-2024,laliga,Right-Back,2154.0,6000000.0,0.37451000196003487,0.0325,0.34201000196003484,Right-Back
lucas vazquez,real madrid,2023-2024,laliga,Right-Back,1419.0,4000000.0,0.39387959131135086,0.0444,0.34947959131135087,Right-Back
odeluga offiah,brighton,2023-2024,premier-league,Right-Back,128.0,300000.0,0.2620560022491088,0.0211,0.2409560022491088,Right-Back
nahuel molina,atlético madrid,2023-2024,laliga,Right-Back,1852.0,28000000.0,0.33743390636860393,0.041800000000000004,0.2956339063686039,Right-Back
neco williams,nott'ham forest,2023-2024,premier-league,Right-Back,1637.0,17000000.0,0.406660621554102,0.0631,0.343560621554102,Right-Back
cedric soares,arsenal,2023-2024,premier-league,Right-Back,62.0,2000000.0,0.16977674309299312,0.0,0.16977674309299312,Right-Back
jackson tchatchoua,hellas verona,2023-2024,serie-a,Right-Back,1725.0,3000000.0,0.30354120274790597,0.024300000000000002,0.279241202747906,Right-Back
joao cancelo,barcelona,2023-2024,laliga,Right-Back,2503.0,25000000.0,0.4802899137345676,0.0542,0.4260899137345676,Right-Back
adam marusic,lazio,2023-2024,serie-a,Right-Back,3100.0,5000000.0,0.2907077095890921,0.019999999999999997,0.27070770958909207,Right-Back
valentin gendrey,lecce,2023-2024,serie-a,Right-Back,3044.0,7000000.0,0.3167046373381945,0.031,0.2857046373381945,Right-Back
mads roerslev,brentford,2023-2024,premier-league,Right-Back,1985.0,10000000.0,0.2923817555018835,0.028500000000000004,0.2638817555018835,Right-Back
pasquale mazzocchi,napoli,2024-2025,serie-a,Right-Back,702.0,2500000.0,0.16248006431651213,0.0564,0.10608006431651212,Right-Back
alessandro zanoli,genoa,2024-2025,serie-a,Right-Back,1711.0,6000000.0,0.20791171531436803,0.0351,0.17281171531436804,Right-Back
ignace van der brempt,como,2024-2025,serie-a,Right-Back,1257.0,4000000.0,0.20972159725447137,0.044399999999999995,0.16532159725447138,Right-Back
emil holm,bologna,2024-2025,serie-a,Right-Back,1137.0,8000000.0,0.23269729510168066,0.059500000000000004,0.17319729510168066,Right-Back
jon aramburu,real sociedad,2024-2025,laliga,Right-Back,2460.0,15000000.0,0.30873429994412216,0.0395,0.2692342999441222,Right-Back
lorenzo de silvestri,bologna,2024-2025,serie-a,Right-Back,1060.0,800000.0,0.1392038726240966,0.0237,0.11550387262409659,Right-Back
neco williams,nott'ham forest,2024-2025,premier-league,Right-Back,2594.0,20000000.0,0.2664812873154883,0.040400000000000005,0.22608128731548832,Right-Back
julian araujo,bournemouth,2024-2025,premier-league,Right-Back,497.0,10000000.0,0.13481029744520948,0.029,0.10581029744520948,Right-Back
christopher trimmel,union berlin,2024-2025,bundesliga,Right-Back,1740.0,600000.0,0.2053695502436287,0.0206,0.1847695502436287,Right-Back
lukas kubler,freiburg,2024-2025,bundesliga,Right-Back,1842.0,1500000.0,0.22617669273583035,0.032400000000000005,0.19377669273583034,Right-Back
nordi mukiele,leverkusen,2024-2025,bundesliga,Right-Back,899.0,10000000.0,0.20384851521551814,0.032,0.17184851521551814,Right-Back
robert gumny,augsburg,2024-2025,bundesliga,Right-Back,271.0,1500000.0,0.1314979561859964,0.029900000000000003,0.1015979561859964,Right-Back
malo gusto,chelsea,2024-2025,premier-league,Right-Back,1862.0,35000000.0,0.27863588917377313,0.046799999999999994,0.23183588917377312,Right-Back
mitchell weiser,werder bremen,2024-2025,bundesliga,Right-Back,2868.0,5000000.0,0.28272145077749383,0.0588,0.22392145077749384,Right-Back
max aarons,valencia,2024-2025,laliga,Right-Back,120.0,6000000.0,0.15226824301728917,0.0375,0.11476824301728916,Right-Back
kalvin phillips,manchester city,2022-2023,premier-league,Defensive Midfield,300.0,32000000.0,0.24672783061642456,0.041999999999999996,0.20472783061642458,Defensive Midfield
samuele ricci,torino,2022-2023,serie-a,Defensive Midfield,2070.0,20000000.0,0.2609276427666613,0.035500000000000004,0.2254276427666613,Defensive Midfield
maximo perrone,manchester city,2022-2023,premier-league,Defensive Midfield,19.0,10000000.0,0.2128020549500969,0.0,0.2128020549500969,Defensive Midfield
ilia gruev,werder bremen,2022-2023,bundesliga,Defensive Midfield,1584.0,3000000.0,0.2271694736854571,0.0421,0.1850694736854571,Defensive Midfield
marten de roon,atalanta,2022-2023,serie-a,Defensive Midfield,2964.0,10000000.0,0.33152720705213423,0.0281,0.3034272070521342,Defensive Midfield
danilo,nott'ham forest,2022-2023,premier-league,Defensive Midfield,976.0,28000000.0,0.1437777591488697,0.0369,0.1068777591488697,Defensive Midfield
ngolo kante,chelsea,2022-2023,premier-league,Defensive Midfield,518.0,15000000.0,0.21340797143067347,0.04869999999999999,0.16470797143067348,Defensive Midfield
francis coquelin,villarreal,2022-2023,laliga,Defensive Midfield,748.0,3000000.0,0.1628303674401255,0.0685,0.09433036744012549,Defensive Midfield
stefan bajcetic,liverpool,2022-2023,premier-league,Defensive Midfield,526.0,13000000.0,0.1728589511806076,0.0446,0.1282589511806076,Defensive Midfield
sasa lukic,fulham,2022-2023,premier-league,Defensive Midfield,412.0,12000000.0,0.16302847165379275,0.0394,0.12362847165379276,Defensive Midfield
nathaniel chalobah,fulham,2022-2023,premier-league,Defensive Midfield,12.0,1800000.0,0.14534659949839582,0.375,-0.22965340050160418,Defensive Midfield
paul akouokou,betis,2022-2023,laliga,Defensive Midfield,447.0,3500000.0,0.15482504560749294,0.0342,0.12062504560749293,Defensive Midfield
walace,udinese,2022-2023,serie-a,Defensive Midfield,3190.0,7000000.0,0.3385824884380417,0.0402,0.29838248843804166,Defensive Midfield
senne lynen,werder bremen,2023-2024,bundesliga,Defensive Midfield,1797.0,7000000.0,0.1420821936209543,0.0345,0.10758219362095431,Defensive Midfield
kalvin phillips,manchester city,2023-2024,premier-league,Defensive Midfield,93.0,25000000.0,0.09384549471196615,0.10650000000000001,-0.012654505288033857,Defensive Midfield
bruno guimaraes,newcastle utd,2023-2024,premier-league,Defensive Midfield,3263.0,85000000.0,0.24592032200373065,0.0692,0.17672032200373067,Defensive Midfield
omar mascarell,mallorca,2023-2024,laliga,Defensive Midfield,1571.0,1000000.0,0.13991361606880193,0.0334,0.10651361606880193,Defensive Midfield
ryan christie,bournemouth,2023-2024,premier-league,Defensive Midfield,2907.0,12000000.0,0.1752600236524903,0.0636,0.1116600236524903,Defensive Midfield
matteo prati,cagliari,2023-2024,serie-a,Defensive Midfield,1972.0,10000000.0,0.11612397670199445,0.0244,0.09172397670199445,Defensive Midfield
hugo guillamon,valencia,2023-2024,laliga,Defensive Midfield,1315.0,8000000.0,0.1208645771661678,0.048100000000000004,0.0727645771661678,Defensive Midfield
adrien tameze,torino,2023-2024,serie-a,Defensive Midfield,2146.0,5000000.0,0.15662232653876357,0.0346,0.12202232653876358,Defensive Midfield
billy gilmour,brighton,2023-2024,premier-league,Defensive Midfield,2120.0,18000000.0,0.20877304277303577,0.0308,0.17797304277303577,Defensive Midfield
idrissa gana gueye,everton,2023-2024,premier-league,Defensive Midfield,1884.0,3000000.0,0.1499208831875824,0.044000000000000004,0.10592088318758239,Defensive Midfield
silvi clua,girona,2023-2024,laliga,Defensive Midfield,1.0,,0.3159242096886411,2.7,-2.384075790311359,Defensive Midfield
mohamed elneny,arsenal,2023-2024,premier-league,Defensive Midfield,28.0,3500000.0,0.09609163107781708,0.06420000000000001,0.031891631077817076,Defensive Midfield
david ozoh,crystal palace,2023-2024,premier-league,Defensive Midfield,156.0,700000.0,0.06845918267654222,0.0692,-0.0007408173234577792,Defensive Midfield
filip jagieo,genoa,2023-2024,serie-a,Defensive Midfield,33.0,1100000.0,0.08574461410258234,0.109,-0.023255385897417657,Defensive Midfield
ibrahim sulemana,atalanta,2024-2025,serie-a,Defensive Midfield,283.0,7000000.0,0.2048043064948487,0.0477,0.15710430649484872,Defensive Midfield
lucas tousart,union berlin,2024-2025,bundesliga,Defensive Midfield,561.0,2500000.0,0.18661725523110137,0.046400000000000004,0.14021725523110137,Defensive Midfield
mats wieffer,brighton,2024-2025,premier-league,Defensive Midfield,1015.0,25000000.0,0.3490233823241882,0.0667,0.28232338232418824,Defensive Midfield
joao palhinha,bayern munich,2024-2025,bundesliga,Defensive Midfield,673.0,30000000.0,0.24339766780467195,0.0507,0.19269766780467196,Defensive Midfield
ryan gravenberch,liverpool,2024-2025,premier-league,Defensive Midfield,3160.0,75000000.0,0.3587407462702022,0.046900000000000004,0.3118407462702022,Defensive Midfield
marc bernal,barcelona,2024-2025,laliga,Defensive Midfield,242.0,5000000.0,0.1885337986112237,0.0371,0.15143379861122372,Defensive Midfield
samu costa,mallorca,2024-2025,laliga,Defensive Midfield,2649.0,15000000.0,0.3276896375046567,0.0607,0.2669896375046567,Defensive Midfield
urko gonzalez,real sociedad,2024-2025,laliga,Defensive Midfield,45.0,5000000.0,0.08781033722998151,0.12000000000000001,-0.0321896627700185,Defensive Midfield
lucien agoume,sevilla,2024-2025,laliga,Defensive Midfield,2114.0,8000000.0,0.32292044825702115,0.043,0.27992044825702117,Defensive Midfield
aurelien tchouameni,real madrid,2024-2025,laliga,Defensive Midfield,2689.0,75000000.0,0.4061402722610669,0.0233,0.3828402722610669,Defensive Midfield
idrissa gana gueye,everton,2024-2025,premier-league,Defensive Midfield,3063.0,1500000.0,0.3560672250641456,0.04950000000000001,0.30656722506414563,Defensive Midfield
enzo barrenechea,valencia,2024-2025,laliga,Defensive Midfield,2191.0,10000000.0,0.33396496160519207,0.0365,0.2974649616051921,Defensive Midfield
reda belahyane,hellas verona,2024-2025,serie-a,Defensive Midfield,1658.0,10000000.0,0.2211188881248485,0.0606,0.1605188881248485,Defensive Midfield
jacopo segre,torino,2022-2023,serie-a,Central Midfield,21.0,1700000.0,0.035194960972101424,0.0,0.035194960972101424,Central Midfield
koke,atlético madrid,2022-2023,laliga,Central Midfield,2545.0,16000000.0,0.23967581868890292,0.0273,0.21237581868890293,Central Midfield
pablo barrios,atlético madrid,2022-2023,laliga,Central Midfield,724.0,5000000.0,0.13316537352289023,0.0581,0.07506537352289024,Central Midfield
adam forshaw,leeds united,2022-2023,premier-league,Central Midfield,479.0,1200000.0,0.10414123168659559,0.052599999999999994,0.05154123168659559,Central Midfield
szymon zurkowski,fiorentina,2022-2023,serie-a,Central Midfield,32.0,3500000.0,0.15586842641495774,0.1124,0.04346842641495774,Central Midfield
marcel sabitzer,manchester utd,2022-2023,premier-league,Central Midfield,627.0,20000000.0,0.09787674616199354,0.0388,0.05907674616199354,Central Midfield
thomas delaney,sevilla,2022-2023,laliga,Central Midfield,309.0,2000000.0,0.07077051798583786,0.0408,0.029970517985837858,Central Midfield
lewis ferguson,bologna,2022-2023,serie-a,Central Midfield,2314.0,12000000.0,0.16985022351115409,0.0446,0.12525022351115409,Central Midfield
aissa laidouni,union berlin,2022-2023,bundesliga,Central Midfield,871.0,7000000.0,0.10256457964179164,0.051699999999999996,0.05086457964179164,Central Midfield
pedro ortiz,sevilla,2022-2023,laliga,Central Midfield,1.0,200000.0,0.07890870044442777,0.9,-0.8210912995555723,Central Midfield
nikolas nartey,stuttgart,2022-2023,bundesliga,Central Midfield,473.0,1500000.0,0.10040568031509052,0.051300000000000005,0.049105680315090515,Central Midfield
niklas pyyhtia,bologna,2022-2023,serie-a,Central Midfield,110.0,600000.0,0.06153879643905569,0.0572,0.004338796439055687,Central Midfield
alexis mac allister,brighton,2022-2023,premier-league,Central Midfield,2886.0,65000000.0,0.28222866180971207,0.0495,0.23272866180971208,Central Midfield
ruben quintanilla,mallorca,2022-2023,laliga,Central Midfield,4.0,25000.0,0.09836088444045017,0.0,0.09836088444045017,Central Midfield
alex oxladechamberlain,liverpool,2022-2023,premier-league,Central Midfield,335.0,7000000.0,0.08435625875756769,0.0941,-0.00974374124243231,Central Midfield
pedri,barcelona,2022-2023,laliga,Central Midfield,1976.0,100000000.0,0.266583172804693,0.0489,0.21768317280469301,Central Midfield
tom davies,everton,2022-2023,premier-league,Central Midfield,538.0,9000000.0,0.08049639005996673,0.067,0.013496390059966723,Central Midfield
santi comesana,rayo vallecano,2022-2023,laliga,Central Midfield,2451.0,7500000.0,0.2214598682425768,0.057,0.1644598682425768,Central Midfield
nicolas dominguez,bologna,2022-2023,serie-a,Central Midfield,2300.0,17000000.0,0.23775078789391374,0.054799999999999995,0.18295078789391375,Central Midfield
unai lopez,rayo vallecano,2022-2023,laliga,Central Midfield,1254.0,3500000.0,0.17489934624767792,0.0659,0.10899934624767792,Central Midfield
oliver torres,sevilla,2022-2023,laliga,Central Midfield,2137.0,9000000.0,0.18150763971565184,0.0665,0.11500763971565184,Central Midfield
marcos antonio,lazio,2022-2023,serie-a,Central Midfield,594.0,8000000.0,0.09757693839774483,0.0349,0.06267693839774482,Central Midfield
jimi tauriainen,chelsea,2023-2024,premier-league,Central Midfield,1.0,200000.0,0.0502,0.0,0.0502,Central Midfield
adrien rabiot,juventus,2023-2024,serie-a,Central Midfield,2651.0,35000000.0,0.18893757403660152,0.0456,0.14333757403660152,Central Midfield
mikel merino,real sociedad,2023-2024,laliga,Central Midfield,2482.0,50000000.0,0.18533196902672708,0.0834,0.10193196902672708,Central Midfield
elliot anderson,newcastle utd,2023-2024,premier-league,Central Midfield,1027.0,15000000.0,0.13725937644119338,0.0815,0.05575937644119337,Central Midfield
ivan rakitic,sevilla,2023-2024,laliga,Central Midfield,1425.0,3500000.0,0.185982802798796,0.0354,0.150582802798796,Central Midfield
yangel herrera,girona,2023-2024,laliga,Central Midfield,2107.0,25000000.0,0.16848811435572966,0.09309999999999999,0.07538811435572967,Central Midfield
james milner,brighton,2023-2024,premier-league,Central Midfield,773.0,1000000.0,0.13502629489193171,0.0384,0.09662629489193172,Central Midfield
nicolas dominguez,nott'ham forest,2023-2024,premier-league,Central Midfield,1495.0,17000000.0,0.1445273428780771,0.0367,0.10782734287807708,Central Midfield
matheus nunes,manchester city,2023-2024,premier-league,Central Midfield,661.0,50000000.0,0.13634276348556632,0.0764,0.05994276348556632,Central Midfield
henrikh mkhitaryan,inter,2023-2024,serie-a,Central Midfield,2785.0,6000000.0,0.21723379631083092,0.0361,0.18113379631083093,Central Midfield
daniel gore,manchester utd,2023-2024,premier-league,Central Midfield,1.0,900000.0,0.18478159537477734,0.0,0.18478159537477734,Central Midfield
davy klaassen,inter,2023-2024,serie-a,Central Midfield,206.0,4000000.0,0.06880560418352238,0.0349,0.033905604183522384,Central Midfield
nicolas seiwald,rb leipzig,2023-2024,bundesliga,Central Midfield,718.0,16000000.0,0.11038238239765381,0.0288,0.08158238239765381,Central Midfield
morten thorsby,genoa,2023-2024,serie-a,Central Midfield,1157.0,3000000.0,0.07379968870701169,0.06920000000000001,0.004599688707011676,Central Midfield
michel ndary adopo,atalanta,2023-2024,serie-a,Central Midfield,109.0,1000000.0,0.11545659749061114,0.1405,-0.02504340250938887,Central Midfield
santi comesana,villarreal,2023-2024,laliga,Central Midfield,1653.0,6000000.0,0.15131130916695368,0.05310000000000001,0.09821130916695367,Central Midfield
nicolas dominguez,bologna,2023-2024,serie-a,Central Midfield,102.0,17000000.0,0.10868432784237964,0.0883,0.020384327842379632,Central Midfield
matias vecino,lazio,2023-2024,serie-a,Central Midfield,1153.0,2500000.0,0.1422286233336565,0.041400000000000006,0.10082862333365648,Central Midfield
frank onyeka,brentford,2023-2024,premier-league,Central Midfield,1161.0,9000000.0,0.10690601264121163,0.06280000000000001,0.044106012641211625,Central Midfield
karol linetty,torino,2023-2024,serie-a,Central Midfield,1858.0,3500000.0,0.12240327232744165,0.048,0.07440327232744165,Central Midfield
matheus henrique,sassuolo,2023-2024,serie-a,Central Midfield,2501.0,8500000.0,0.15112108279486347,0.0474,0.10372108279486347,Central Midfield
harrison reed,fulham,2024-2025,premier-league,Central Midfield,108.0,6000000.0,0.13049472864661973,0.1001,0.03039472864661974,Central Midfield
piotr zielinski,inter,2024-2025,serie-a,Central Midfield,980.0,10000000.0,0.18775038956497653,0.031100000000000003,0.1566503895649765,Central Midfield
daniele baselli,como,2024-2025,serie-a,Central Midfield,22.0,300000.0,0.17376479501152695,0.0409,0.13286479501152695,Central Midfield
curtis jones,liverpool,2024-2025,premier-league,Central Midfield,1712.0,45000000.0,0.2266426169367829,0.069,0.1576426169367829,Central Midfield
mikel merino,arsenal,2024-2025,premier-league,Central Midfield,1586.0,35000000.0,0.17791863701060961,0.07300000000000001,0.1049186370106096,Central Midfield
harrison armstrong,everton,2024-2025,premier-league,Central Midfield,48.0,800000.0,0.060097967959664454,0.18760000000000002,-0.12750203204033556,Central Midfield
alexis mac allister,liverpool,2024-2025,premier-league,Central Midfield,2599.0,100000000.0,0.313282492936084,0.0489,0.264382492936084,Central Midfield
douglas luiz,juventus,2024-2025,serie-a,Central Midfield,529.0,30000000.0,0.18159108220735207,0.0612,0.12039108220735206,Central Midfield
sean longstaff,newcastle utd,2024-2025,premier-league,Central Midfield,798.0,20000000.0,0.1618625667826766,0.0362,0.1256625667826766,Central Midfield
alex scott,bournemouth,2024-2025,premier-league,Central Midfield,755.0,20000000.0,0.18801351371995415,0.06670000000000001,0.12131351371995414,Central Midfield
ryan trevitt,brentford,2024-2025,premier-league,Central Midfield,4.0,275000.0,0.1755413594467898,0.0,0.1755413594467898,Central Midfield
albert sambi lokonga,sevilla,2024-2025,laliga,Central Midfield,1471.0,8000000.0,0.19021704400671097,0.0501,0.14011704400671096,Central Midfield
joelinton,newcastle utd,2024-2025,premier-league,Central Midfield,2393.0,35000000.0,0.2271133887498603,0.08030000000000001,0.1468133887498603,Central Midfield
michel ndary adopo,cagliari,2024-2025,serie-a,Central Midfield,2409.0,4000000.0,0.1943336750602418,0.0448,0.1495336750602418,Central Midfield
youri tielemans,aston villa,2024-2025,premier-league,Central Midfield,3026.0,38000000.0,0.33010727320245703,0.0446,0.28550727320245706,Central Midfield
robert wagner,st. pauli,2024-2025,bundesliga,Central Midfield,407.0,3000000.0,0.09553773394946234,0.051000000000000004,0.04453773394946234,Central Midfield
pape matar sarr,tottenham,2024-2025,premier-league,Central Midfield,1913.0,32000000.0,0.20877868121073662,0.0529,0.1558786812107366,Central Midfield
daniel requena,villarreal,2024-2025,laliga,Central Midfield,10.0,400000.0,0.040143060419313814,0.09,-0.04985693958068618,Central Midfield
hernani,parma,2024-2025,serie-a,Central Midfield,1327.0,1600000.0,0.20431848283436127,0.05770000000000001,0.14661848283436127,Central Midfield
mohamed kaba,lecce,2024-2025,serie-a,Central Midfield,452.0,2000000.0,0.12184381109083019,0.0678,0.05404381109083019,Central Midfield
ondrej duda,hellas verona,2024-2025,serie-a,Central Midfield,2395.0,3500000.0,0.2320073467806878,0.0632,0.1688073467806878,Central Midfield
lewis cook,bournemouth,2024-2025,premier-league,Central Midfield,2978.0,15000000.0,0.26137871012446945,0.035,0.22637871012446945,Central Midfield
philippe coutinho,aston villa,2022-2023,premier-league,Attacking Midfield,788.0,10000000.0,0.14552906651248726,0.088,0.057529066512487265,Attacking Midfield
julian brandt,dortmund,2022-2023,bundesliga,Attacking Midfield,2397.0,40000000.0,0.2834506898986002,0.0542,0.22925068989860023,Attacking Midfield
andrew moran,brighton,2022-2023,premier-league,Attacking Midfield,12.0,300000.0,0.047935832879752255,0.15,-0.10206416712024774,Attacking Midfield
kristian thorstvedt,sassuolo,2022-2023,serie-a,Attacking Midfield,1136.0,7500000.0,0.13723758273443606,0.0475,0.08973758273443606,Attacking Midfield
