comp_name,region,country,season_start_year,squad,player_num,player_name,player_position,player_dob,player_age,player_nationality,current_club,player_height_mtrs,player_foot,date_joined,joined_from,contract_expiry,player_market_value_euro,player_url,Season,Liga
LaLiga,Europe,Spain,2023,Deportivo Alavés,-,Abde Rebbach,Left-Back,,,Spain,Deportivo Alavés,1.85,left,,Deportivo Alavés B,,,https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Deportivo Alavés,4,Abdel Abqar,Centre-Back,,,Serbia,Tractor FC,1.8,right,,RCD Mallorca,,,https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2023-2024,La-Liga
Serie A,Europe,Italy,2023,ACF Fiorentina,22,Abdelhamid Sabiri,Right-Back,,,Italy,Without Club,1.8,right,,Hellas Verona,,1500000,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2023-2024,Serie-A
Ligue 1,Europe,France,2023,Clermont Foot 63,-,Abdellah Baallal,Centre-Back,,,France,Football Bourg-en-Bresse Péronnas 01,1.9,right,,,,,https://www.transfermarkt.com/abdellah-baallal/profil/spieler/1028125,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,RCD Mallorca,19,Abdón Prats,Left Winger,,,Spain,RCD Mallorca,1.74,both,,RCD Mallorca B,,,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2023-2024,La-Liga
Serie A,Europe,Italy,2023,Frosinone Calcio,80,Abdou Harroui,Goalkeeper,,,Italy,US Sassuolo,1.88,right,,US Sassuolo,,7000000,https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2023-2024,Serie-A
Ligue 1,Europe,France,2023,FC Nantes,8,Abdoul Kader Bamba,Central Midfield,,,DR Congo,Atromitos Athens,1.76,left,,FC Nantes B,,3000000,https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Stade Reims,-,Abdoul Koné,Right-Back,,,France,Paris FC B,1.85,right,,,,,https://www.transfermarkt.com/abdoul-kone/profil/spieler/1130445,2023-2024,Ligue-1
Premier League,Europe,England,2023,Everton FC,-,Abdoulaye Doucouré,Centre-Back,,,Jamaica,Al-Gharafa SC,1.87,right,,Barnsley FC,,5000000,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2023-2024,Premier-League
Bundesliga,Europe,Germany,2023,Borussia Dortmund,9,Abdoulaye Kamara,Centre-Forward,,,Cote d'Ivoire,FC Utrecht,1.9,right,,Ajax Amsterdam,,10000000,https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,2023-2024,Bundesliga
Ligue 1,Europe,France,2023,Le Havre AC,15,Abdoulaye Touré,Left Winger,,,Guinea,1.FC Magdeburg,1.8,right,,APOEL Nicosia,,,https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,RC Lens,29,Abdukodir Khusanov,Right-Back,,,Poland,Stade Rennais FC,1.75,right,,Chicago Fire FC,,9000000,https://www.transfermarkt.com/abdukodir-khusanov/profil/spieler/763079,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Rayo Vallecano,12,Abdul Mumin,Left-Back,,,Uruguay,Rayo Vallecano,1.72,left,,Cádiz CF,,2400000,https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801,2023-2024,La-Liga
Ligue 1,Europe,France,2023,FC Metz,3,Ablie Jallow,Left-Back,,,France,RC Lens,1.78,left,,FC Metz B,,2500000,https://www.transfermarkt.com/ablie-jallow/profil/spieler/366045,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Real Betis Balompié,-,Abner,Central Midfield,,,Spain,Betis Deportivo Balompié,1.8, ,,,,,https://www.transfermarkt.com/abner/profil/spieler/646402,2023-2024,La-Liga
Ligue 1,Europe,France,2023,RC Strasbourg Alsace,10,Aboubacar Ali,Centre-Forward,,,Netherlands,RC Strasbourg Alsace,1.96,right,,SK Sturm Graz,,12000000,https://www.transfermarkt.com/aboubacar-ali/profil/spieler/1010855,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,UD Las Palmas,23,Aboubacar Bassinga,Centre-Back,,,Equatorial Guinea,Torino FC,1.87,right,,Las Palmas Atlético,,8000000,https://www.transfermarkt.com/aboubacar-bassinga/profil/spieler/1210422,2023-2024,La-Liga
Ligue 1,Europe,France,2023,FC Metz,39,Aboubacar Lô,Right-Back,,,Cote d'Ivoire,FC Metz,1.73,right,,FC Vizela,,1500000,https://www.transfermarkt.com/aboubacar-lo/profil/spieler/739076,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Villarreal CF,14,Abraham del Moral,Central Midfield,,,Spain,Granada CF,1.78,right,,Villarreal CF B,,1500000,https://www.transfermarkt.com/abraham-del-moral/profil/spieler/635344,2023-2024,La-Liga
Ligue 1,Europe,France,2023,Stade Brestois 29,2,Achraf Dari,Left-Back,,,France,Stade Brestois 29,1.8,left,,Stade Reims,,12000000,https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Paris Saint-Germain,-,Achraf Hakimi,Left Winger,,,Tunisia,FC Augsburg,1.73,right,,Paris Saint-Germain U19,,7500000,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,RC Lens,18,Adam Abeddou,Central Midfield,,,France,Inter Milan,1.87,left,,FC Basel 1893,,9000000,https://www.transfermarkt.com/adam-abeddou/profil/spieler/963835,2023-2024,Ligue-1
Bundesliga,Europe,Germany,2023,Bayern Munich,42,Adam Aznou,Attacking Midfield,,,Germany,Bayern Munich,1.84,right,,FC Bayern Munich U19 ,,120000000,https://www.transfermarkt.com/adam-aznou/profil/spieler/938146,2023-2024,Bundesliga
Premier League,Europe,England,2023,Sheffield United,15,Adam Davies,Centre-Back,,,Bosnia-Herzegovina,Feyenoord Rotterdam,1.9,right,,Malmö FF,,18000000,https://www.transfermarkt.com/adam-davies/profil/spieler/121254,2023-2024,Premier-League
Premier League,Europe,England,2023,Newcastle United,33,Adam Harrison,Centre-Back,,,England,Newcastle United,2.01,left,,Brighton & Hove Albion,,8000000,https://www.transfermarkt.com/adam-harrison/profil/spieler/1019169,2023-2024,Premier-League
Bundesliga,Europe,Germany,2023,Bayer 04 Leverkusen,32,Adam Hlozek,Central Midfield,,,Colombia,Racing Santander,1.73,right,,Bogotá FC,,3000000,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,2023-2024,Bundesliga
Ligue 1,Europe,France,2023,LOSC Lille,15,Adam Jakubech,Centre-Back,,,France,Manchester United,1.9,right,,LOSC Lille B,,50000000,https://www.transfermarkt.com/adam-jakubech/profil/spieler/258267,2023-2024,Ligue-1
Premier League,Europe,England,2023,Brighton & Hove Albion,11,Adam Lallana,Defensive Midfield,,,Scotland,SSC Napoli,1.7,right,,Chelsea FC,,18000000,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,2023-2024,Premier-League
Ligue 1,Europe,France,2023,Clermont Foot 63,-,Adam Mabrouk,Goalkeeper,,,France,Clermont Foot 63 B,1.89,right,,,,,https://www.transfermarkt.com/adam-mabrouk/profil/spieler/828890,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,SS Lazio,18,Adam Marusic,Right Winger,,,Denmark,SS Lazio,1.81,left,,FC Midtjylland,,12000000,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,2023-2024,Serie-A
Serie A,Europe,Italy,2023,Torino FC,28,Adam Masina,Defensive Midfield,,,Italy,AC Milan,1.81,right,,FC Empoli,,22000000,https://www.transfermarkt.com/adam-masina/profil/spieler/286949,2023-2024,Serie-A
Serie A,Europe,Italy,2023,Cagliari Calcio,3,Adam Obert,Centre-Back,,,Italy,Como 1907,1.93,right,,US Sassuolo,,1200000,https://www.transfermarkt.com/adam-obert/profil/spieler/568333,2023-2024,Serie-A
Ligue 1,Europe,France,2023,LOSC Lille,26,Adam Ounas,Left Midfield,,,France,BSC Young Boys,1.8,right,,FC Sochaux-Montbéliard,,3500000,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,2023-2024,Ligue-1
Premier League,Europe,England,2023,AFC Bournemouth,-,Adam Smith,Left Winger,,,England,Burnley FC,1.83,right,,AFC Bournemouth U23,,6000000,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,2023-2024,Premier-League
Premier League,Europe,England,2023,Brighton & Hove Albion,-,Adam Webster,Centre-Back,,,Wales,Exeter City,1.86,right,,,,,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,2023-2024,Premier-League
Premier League,Europe,England,2023,Crystal Palace,-,Adam Wharton,Right Winger,,,England,AS Trencin,, ,,,,,https://www.transfermarkt.com/adam-wharton/profil/spieler/744149,2023-2024,Premier-League
Ligue 1,Europe,France,2023,Stade Reims,17,Adama Bojang,Left Winger,,,Japan,Stade Reims,1.8,right,,LASK,,9000000,https://www.transfermarkt.com/adama-bojang/profil/spieler/1111912,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,Bologna FC 1909,22,Adama Soumaoro,Left-Back,,,Greece,Bologna FC 1909,1.91,left,,Cagliari Calcio,,1000000,https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673,2023-2024,Serie-A
Premier League,Europe,England,2023,Fulham FC,-,Adama Traoré,Central Midfield,,,New Zealand,Chesterfield FC,1.83,right,,,,,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,2023-2024,Premier-League
Ligue 1,Europe,France,2023,LOSC Lille,5,Adame Faïz,Left-Back,,,Sweden,Leeds United,1.8,left,,FC Groningen,,5000000,https://www.transfermarkt.com/adame-faiz/profil/spieler/952165,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,FC Nantes,98,Adel Mahamoud,Right-Back,,,France,FC Nantes,1.8,right,,Spezia Calcio,,2500000,https://www.transfermarkt.com/adel-mahamoud/profil/spieler/952436,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,Atalanta BC,25,Ademola Lookman,Central Midfield,,,France,Cagliari Calcio,1.87,right,,Torino FC,,1000000,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,2023-2024,Serie-A
Premier League,Europe,England,2023,Crystal Palace,22,Ademola Ola-Adebomi,Centre-Forward,,,France,RC Lens,1.87,right,,Celtic FC,,18000000,https://www.transfermarkt.com/ademola-ola-adebomi/profil/spieler/814820,2023-2024,Premier-League
Premier League,Europe,England,2023,Luton Town,30,Admiral Muskwe,Right Winger,,,England,Kanchanaburi Power FC,1.81,left,,Without Club,,1800000,https://www.transfermarkt.com/admiral-muskwe/profil/spieler/314378,2023-2024,Premier-League
LaLiga,Europe,Spain,2023,Sevilla FC,46,Adnan Januzaj,Attacking Midfield,,,Tunisia,Burnley FC,1.83,right,,Manchester United,,9000000,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Granada CF,-,Adri López,Goalkeeper,,,Spain,CF Lorca Deportiva,1.85,left,,,,,https://www.transfermarkt.com/adri-lopez/profil/spieler/412042,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Cádiz CF,4,Adri Miranda,Central Midfield,,,Spain,Granada CF,1.8,right,,Real Valladolid CF,,1500000,https://www.transfermarkt.com/adri-miranda/profil/spieler/834737,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Villarreal CF,25,Adrià Altimira,Right Winger,,,Burkina Faso,Sunderland AFC,1.81,left,,Aston Villa,,9000000,https://www.transfermarkt.com/adria-altimira/profil/spieler/466807,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Sevilla FC,18,Adrià Pedrosa,Central Midfield,,,Switzerland,Sevilla FC,1.84,right,,Eintracht Frankfurt,,9000000,https://www.transfermarkt.com/adria-pedrosa/profil/spieler/501418,2023-2024,La-Liga
Bundesliga,Europe,Germany,2023,1.FC Heidenheim 1846,19,Adrian Beck,Left-Back,,,Germany,1.FC Heidenheim 1846,1.84,left,,SC Freiburg,,2000000,https://www.transfermarkt.com/adrian-beck/profil/spieler/273669,2023-2024,Bundesliga
LaLiga,Europe,Spain,2023,UD Almería,5,Adrián Embarba,Central Midfield,,,Argentina,UD Almería,1.69,right,,CA Vélez Sarsfield,,7000000,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,2023-2024,La-Liga
Ligue 1,Europe,France,2023,FC Lorient,97,Adrian Grbic,Attacking Midfield,,,France,Piast Gliwice,1.74,right,,FC Toulouse,,,https://www.transfermarkt.com/adrian-grbic/profil/spieler/167342,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Atlético de Madrid,7,Adrián Niño,Second Striker,,,France,Atlético de Madrid,1.76,left,,FC Barcelona,,25000000,https://www.transfermarkt.com/adrian-nino/profil/spieler/926849,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Deportivo Alavés,-,Adrián Rodríguez,Goalkeeper,,,Spain,Deportivo Alavés B,, ,,,,,https://www.transfermarkt.com/adrian-rodriguez/profil/spieler/608382,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Cádiz CF,17,Adrián Salguero,Central Midfield,,,Argentina,Without Club,1.82,right,,SS Lazio,,1500000,https://www.transfermarkt.com/adrian-salguero/profil/spieler/946276,2023-2024,La-Liga
Premier League,Europe,England,2023,Liverpool FC,5,Adrián,Centre-Back,,,France,Liverpool FC,1.94,right,,RB Leipzig,,45000000,https://www.transfermarkt.com/adrian/profil/spieler/71271,2023-2024,Premier-League
Ligue 1,Europe,France,2023,Stade Brestois 29,18,Adrien Lebeau,Left-Back,,,France,FC Rouen 1899,1.76,left,,AS Monaco U21,,,https://www.transfermarkt.com/adrien-lebeau/profil/spieler/395674,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,Juventus FC,14,Adrien Rabiot,Centre-Forward,,,Poland,Juventus FC,1.86,left,,Olympique Marseille,,6000000,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913,2023-2024,Serie-A
Serie A,Europe,Italy,2023,Torino FC,71,Adrien Tamèze,Goalkeeper,,,Romania,Torino FC,1.9,right,,FC Voluntari,,,https://www.transfermarkt.com/adrien-tameze/profil/spieler/157507,2023-2024,Serie-A
Ligue 1,Europe,France,2023,RC Lens,2,Adrien Thomasson,Right-Back,,,France,RC Lens,1.72,right,,AS Monaco,,5000000,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Stade Rennais FC,28,Adrien Truffert,Central Midfield,,,France,Sunderland AFC,1.73,right,,FC Lorient,,18000000,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Olympique Lyon,98,Adryelson,Right-Back,,,England,Olympique Lyon,1.8,right,,Arsenal FC,,9000000,https://www.transfermarkt.com/adryelson/profil/spieler/373433,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,FC Nantes,74,Adson,Defensive Midfield,,,France,FC Nantes B,1.82,left,,,,,https://www.transfermarkt.com/adson/profil/spieler/868891,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,Athletic Bilbao,22,Adu Ares,Attacking Midfield,,,Spain,,1.84,right,,Atlético de Madrid,,1500000,https://www.transfermarkt.com/adu-ares/profil/spieler/895480,2023-2024,La-Liga
Bundesliga,Europe,Germany,2023,VfL Bochum,41,Agon Elezi,Centre-Back,,,Switzerland,VfL Bochum,1.86,right,,Grasshopper Club Zurich,,,https://www.transfermarkt.com/agon-elezi/profil/spieler/505324,2023-2024,Bundesliga
Serie A,Europe,Italy,2023,US Sassuolo,10,Agustín Álvarez,Right Winger,,,Italy,US Sassuolo,1.83,left,,Juventus FC,,10000000,https://www.transfermarkt.com/agustin-alvarez/profil/spieler/812625,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Celta de Vigo,25,Agustín Marchesín,Goalkeeper,,,Spain,Without Club,1.9,right,,Crystal Palace,,,https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,2023-2024,La-Liga
Serie A,Europe,Italy,2023,US Salernitana 1919,-,Agustín Martegani,Centre-Back,,,Moldova,FC Trapani 1905,1.95,right,,Salernitana Primavera,,,https://www.transfermarkt.com/agustin-martegani/profil/spieler/732507,2023-2024,Serie-A
Serie A,Europe,Italy,2023,US Lecce,25,Ahmed Touba,Left-Back,,,Italy,US Lecce,1.83,left,,SSD Palermo,,4500000,https://www.transfermarkt.com/ahmed-touba/profil/spieler/325924,2023-2024,Serie-A
Premier League,Europe,England,2023,Luton Town,28,Aidan Francis-Clarke,Attacking Midfield,,,Wales,Braintree Town,1.76,right,,Without Club,,,https://www.transfermarkt.com/aidan-francis-clarke/profil/spieler/802230,2023-2024,Premier-League
Premier League,Europe,England,2023,Newcastle United,6,Aidan Harris,Centre-Back,,,England,Newcastle United,1.88,right,,Nottingham Forest,,7000000,https://www.transfermarkt.com/aidan-harris/profil/spieler/1019170,2023-2024,Premier-League
LaLiga,Europe,Spain,2023,Cádiz CF,-,Aiham Ousou,Centre-Back,,,Spain,Cádiz CF Mirandilla,1.83,right,,,,,https://www.transfermarkt.com/aiham-ousou/profil/spieler/585068,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Real Sociedad,22,Aihen Muñoz,Central Midfield,,,Spain,Real Sociedad,1.81,right,,Real Sociedad B,,20000000,https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842,2023-2024,La-Liga
Ligue 1,Europe,France,2023,Clermont Foot 63,21,Aïman Maurer,Centre-Back,,,France,Mohammedan SC (Kolkata),1.83,right,,FC Sochaux-Montbéliard,,,https://www.transfermarkt.com/aiman-maurer/profil/spieler/860056,2023-2024,Ligue-1
LaLiga,Europe,Spain,2023,CA Osasuna,22,Aimar Oroz,Left-Back,,,Colombia,RCD Mallorca,1.85,left,,Villarreal CF,,2200000,https://www.transfermarkt.com/aimar-oroz/profil/spieler/634131,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Athletic Bilbao,7,Aingeru Olabarrieta,Left Winger,,,Spain,Athletic Bilbao,1.75,right,,Torino FC,,12000000,https://www.transfermarkt.com/aingeru-olabarrieta/profil/spieler/1056971,2023-2024,La-Liga
Ligue 1,Europe,France,2023,Olympique Lyon,-,Ainsley Maitland-Niles,Left Winger,,,France,Paris Saint-Germain,1.82,right,,Olympique Lyon B,,50000000,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,2023-2024,Ligue-1
Bundesliga,Europe,Germany,2023,1.FC Union Berlin,1,Aïssa Laïdouni,Goalkeeper,,,Denmark,1.FC Union Berlin,1.88,right,,Eintracht Frankfurt,,4500000,https://www.transfermarkt.com/aissa-laidouni/profil/spieler/233782,2023-2024,Bundesliga
LaLiga,Europe,Spain,2023,Villarreal CF,-,Aïssa Mandi,Right-Back,,,Spain,Villarreal CF B,1.83,right,,,,,https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,CA Osasuna,-,Aitor Fernández,Goalkeeper,,,Spain,CD Eldense,1.88, ,,,,,https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Real Sociedad,20,Aitor Fraga,Centre-Back,,,Spain,Deportivo Alavés,1.84,left,,Real Sociedad B,,15000000,https://www.transfermarkt.com/aitor-fraga/profil/spieler/668313,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Atlético de Madrid,2,Aitor Gismera,Centre-Back,,,Uruguay,Atlético de Madrid,1.85,right,,Danubio FC,,22000000,https://www.transfermarkt.com/aitor-gismera/profil/spieler/646735,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Athletic Bilbao,19,Aitor Paredes,Left-Back,,,Spain,FC Andorra,1.77,left,,Bilbao Athletic,,1200000,https://www.transfermarkt.com/aitor-paredes/profil/spieler/591916,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Real Betis Balompié,8,Aitor Ruibal,Attacking Midfield,,,France,Al-Jazira Club,1.73,left,,Olympique Lyon,,10000000,https://www.transfermarkt.com/aitor-ruibal/profil/spieler/378139,2023-2024,La-Liga
Ligue 1,Europe,France,2023,FC Lorient,20,Aiyegun Tosin,Right Midfield,,,Guinea,Red Star FC,1.75,right,,Stade Lavallois,,,https://www.transfermarkt.com/aiyegun-tosin/profil/spieler/239647,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,Hellas Verona,19,Ajdin Hrustic,Left-Back,,,Portugal,Legia Warszawa,1.74,left,,Sporting CP,,2400000,https://www.transfermarkt.com/ajdin-hrustic/profil/spieler/265625,2023-2024,Serie-A
Ligue 1,Europe,France,2023,LOSC Lille,17,Akim Zedadka,Left Winger,,,Angola,CD Tondela,1.75,right,,Fulham FC,,2000000,https://www.transfermarkt.com/akim-zedadka/profil/spieler/327863,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,Montpellier HSC,10,Akor Adams,Left Winger,,,Tunisia,Without Club,1.76,right,,AS Saint-Étienne,,1800000,https://www.transfermarkt.com/akor-adams/profil/spieler/607034,2023-2024,Ligue-1
Ligue 1,Europe,France,2023,RC Strasbourg Alsace,1,Alaa Bellaarouch,Goalkeeper,,,France,,1.88,right,,AS Saint-Étienne,,,https://www.transfermarkt.com/alaa-bellaarouch/profil/spieler/667991,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,Genoa CFC,3,Alan Matturro,Left-Back,,,Spain,Genoa CFC,1.78,left,,1.FSV Mainz 05,,5000000,https://www.transfermarkt.com/alan-matturro/profil/spieler/861981,2023-2024,Serie-A
Ligue 1,Europe,France,2023,LOSC Lille,16,Alan Virginius,Goalkeeper,,,Slovakia,Zemplin Michalovce,1.88,right,,Spartak Trnava,,,https://www.transfermarkt.com/alan-virginius/profil/spieler/654415,2023-2024,Ligue-1
Bundesliga,Europe,Germany,2023,Borussia Mönchengladbach,19,Alassane Pléa,Right Winger,,,Cameroon,Borussia Mönchengladbach,1.85,right,,FC Toulouse,,5000000,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,2023-2024,Bundesliga
Ligue 1,Europe,France,2023,FC Nantes,1,Alban Lafont,Goalkeeper,,,Cote d'Ivoire,Panathinaikos FC,1.96,right,,ACF Fiorentina,,9000000,https://www.transfermarkt.com/alban-lafont/profil/spieler/357117,2023-2024,Ligue-1
Serie A,Europe,Italy,2023,Genoa CFC,-,Albert Gudmundsson,Central Midfield,,,Belgium,Standard Liège,1.8,left,,,,,https://www.transfermarkt.com/albert-gudmundsson/profil/spieler/305947,2023-2024,Serie-A
Premier League,Europe,England,2023,Arsenal FC,-,Albert Sambi Lokonga,Centre-Back,,,England,Manchester United,1.89,left,,,,,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,2023-2024,Premier-League
Serie A,Europe,Italy,2023,FC Empoli,-,Alberto Cerri,Left Winger,,,Sweden,Malmö FF,1.81,right,,Empoli Primavera,,,https://www.transfermarkt.com/alberto-cerri/profil/spieler/197751,2023-2024,Serie-A
LaLiga,Europe,Spain,2023,Sevilla FC,-,Alberto Collado,Centre-Back,,,Spain,Córdoba CF,1.9,right,,,,,https://www.transfermarkt.com/alberto-collado/profil/spieler/935342,2023-2024,La-Liga
LaLiga,Europe,Spain,2023,Real Sociedad,7,Alberto Dadie,Left Winger,,,Spain,Real Sociedad,1.75,right,,Real Sociedad B,,20000000,https://www.transfermarkt.com/alberto-dadie/profil/spieler/711377,2023-2024,La-Liga
