Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
ollie watkins,Aston Villa,0,6,4,27.3,3,7,8,11,3,8,15,2,2024-2025,premier-league
adam webster,Brighton,5,4,1,42.9,6,6,20,16,9,7,41,2,2024-2025,premier-league
danny welbeck,Brighton,6,15,5,40.0,8,16,5,19,4,15,14,0,2024-2025,premier-league
welington,Southampton,15,5,1,63.2,12,9,7,5,1,4,36,0,2024-2025,premier-league
timo werner,Tottenham,3,3,0,23.1,3,4,1,10,1,9,7,0,2024-2025,premier-league
adam wharton,Crystal Palace,14,16,4,38.6,17,14,20,11,2,9,27,0,2024-2025,premier-league
ben white,Arsenal,10,4,6,42.1,16,14,16,10,8,2,44,0,2024-2025,premier-league
mats wieffer,Brighton,27,27,4,68.1,32,34,17,18,2,16,28,3,2024-2025,premier-league
neco williams,Nott'ham Forest,63,19,8,61.6,53,57,31,42,10,32,137,3,2024-2025,premier-league
willian,Fulham,0,3,1,33.3,2,2,1,0,0,0,1,0,2024-2025,premier-league
joe willock,Newcastle Utd,15,12,3,58.1,18,17,6,24,6,18,7,0,2024-2025,premier-league
callum wilson,Newcastle Utd,0,1,1,0.0,0,2,1,2,0,2,1,0,2024-2025,premier-league
harry wilson,Fulham,13,3,4,66.7,12,14,7,15,1,14,10,1,2024-2025,premier-league
harry winks,Leicester City,12,10,2,43.3,13,11,9,19,7,12,20,0,2024-2025,premier-league
ben winterburn,Bournemouth,0,0,0,0.0,0,0,2,0,0,0,0,0,2024-2025,premier-league
yoane wissa,Brentford,6,8,8,40.7,11,12,8,29,8,21,21,3,2024-2025,premier-league
chris wood,Nott'ham Forest,2,2,2,27.3,3,5,5,12,7,5,29,1,2024-2025,premier-league
nathan woodgordon,Southampton,8,5,1,72.7,8,8,5,9,6,3,39,2,2024-2025,premier-league
luke woolfenden,Ipswich Town,5,4,0,40.0,2,6,19,21,14,7,76,0,2024-2025,premier-league
yehor yarmoliuk,Brentford,21,21,7,50.9,28,28,13,26,9,17,33,0,2024-2025,premier-league
ryan yates,Nott'ham Forest,24,14,4,45.9,17,21,26,38,10,28,61,1,2024-2025,premier-league
leny yoro,Manchester Utd,19,9,1,68.4,13,11,18,5,3,2,43,0,2024-2025,premier-league
ashley young,Everton,25,25,8,61.4,35,33,25,14,4,10,64,2,2024-2025,premier-league
illia zabarnyi,Bournemouth,31,20,1,68.0,34,36,41,33,20,13,182,2,2024-2025,premier-league
oleksandr zinchenko,Arsenal,1,3,2,37.5,3,1,5,8,1,7,10,0,2024-2025,premier-league
joshua zirkzee,Manchester Utd,3,8,3,50.0,5,8,6,15,4,11,8,1,2024-2025,premier-league
martin degaard,Arsenal,9,7,3,16.0,4,11,6,5,0,5,6,1,2024-2025,premier-league
