Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
tete morente,Lecce,26,0,56,104,61.7,2024-2025,serie-a
nikola moro,Bologna,22,0,33,73,51.5,2024-2025,serie-a
daniel mosquera,Hellas Verona,44,8,2,54,47.0,2024-2025,serie-a
dany mota,Monza,30,7,38,61,45.8,2024-2025,serie-a
bob murphy omoregbe,Milan,1,0,1,0,,2024-2025,serie-a
yunus musah,Milan,36,1,24,60,36.4,2024-2025,serie-a
juan musso,Atalanta,0,0,0,1,,2024-2025,serie-a
kingstone mutandwa,Cagliari,7,0,1,6,42.9,2024-2025,serie-a
obite ndicka,Roma,37,1,0,134,55.5,2024-2025,serie-a
konan ndri,Lecce,7,0,13,7,25.0,2024-2025,serie-a
michel ndary adopo,Cagliari,29,0,8,135,54.7,2024-2025,serie-a
cher ndour,Fiorentina,6,0,7,20,50.0,2024-2025,serie-a
dan ndoye,Bologna,23,13,44,89,40.0,2024-2025,serie-a
victor nelsson,Roma,2,0,0,4,77.8,2024-2025,serie-a
david neres,Napoli,14,4,92,52,23.1,2024-2025,serie-a
cyril ngonge,Napoli,8,1,11,8,40.0,2024-2025,serie-a
hans nicolussi caviglia,Venezia,50,0,72,147,54.0,2024-2025,serie-a
oliver nielsen,Lazio,2,1,0,1,0.0,2024-2025,serie-a
eybi nije,Torino,12,2,6,12,41.4,2024-2025,serie-a
brooke nortoncuffy,Genoa,7,0,12,26,42.9,2024-2025,serie-a
tijjani noslin,Lazio,21,1,15,22,48.2,2024-2025,serie-a
adam obert,Cagliari,22,0,11,59,53.2,2024-2025,serie-a
jens odgaard,Bologna,42,4,24,70,41.0,2024-2025,serie-a
noah okafor,Milan,6,1,13,8,28.6,2024-2025,serie-a
noah okafor,Napoli,2,0,3,3,50.0,2024-2025,serie-a
yllan okou,Hellas Verona,0,0,0,0,,2024-2025,serie-a
maduka okoye,Udinese,0,0,0,51,100.0,2024-2025,serie-a
mathias olivera,Napoli,28,2,22,93,53.2,2024-2025,serie-a
jean onana,Genoa,12,0,1,13,37.5,2024-2025,serie-a
jacob ondrejka,Parma,1,0,16,18,0.0,2024-2025,serie-a
gaetano oristanio,Venezia,50,11,59,84,26.9,2024-2025,serie-a
riccardo orsolini,Bologna,27,12,70,65,54.8,2024-2025,serie-a
yordan osorio,Parma,5,0,0,6,66.7,2024-2025,serie-a
sebastian otoa,Genoa,5,0,0,5,66.7,2024-2025,serie-a
remi oudin,Lecce,2,0,23,18,50.0,2024-2025,serie-a
cheick oumar conde,Venezia,5,0,0,13,70.0,2024-2025,serie-a
daniel oyegoke,Hellas Verona,2,0,4,5,0.0,2024-2025,serie-a
daniele padelli,Udinese,0,0,0,0,,2024-2025,serie-a
simone pafundi,Udinese,1,0,14,3,0.0,2024-2025,serie-a
tomas palacios,Monza,2,1,1,29,60.0,2024-2025,serie-a
tomas palacios,Inter,0,0,0,2,,2024-2025,serie-a
alberto paleari,Torino,0,0,0,2,,2024-2025,serie-a
marco palestra,Atalanta,1,1,12,7,50.0,2024-2025,serie-a
matteo palma,Udinese,1,0,0,1,100.0,2024-2025,serie-a
leandro paredes,Roma,15,0,57,83,81.8,2024-2025,serie-a
fabiano parisi,Fiorentina,16,0,12,64,43.3,2024-2025,serie-a
mario pasalic,Atalanta,19,2,11,112,50.8,2024-2025,serie-a
patric,Lazio,5,0,2,29,53.8,2024-2025,serie-a
rui patricio,Atalanta,0,0,0,7,100.0,2024-2025,serie-a
benjamin pavard,Inter,18,2,11,46,55.6,2024-2025,serie-a
strahinja pavlovic,Milan,20,2,10,67,68.2,2024-2025,serie-a
leonardo pavoletti,Cagliari,25,7,0,9,56.0,2024-2025,serie-a
martin payero,Udinese,35,0,39,75,51.2,2024-2025,serie-a
nicolas paz,Como,47,2,41,118,57.4,2024-2025,serie-a
marcus pedersen,Torino,16,4,56,43,24.0,2024-2025,serie-a
pedro,Lazio,17,1,65,59,14.3,2024-2025,serie-a
pietro pellegri,Empoli,10,1,3,15,13.0,2024-2025,serie-a
lorenzo pellegrini,Roma,26,4,49,61,33.3,2024-2025,serie-a
luca pellegrini,Lazio,18,0,89,41,53.3,2024-2025,serie-a
mateo pellegrino,Parma,27,0,4,20,52.7,2024-2025,serie-a
andy pelmard,Lecce,2,0,0,4,0.0,2024-2025,serie-a
sergiu perciun,Torino,3,0,5,10,0.0,2024-2025,serie-a
pedro pereira,Monza,48,0,57,88,40.3,2024-2025,serie-a
gaston pereiro,Genoa,0,0,1,0,50.0,2024-2025,serie-a
kike perez,Venezia,31,1,49,71,46.7,2024-2025,serie-a
nehuen perez,Udinese,3,0,0,6,75.0,2024-2025,serie-a
simone perilli,Hellas Verona,0,0,0,1,100.0,2024-2025,serie-a
mattia perin,Juventus,0,0,0,6,100.0,2024-2025,serie-a
maximo perrone,Como,26,0,4,96,44.0,2024-2025,serie-a
matteo pessina,Monza,5,0,6,58,55.6,2024-2025,serie-a
andrea petagna,Monza,6,4,1,7,29.2,2024-2025,serie-a
giuseppe pezzella,Empoli,49,6,178,88,65.5,2024-2025,serie-a
roberto piccoli,Cagliari,60,23,8,54,42.8,2024-2025,serie-a
nicholas pierini,Venezia,1,0,3,2,25.0,2024-2025,serie-a
santiago pierotti,Lecce,55,12,17,111,44.5,2024-2025,serie-a
balthazar pierret,Lecce,34,0,9,93,45.0,2024-2025,serie-a
andrea pinamonti,Genoa,21,16,17,53,42.8,2024-2025,serie-a
nicola pintus,Cagliari,0,0,0,0,,2024-2025,serie-a
niccolo pisilli,Roma,19,1,10,58,12.5,2024-2025,serie-a
damian pizarro,Udinese,0,0,0,0,0.0,2024-2025,serie-a
semuel pizzignacco,Monza,0,0,0,7,100.0,2024-2025,serie-a
tommaso pobega,Bologna,33,0,8,45,46.7,2024-2025,serie-a
joel pohjanpalo,Venezia,12,10,3,20,43.8,2024-2025,serie-a
matteo politano,Napoli,14,6,229,95,23.1,2024-2025,serie-a
marin pongracic,Fiorentina,26,0,1,73,69.4,2024-2025,serie-a
stefan posch,Bologna,16,1,18,43,61.9,2024-2025,serie-a
stefan posch,Atalanta,11,0,5,22,40.0,2024-2025,serie-a
matteo prati,Cagliari,8,0,5,24,14.3,2024-2025,serie-a
ivan provedel,Lazio,0,0,0,44,87.5,2024-2025,serie-a
diego pugno,Juventus,0,0,0,1,0.0,2024-2025,serie-a
christian pulisic,Milan,20,3,119,94,20.8,2024-2025,serie-a
ionut radu,Venezia,0,0,0,20,100.0,2024-2025,serie-a
hamza rafia,Lecce,26,0,45,62,27.8,2024-2025,serie-a
antonio raimondo,Venezia,2,1,1,4,14.3,2024-2025,serie-a
ylber ramadani,Lecce,18,0,6,117,37.5,2024-2025,serie-a
luca ranieri,Fiorentina,24,1,9,95,46.2,2024-2025,serie-a
giacomo raspadori,Napoli,12,1,67,43,31.3,2024-2025,serie-a
federico ravaglia,Bologna,0,0,0,16,100.0,2024-2025,serie-a
ante rebic,Lecce,19,7,32,33,42.2,2024-2025,serie-a
tijjani reijnders,Milan,28,2,46,125,25.0,2024-2025,serie-a
pepe reina,Como,1,0,0,11,100.0,2024-2025,serie-a
devyne rensch,Roma,1,1,11,13,58.8,2024-2025,serie-a
mateo retegui,Atalanta,32,6,15,69,42.9,2024-2025,serie-a
samuele ricci,Torino,38,0,30,130,48.3,2024-2025,serie-a
amir richardson,Fiorentina,30,1,5,51,54.3,2024-2025,serie-a
sergi roberto,Como,7,0,6,48,43.8,2024-2025,serie-a
alessio romagnoli,Lazio,29,2,0,96,64.1,2024-2025,serie-a
marten de roon,Atalanta,48,1,28,140,61.3,2024-2025,serie-a
jonas rouhi,Juventus,4,0,3,15,0.0,2024-2025,serie-a
nicolo rovella,Lazio,43,2,37,154,36.7,2024-2025,serie-a
amir rrahmani,Napoli,42,0,1,135,69.3,2024-2025,serie-a
tommaso rubino,Fiorentina,1,0,0,2,,2024-2025,serie-a
matteo ruggeri,Atalanta,12,2,82,124,60.5,2024-2025,serie-a
stefano sabelli,Genoa,25,0,60,92,38.1,2024-2025,serie-a
alexis saelemaekers,Roma,13,0,53,75,72.7,2024-2025,serie-a
alexis saelemaekers,Milan,0,0,10,4,,2024-2025,serie-a
richie sagrado,Venezia,2,0,0,6,100.0,2024-2025,serie-a
marco sala,Como,5,0,9,11,33.3,2024-2025,serie-a
marco sala,Lecce,1,0,8,1,0.0,2024-2025,serie-a
anass salaheddine,Roma,2,0,6,6,0.0,2024-2025,serie-a
lazar samardzic,Atalanta,19,1,60,50,14.8,2024-2025,serie-a
junior sambia,Empoli,6,0,28,18,50.0,2024-2025,serie-a
antonio sanabria,Torino,16,1,0,24,31.0,2024-2025,serie-a
alexis sanchez,Udinese,4,4,8,17,14.3,2024-2025,serie-a
nicola sansone,Lecce,0,1,4,1,0.0,2024-2025,serie-a
amin sarr,Hellas Verona,47,13,7,42,41.7,2024-2025,serie-a
razvan sava,Udinese,1,0,0,13,0.0,2024-2025,serie-a
nicolo savona,Juventus,13,1,34,72,33.3,2024-2025,serie-a
saba sazonov,Torino,0,0,0,0,,2024-2025,serie-a
giorgio scalvini,Atalanta,7,0,0,13,57.1,2024-2025,serie-a
gianluca scamacca,Atalanta,0,0,0,0,,2024-2025,serie-a
joel schingtienne,Venezia,7,0,0,49,22.2,2024-2025,serie-a
simone scuffet,Cagliari,0,0,0,17,75.0,2024-2025,serie-a
simone scuffet,Napoli,0,0,0,0,100.0,2024-2025,serie-a
jacopo seghetti,Empoli,0,0,0,0,,2024-2025,serie-a
stefano sensi,Monza,3,0,12,16,40.0,2024-2025,serie-a
suat serdar,Hellas Verona,33,0,9,74,50.0,2024-2025,serie-a
stephan el shaarawy,Roma,7,5,27,48,20.8,2024-2025,serie-a
alen sherri,Cagliari,0,0,0,15,,2024-2025,serie-a
eldor shomurodov,Roma,14,3,6,36,40.6,2024-2025,serie-a
benjamin siegrist,Genoa,0,0,0,2,,2024-2025,serie-a
marco silvestri,Empoli,0,0,0,6,100.0,2024-2025,serie-a
giovanni simeone,Napoli,7,2,3,25,19.0,2024-2025,serie-a
ukasz skorupski,Bologna,1,0,0,47,66.7,2024-2025,serie-a
ivan smolcic,Como,11,0,4,27,52.4,2024-2025,serie-a
simon sohm,Parma,19,1,15,127,50.0,2024-2025,serie-a
ola solbakken,Empoli,8,2,7,19,32.1,2024-2025,serie-a
oumar solet,Udinese,17,0,9,92,50.0,2024-2025,serie-a
daniele sommariva,Genoa,0,0,0,0,100.0,2024-2025,serie-a
yann sommer,Inter,0,0,0,46,100.0,2024-2025,serie-a
borna sosa,Torino,12,1,51,53,45.7,2024-2025,serie-a
riccardo sottil,Fiorentina,7,1,41,44,30.8,2024-2025,serie-a
riccardo sottil,Milan,1,0,9,5,100.0,2024-2025,serie-a
matias soule,Roma,12,1,88,105,37.0,2024-2025,serie-a
leonardo spinazzola,Napoli,6,1,65,62,50.0,2024-2025,serie-a
marco sportiello,Milan,0,0,0,1,,2024-2025,serie-a
filip stankovic,Venezia,0,0,0,15,100.0,2024-2025,serie-a
petar stojanovic,Empoli,0,0,0,1,,2024-2025,serie-a
gabriel strefezza,Como,46,2,123,108,29.4,2024-2025,serie-a
ibrahim sulemana,Atalanta,2,0,0,13,69.2,2024-2025,serie-a
tomas suslov,Hellas Verona,54,2,49,88,16.7,2024-2025,serie-a
zion suzuki,Parma,3,0,0,44,92.9,2024-2025,serie-a
marin sverko,Venezia,9,0,2,44,50.0,2024-2025,serie-a
mile svilar,Roma,0,0,0,53,85.7,2024-2025,serie-a
michael svoboda,Venezia,7,0,2,71,55.6,2024-2025,serie-a
adrien tameze,Torino,8,0,9,25,57.9,2024-2025,serie-a
mehdi taremi,Inter,9,6,1,29,44.2,2024-2025,serie-a
nuno tavares,Lazio,18,1,126,104,50.0,2024-2025,serie-a
loum tchaouna,Lazio,10,0,32,18,16.1,2024-2025,serie-a
jackson tchatchoua,Hellas Verona,26,8,118,121,46.9,2024-2025,serie-a
casper tengstedt,Hellas Verona,6,6,10,37,24.7,2024-2025,serie-a
filippo terracciano,Milan,11,1,3,21,66.7,2024-2025,serie-a
pietro terracciano,Fiorentina,0,0,0,4,,2024-2025,serie-a
florian thauvin,Udinese,10,3,168,68,33.3,2024-2025,serie-a
malick thiaw,Milan,24,1,3,65,64.5,2024-2025,serie-a
morten thorsby,Genoa,53,9,9,51,51.9,2024-2025,serie-a
khephren thuram,Juventus,36,0,13,110,49.1,2024-2025,serie-a
marcus thuram,Inter,30,13,13,71,57.0,2024-2025,serie-a
cheikh tidiane niasse,Hellas Verona,11,0,2,26,47.5,2024-2025,serie-a
rafael toloi,Atalanta,6,0,2,33,90.0,2024-2025,serie-a
fikayo tomori,Milan,10,0,6,60,48.3,2024-2025,serie-a
luka topalovic,Inter,0,0,0,0,,2024-2025,serie-a
lorenzo tosto,Empoli,0,0,0,0,,2024-2025,serie-a
souleymane toure,Udinese,15,1,6,23,58.3,2024-2025,serie-a
stefano turati,Monza,0,0,0,32,75.0,2024-2025,serie-a
kacper urbanski,Bologna,5,0,8,16,20.0,2024-2025,serie-a
kacper urbanski,Monza,8,0,4,23,31.6,2024-2025,serie-a
lautaro valenti,Parma,24,0,2,48,53.3,2024-2025,serie-a
nicolas valentini,Hellas Verona,22,0,5,43,79.4,2024-2025,serie-a
emanuele valeri,Parma,28,0,129,124,50.0,2024-2025,serie-a
alex valle,Como,14,1,16,51,28.6,2024-2025,serie-a
mattia valoti,Monza,2,0,0,3,0.0,2024-2025,serie-a
ignace van der brempt,Como,21,0,20,59,54.5,2024-2025,serie-a
devis vasquez,Empoli,1,0,0,43,88.9,2024-2025,serie-a
johan vasquez,Genoa,31,1,7,122,55.4,2024-2025,serie-a
matias vecino,Lazio,20,0,2,29,51.7,2024-2025,serie-a
danilo veiga,Lecce,6,0,17,19,31.3,2024-2025,serie-a
renato veiga,Juventus,9,1,0,38,71.1,2024-2025,serie-a
lorenzo venturino,Genoa,3,0,10,8,50.0,2024-2025,serie-a
simone verdi,Como,1,0,14,5,,2024-2025,serie-a
samuele vignato,Monza,3,1,14,12,27.8,2024-2025,serie-a
nicolas viola,Cagliari,20,8,79,52,46.7,2024-2025,serie-a
mattia viti,Empoli,30,1,0,97,54.0,2024-2025,serie-a
vitinha,Genoa,23,8,45,53,52.5,2024-2025,serie-a
dusan vlahovic,Juventus,27,12,9,36,48.1,2024-2025,serie-a
vanja vlahovic,Atalanta,0,0,0,0,0.0,2024-2025,serie-a
nikola vlasic,Torino,28,6,26,93,48.2,2024-2025,serie-a
alessandro vogliacco,Genoa,12,0,11,20,57.9,2024-2025,serie-a
alessandro vogliacco,Parma,10,0,2,24,56.7,2024-2025,serie-a
mergim vojvoda,Torino,13,1,40,53,44.4,2024-2025,serie-a
mergim vojvoda,Como,8,1,26,28,50.0,2024-2025,serie-a
stefan de vrij,Inter,8,0,0,66,63.1,2024-2025,serie-a
kyle walker,Milan,7,0,11,37,66.7,2024-2025,serie-a
sebastian walukiewicz,Torino,29,1,24,52,39.0,2024-2025,serie-a
sebastian walukiewicz,Empoli,4,0,2,6,62.5,2024-2025,serie-a
timothy weah,Juventus,20,3,44,60,44.2,2024-2025,serie-a
mateusz wieteska,Cagliari,4,0,0,11,22.2,2024-2025,serie-a
john yeboah,Venezia,14,4,26,45,37.5,2024-2025,serie-a
kenan yldz,Juventus,25,4,115,123,23.5,2024-2025,serie-a
mattia zaccagni,Lazio,35,9,156,86,47.5,2024-2025,serie-a
nicola zalewski,Roma,2,1,29,23,38.5,2024-2025,serie-a
nicola zalewski,Inter,7,0,23,21,40.0,2024-2025,serie-a
andrefrank zambo anguissa,Napoli,39,2,23,150,57.3,2024-2025,serie-a
francesco zampano,Venezia,24,5,49,77,35.7,2024-2025,serie-a
nicolo zaniolo,Fiorentina,11,3,4,11,25.0,2024-2025,serie-a
nicolo zaniolo,Atalanta,9,0,4,11,44.4,2024-2025,serie-a
alessandro zanoli,Genoa,17,1,65,60,50.0,2024-2025,serie-a
duvan zapata,Torino,10,2,3,15,41.7,2024-2025,serie-a
gabriele zappa,Cagliari,25,0,72,123,43.8,2024-2025,serie-a
davide zappacosta,Atalanta,19,6,95,89,42.9,2024-2025,serie-a
oier zarraga,Udinese,12,0,20,25,35.3,2024-2025,serie-a
jordan zemura,Udinese,22,2,39,60,30.0,2024-2025,serie-a
alessio zerbin,Venezia,36,3,74,69,45.5,2024-2025,serie-a
alessio zerbin,Napoli,0,0,0,0,,2024-2025,serie-a
kevin zeroli,Monza,5,2,2,15,55.6,2024-2025,serie-a
kevin zeroli,Milan,0,0,0,1,,2024-2025,serie-a
piotr zielinski,Inter,9,0,28,58,75.0,2024-2025,serie-a
nadir zortea,Cagliari,33,1,119,96,36.2,2024-2025,serie-a
szymon zurkowski,Empoli,2,0,0,10,,2024-2025,serie-a
milan uric,Monza,17,5,0,13,72.5,2024-2025,serie-a
milan uric,Parma,2,1,0,8,70.0,2024-2025,serie-a
