Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
jessy deminguet,Strasbourg,6,8,0,33.3,6,9,9,8,0,8,5,1,2023-2024,ligue1
remy descamps,Nantes,0,0,0,,0,0,0,0,0,0,7,0,2023-2024,ligue1
mikkel desler,Toulouse,8,7,3,52.9,9,12,19,32,13,19,38,0,2023-2024,ligue1
arthur desmas,Le Havre,0,0,0,0.0,0,0,0,0,0,0,13,1,2023-2024,ligue1
lamine diack,Nantes,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
mamadou diakhon,Reims,2,1,2,33.3,3,3,1,1,0,1,1,0,2023-2024,ligue1
bafode diakite,Lille,12,15,2,75.0,24,20,21,16,8,8,49,1,2023-2024,ligue1
ibrahim diakite,Reims,0,1,0,0.0,0,0,2,3,0,3,5,0,2023-2024,ligue1
oumar diakite,Reims,10,9,6,33.3,7,12,7,13,0,13,7,0,2023-2024,ligue1
habib diarra,Strasbourg,8,20,2,27.3,9,23,17,23,4,19,15,0,2023-2024,ligue1
moussa diarra,Toulouse,16,15,1,48.1,13,12,20,30,14,16,43,0,2023-2024,ligue1
krepin diatta,Monaco,17,16,4,55.1,27,20,16,17,2,15,22,0,2023-2024,ligue1
mory diaw,Clermont Foot,1,0,0,50.0,1,1,1,0,0,0,13,5,2023-2024,ligue1
mahamadou diawara,Lyon,4,5,0,27.3,3,6,4,4,1,3,4,0,2023-2024,ligue1
bamba dieng,Lorient,0,3,0,33.3,1,3,0,3,0,3,7,0,2023-2024,ligue1
guillaume dietsch,Metz,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
sinaly diomande,Lyon,5,3,2,56.3,9,4,15,12,9,3,26,1,2023-2024,ligue1
edan diop,Monaco,6,3,1,77.8,7,8,1,3,0,3,5,0,2023-2024,ligue1
sofiane diop,Nice,3,4,1,40.0,4,6,3,4,0,4,3,0,2023-2024,ligue1
andy diouf,Lens,12,11,5,63.6,14,19,3,13,3,10,5,1,2023-2024,ligue1
yehvann diouf,Reims,0,0,0,0.0,0,0,1,0,0,0,19,3,2023-2024,ligue1
chaim el djebali,Lyon,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
jeremy doku,Rennes,1,0,1,100.0,1,2,0,0,0,0,0,0,2023-2024,ligue1
gianluigi donnarumma,Paris S-G,0,0,0,,0,0,1,0,0,0,9,4,2023-2024,ligue1
sirine doucoure,Lorient,0,4,4,100.0,3,6,1,4,0,4,6,0,2023-2024,ligue1
desire doue,Rennes,11,14,7,30.3,10,18,14,30,1,29,8,0,2023-2024,ligue1
guela doue,Rennes,14,12,2,68.8,22,21,15,12,1,11,65,1,2023-2024,ligue1
douglas,Nantes,34,30,6,50.8,30,42,26,22,8,14,30,0,2023-2024,ligue1
ismael doukoure,Strasbourg,7,14,2,61.9,13,16,19,19,7,12,29,2,2023-2024,ligue1
kamory doumbia,Brest,8,10,10,34.5,10,18,9,14,0,14,6,0,2023-2024,ligue1
jeankevin duverne,Nantes,16,17,4,40.9,18,19,18,17,5,12,34,0,2023-2024,ligue1
aron dnnum,Toulouse,3,8,5,31.8,7,10,8,13,0,13,16,1,2023-2024,ligue1
simon ebonog,Le Havre,0,1,0,100.0,1,1,0,1,1,0,1,0,2023-2024,ligue1
hugo ekitike,Paris S-G,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
simon elisor,Metz,3,2,4,33.3,2,2,0,6,1,5,9,0,2023-2024,ligue1
breel embolo,Monaco,0,2,1,25.0,1,3,1,1,0,1,2,0,2023-2024,ligue1
emanuel emegha,Strasbourg,2,4,2,44.4,4,5,2,13,3,10,25,0,2023-2024,ligue1
maxime esteve,Montpellier,11,5,0,66.7,10,12,18,13,9,4,50,0,2023-2024,ligue1
oscar estupinan,Metz,0,3,2,50.0,1,4,0,2,0,2,0,0,2023-2024,ligue1
romain faivre,Lorient,5,4,4,40.0,6,6,7,6,1,5,3,1,2023-2024,ligue1
ilhan fakili,Clermont Foot,0,0,0,0.0,0,0,1,1,0,1,0,0,2023-2024,ligue1
khalil fayad,Montpellier,17,7,4,40.9,9,15,14,15,3,12,6,0,2023-2024,ligue1
ichem ferrah,Lille,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
jordan ferri,Montpellier,16,17,3,29.9,20,22,13,19,1,18,23,0,2023-2024,ligue1
malick fofana,Lyon,3,1,1,44.4,4,4,5,3,0,3,9,0,2023-2024,ligue1
youssouf fofana,Monaco,19,36,6,45.5,30,39,37,35,7,28,31,1,2023-2024,ligue1
thomas foket,Reims,21,8,3,44.4,20,17,25,34,12,22,36,0,2023-2024,ligue1
tiago fonseca morais,Lille,0,1,0,,0,1,1,0,0,0,0,0,2023-2024,ligue1
przemysaw frankowski,Lens,25,26,9,41.9,31,39,25,30,7,23,36,0,2023-2024,ligue1
angelo fulgini,Lens,6,13,4,57.9,11,14,8,22,1,21,11,0,2023-2024,ligue1
kevin gameiro,Strasbourg,5,3,2,11.8,2,10,3,9,0,9,7,0,2023-2024,ligue1
ignatius ganago,Nantes,0,0,0,0.0,0,0,1,1,0,1,1,0,2023-2024,ligue1
ulisses garcia,Marseille,6,13,2,65.0,13,16,7,8,3,5,13,2,2023-2024,ligue1
johan gastien,Clermont Foot,18,21,4,28.4,23,22,36,31,9,22,24,4,2023-2024,ligue1
yann gboho,Toulouse,6,6,2,34.8,8,4,4,21,1,20,2,0,2023-2024,ligue1
gelabert,Toulouse,5,6,3,35.0,7,8,5,8,2,6,8,0,2023-2024,ligue1
denis genreau,Toulouse,6,6,0,53.3,8,9,6,8,1,7,8,0,2023-2024,ligue1
samuel gigot,Marseille,16,13,4,68.4,13,22,25,28,18,10,93,1,2023-2024,ligue1
aleksandr golovin,Monaco,14,22,6,35.7,15,30,21,37,3,34,14,0,2023-2024,ligue1
angel gomes,Lille,4,15,7,43.8,14,13,18,23,6,17,28,1,2023-2024,ligue1
maxime gonalons,Clermont Foot,14,27,6,43.9,25,33,20,18,3,15,11,0,2023-2024,ligue1
mathieu gorgelin,Le Havre,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
amine gouiri,Rennes,4,11,5,42.1,8,10,14,18,1,17,12,0,2023-2024,ligue1
jonathan gradit,Lens,15,14,3,54.3,19,20,37,30,17,13,61,0,2023-2024,ligue1
samuel grandsir,Le Havre,5,9,2,44.4,8,12,3,4,0,4,3,1,2023-2024,ligue1
adrian grbic,Lorient,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
gabriel gudmundsson,Lille,7,13,2,60.0,12,16,15,14,3,11,25,0,2023-2024,ligue1
axel gueguin,Montpellier,6,2,1,33.3,2,5,2,2,0,2,6,0,2023-2024,ligue1
matteo guendouzi,Marseille,0,0,0,,0,0,0,1,1,0,0,0,2023-2024,ligue1
evann guessand,Nice,2,7,7,85.7,6,7,12,12,1,11,7,0,2023-2024,ligue1
pape gueye,Marseille,11,19,3,68.4,13,21,13,17,3,14,12,0,2023-2024,ligue1
morgan guilavogui,Lens,4,12,5,45.5,5,10,4,11,2,9,7,0,2023-2024,ligue1
frederic guilbert,Strasbourg,49,30,8,65.3,47,50,71,39,10,29,99,1,2023-2024,ligue1
jaouen hadjam,Nantes,5,1,0,50.0,1,4,3,0,0,0,2,0,2023-2024,ligue1
massadio haidara,Lens,5,3,1,66.7,4,8,11,7,2,5,32,3,2023-2024,ligue1
oualid el hajjam,Le Havre,5,2,1,22.2,2,7,6,5,1,4,10,0,2023-2024,ligue1
achraf hakimi,Paris S-G,14,9,6,50.0,17,19,12,28,4,24,28,2,2023-2024,ligue1
amine harit,Marseille,8,17,3,35.1,13,16,12,31,4,27,4,0,2023-2024,ligue1
silvan hefti,Montpellier,10,7,4,51.7,15,15,8,7,2,5,11,0,2023-2024,ligue1
henrique,Lyon,6,4,0,54.5,6,6,10,8,2,6,3,0,2023-2024,ligue1
luis henrique,Marseille,4,1,3,57.1,4,7,8,9,0,9,3,0,2023-2024,ligue1
christophe herelle,Metz,24,7,1,56.5,13,15,18,16,9,7,68,2,2023-2024,ligue1
lucas hernandez,Paris S-G,28,15,9,58.0,29,36,27,21,5,16,38,0,2023-2024,ligue1
andrej ilic,Lille,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
bonke innocent,Lorient,2,2,2,22.2,2,4,4,2,1,1,2,0,2023-2024,ligue1
ismaily,Lille,34,25,13,51.7,31,47,32,33,6,27,77,0,2023-2024,ligue1
yanis issoufou,Montpellier,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
junya ito,Reims,11,14,8,27.8,10,15,14,23,1,22,7,0,2023-2024,ligue1
jeremy jacquet,Rennes,1,0,0,0.0,0,1,1,0,0,0,0,0,2023-2024,ligue1
jeremy jacquet,Clermont Foot,4,0,0,100.0,3,3,6,7,3,4,10,0,2023-2024,ligue1
ismail jakobs,Monaco,27,21,9,61.7,29,41,11,19,2,17,40,0,2023-2024,ligue1
ablie jallow,Metz,2,3,3,60.0,3,5,8,4,0,4,3,0,2023-2024,ligue1
danley jeanjacques,Metz,24,21,9,33.9,19,28,44,48,7,41,44,0,2023-2024,ligue1
jeffinho,Lyon,3,5,3,36.4,4,4,0,1,0,1,0,0,2023-2024,ligue1
antoine joujou,Le Havre,7,7,6,52.4,11,12,7,11,2,9,5,0,2023-2024,ligue1
christopher jullien,Montpellier,11,5,0,35.3,6,12,12,25,20,5,106,2,2023-2024,ligue1
eli junior kroupi,Lorient,2,2,3,11.1,1,4,10,6,0,6,5,0,2023-2024,ligue1
abdoul kader bamba,Nantes,2,5,3,33.3,5,7,4,4,0,4,4,1,2023-2024,ligue1
yaya kader fofana,Reims,1,1,1,0.0,0,3,1,0,0,0,0,0,2023-2024,ligue1
tino kadewere,Lyon,0,1,0,20.0,1,1,5,3,1,2,7,0,2023-2024,ligue1
tino kadewere,Nantes,3,3,3,54.5,6,4,10,10,1,9,8,0,2023-2024,ligue1
arnaud kalimuendo,Rennes,2,2,1,40.0,2,4,4,13,2,11,4,0,2023-2024,ligue1
gedeon kalulu,Lorient,13,8,2,54.5,12,17,5,18,2,16,30,0,2023-2024,ligue1
warren kamanzi,Toulouse,16,16,4,56.5,13,24,9,11,3,8,35,0,2023-2024,ligue1
lee kangin,Paris S-G,7,9,10,41.7,15,13,6,7,0,7,3,0,2023-2024,ligue1
yann karamoh,Montpellier,0,0,1,50.0,1,0,0,3,0,3,0,0,2023-2024,ligue1
ayman kari,Lorient,9,9,0,63.2,12,14,6,19,2,17,9,1,2023-2024,ligue1
panos katseris,Lorient,16,8,2,64.0,16,20,8,20,4,16,18,0,2023-2024,ligue1
kevin keben biakolo,Toulouse,4,0,0,50.0,3,2,8,7,0,7,17,0,2023-2024,ligue1
yassine kechta,Le Havre,24,19,3,42.5,31,24,23,20,3,17,16,1,2023-2024,ligue1
thilo kehrer,Monaco,22,7,3,56.4,22,22,30,18,6,12,55,0,2023-2024,ligue1
habib keita,Clermont Foot,14,15,5,60.7,17,19,29,27,10,17,30,0,2023-2024,ligue1
reda khadra,Reims,5,4,7,40.0,8,10,3,8,2,6,13,0,2023-2024,ligue1
wahbi khazri,Montpellier,8,12,4,40.0,14,17,3,10,0,10,7,0,2023-2024,ligue1
abdukodir khusanov,Lens,13,8,0,52.9,9,12,13,13,8,5,32,2,2023-2024,ligue1
philipp kohn,Monaco,1,0,0,100.0,1,1,1,0,0,0,5,3,2023-2024,ligue1
randal kolo muani,Paris S-G,5,3,2,38.5,5,8,4,5,0,5,10,0,2023-2024,ligue1
cheick konate,Clermont Foot,17,9,0,55.6,20,15,13,16,2,14,21,0,2023-2024,ligue1
geoffrey kondogbia,Marseille,18,25,5,40.6,13,31,30,21,4,17,25,0,2023-2024,ligue1
abdoul kone,Reims,5,2,0,36.4,4,7,2,2,0,2,9,0,2023-2024,ligue1
amadou kone,Reims,11,2,0,60.0,6,8,10,8,3,5,10,0,2023-2024,ligue1
ibrahima kone,Lorient,0,0,0,0.0,0,0,0,0,0,0,0,0,2023-2024,ligue1
nguessan kouadio,Metz,0,3,0,0.0,0,1,1,3,0,3,0,0,2023-2024,ligue1
koffi kouao,Metz,12,7,1,64.7,11,13,13,9,6,3,38,1,2023-2024,ligue1
therence koudou,Reims,1,1,0,0.0,0,2,4,4,3,1,9,0,2023-2024,ligue1
boubakar kouyate,Montpellier,39,8,2,54.9,28,30,29,31,20,11,123,1,2023-2024,ligue1
sael kumbedi,Lyon,14,12,4,40.9,9,20,14,12,3,9,18,2,2023-2024,ligue1
layvin kurzawa,Paris S-G,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,ligue1
daler kuzyaev,Le Havre,11,13,10,34.9,15,19,22,18,5,13,18,1,2023-2024,ligue1
grejohn kyei,Clermont Foot,2,2,2,66.7,2,4,1,5,1,4,10,0,2023-2024,ligue1
gaetan laborde,Nice,8,4,6,36.7,11,12,6,20,2,18,8,1,2023-2024,ligue1
alexandre lacazette,Lyon,8,9,2,29.4,5,12,8,22,3,19,9,0,2023-2024,ligue1
alban lafont,Nantes,0,0,0,0.0,0,0,0,0,0,0,14,0,2023-2024,ligue1
kenny lala,Brest,39,28,11,53.6,30,51,28,27,6,21,75,1,2023-2024,ligue1
mathis lambourde,Rennes,0,0,0,0.0,0,0,0,1,0,1,1,0,2023-2024,ligue1
