Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
oussama el azzouzi,Bologna,0,0,0,,0,0,2,0,0,0,0,0,2024-2025,serie-a
jacopo bacci,Empoli,1,0,0,100.0,1,0,1,0,0,0,1,0,2024-2025,serie-a
milan badelj,Genoa,14,10,5,42.9,15,16,20,19,7,12,43,0,2024-2025,serie-a
mitchel bakker,Atalanta,1,0,0,100.0,1,0,0,0,0,0,0,0,2024-2025,serie-a
tommaso baldanzi,Roma,5,4,3,33.3,4,4,6,4,0,4,8,0,2024-2025,serie-a
keita balde,Monza,0,1,0,50.0,1,1,2,4,0,4,0,0,2024-2025,serie-a
botond balogh,Parma,22,13,1,71.4,20,16,25,34,26,8,141,2,2024-2025,serie-a
mario balotelli,Genoa,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,serie-a
lameck banda,Lecce,4,2,2,25.0,3,5,2,7,0,7,8,1,2024-2025,serie-a
daniel bandeira,Hellas Verona,1,3,0,50.0,3,0,6,2,1,1,8,0,2024-2025,serie-a
mattia bani,Genoa,11,6,2,63.6,7,10,22,13,8,5,85,2,2024-2025,serie-a
antonin barak,Fiorentina,0,2,0,0.0,0,0,0,1,1,0,0,0,2024-2025,serie-a
federico barba,Como,1,1,0,25.0,1,2,4,2,2,0,15,0,2024-2025,serie-a
nicolo barella,Inter,19,20,11,44.1,26,31,12,26,3,23,16,1,2024-2025,serie-a
davide bartesaghi,Milan,1,1,2,100.0,4,2,3,1,1,0,1,0,2024-2025,serie-a
federico baschirotto,Lecce,30,5,2,78.6,22,25,23,44,32,12,237,2,2024-2025,serie-a
daniele baselli,Como,0,0,0,,0,0,1,0,0,0,1,0,2024-2025,serie-a
alessandro bastoni,Inter,26,14,6,66.7,20,23,21,25,13,12,52,1,2024-2025,serie-a
reda belahyane,Hellas Verona,16,13,7,76.5,13,26,10,20,9,11,22,1,2024-2025,serie-a
reda belahyane,Lazio,8,0,0,100.0,6,6,1,3,2,1,5,0,2024-2025,serie-a
raoul bellanova,Torino,0,0,0,0.0,0,0,0,0,0,0,4,0,2024-2025,serie-a
raoul bellanova,Atalanta,8,13,3,61.9,13,14,18,12,3,9,45,0,2024-2025,serie-a
andrea belotti,Como,1,4,2,25.0,1,5,1,4,0,4,8,0,2024-2025,serie-a
lucas beltran,Fiorentina,10,7,6,33.3,7,10,5,15,2,13,14,0,2024-2025,serie-a
adrian benedyczak,Parma,0,0,0,0.0,0,0,0,3,1,2,8,0,2024-2025,serie-a
ismael bennacer,Milan,1,3,1,14.3,1,4,3,5,3,2,1,0,2024-2025,serie-a
medon berisha,Lecce,7,3,2,50.0,4,8,11,6,0,6,5,2,2024-2025,serie-a
adrian bernabe,Parma,16,9,4,43.8,14,18,7,22,9,13,26,1,2024-2025,serie-a
antoine bernede,Hellas Verona,4,9,2,62.5,10,8,5,6,1,5,3,0,2024-2025,serie-a
sam beukema,Bologna,27,24,3,53.7,22,29,30,36,21,15,111,0,2024-2025,serie-a
alessandro bianco,Monza,26,17,8,65.9,27,28,22,40,14,26,53,4,2024-2025,serie-a
alessandro bianco,Fiorentina,0,0,0,0.0,0,0,0,0,0,0,0,0,2024-2025,serie-a
jaka bijol,Udinese,32,10,1,52.5,21,25,38,38,18,20,182,1,2024-2025,serie-a
philip billing,Napoli,4,4,1,25.0,1,6,4,4,1,3,6,0,2024-2025,serie-a
cristiano biraghi,Torino,9,3,4,61.1,11,10,8,15,4,11,44,0,2024-2025,serie-a
cristiano biraghi,Fiorentina,1,3,0,28.6,2,4,4,2,0,2,11,0,2024-2025,serie-a
samuele birindelli,Monza,13,4,5,42.9,6,15,10,15,2,13,34,2,2024-2025,serie-a
bjarki bjarkason,Venezia,2,1,0,50.0,1,2,2,1,0,1,4,0,2024-2025,serie-a
emil bohinen,Genoa,3,0,1,40.0,2,4,1,2,0,2,6,0,2024-2025,serie-a
warren bondo,Monza,19,12,4,68.4,13,24,5,16,6,10,8,4,2024-2025,serie-a
warren bondo,Milan,4,1,0,100.0,3,3,0,1,0,1,2,0,2024-2025,serie-a
kevin bonifazi,Lecce,1,0,0,100.0,1,1,2,1,1,0,3,0,2024-2025,serie-a
angeyoan bonny,Parma,4,23,7,57.1,8,16,3,17,2,15,17,0,2024-2025,serie-a
edoardo bove,Fiorentina,7,14,3,50.0,14,17,6,12,0,12,8,0,2024-2025,serie-a
domagoj bradaric,Hellas Verona,21,11,4,62.1,18,28,15,17,4,13,49,1,2024-2025,serie-a
matthias braunoder,Como,6,3,1,63.6,7,4,2,3,0,3,4,1,2024-2025,serie-a
iker bravo,Udinese,3,5,2,55.6,5,6,1,4,1,3,4,0,2024-2025,serie-a
gleison bremer,Juventus,9,5,1,80.0,4,7,6,15,11,4,16,0,2024-2025,serie-a
brenner,Udinese,2,3,1,37.5,3,4,1,4,0,4,6,0,2024-2025,serie-a
marco brescianini,Atalanta,5,9,4,80.0,8,11,2,15,2,13,6,0,2024-2025,serie-a
arvid brorsson,Monza,2,2,0,40.0,2,3,2,9,8,1,35,1,2024-2025,serie-a
tajon buchanan,Inter,2,0,1,50.0,1,0,0,0,0,0,3,0,2024-2025,serie-a
alessandro buongiorno,Napoli,26,12,1,75.0,24,23,35,30,18,12,73,2,2024-2025,serie-a
rarescatalin burnete,Lecce,0,0,0,0.0,0,0,0,0,0,0,0,0,2024-2025,serie-a
gianluca busio,Venezia,24,12,10,42.6,20,31,19,36,8,28,52,0,2024-2025,serie-a
jean butez,Como,0,0,0,0.0,0,0,0,0,0,0,18,1,2024-2025,serie-a
liberato cacace,Empoli,20,13,4,71.0,22,25,22,26,9,17,59,0,2024-2025,serie-a
alessio cacciamani,Torino,0,0,0,,0,0,1,0,0,0,0,0,2024-2025,serie-a
davide calabria,Bologna,5,5,2,41.7,5,8,3,4,0,4,22,1,2024-2025,serie-a
davide calabria,Milan,10,0,0,57.1,4,7,8,1,0,1,8,0,2024-2025,serie-a
luca caldirola,Monza,8,3,0,57.1,4,7,11,9,6,3,43,1,2024-2025,serie-a
hakan calhanoglu,Inter,7,23,13,58.3,21,22,17,17,8,9,24,0,2024-2025,serie-a
drissa camara,Parma,2,6,1,10.0,1,7,3,8,0,8,1,0,2024-2025,serie-a
francesco camarda,Milan,0,2,3,33.3,2,2,0,2,1,1,3,0,2024-2025,serie-a
nicolo cambiaghi,Bologna,6,7,3,50.0,5,10,2,9,0,9,2,0,2024-2025,serie-a
andrea cambiaso,Juventus,27,13,6,61.4,27,30,16,24,4,20,34,5,2024-2025,serie-a
thomas campaniello,Empoli,0,0,0,0.0,0,0,0,0,0,0,0,0,2024-2025,serie-a
matteo cancellieri,Parma,15,9,2,34.4,11,16,13,15,1,14,30,0,2024-2025,serie-a
fali cande,Venezia,14,10,1,69.6,16,19,15,21,15,6,90,2,2024-2025,serie-a
antonio candela,Venezia,13,11,7,69.2,18,21,8,7,5,2,22,2,2024-2025,serie-a
gianluca caprari,Monza,8,8,3,50.0,7,11,8,14,0,14,2,1,2024-2025,serie-a
elia caprile,Cagliari,1,0,0,0.0,0,0,0,0,0,0,9,1,2024-2025,serie-a
elia caprile,Napoli,0,0,0,,0,0,0,0,0,0,2,0,2024-2025,serie-a
francesco caputo,Empoli,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
maxence caqueret,Como,14,18,4,52.6,20,21,7,15,1,14,4,1,2024-2025,serie-a
andrea carboni,Monza,39,17,4,66.0,35,35,27,31,16,15,106,4,2024-2025,serie-a
franco carboni,Venezia,5,0,0,62.5,5,3,0,1,1,0,11,0,2024-2025,serie-a
marco carnesecchi,Atalanta,0,0,0,,0,0,0,1,0,1,26,2,2024-2025,serie-a
cesare casadei,Torino,4,8,0,50.0,5,5,5,4,2,2,26,0,2024-2025,serie-a
nicolo casale,Bologna,4,6,1,50.0,5,5,17,15,7,8,43,3,2024-2025,serie-a
nicolo casale,Lazio,4,1,0,,0,3,1,4,3,1,2,0,2024-2025,serie-a
federico cassa,Atalanta,0,0,0,,0,0,0,1,0,1,0,0,2024-2025,serie-a
valentin castellanos,Lazio,2,4,7,10.0,1,6,6,18,2,16,25,0,2024-2025,serie-a
santiago castro,Bologna,4,9,5,35.3,6,10,3,13,2,11,20,0,2024-2025,serie-a
gaetano castrovilli,Monza,10,2,0,36.4,4,7,2,8,2,6,9,0,2024-2025,serie-a
gaetano castrovilli,Lazio,3,1,1,50.0,2,2,3,3,0,3,1,0,2024-2025,serie-a
danilo cataldi,Fiorentina,13,10,2,51.9,14,16,22,17,8,9,35,0,2024-2025,serie-a
zeki celik,Roma,21,31,10,53.5,23,37,15,28,9,19,84,3,2024-2025,serie-a
alberto cerri,Como,0,0,0,,0,0,0,2,0,2,1,0,2024-2025,serie-a
gabriel charpentier,Parma,2,1,1,75.0,3,3,0,3,0,3,9,0,2024-2025,serie-a
walid cheddira,Napoli,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
leandro chichizola,Parma,0,0,0,,0,0,0,0,0,0,2,0,2024-2025,serie-a
samuel chukwueze,Milan,7,6,4,26.3,5,11,2,3,0,3,9,0,2024-2025,serie-a
aaron ciammaglichella,Torino,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
giuseppe ciocci,Cagliari,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
alessandro circati,Parma,6,1,0,50.0,1,5,3,5,4,1,42,1,2024-2025,serie-a
alphadjo cisse,Hellas Verona,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
patrick ciurria,Monza,11,7,4,36.4,4,14,6,13,3,10,22,0,2024-2025,serie-a
saul coco,Torino,31,14,1,63.3,19,26,38,49,31,18,157,4,2024-2025,serie-a
lorenzo colombo,Empoli,7,16,8,33.3,7,14,2,33,2,31,16,1,2024-2025,serie-a
andrea colpani,Fiorentina,5,7,3,33.3,4,9,8,7,0,7,10,0,2024-2025,serie-a
florinel coman,Cagliari,3,1,1,100.0,2,3,1,2,0,2,3,0,2024-2025,serie-a
pietro comuzzo,Fiorentina,29,11,3,79.3,23,21,29,35,22,13,113,4,2024-2025,serie-a
francisco conceicao,Juventus,6,9,8,43.3,13,14,6,7,0,7,6,0,2024-2025,serie-a
diego coppola,Hellas Verona,48,14,4,70.0,28,36,72,44,24,20,194,2,2024-2025,serie-a
maxwel cornet,Genoa,1,0,1,0.0,0,1,2,1,1,0,2,0,2024-2025,serie-a
joaquin correa,Inter,4,7,0,30.8,4,5,0,3,0,3,6,0,2024-2025,serie-a
alberto costa,Juventus,7,5,2,77.8,7,10,4,5,1,4,14,0,2024-2025,serie-a
lassana coulibaly,Lecce,16,28,4,39.3,24,29,18,45,12,33,46,1,2024-2025,serie-a
woyo coulibaly,Parma,9,2,2,45.5,5,10,8,19,2,17,25,0,2024-2025,serie-a
bryan cristante,Roma,18,24,6,57.7,15,29,19,20,10,10,36,1,2024-2025,serie-a
domen crnigoj,Venezia,0,1,3,50.0,1,2,4,5,2,3,4,0,2024-2025,serie-a
juan cuadrado,Atalanta,9,6,4,47.8,11,9,7,14,2,12,9,0,2024-2025,serie-a
patrick cutrone,Como,0,10,6,50.0,7,11,5,11,0,11,7,0,2024-2025,serie-a
wylan cyprien,Parma,0,0,0,0.0,0,0,1,1,0,1,0,0,2024-2025,serie-a
danilo dambrosio,Monza,17,10,1,60.9,14,15,15,12,8,4,36,2,2024-2025,serie-a
lucas da cunha,Como,17,19,9,51.3,20,25,17,18,3,15,30,1,2024-2025,serie-a
samuel dahl,Roma,0,2,0,50.0,1,2,0,2,0,2,0,0,2024-2025,serie-a
thijs dallinga,Bologna,0,4,6,100.0,3,5,1,10,1,9,13,1,2024-2025,serie-a
maat daniel caprini,Fiorentina,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
flavius daniliuc,Hellas Verona,14,9,3,62.5,15,21,7,10,3,7,27,0,2024-2025,serie-a
danilo,Juventus,7,2,1,50.0,5,4,9,4,3,1,21,1,2024-2025,serie-a
matteo darmian,Inter,12,12,4,56.0,14,17,10,14,6,8,39,0,2024-2025,serie-a
juan david cabal,Juventus,7,3,0,66.7,8,4,2,2,0,2,14,1,2024-2025,serie-a
keinan davis,Udinese,1,4,4,50.0,3,4,1,2,1,1,5,0,2024-2025,serie-a
pawe dawidowicz,Hellas Verona,20,22,3,66.7,18,24,20,16,6,10,70,2,2024-2025,serie-a
charles de ketelaere,Atalanta,2,9,2,26.7,4,9,3,14,3,11,9,1,2024-2025,serie-a
mattia de sciglio,Empoli,10,8,0,82.4,14,13,8,10,3,7,35,1,2024-2025,serie-a
lorenzo de silvestri,Bologna,7,1,3,43.8,7,6,10,12,4,8,32,0,2024-2025,serie-a
koni de winter,Genoa,21,8,4,68.0,17,19,25,11,7,4,118,3,2024-2025,serie-a
alessandro deiola,Cagliari,11,17,3,31.3,10,20,13,26,12,14,38,0,2024-2025,serie-a
enrico del prato,Parma,24,8,1,73.1,19,17,19,69,35,34,132,2,2024-2025,serie-a
fisayo delebashiru,Lazio,3,3,4,33.3,2,6,4,10,2,8,5,0,2024-2025,serie-a
ali dembele,Torino,6,3,0,100.0,4,5,1,6,2,4,11,1,2024-2025,serie-a
michele di gregorio,Juventus,0,0,0,,0,0,1,0,0,0,14,0,2024-2025,serie-a
giovanni di lorenzo,Napoli,35,25,6,64.6,42,44,31,19,6,13,85,1,2024-2025,serie-a
boulaye dia,Lazio,5,12,5,43.8,7,10,6,12,1,11,16,1,2024-2025,serie-a
assane diao,Como,9,10,6,42.9,12,14,3,8,1,7,19,0,2024-2025,serie-a
federico dimarco,Inter,10,12,3,52.6,10,14,14,24,4,20,33,2,2024-2025,serie-a
berat djimsiti,Atalanta,29,23,1,72.5,29,33,40,34,21,13,141,2,2024-2025,serie-a
dodo,Fiorentina,25,11,8,51.0,25,29,34,22,5,17,58,2,2024-2025,serie-a
benjamin dominguez,Bologna,2,11,5,30.0,6,7,4,15,1,14,7,0,2024-2025,serie-a
patrick dorgu,Lecce,21,19,5,51.1,23,27,18,24,6,18,42,2,2024-2025,serie-a
alberto dossena,Como,23,8,2,57.1,16,20,22,22,11,11,89,1,2024-2025,serie-a
issa doumbia,Venezia,6,7,1,41.2,7,8,9,17,5,12,14,1,2024-2025,serie-a
anastasios douvikas,Como,0,3,0,25.0,1,2,1,3,0,3,3,0,2024-2025,serie-a
artem dovbyk,Roma,0,1,3,0.0,0,2,2,10,3,7,12,0,2024-2025,serie-a
ondrej duda,Hellas Verona,21,22,3,45.3,29,27,31,28,9,19,30,4,2024-2025,serie-a
denzel dumfries,Inter,12,9,4,51.9,14,15,6,31,8,23,26,1,2024-2025,serie-a
alfred duncan,Venezia,4,11,2,35.7,5,8,8,7,2,5,8,0,2024-2025,serie-a
paulo dybala,Roma,3,9,5,42.1,8,7,2,12,1,11,2,0,2024-2025,serie-a
enzo ebosse,Udinese,0,0,0,0.0,0,0,1,3,3,0,1,0,2024-2025,serie-a
tyronne ebuehi,Empoli,1,2,0,100.0,1,2,2,1,0,1,0,0,2024-2025,serie-a
ederson,Atalanta,19,28,5,64.7,22,32,35,30,6,24,36,1,2024-2025,serie-a
kingsley ehizibue,Udinese,31,18,6,61.0,25,35,23,41,14,27,70,5,2024-2025,serie-a
jeff ekhator,Genoa,4,1,2,44.4,4,4,2,10,1,9,5,0,2024-2025,serie-a
jurgen ekkelenkamp,Udinese,10,22,4,51.4,18,25,12,26,4,22,26,0,2024-2025,serie-a
emmanuel ekong,Empoli,0,2,2,100.0,3,3,1,2,1,1,1,0,2024-2025,serie-a
caleb ekuban,Genoa,1,1,1,100.0,1,3,1,4,1,3,6,0,2024-2025,serie-a
mikael ellertsson,Venezia,37,14,7,54.1,33,26,17,42,5,37,79,0,2024-2025,serie-a
elif elmas,Torino,3,5,2,40.0,4,7,6,8,2,6,5,2,2024-2025,serie-a
emerson,Milan,24,16,5,47.1,16,28,14,13,2,11,56,0,2024-2025,serie-a
yannik engelhardt,Como,13,13,4,59.3,16,12,11,13,6,7,27,0,2024-2025,serie-a
martin erlic,Bologna,0,2,0,50.0,1,0,2,5,4,1,9,0,2024-2025,serie-a
sebastiano esposito,Empoli,15,31,11,51.4,18,29,12,20,2,18,14,0,2024-2025,serie-a
estanis,Bologna,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
nahuel estevez,Parma,7,8,1,40.0,6,6,3,9,2,7,26,0,2024-2025,serie-a
giovanni fabbian,Bologna,1,3,6,53.8,7,6,2,7,2,5,4,0,2024-2025,serie-a
alieu fadera,Como,25,27,12,44.4,20,47,12,18,1,17,10,0,2024-2025,serie-a
nicolo fagioli,Fiorentina,8,9,2,40.9,9,10,5,11,2,9,12,2,2024-2025,serie-a
nicolo fagioli,Juventus,7,6,1,66.7,6,10,2,4,0,4,5,0,2024-2025,serie-a
wladimiro falcone,Lecce,0,0,0,,0,0,0,0,0,0,29,3,2024-2025,serie-a
davide faraoni,Hellas Verona,5,5,0,33.3,3,9,2,7,3,4,12,1,2024-2025,serie-a
jacopo fazzini,Empoli,11,16,5,56.5,13,19,6,13,1,12,24,0,2024-2025,serie-a
mattia felici,Cagliari,8,7,2,36.4,4,12,7,10,0,10,7,1,2024-2025,serie-a
joao felix,Milan,3,2,1,28.6,4,6,1,2,0,2,9,0,2024-2025,serie-a
lewis ferguson,Bologna,4,14,6,56.3,9,13,5,9,2,7,9,0,2024-2025,serie-a
daniel fila,Venezia,0,1,1,0.0,0,0,0,6,0,6,5,0,2024-2025,serie-a
alessandro florenzi,Milan,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
youssouf fofana,Milan,20,31,5,50.0,26,34,19,32,9,23,24,3,2024-2025,serie-a
michael folorunsho,Fiorentina,9,6,4,40.0,8,12,4,9,1,8,10,0,2024-2025,serie-a
michael folorunsho,Napoli,0,3,0,50.0,2,2,1,0,0,0,1,1,2024-2025,serie-a
omari forson,Monza,1,2,0,33.3,1,3,1,3,0,3,1,0,2024-2025,serie-a
davide frattesi,Inter,6,10,1,55.6,10,8,5,12,4,8,14,1,2024-2025,serie-a
morten frendrup,Genoa,23,52,27,43.6,34,61,47,62,16,46,57,0,2024-2025,serie-a
martin frese,Hellas Verona,7,10,1,53.8,7,11,8,5,1,4,16,1,2024-2025,serie-a
remo freuler,Bologna,28,40,11,41.8,33,40,38,38,4,34,57,1,2024-2025,serie-a
matteo gabbia,Milan,13,7,1,80.0,8,15,15,25,19,6,103,1,2024-2025,serie-a
tommaso gabellini,Torino,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
tiago gabriel,Lecce,0,0,0,,0,0,0,4,2,2,11,0,2024-2025,serie-a
alessandro gabrielloni,Como,0,0,0,0.0,0,0,0,0,0,0,1,0,2024-2025,serie-a
gianluca gaetano,Cagliari,4,6,1,33.3,5,8,6,8,0,8,8,0,2024-2025,serie-a
roberto gagliardini,Monza,1,2,0,25.0,1,2,2,1,0,1,4,0,2024-2025,serie-a
antonino gallo,Lecce,46,15,4,54.8,34,42,20,33,6,27,133,0,2024-2025,serie-a
silvere ganvoula mboussy,Monza,0,0,0,0.0,0,0,1,1,0,1,5,0,2024-2025,serie-a
federico gatti,Juventus,18,8,2,58.3,14,23,18,27,18,9,76,2,2024-2025,serie-a
david de gea,Fiorentina,1,0,0,100.0,1,0,0,0,0,0,12,0,2024-2025,serie-a
valentin gendrey,Lecce,1,0,1,100.0,1,2,2,3,1,2,1,0,2024-2025,serie-a
daniele ghilardi,Hellas Verona,27,17,0,61.0,25,29,30,29,15,14,106,0,2024-2025,serie-a
lautaro gianetti,Udinese,16,5,1,70.0,14,10,15,20,10,10,49,1,2024-2025,serie-a
samuel gigot,Lazio,1,3,0,0.0,0,3,13,8,6,2,36,0,2024-2025,serie-a
mario gila,Lazio,35,18,2,66.1,37,37,28,20,13,7,115,4,2024-2025,serie-a
billy gilmour,Napoli,10,9,5,60.0,12,16,9,6,1,5,23,0,2024-2025,serie-a
santiago gimenez,Milan,0,4,1,75.0,3,3,1,3,1,2,13,0,2024-2025,serie-a
gvidas gineitis,Torino,8,10,7,52.0,13,15,18,16,6,10,32,0,2024-2025,serie-a
ben godfrey,Atalanta,0,0,0,0.0,0,0,0,1,1,0,0,0,2024-2025,serie-a
saba goglichidze,Empoli,36,25,3,49.0,25,37,33,36,17,19,97,3,2024-2025,serie-a
edoardo goldaniga,Como,21,8,5,72.2,13,21,33,21,10,11,102,3,2024-2025,serie-a
pierluigi gollini,Genoa,0,0,0,,0,0,0,1,0,1,2,1,2024-2025,serie-a
nicolas gonzalez,Juventus,10,9,5,36.0,9,13,9,16,4,12,37,2,2024-2025,serie-a
robin gosens,Fiorentina,31,17,8,56.8,25,31,18,34,11,23,91,0,2024-2025,serie-a
lucas gournadouath,Roma,5,4,0,33.3,2,4,0,1,1,0,2,0,2024-2025,serie-a
alberto grassi,Empoli,16,18,5,63.6,14,21,33,22,12,10,43,1,2024-2025,serie-a
matteo guendouzi,Lazio,13,19,5,42.6,20,21,32,34,9,25,50,2,2024-2025,serie-a
frederic guilbert,Lecce,30,29,6,65.5,36,36,47,28,8,20,113,3,2024-2025,serie-a
albert gumundsson,Fiorentina,2,4,3,41.2,7,5,6,5,0,5,9,1,2024-2025,serie-a
emmanuel gyasi,Empoli,32,14,6,63.2,24,29,11,27,9,18,77,0,2024-2025,serie-a
christian gytkjr,Venezia,2,2,2,50.0,1,4,0,3,1,2,8,0,2024-2025,serie-a
nicolas haas,Empoli,4,5,2,55.6,5,8,4,2,1,1,6,0,2024-2025,serie-a
saad el haddad,Venezia,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
antoine hainaut,Parma,15,8,3,69.2,9,14,15,17,4,13,59,1,2024-2025,serie-a
mohamed haj,Parma,2,1,0,50.0,1,1,4,3,1,2,5,0,2024-2025,serie-a
ridgeciano haps,Venezia,19,8,3,63.6,14,16,7,18,3,15,48,0,2024-2025,serie-a
abdou harroui,Hellas Verona,6,3,0,100.0,4,6,2,5,0,5,5,0,2024-2025,serie-a
liam henderson,Empoli,17,22,3,41.5,22,22,15,19,5,14,42,0,2024-2025,serie-a
mario hermoso,Roma,2,0,0,0.0,0,1,4,1,1,0,13,0,2024-2025,serie-a
theo hernandez,Milan,23,10,3,53.8,21,28,17,25,10,15,75,3,2024-2025,serie-a
hernani,Parma,25,18,4,54.0,27,26,19,26,6,20,12,1,2024-2025,serie-a
isak hien,Atalanta,27,21,0,61.4,27,28,31,31,18,13,82,2,2024-2025,serie-a
emil holm,Bologna,17,14,3,64.5,20,21,10,19,4,15,51,1,2024-2025,serie-a
mats hummels,Roma,16,14,0,61.1,11,15,26,12,4,8,43,0,2024-2025,serie-a
elseid hysaj,Lazio,6,5,0,100.0,3,6,5,5,2,3,21,0,2024-2025,serie-a
arijon ibrahimovic,Lazio,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,serie-a
jay idzes,Venezia,24,17,4,51.5,17,29,32,52,32,20,156,0,2024-2025,serie-a
jonathan ikone,Como,4,3,8,54.5,6,9,0,5,1,4,1,1,2024-2025,serie-a
jonathan ikone,Fiorentina,3,2,0,50.0,2,2,1,3,0,3,1,0,2024-2025,serie-a
ivan ilic,Torino,0,4,1,25.0,2,2,5,0,0,0,10,0,2024-2025,serie-a
samuel ilingjunior,Bologna,1,1,1,0.0,0,2,2,1,0,1,2,0,2024-2025,serie-a
alessio iovine,Como,2,3,0,40.0,4,2,3,7,1,6,21,1,2024-2025,serie-a
gustav isaksen,Lazio,7,8,1,25.0,7,9,10,22,2,20,21,1,2024-2025,serie-a
ardian ismajli,Empoli,21,9,0,80.0,16,23,56,35,24,11,249,3,2024-2025,serie-a
armando izzo,Monza,30,9,1,50.0,18,15,45,38,28,10,101,0,2024-2025,serie-a
fellipe jack,Como,8,1,0,60.0,3,4,4,2,2,0,5,0,2024-2025,serie-a
ali jasim,Como,1,0,0,100.0,1,0,0,0,0,0,0,0,2024-2025,serie-a
gaby jean,Lecce,8,5,1,54.5,6,7,9,13,10,3,71,1,2024-2025,serie-a
juan jesus,Napoli,16,9,0,60.0,12,14,9,15,3,12,42,0,2024-2025,serie-a
alejandro jimenez,Milan,8,14,2,40.7,11,13,15,24,3,21,23,0,2024-2025,serie-a
orir johann helgason,Lecce,3,6,1,53.8,7,7,6,7,2,5,11,2,2024-2025,serie-a
jesse joronen,Venezia,0,0,0,,0,0,0,0,0,0,4,1,2024-2025,serie-a
luka jovic,Milan,0,0,0,,0,0,1,2,1,1,3,0,2024-2025,serie-a
