Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
morten thorsby,Genoa,9,8,2,50.0,7,11,4,21,5,16,20,0,2023-2024,serie-a
kristian thorstvedt,Sassuolo,7,28,5,50.0,22,22,21,25,9,16,36,0,2023-2024,serie-a
marcus thuram,Inter,9,9,5,30.8,4,15,4,26,3,23,19,0,2023-2024,serie-a
antonio tikvic,Udinese,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
jeremy toljan,Sassuolo,8,4,1,60.0,9,10,16,17,5,12,49,1,2023-2024,serie-a
rafael toloi,Atalanta,7,8,5,51.9,14,9,13,9,4,5,29,0,2023-2024,serie-a
fikayo tomori,Milan,29,10,3,62.1,18,24,26,34,23,11,75,1,2023-2024,serie-a
ahmed touba,Lecce,3,3,0,75.0,3,4,7,4,3,1,20,0,2023-2024,serie-a
chaka traore,Milan,2,0,0,50.0,1,1,0,1,1,0,0,0,2023-2024,serie-a
stefano turati,Frosinone,0,0,0,,0,0,0,0,0,0,6,3,2023-2024,serie-a
kacper urbanski,Bologna,5,10,1,46.2,6,10,4,15,1,14,14,0,2023-2024,serie-a
emanuele valeri,Frosinone,10,5,4,47.6,10,16,9,14,3,11,22,0,2023-2024,serie-a
johan vasquez,Genoa,38,11,2,64.0,32,33,45,50,26,24,113,0,2023-2024,serie-a
matias vecino,Lazio,12,20,0,64.5,20,17,12,17,5,12,21,0,2023-2024,serie-a
lorenzo venuti,Lecce,5,1,0,60.0,6,4,5,4,3,1,14,0,2023-2024,serie-a
simone verdi,Torino,0,0,0,,0,0,0,0,0,0,0,0,2023-2024,serie-a
emanuel vignato,Salernitana,4,5,1,83.3,5,7,1,1,0,1,7,0,2023-2024,serie-a
samuele vignato,Monza,2,3,1,66.7,2,4,1,2,0,2,1,0,2023-2024,serie-a
matias vina,Sassuolo,22,7,5,55.6,20,21,9,12,2,10,34,0,2023-2024,serie-a
ruben vinagre,Hellas Verona,1,1,2,75.0,3,2,1,6,3,3,4,0,2023-2024,serie-a
nicolas viola,Cagliari,2,8,3,41.2,7,9,2,9,0,9,6,0,2023-2024,serie-a
mattia viti,Sassuolo,14,7,3,45.5,10,15,10,20,10,10,44,0,2023-2024,serie-a
vitinha,Genoa,1,0,1,50.0,1,2,0,2,0,2,2,0,2023-2024,serie-a
dusan vlahovic,Juventus,0,6,3,36.4,4,5,1,4,2,2,11,0,2023-2024,serie-a
nikola vlasic,Torino,6,14,8,13.3,4,16,11,26,7,19,16,0,2023-2024,serie-a
alessandro vogliacco,Genoa,14,8,1,80.0,12,15,30,16,10,6,40,1,2023-2024,serie-a
mergim vojvoda,Torino,7,6,4,68.8,11,8,13,12,2,10,28,0,2023-2024,serie-a
cristian volpato,Sassuolo,9,6,1,36.0,9,8,1,7,0,7,5,0,2023-2024,serie-a
stefan de vrij,Inter,13,4,1,53.3,8,13,24,22,10,12,51,0,2023-2024,serie-a
walace,Udinese,40,26,0,46.8,36,43,43,43,6,37,66,1,2023-2024,serie-a
sebastian walukiewicz,Empoli,33,6,0,68.3,28,28,15,50,31,19,121,0,2023-2024,serie-a
timothy weah,Juventus,16,8,3,75.0,15,20,5,12,1,11,15,0,2023-2024,serie-a
shon weissman,Salernitana,2,0,2,0.0,0,3,3,2,1,1,4,0,2023-2024,serie-a
mateusz wieteska,Cagliari,9,3,2,30.0,3,11,14,10,5,5,48,0,2023-2024,serie-a
kenan yldz,Juventus,5,6,2,50.0,4,9,1,6,0,6,4,0,2023-2024,serie-a
mattia zaccagni,Lazio,11,15,1,42.9,9,16,21,26,2,24,15,0,2023-2024,serie-a
nicola zalewski,Roma,10,9,1,36.4,8,14,9,12,4,8,17,0,2023-2024,serie-a
andrefrank zambo anguissa,Napoli,21,29,11,49.3,34,33,28,40,5,35,19,1,2023-2024,serie-a
alessandro zanoli,Salernitana,9,7,0,58.3,7,13,1,10,2,8,17,0,2023-2024,serie-a
alessandro zanoli,Napoli,1,0,0,,0,1,1,0,0,0,1,0,2023-2024,serie-a
duvan zapata,Torino,9,2,7,25.0,3,7,7,20,6,14,26,0,2023-2024,serie-a
duvan zapata,Atalanta,0,0,0,0.0,0,0,0,0,0,0,1,0,2023-2024,serie-a
gabriele zappa,Cagliari,29,16,9,70.7,29,31,20,29,5,24,75,2,2023-2024,serie-a
davide zappacosta,Atalanta,15,10,5,47.1,16,20,5,29,4,25,19,0,2023-2024,serie-a
oier zarraga,Udinese,2,1,0,20.0,1,3,5,5,2,3,16,1,2023-2024,serie-a
jordan zemura,Udinese,13,7,4,57.9,11,16,13,5,1,4,21,0,2023-2024,serie-a
alessio zerbin,Monza,13,2,3,30.8,4,10,3,16,3,13,5,0,2023-2024,serie-a
alessio zerbin,Napoli,1,3,1,28.6,2,2,0,1,0,1,0,0,2023-2024,serie-a
kevin zeroli,Milan,1,0,0,,0,1,0,1,0,1,1,0,2023-2024,serie-a
piotr zielinski,Napoli,6,13,4,50.0,12,15,9,12,1,11,15,0,2023-2024,serie-a
david zima,Torino,1,0,0,,0,1,3,0,0,0,7,0,2023-2024,serie-a
joshua zirkzee,Bologna,8,15,9,54.2,13,20,3,25,2,23,36,0,2023-2024,serie-a
nadir zortea,Frosinone,8,13,0,45.5,10,14,4,13,5,8,29,1,2023-2024,serie-a
nadir zortea,Atalanta,3,1,1,25.0,1,4,1,2,0,2,3,0,2023-2024,serie-a
szymon zurkowski,Empoli,5,8,2,33.3,5,6,6,5,1,4,11,0,2023-2024,serie-a
milan uric,Hellas Verona,0,0,1,0.0,0,0,1,0,0,0,13,0,2023-2024,serie-a
milan uric,Monza,0,5,0,50.0,2,5,0,6,2,4,27,0,2023-2024,serie-a
mateusz egowski,Salernitana,8,12,3,42.3,11,12,7,13,2,11,16,0,2023-2024,serie-a
