Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
adrien thomasson,Lens,8,11,5,26.7,12,17,4,25,2,23,17,0,2022-2023,ligue1
khephren thuram,Nice,22,23,6,44.2,19,25,38,33,13,20,34,0,2022-2023,ligue1
alexis tibidi,Troyes,1,0,0,,0,1,0,0,0,0,0,0,2022-2023,ligue1
jeanclair todibo,Nice,54,19,3,73.2,41,48,41,41,19,22,110,2,2022-2023,ligue1
karl toko ekambi,Rennes,1,1,1,33.3,3,1,9,5,0,5,3,0,2022-2023,ligue1
karl toko ekambi,Lyon,2,4,3,26.7,4,9,9,12,2,10,6,0,2022-2023,ligue1
corentin tolisso,Lyon,16,23,5,37.9,25,27,24,25,5,20,23,1,2022-2023,ligue1
birama toure,Auxerre,35,35,10,36.6,34,47,67,54,9,45,49,0,2022-2023,ligue1
mohamed toure,Reims,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
souleymane toure,Marseille,1,1,0,50.0,1,1,0,1,0,1,5,0,2022-2023,ligue1
souleymane toure,Auxerre,19,9,1,80.0,16,13,26,32,12,20,56,1,2022-2023,ligue1
yoann touzghar,Ajaccio,0,2,1,0.0,0,2,0,0,0,0,1,0,2022-2023,ligue1
charles traore,Nantes,5,2,1,71.4,5,5,10,9,2,7,12,0,2022-2023,ligue1
hamari traore,Rennes,26,15,7,53.8,28,32,38,33,7,26,64,0,2022-2023,ligue1
theo trinker,Nice,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
adrien truffert,Rennes,36,17,9,67.4,31,32,22,32,8,24,55,0,2022-2023,ligue1
theocharis tsingaras,Toulouse,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,ligue1
ike ugbo,Troyes,2,2,1,27.3,3,2,2,8,2,6,4,0,2022-2023,ligue1
lesley ugochukwu,Rennes,13,20,3,66.7,16,19,21,24,10,14,16,0,2022-2023,ligue1
cengiz under,Marseille,15,13,9,38.2,13,19,18,18,2,16,13,0,2022-2023,ligue1
jere uronen,Brest,4,4,0,58.3,7,5,7,6,2,4,5,0,2022-2023,ligue1
yan valery,Angers,28,20,6,54.1,20,39,34,35,15,20,82,0,2022-2023,ligue1
vanderson,Monaco,36,34,14,58.7,44,48,48,36,9,27,36,1,2022-2023,ligue1
jordan veretout,Marseille,17,32,7,47.2,25,35,36,22,7,15,40,2,2022-2023,ligue1
marco verratti,Paris S-G,34,36,6,42.7,38,49,27,42,6,36,11,3,2022-2023,ligue1
joao victor,Nantes,9,7,3,54.5,12,11,15,11,1,10,30,0,2022-2023,ligue1
clement vidal,Ajaccio,14,11,0,47.4,18,15,27,27,16,11,73,1,2022-2023,ligue1
alan virginius,Lille,1,1,1,0.0,0,2,2,0,0,0,1,0,2022-2023,ligue1
mattia viti,Nice,1,1,2,40.0,2,2,8,9,3,6,22,0,2022-2023,ligue1
vitinha,Marseille,0,6,9,27.3,3,7,2,3,0,3,6,0,2022-2023,ligue1
vitinha,Paris S-G,21,27,10,32.5,27,25,25,27,4,23,15,0,2022-2023,ligue1
kevin volland,Monaco,1,5,2,25.0,2,4,2,8,0,8,0,0,2022-2023,ligue1
elye wahi,Montpellier,2,3,4,35.7,5,3,3,14,2,12,5,0,2022-2023,ligue1
timothy weah,Lille,13,9,2,55.2,16,14,23,17,3,14,18,0,2022-2023,ligue1
mateusz wieteska,Clermont Foot,28,13,0,57.6,19,23,56,44,28,16,97,4,2022-2023,ligue1
christopher wooh,Rennes,8,8,0,81.8,9,7,6,11,5,6,49,0,2022-2023,ligue1
christopher wooh,Lens,0,0,0,0.0,0,0,0,0,0,0,1,0,2022-2023,ligue1
xeka,Rennes,6,3,1,43.8,7,3,6,11,2,9,8,0,2022-2023,ligue1
yusuf yazc,Lille,0,0,0,,0,0,0,2,0,2,1,0,2022-2023,ligue1
darlin yongwa,Lorient,7,5,1,26.7,4,11,5,13,1,12,11,0,2022-2023,ligue1
leny yoro,Lille,8,3,0,44.4,4,5,18,6,1,5,27,1,2022-2023,ligue1
mohamed youssouf,Ajaccio,41,24,7,62.3,38,44,65,32,8,24,70,0,2022-2023,ligue1
warren zaireemery,Paris S-G,5,10,2,27.6,8,10,12,11,0,11,17,0,2022-2023,ligue1
oliver zanden,Toulouse,1,0,1,40.0,2,1,1,0,0,0,7,0,2022-2023,ligue1
akim zedadka,Auxerre,21,10,4,56.3,18,21,23,17,3,14,51,1,2022-2023,ligue1
akim zedadka,Lille,1,0,0,0.0,0,1,2,3,0,3,6,0,2022-2023,ligue1
mehdi zeffane,Clermont Foot,5,7,0,19.0,4,7,22,14,6,8,12,0,2022-2023,ligue1
arber zeneli,Reims,3,3,3,41.7,5,3,2,8,0,8,2,0,2022-2023,ligue1
nathan zeze,Nantes,2,1,0,100.0,1,2,0,0,0,0,1,0,2022-2023,ligue1
edon zhegrova,Lille,6,7,5,60.0,12,12,2,9,0,9,2,0,2022-2023,ligue1
tanguy zoukrou,Troyes,8,6,0,71.4,10,7,2,18,11,7,24,0,2022-2023,ligue1
