Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
james wardprowse,Southampton,31,27,7,34.4,21,37,55,30,10,20,48,0,2022-2023,premierleague
ollie watkins,Aston Villa,3,13,3,37.0,10,13,10,21,4,17,39,0,2022-2023,premierleague
adam webster,Brighton,10,9,3,57.9,11,12,19,30,19,11,55,4,2022-2023,premierleague
wout weghorst,Manchester Utd,6,1,4,22.2,2,5,7,7,2,5,9,0,2022-2023,premierleague
danny welbeck,Brighton,0,7,8,36.4,4,7,5,24,2,22,20,0,2022-2023,premierleague
ben white,Arsenal,23,30,7,60.0,42,31,22,47,11,36,79,1,2022-2023,premierleague
harvey white,Tottenham,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,premierleague
joseph whitworth,Crystal Palace,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,premierleague
neco williams,Nott'ham Forest,49,17,6,53.5,38,47,33,33,8,25,48,0,2022-2023,premierleague
willian,Fulham,8,3,2,28.0,7,8,9,13,0,13,9,0,2022-2023,premierleague
joe willock,Newcastle Utd,13,26,12,43.1,25,30,25,54,8,46,17,0,2022-2023,premierleague
callum wilson,Newcastle Utd,0,8,1,0.0,0,3,1,8,0,8,5,0,2022-2023,premierleague
harry wilson,Fulham,9,9,3,44.4,8,13,6,17,2,15,14,0,2022-2023,premierleague
yoane wissa,Brentford,4,7,6,46.2,6,12,6,10,0,10,15,0,2022-2023,premierleague
maximilian wober,Leeds United,9,15,1,66.7,16,18,27,32,14,18,67,1,2022-2023,premierleague
chris wood,Newcastle Utd,0,3,2,60.0,3,4,1,2,2,0,7,0,2022-2023,premierleague
chris wood,Nott'ham Forest,0,0,0,0.0,0,0,1,2,1,1,2,0,2022-2023,premierleague
joe worrall,Nott'ham Forest,39,12,2,71.4,25,25,26,33,23,10,111,1,2022-2023,premierleague
granit xhaka,Arsenal,11,18,5,39.0,16,27,15,28,10,18,45,1,2022-2023,premierleague
ryan yates,Nott'ham Forest,19,16,3,63.6,14,19,10,26,8,18,44,0,2022-2023,premierleague
ashley young,Aston Villa,34,15,1,74.0,37,27,21,25,11,14,65,0,2022-2023,premierleague
illia zabarnyi,Bournemouth,4,0,0,42.9,3,2,3,7,2,5,14,0,2022-2023,premierleague
wilfried zaha,Crystal Palace,12,12,8,38.1,8,20,16,21,1,20,9,0,2022-2023,premierleague
denis zakaria,Chelsea,5,2,2,25.0,2,5,3,4,1,3,10,0,2022-2023,premierleague
jordan zemura,Bournemouth,24,14,1,52.3,23,24,16,31,9,22,32,0,2022-2023,premierleague
oleksandr zinchenko,Arsenal,14,17,9,52.5,21,18,22,20,2,18,38,2,2022-2023,premierleague
hakim ziyech,Chelsea,12,5,3,44.4,4,12,5,8,0,8,5,1,2022-2023,premierleague
kurt zouma,West Ham,4,5,0,62.5,5,4,30,17,14,3,120,1,2022-2023,premierleague
martin degaard,Arsenal,12,14,10,29.8,14,23,6,20,5,15,12,1,2022-2023,premierleague
