Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err,Season,Competition
pau torres,Villarreal,25,13,5,63.9,23,25,13,36,27,9,146,3,2022-2023,laliga
roberto torres,Osasuna,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,laliga
lucas torro,Osasuna,28,15,5,42.9,18,32,42,24,3,21,64,1,2022-2023,laliga
nabil touaizi,Espanyol,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,laliga
oscar trejo,Rayo Vallecano,12,23,13,20.5,9,32,8,31,3,28,8,1,2022-2023,laliga
manu trigueros,Villarreal,9,5,6,40.9,9,14,5,9,2,7,4,0,2022-2023,laliga
viktor tsyhankov,Girona,5,1,2,7.1,1,8,7,13,2,11,12,0,2022-2023,laliga
benat turrientes,Real Sociedad,3,0,0,20.0,1,3,0,2,0,2,3,0,2022-2023,laliga
enes unal,Getafe,5,19,2,28.0,7,14,6,19,2,17,35,0,2022-2023,laliga
oscar urena,Girona,2,2,0,66.7,2,2,1,2,0,2,0,0,2022-2023,laliga
oscar valentin,Rayo Vallecano,29,50,13,38.0,46,51,44,60,9,51,30,0,2022-2023,laliga
martin valjent,Mallorca,22,12,1,67.9,19,27,29,39,21,18,137,0,2022-2023,laliga
jesus vallejo,Real Madrid,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,laliga
manu vallejo,Girona,1,2,1,16.7,1,1,1,2,0,2,3,0,2022-2023,laliga
federico valverde,Real Madrid,14,11,6,50.0,13,20,17,31,4,27,15,0,2022-2023,laliga
jesus vazquez,Valencia,9,1,3,54.5,6,8,1,4,0,4,8,0,2022-2023,laliga
kevin vazquez,Celta Vigo,5,7,1,66.7,8,8,2,4,1,3,8,0,2022-2023,laliga
lucas vazquez,Real Madrid,22,10,2,71.4,20,23,7,10,0,10,13,0,2022-2023,laliga
gabriel veiga,Celta Vigo,14,25,4,30.8,16,19,21,30,3,27,6,0,2022-2023,laliga
unai vencedor paris,Athletic Club,0,3,0,16.7,1,1,1,5,0,5,1,0,2022-2023,laliga
gonzalo verdu,Elche,8,2,0,50.0,4,5,10,8,6,2,33,0,2022-2023,laliga
mikel vesga,Athletic Club,21,31,5,36.8,25,35,36,39,8,31,39,3,2022-2023,laliga
aleix vidal,Espanyol,6,3,2,18.2,4,5,15,21,2,19,14,0,2022-2023,laliga
nacho vidal,Osasuna,16,6,5,53.1,17,14,19,17,4,13,33,1,2022-2023,laliga
toni villa,Valladolid,2,3,1,44.4,4,3,0,0,0,0,0,0,2022-2023,laliga
toni villa,Girona,9,11,5,43.5,10,18,8,8,0,8,3,0,2022-2023,laliga
asier villalibre,Athletic Club,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,laliga
gonzalo villar,Getafe,1,6,3,42.9,6,5,6,9,2,7,5,0,2022-2023,laliga
ivan villar,Celta Vigo,0,0,0,0.0,0,0,0,0,0,0,7,0,2022-2023,laliga
daniel vivian,Athletic Club,36,16,5,80.0,36,32,24,27,14,13,90,3,2022-2023,laliga
shon weissman,Valladolid,1,1,0,0.0,0,1,1,8,0,8,7,0,2022-2023,laliga
axel werner,Elche,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,laliga
inaki williams,Athletic Club,5,14,3,37.5,9,16,7,18,3,15,34,0,2022-2023,laliga
nico williams,Athletic Club,10,15,6,46.3,19,16,8,40,2,38,14,1,2022-2023,laliga
axel witsel,Atlético Madrid,22,11,3,54.8,17,22,23,20,11,9,76,0,2022-2023,laliga
lamine yamal,Barcelona,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,laliga
jawad el yamiq,Valladolid,10,7,0,54.5,6,11,37,27,19,8,101,0,2022-2023,laliga
joseba zaldua,Cádiz,10,4,1,70.0,7,8,11,4,2,2,22,0,2022-2023,laliga
oier zarraga,Athletic Club,5,7,2,40.0,8,9,10,7,0,7,5,0,2022-2023,laliga
igor zubeldia,Real Sociedad,28,7,0,71.4,25,18,21,23,17,6,93,0,2022-2023,laliga
martin zubimendi,Real Sociedad,23,30,6,53.3,24,33,37,44,17,27,55,4,2022-2023,laliga
