nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
lucas torro,osasuna,MF,1994,28,21,1788,1,0,5,0,3,60,15,2023-2024,laliga
bertrand traore,villarreal,MF,1995,11,6,568,1,0,4,0,29,30,63,2023-2024,laliga
hamari traore,real sociedad,DF,1992,31,27,2292,0,2,7,0,49,129,83,2023-2024,laliga
oscar trejo,rayo vallecano,"FW,MF",1988,31,19,1380,0,0,4,1,28,124,81,2023-2024,laliga
manu trigueros,villarreal,MF,1991,14,2,309,0,0,0,0,7,20,13,2023-2024,laliga
viktor tsyhankov,girona,"MF,FW",1997,30,26,2052,8,7,0,0,65,89,226,2023-2024,laliga
benat turrientes,real sociedad,MF,2002,29,19,1687,0,1,4,0,26,51,31,2023-2024,laliga
enes unal,getafe,"FW,MF",1997,3,1,140,0,1,0,0,2,1,7,2023-2024,laliga
myrto uzuni,granada,FW,1995,34,28,2448,11,1,3,0,21,18,90,2023-2024,laliga
oscar valentin,rayo vallecano,MF,1994,34,32,2692,1,0,7,1,24,132,11,2023-2024,laliga
martin valjent,mallorca,DF,1995,28,28,2349,0,1,5,0,22,61,27,2023-2024,laliga
jesus vallejo,granada,DF,1997,3,1,108,0,0,1,0,1,2,0,2023-2024,laliga
alvaro valles,las palmas,GK,1997,37,37,3263,0,0,2,1,0,5,0,2023-2024,laliga
federico valverde,real madrid,MF,1998,37,33,2904,2,7,2,0,104,231,102,2023-2024,laliga
siebe van der heyden,mallorca,DF,1998,6,4,286,0,0,2,1,1,1,1,2023-2024,laliga
jose luis garcia vaya,valencia,MF,1998,37,37,3302,7,1,4,0,30,251,43,2023-2024,laliga
borja vazquez,cadiz,FW,2005,1,0,4,0,0,0,0,0,1,1,2023-2024,laliga
jesus vazquez,valencia,"DF,MF",2003,20,6,716,1,0,1,0,13,15,29,2023-2024,laliga
kevin vazquez,celta vigo,DF,1993,12,10,700,0,0,3,0,6,28,20,2023-2024,laliga
lucas vazquez,real madrid,DF,1991,29,14,1419,3,6,0,0,28,58,160,2023-2024,laliga
gabriel veiga,celta vigo,FW,2002,1,0,18,0,0,0,0,0,0,1,2023-2024,laliga
alejo veliz,sevilla,FW,2003,6,0,35,0,0,0,0,0,0,1,2023-2024,laliga
arthur vermeeren,atletico madrid,MF,2005,5,2,162,0,0,2,0,2,7,7,2023-2024,laliga
mikel vesga,athletic club,MF,1993,27,18,1534,3,1,2,0,10,88,29,2023-2024,laliga
carlos vicente,alaves,FW,1999,18,12,1114,2,4,1,0,23,23,82,2023-2024,laliga
nacho vidal,osasuna,"DF,FW",1995,7,0,96,1,0,0,0,0,1,4,2023-2024,laliga
nacho vidal,mallorca,DF,1995,8,5,416,0,0,2,0,5,15,31,2023-2024,laliga
fran vieites,betis,GK,1999,4,3,315,0,0,0,0,0,0,0,2023-2024,laliga
jonathan viera,las palmas,"MF,FW",1989,9,7,617,2,1,1,0,26,65,37,2023-2024,laliga
jonathan viera,almeria,MF,1989,12,12,912,0,3,3,1,35,68,29,2023-2024,laliga
toni villa,girona,FW,1995,2,0,13,0,0,0,0,1,1,3,2023-2024,laliga
asier villalibre,athletic club,FW,1997,18,4,513,2,1,0,0,6,10,29,2023-2024,laliga
gonzalo villar,granada,MF,1998,35,21,1803,1,3,7,0,27,74,27,2023-2024,laliga
ivan villar,celta vigo,GK,1997,12,12,1014,0,0,0,2,0,0,0,2023-2024,laliga
ricardo visus,betis,DF,2001,3,1,166,0,0,0,0,0,2,0,2023-2024,laliga
daniel vivian,athletic club,DF,1999,33,31,2878,0,0,6,0,23,123,4,2023-2024,laliga
shon weissman,granada,FW,1996,5,0,82,0,0,0,0,1,1,1,2023-2024,laliga
inaki williams,athletic club,FW,1994,34,32,2844,12,3,4,0,114,78,333,2023-2024,laliga
nico williams,athletic club,FW,2002,31,29,2263,5,11,6,1,143,66,302,2023-2024,laliga
axel witsel,atletico madrid,DF,1989,35,30,2783,2,0,5,0,17,89,8,2023-2024,laliga
xeber,alaves,"FW,MF",1997,10,3,302,0,0,1,0,6,6,30,2023-2024,laliga
antal yaakobishvili,girona,DF,2004,1,0,61,0,0,0,0,0,0,0,2023-2024,laliga
lamine yamal,barcelona,FW,2007,37,22,2201,5,5,3,0,123,80,350,2023-2024,laliga
roman yaremchuk,valencia,FW,1995,25,11,928,3,0,2,0,12,20,46,2023-2024,laliga
arsen zakharyan,real sociedad,"MF,FW",2003,29,15,1228,1,2,1,0,28,47,88,2023-2024,laliga
joseba zaldua,cadiz,DF,1992,13,9,704,0,0,3,0,7,15,33,2023-2024,laliga
bryan zaragoza,granada,"MF,FW",2001,21,18,1638,6,2,5,0,100,36,127,2023-2024,laliga
igor zubeldia,real sociedad,DF,1997,30,29,2518,0,2,11,1,28,129,0,2023-2024,laliga
martin zubimendi,real sociedad,MF,1999,31,29,2654,4,1,5,0,34,152,27,2023-2024,laliga
