nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
yassine bounou,sevilla,GK,1991,1,1,90,0,0,0,0,0,0,0,2023-2024,laliga
lucas boye,granada,FW,1996,31,30,2541,6,3,8,1,36,65,131,2023-2024,laliga
darko brasanac,osasuna,MF,1992,2,0,48,0,0,0,0,2,1,3,2023-2024,laliga
brau,granada,DF,2001,1,0,31,0,0,0,0,2,0,0,2023-2024,laliga
claudio bravo,betis,GK,1983,7,7,630,0,0,0,0,0,1,0,2023-2024,laliga
ben brereton,villarreal,"FW,MF",1999,14,2,270,0,0,2,0,6,14,35,2023-2024,laliga
ante budimir,osasuna,FW,1991,33,29,2435,17,2,4,0,21,42,99,2023-2024,laliga
manu bueno,sevilla,MF,2004,4,1,117,0,0,1,0,1,3,1,2023-2024,laliga
pablo busto,betis,DF,2005,2,0,44,0,0,0,0,1,1,1,2023-2024,laliga
jose callejon,granada,"MF,FW",1987,25,7,803,0,1,2,0,10,35,50,2023-2024,laliga
eduardo camavinga,real madrid,"MF,DF",2002,31,21,1817,0,2,9,0,49,106,31,2023-2024,laliga
sergio camello,rayo vallecano,FW,2001,31,20,1661,3,1,3,0,22,41,79,2023-2024,laliga
jose campana,las palmas,MF,1993,8,1,171,0,0,0,0,1,15,4,2023-2024,laliga
joao cancelo,barcelona,DF,1994,32,29,2503,2,4,7,0,106,141,193,2023-2024,laliga
sergi canos,valencia,"MF,FW",1997,27,15,1229,1,2,1,0,32,52,88,2023-2024,laliga
etienne capoue,villarreal,MF,1988,32,15,1455,1,1,8,0,24,80,38,2023-2024,laliga
isaac carcelen,cadiz,DF,1993,35,29,2611,0,0,2,0,25,75,70,2023-2024,laliga
dani cardenas,rayo vallecano,GK,1997,1,1,90,0,0,0,0,0,0,0,2023-2024,laliga
marc cardona,las palmas,FW,1995,26,6,737,4,1,4,0,10,13,74,2023-2024,laliga
sergi cardona,las palmas,DF,1999,35,30,2814,1,2,11,0,60,160,165,2023-2024,laliga
johnny cardoso,betis,MF,2001,17,15,1328,1,2,3,0,10,45,11,2023-2024,laliga
carmona,getafe,"DF,MF",2002,30,15,1313,1,1,8,0,29,39,55,2023-2024,laliga
yannick carrasco,atletico madrid,DF,1993,3,3,221,0,1,0,0,9,6,17,2023-2024,laliga
alvaro carreras,granada,"MF,FW",2003,13,5,475,0,0,1,0,13,14,31,2023-2024,laliga
dani carvajal,real madrid,DF,1992,28,25,2171,4,3,5,1,30,82,168,2023-2024,laliga
william carvalho,betis,MF,1992,22,4,680,1,3,2,0,12,58,12,2023-2024,laliga
marc casado,barcelona,MF,2003,2,0,15,0,0,0,0,1,1,0,2023-2024,laliga
catena,osasuna,DF,1994,30,28,2534,1,3,8,1,5,77,1,2023-2024,laliga
dani ceballos,real madrid,"MF,FW",1996,20,5,598,0,2,2,0,16,47,23,2023-2024,laliga
alex centelles,almeria,DF,1997,14,11,980,0,1,2,0,16,31,53,2023-2024,laliga
franco cervi,celta vigo,"MF,DF",1994,17,5,546,0,1,2,0,16,24,36,2023-2024,laliga
pep chavarria,rayo vallecano,"DF,MF",1998,22,12,1167,1,1,6,1,28,74,84,2023-2024,laliga
andreas christensen,barcelona,"DF,MF",1996,30,27,1979,2,2,4,0,24,117,6,2023-2024,laliga
chumi,almeria,DF,1999,31,26,2434,0,1,4,0,11,68,4,2023-2024,laliga
victor chust,cadiz,DF,2000,22,22,1864,0,1,3,2,10,80,2,2023-2024,laliga
pathe ciss,rayo vallecano,MF,1994,31,16,1664,1,0,10,0,14,84,22,2023-2024,laliga
silvi clua,girona,MF,2005,1,0,1,0,0,0,0,0,0,0,2023-2024,laliga
saul coco,las palmas,DF,1999,30,26,2295,1,0,6,1,9,69,1,2023-2024,laliga
santi comesana,villarreal,MF,1996,27,20,1653,2,0,8,2,23,92,48,2023-2024,laliga
copete,mallorca,DF,1999,19,17,1333,1,1,7,0,3,52,2,2023-2024,laliga
francis coquelin,villarreal,MF,1991,17,10,910,0,0,4,0,5,47,14,2023-2024,laliga
theo corbeanu,granada,"MF,FW",2002,9,2,182,1,0,2,0,5,5,13,2023-2024,laliga
jesus corona,sevilla,"MF,DF",1993,2,0,17,0,0,0,0,0,0,4,2023-2024,laliga
angel correa,atletico madrid,"FW,MF",1995,32,14,1528,9,2,3,0,40,61,128,2023-2024,laliga
thierry correia,valencia,DF,1999,31,25,2154,0,2,4,1,40,80,56,2023-2024,laliga
jaume costa,mallorca,DF,1988,30,19,1682,0,1,7,0,34,50,104,2023-2024,laliga
samu costa,mallorca,MF,2000,34,26,2303,1,1,8,0,16,93,32,2023-2024,laliga
thibaut courtois,real madrid,GK,1992,4,4,332,0,0,0,0,0,0,0,2023-2024,laliga
yan couto,girona,"DF,FW",2002,34,24,2245,1,8,8,0,151,97,240,2023-2024,laliga
crespo,rayo vallecano,MF,1996,15,4,527,0,0,4,0,13,30,20,2023-2024,laliga
cristian,valencia,GK,1998,1,0,57,0,0,0,0,0,0,0,2023-2024,laliga
juan cruz armada,osasuna,DF,1992,26,18,1667,0,1,3,0,16,77,29,2023-2024,laliga
juan cruz,betis,FW,2000,5,0,76,0,0,0,0,2,3,10,2023-2024,laliga
pau cubarsi,barcelona,DF,2007,19,18,1558,0,0,4,0,8,75,2,2023-2024,laliga
ivan cuellar,mallorca,GK,1984,1,1,90,0,0,0,0,0,0,0,2023-2024,laliga
jorge cuenca,villarreal,DF,1999,29,21,1963,3,1,7,0,11,78,30,2023-2024,laliga
eric curbelo,las palmas,"DF,MF",1994,2,1,102,0,0,0,0,0,4,0,2023-2024,laliga
alberto dadie,real sociedad,MF,2002,1,0,28,0,0,0,0,0,0,0,2023-2024,laliga
sergi darder,mallorca,MF,1993,36,21,2157,2,5,4,0,56,132,75,2023-2024,laliga
rodrigo de paul,atletico madrid,MF,1994,34,25,2075,3,5,7,0,73,202,55,2023-2024,laliga
mouctar diakhaby,valencia,"DF,MF",1996,14,12,1073,1,0,6,0,7,29,1,2023-2024,laliga
moussa diakite,cadiz,MF,2003,1,0,1,0,0,0,0,0,0,0,2023-2024,laliga
assane diao,betis,FW,2005,18,13,1048,2,0,4,0,33,20,101,2023-2024,laliga
brahim diaz,real madrid,"FW,MF",1999,31,18,1545,8,6,0,0,76,75,166,2023-2024,laliga
victor diaz,granada,"DF,MF",1988,4,2,162,0,0,1,0,0,2,0,2023-2024,laliga
famara diedhiou,granada,"FW,MF",1992,8,0,89,0,1,1,0,5,0,19,2023-2024,laliga
stole dimitrievski,rayo vallecano,GK,1993,37,37,3330,0,0,2,0,0,0,0,2023-2024,laliga
djene,getafe,"DF,MF",1991,33,30,2484,0,0,14,1,13,98,19,2023-2024,laliga
marko dmitrovic,sevilla,GK,1992,13,13,1170,0,0,1,0,0,1,0,2023-2024,laliga
jaume domenech,valencia,GK,1990,2,1,79,0,0,0,0,0,0,0,2023-2024,laliga
carlos dominguez,celta vigo,DF,2001,22,18,1584,0,0,2,0,11,63,3,2023-2024,laliga
mario dominguez,valencia,FW,2004,3,0,25,0,0,0,0,0,1,1,2023-2024,laliga
carlos dotor,celta vigo,MF,2001,17,7,708,0,0,2,0,3,30,12,2023-2024,laliga
anastasios douvikas,celta vigo,FW,1999,32,7,905,7,1,2,0,10,13,53,2023-2024,laliga
artem dovbyk,girona,FW,1997,36,32,2587,24,8,2,0,18,26,118,2023-2024,laliga
domingos duarte,getafe,DF,1995,15,11,907,0,0,5,2,7,47,0,2023-2024,laliga
ruben duarte,alaves,DF,1995,28,21,1878,2,1,7,0,16,81,39,2023-2024,laliga
hugo duro,valencia,FW,1999,37,35,2976,13,2,4,0,27,34,157,2023-2024,laliga
aritz elustondo,real sociedad,DF,1994,15,7,812,0,1,2,0,4,31,2,2023-2024,laliga
adri embarba,almeria,"FW,MF",1992,36,29,2476,3,2,5,0,94,58,167,2023-2024,laliga
youssef ennesyri,sevilla,FW,1997,33,28,2570,16,2,4,0,17,17,81,2023-2024,laliga
gonzalo escalante,cadiz,MF,1993,25,18,1697,1,2,2,1,4,66,14,2023-2024,laliga
aaron escandell,las palmas,GK,1995,2,1,153,0,0,0,1,0,0,0,2023-2024,laliga
alfonso espino,rayo vallecano,DF,1992,31,29,2507,0,1,9,0,41,113,89,2023-2024,laliga
bernardo espinosa,girona,DF,1989,2,0,2,0,0,0,0,0,0,0,2023-2024,laliga
karl etta,cadiz,FW,2003,1,0,21,0,0,0,0,0,0,1,2023-2024,laliga
abde ezzalzouli,barcelona,"FW,MF",2001,2,0,68,0,0,0,0,7,1,12,2023-2024,laliga
abde ezzalzouli,betis,FW,2001,26,6,865,1,0,1,0,57,25,89,2023-2024,laliga
radamel falcao,rayo vallecano,"FW,DF",1986,22,2,407,1,0,4,0,7,7,23,2023-2024,laliga
fali,cadiz,DF,1993,30,30,2547,0,0,12,0,16,82,10,2023-2024,laliga
ansu fati,barcelona,"MF,FW",2002,3,0,50,0,0,0,0,6,4,5,2023-2024,laliga
nabil fekir,betis,"MF,FW",1993,19,10,1049,1,2,1,0,32,67,77,2023-2024,laliga
luiz felipe,betis,DF,1997,4,4,360,0,0,1,0,0,4,0,2023-2024,laliga
joao felix,barcelona,FW,1999,30,18,1540,7,3,3,0,69,68,169,2023-2024,laliga
kiko femenia,villarreal,DF,1991,23,16,1583,0,0,8,1,46,100,45,2023-2024,laliga
aitor fernandez,osasuna,GK,1991,7,6,551,0,0,2,0,0,1,0,2023-2024,laliga
alex fernandez,cadiz,MF,1992,26,14,1285,0,1,3,0,11,52,26,2023-2024,laliga
carlos fernandez,real sociedad,FW,1996,10,5,408,2,1,3,0,5,4,13,2023-2024,laliga
raul fernandez,granada,GK,1988,4,4,280,0,0,0,0,0,0,0,2023-2024,laliga
valery fernandez,girona,"MF,FW",1999,27,2,506,2,0,1,0,20,12,54,2023-2024,laliga
fernando,almeria,GK,1990,4,4,360,0,0,0,0,0,0,0,2023-2024,laliga
fernando,sevilla,MF,1987,8,5,459,0,0,0,0,5,24,7,2023-2024,laliga
andre ferreira,granada,GK,1996,15,14,1340,0,0,1,0,0,0,0,2023-2024,laliga
rachad fettal,almeria,FW,2005,1,0,17,0,0,0,0,0,0,2,2023-2024,laliga
pablo fornals,betis,"FW,MF",1996,15,14,1148,3,2,2,0,37,89,82,2023-2024,laliga
hector fort,barcelona,DF,2006,7,4,318,0,2,0,0,3,7,38,2023-2024,laliga
dimitri foulquier,valencia,"DF,MF",1993,33,19,1842,0,0,3,0,42,72,64,2023-2024,laliga
juan foyth,villarreal,DF,1998,12,12,1062,1,1,1,0,19,51,28,2023-2024,laliga
jorge de frutos,rayo vallecano,"FW,MF",1997,36,14,1549,2,0,1,0,42,40,144,2023-2024,laliga
daniel fuzato,getafe,GK,1997,1,0,7,0,0,0,0,0,0,0,2023-2024,laliga
matteo gabbia,villarreal,DF,1999,7,6,477,0,0,2,0,1,9,0,2023-2024,laliga
javi galan,atletico madrid,DF,1994,5,0,88,0,0,1,0,3,4,13,2023-2024,laliga
javi galan,real sociedad,DF,1994,14,13,1075,0,1,3,0,46,45,70,2023-2024,laliga
inigo ruiz de galarreta,athletic club,MF,1993,29,25,2091,1,1,7,0,26,147,36,2023-2024,laliga
aleix garcia,girona,MF,1997,37,36,3199,3,6,4,1,58,294,52,2023-2024,laliga
alvaro garcia,rayo vallecano,"FW,MF",1992,32,30,2475,6,1,8,1,56,63,252,2023-2024,laliga
dani garcia,athletic club,MF,1990,17,7,745,1,0,4,0,3,36,4,2023-2024,laliga
david garcia,osasuna,DF,1994,27,27,2334,0,1,5,0,21,133,4,2023-2024,laliga
eric garcia,barcelona,DF,2001,2,0,57,0,0,1,0,0,5,0,2023-2024,laliga
eric garcia,girona,DF,2001,30,30,2637,5,0,4,0,45,221,18,2023-2024,laliga
fran garcia,real madrid,DF,1999,25,15,1398,1,5,2,0,53,60,139,2023-2024,laliga
gonzalo garcia,real madrid,"FW,MF",2004,2,0,19,0,0,0,0,1,0,3,2023-2024,laliga
jastin garcia,girona,FW,2004,3,0,32,0,0,0,0,2,2,8,2023-2024,laliga
raul garcia,athletic club,"FW,MF",1986,20,1,420,1,0,3,0,4,19,15,2023-2024,laliga
ruben garcia,osasuna,"FW,MF",1993,30,19,1547,3,2,1,0,16,59,117,2023-2024,laliga
santiago garcia,getafe,FW,2001,1,0,25,0,0,0,0,1,2,1,2023-2024,laliga
unai garcia,osasuna,DF,1992,9,6,560,1,0,6,1,2,12,1,2023-2024,laliga
yarek gasiorowski,valencia,DF,2005,14,7,735,0,0,1,0,4,15,10,2023-2024,laliga
federico gattoni,sevilla,"DF,FW",1999,2,0,10,0,0,0,0,0,0,0,2023-2024,laliga
gavi,barcelona,"MF,FW",2004,12,10,944,1,1,5,0,26,39,38,2023-2024,laliga
paulo gazzaniga,girona,GK,1992,38,38,3420,0,0,2,0,0,0,0,2023-2024,laliga
david gil,cadiz,GK,1994,5,4,372,0,0,1,0,0,0,0,2023-2024,laliga
maxi gomez,cadiz,FW,1996,31,12,1163,0,0,2,0,13,11,54,2023-2024,laliga
moi gomez,osasuna,"MF,FW",1994,28,23,2006,3,0,3,0,36,127,69,2023-2024,laliga
unai gomez,athletic club,MF,2003,25,9,875,2,0,1,0,20,28,48,2023-2024,laliga
edgar gonzalez,almeria,"DF,MF",1997,31,30,2522,2,0,7,1,6,72,6,2023-2024,laliga
fabio gonzalez,las palmas,MF,1997,6,1,123,0,0,1,0,0,9,2,2023-2024,laliga
giovanni gonzalez,mallorca,DF,1994,34,27,2464,1,1,6,0,28,91,95,2023-2024,laliga
hugo gonzalez,valencia,"MF,FW",2003,9,0,87,0,1,0,0,2,2,7,2023-2024,laliga
inaki gonzalez,las palmas,MF,2004,1,0,5,0,0,0,0,0,0,0,2023-2024,laliga
peter gonzalez,valencia,"MF,FW",2002,15,5,649,0,0,1,0,19,16,48,2023-2024,laliga
urko gonzalez,real sociedad,MF,2001,5,2,156,0,0,1,0,1,6,1,2023-2024,laliga
andoni gorosabel,alaves,DF,1996,36,33,2854,1,0,6,0,58,117,121,2023-2024,laliga
pablo gozalbez,valencia,"MF,FW",2001,5,1,103,0,0,0,0,0,0,5,2023-2024,laliga
mason greenwood,getafe,"MF,FW",2001,33,30,2662,8,6,6,1,127,89,239,2023-2024,laliga
dominik greif,mallorca,GK,1997,1,1,90,0,0,0,0,0,0,0,2023-2024,laliga
antoine griezmann,atletico madrid,"FW,MF",1991,33,31,2644,16,6,5,0,43,118,196,2023-2024,laliga
vicente guaita,celta vigo,GK,1987,27,26,2403,0,0,2,0,0,0,0,2023-2024,laliga
andres guardado,betis,MF,1986,12,4,447,0,0,2,0,5,36,6,2023-2024,laliga
sergi guardiola,cadiz,"FW,MF",1991,22,1,495,1,1,1,0,10,19,32,2023-2024,laliga
nemanja gudelj,sevilla,"DF,MF",1991,22,20,1742,1,1,7,0,23,73,5,2023-2024,laliga
goncalo guedes,villarreal,"FW,MF",1996,17,9,951,3,2,0,0,38,50,88,2023-2024,laliga
javier guerra,valencia,MF,2003,36,28,2498,4,1,3,1,47,81,68,2023-2024,laliga
ander guevara,alaves,MF,1997,37,33,2932,1,0,7,0,53,187,37,2023-2024,laliga
hugo guillamon,valencia,MF,2000,26,12,1315,1,0,7,0,6,65,10,2023-2024,laliga
marc guiu,barcelona,"FW,MF",2006,3,1,74,1,0,1,0,1,1,8,2023-2024,laliga
arda guler,real madrid,"FW,MF",2005,10,4,377,6,0,1,0,16,17,25,2023-2024,laliga
gerard gumbau,granada,MF,1994,35,31,2674,0,3,12,0,20,135,29,2023-2024,laliga
ilkay gundogan,barcelona,MF,1990,36,33,2994,5,9,5,0,71,224,116,2023-2024,laliga
jon guridi,alaves,MF,1995,36,34,2678,3,4,2,0,30,117,92,2023-2024,laliga
gorka guruzeta,athletic club,FW,1996,32,30,2217,14,5,2,0,18,55,102,2023-2024,laliga
miguel gutierrez,girona,DF,2001,35,35,3032,2,7,4,0,74,146,184,2023-2024,laliga
munir el haddadi,las palmas,FW,1995,38,32,2449,3,2,3,0,26,78,167,2023-2024,laliga
ianis hagi,alaves,"MF,FW",1998,22,8,804,0,2,3,0,17,32,58,2023-2024,laliga
luiz henrique,betis,FW,2001,14,6,616,0,3,1,0,35,17,58,2023-2024,laliga
mario hermoso,atletico madrid,DF,1995,31,29,2557,0,1,9,0,39,177,61,2023-2024,laliga
javi hernandez,cadiz,DF,1998,30,28,2514,1,2,10,0,40,94,57,2023-2024,laliga
aridane hernandez,rayo vallecano,DF,1989,19,19,1690,0,0,3,0,0,21,0,2023-2024,laliga
luis hernandez,cadiz,DF,1989,9,8,723,1,0,4,0,2,31,1,2023-2024,laliga
jorge herrando,osasuna,DF,2001,19,18,1644,0,1,4,0,3,35,1,2023-2024,laliga
ander herrera,athletic club,MF,1989,23,10,1030,0,3,4,0,11,94,17,2023-2024,laliga
cristian herrera,las palmas,"FW,MF",1991,8,1,166,1,0,1,0,2,8,16,2023-2024,laliga
sergio herrera,osasuna,GK,1993,32,32,2869,0,0,2,0,0,1,0,2023-2024,laliga
yangel herrera,girona,MF,1998,29,27,2107,5,0,9,0,31,92,76,2023-2024,laliga
juan herzog,las palmas,DF,2003,4,3,292,2,0,1,0,0,3,0,2023-2024,laliga
martin hongla,granada,"MF,DF",1998,13,6,562,0,0,0,0,3,16,5,2023-2024,laliga
xabier huarte armendariz,osasuna,MF,2001,1,0,9,0,0,0,0,0,1,0,2023-2024,laliga
pablo ibanez,osasuna,MF,1998,33,12,1152,1,2,5,0,26,67,54,2023-2024,laliga
iglesias,getafe,"DF,FW",1998,23,16,1412,0,2,4,0,16,43,48,2023-2024,laliga
borja iglesias,betis,FW,1993,11,4,408,0,1,2,0,5,12,32,2023-2024,laliga
imanol,athletic club,DF,2000,9,5,525,0,0,2,0,13,21,15,2023-2024,laliga
isco,betis,MF,1992,29,28,2326,8,5,10,0,100,216,145,2023-2024,laliga
diego iturralde,sevilla,DF,2003,1,0,37,0,0,0,0,1,1,0,2023-2024,laliga
adnan januzaj,sevilla,"FW,MF",1995,8,0,193,0,0,0,0,1,9,17,2023-2024,laliga
mikel jauregizar,athletic club,MF,2003,7,1,151,0,0,0,0,2,5,3,2023-2024,laliga
luis javier suarez,almeria,FW,1997,15,10,917,6,0,3,0,30,15,53,2023-2024,laliga
salim el jebari,atletico madrid,MF,2004,1,0,13,0,0,0,0,1,0,1,2023-2024,laliga
frenkie de jong,barcelona,MF,1997,20,20,1634,2,0,7,0,69,168,38,2023-2024,laliga
joan jordan,sevilla,MF,1994,8,4,380,0,0,1,0,0,32,1,2023-2024,laliga
jordi,getafe,"MF,DF",2001,13,5,573,0,0,1,0,6,14,28,2023-2024,laliga
jeremy jorge,getafe,FW,2003,1,0,2,0,0,0,0,0,0,0,2023-2024,laliga
willian jose,betis,FW,1991,33,25,1971,10,5,0,1,8,32,90,2023-2024,laliga
joselu,real madrid,FW,1990,34,15,1687,10,2,1,0,15,20,98,2023-2024,laliga
kamil jozwiak,granada,MF,1998,11,7,571,0,1,2,0,15,21,31,2023-2024,laliga
juanmi,cadiz,FW,1993,16,9,873,3,1,3,0,7,12,40,2023-2024,laliga
juanpe,girona,DF,1991,17,6,746,0,0,4,0,3,14,0,2023-2024,laliga
vinicius junior,real madrid,FW,2000,26,22,1864,15,5,7,0,137,57,277,2023-2024,laliga
filip jrgensen,villarreal,GK,2002,36,36,3240,0,0,4,0,0,0,0,2023-2024,laliga
sory kaba,las palmas,FW,1995,17,9,720,1,1,2,0,7,12,36,2023-2024,laliga
kaiky,almeria,DF,2004,8,5,523,1,0,2,0,4,24,1,2023-2024,laliga
jon karrikaburu,alaves,"MF,FW",2002,2,0,16,0,0,0,0,0,0,1,2023-2024,laliga
ibrahima kebe,girona,MF,2000,2,0,9,0,0,1,0,0,0,1,2023-2024,laliga
kike,alaves,"FW,MF",1989,33,15,1423,3,2,3,0,18,32,97,2023-2024,laliga
koke,atletico madrid,MF,1992,35,32,2493,0,4,5,0,26,212,26,2023-2024,laliga
ibrahima kone,almeria,FW,1999,9,2,277,0,0,0,0,5,3,18,2023-2024,laliga
rominigue kouame,cadiz,MF,1996,16,9,821,0,0,2,0,16,34,5,2023-2024,laliga
jules kounde,barcelona,DF,1998,35,32,2899,1,2,4,0,67,245,64,2023-2024,laliga
toni kroos,real madrid,MF,1990,33,24,2124,1,8,3,0,32,290,29,2023-2024,laliga
takefusa kubo,real sociedad,"FW,MF",2001,30,24,2150,7,4,1,0,136,89,231,2023-2024,laliga
luca de la torre,celta vigo,MF,1998,31,22,1956,1,4,4,1,58,93,88,2023-2024,laliga
