nombre,club_actual,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
charles aranguiz,leverkusen,MF,1989,10,4,493,1,0,1,0,3,32,7,2022-2023,bundesliga
maximilian arnold,wolfsburg,MF,1994,32,32,2767,5,3,5,0,29,150,19,2022-2023,bundesliga
takuma asano,bochum,"FW,MF",1994,25,21,1713,3,3,1,0,32,34,119,2022-2023,bundesliga
fisnik asllani,hoffenheim,FW,2002,8,0,167,0,0,0,0,4,1,19,2022-2023,bundesliga
mehmet aydin,schalke,"DF,FW",2002,16,3,567,0,0,0,0,9,15,21,2022-2023,bundesliga
ayman azhil,leverkusen,MF,2001,1,0,1,0,0,0,0,0,0,0,2022-2023,bundesliga
sardar azmoun,leverkusen,"FW,MF",1995,23,8,927,4,1,1,0,11,32,45,2022-2023,bundesliga
sanoussy ba,rb leipzig,DF,2004,1,0,1,0,0,0,0,0,0,0,2022-2023,bundesliga
mitchel bakker,leverkusen,"DF,MF",2000,28,19,1659,3,2,6,1,28,57,65,2022-2023,bundesliga
ridle baku,wolfsburg,"DF,FW",1998,33,29,2580,5,3,6,0,50,126,157,2022-2023,bundesliga
aymen barkok,mainz,MF,1998,23,3,584,0,1,1,0,17,40,28,2022-2023,bundesliga
leandro barreiro martins,mainz,MF,2000,31,25,2141,4,3,5,0,17,54,49,2022-2023,bundesliga
gil bastiao dias,stuttgart,FW,1996,7,6,398,1,0,0,0,16,14,33,2022-2023,bundesliga
maximilian bauer,augsburg,DF,2000,27,20,1846,0,1,8,0,11,40,2,2022-2023,bundesliga
oliver baumann,hoffenheim,GK,1990,34,34,3060,0,0,2,0,0,1,0,2022-2023,bundesliga
timo baumgartl,union berlin,DF,1996,8,6,562,0,1,2,0,4,28,2,2022-2023,bundesliga
julian baumgartlinger,augsburg,MF,1988,16,3,554,0,0,1,0,1,25,3,2022-2023,bundesliga
christoph baumgartner,hoffenheim,"MF,FW",1999,33,33,2567,7,3,7,0,76,100,145,2022-2023,bundesliga
noah joel sarenren bazee,augsburg,"MF,FW",1996,2,0,20,0,0,0,0,0,0,1,2022-2023,bundesliga
ihlas bebou,hoffenheim,"FW,DF",1994,19,17,1416,7,0,2,0,27,23,116,2022-2023,bundesliga
sheraldo becker,union berlin,FW,1995,34,33,2554,11,7,4,0,105,44,240,2022-2023,bundesliga
kevin behrens,union berlin,FW,1991,33,17,1535,8,1,6,0,11,71,92,2022-2023,bundesliga
stefan bell,mainz,DF,1991,30,26,2395,0,1,9,0,9,92,10,2022-2023,bundesliga
karim bellarabi,leverkusen,"FW,MF",1990,8,1,85,0,0,0,0,4,4,11,2022-2023,bundesliga
jude bellingham,dortmund,MF,2003,31,30,2691,8,4,8,0,97,252,139,2022-2023,bundesliga
ramy bensebaini,gladbach,DF,1995,28,28,2481,6,1,7,1,40,101,98,2022-2023,bundesliga
mergim berisha,augsburg,FW,1998,23,20,1679,9,4,9,1,20,28,99,2022-2023,bundesliga
ermin bicakcic,hoffenheim,DF,1990,9,0,265,0,0,0,0,0,7,3,2022-2023,bundesliga
tom bischof,hoffenheim,"MF,FW",2005,11,3,315,0,0,0,0,8,16,12,2022-2023,bundesliga
leonardo bittencourt,werder bremen,"MF,DF",1993,25,22,1629,3,2,10,0,51,74,93,2022-2023,bundesliga
janis blaswich,rb leipzig,GK,1991,26,26,2340,0,0,0,0,0,1,0,2022-2023,bundesliga
daley blind,bayern munich,"DF,MF",1990,4,1,134,0,0,0,0,0,10,0,2022-2023,bundesliga
kevinprince boateng,hertha bsc,MF,1987,16,5,467,0,0,3,0,2,24,20,2022-2023,bundesliga
jeanpaul boetius,hertha bsc,MF,1994,21,10,1050,0,0,3,0,4,61,23,2022-2023,bundesliga
yvandro borges sanches,gladbach,"FW,MF",2004,3,0,28,0,0,0,0,1,0,5,2022-2023,bundesliga
sebastiaan bornauw,wolfsburg,DF,1999,26,23,1928,1,0,8,0,6,85,6,2022-2023,bundesliga
rafael borre,eint frankfurt,"MF,FW",1995,32,10,1078,2,2,5,0,26,34,102,2022-2023,bundesliga
julian brandt,dortmund,"MF,FW",1996,32,29,2397,9,8,2,0,67,119,218,2022-2023,bundesliga
fabian bredlow,stuttgart,GK,1995,15,15,1350,0,0,2,0,0,0,0,2022-2023,bundesliga
josip brekalo,wolfsburg,"MF,FW",1998,6,3,271,0,1,0,0,9,13,17,2022-2023,bundesliga
john brooks,hoffenheim,DF,1993,15,15,1350,0,0,4,0,2,40,1,2022-2023,bundesliga
moritz broschinski,bochum,"FW,MF",2000,11,0,213,2,0,1,0,7,3,17,2022-2023,bundesliga
cedric brunner,schalke,DF,1994,28,28,2315,0,0,5,0,32,77,27,2022-2023,bundesliga
jacob bruun larsen,hoffenheim,FW,1998,12,3,328,1,0,0,0,10,4,24,2022-2023,bundesliga
lee buchanan,werder bremen,"DF,FW",2001,21,2,472,1,0,2,0,10,21,20,2022-2023,bundesliga
marius bulter,schalke,"FW,MF",1993,33,30,2598,11,1,5,0,78,86,199,2022-2023,bundesliga
delano burgzorg,mainz,"FW,MF",1998,13,0,244,0,1,2,0,4,4,24,2022-2023,bundesliga
jonathan burkardt,mainz,"MF,FW",2000,11,7,533,1,2,2,0,9,14,46,2022-2023,bundesliga
oliver burke,werder bremen,"FW,MF",1997,15,1,268,2,0,0,0,11,7,36,2022-2023,bundesliga
aurelio buta,eint frankfurt,DF,1997,18,15,1318,3,2,3,0,45,47,118,2022-2023,bundesliga
anthony caci,mainz,DF,1997,31,23,2033,2,1,4,0,20,90,41,2022-2023,bundesliga
kerim calhanoglu,schalke,DF,2002,3,0,63,0,0,0,0,3,3,3,2022-2023,bundesliga
daniel caligiuri,augsburg,"DF,MF",1988,13,2,290,1,0,1,0,7,16,8,2022-2023,bundesliga
emre can,dortmund,MF,1994,27,20,1900,2,1,8,0,34,99,12,2022-2023,bundesliga
joao cancelo,bayern munich,"DF,FW",1994,15,11,1012,1,4,3,0,51,61,90,2022-2023,bundesliga
irvin cardona,augsburg,"MF,FW",1997,10,0,318,1,0,2,0,9,3,17,2022-2023,bundesliga
koen casteels,wolfsburg,GK,1992,34,34,3060,0,1,0,0,0,2,0,2022-2023,bundesliga
julian chabot,koln,DF,1998,21,21,1803,0,2,3,0,5,52,2,2022-2023,bundesliga
timothy chandler,eint frankfurt,DF,1990,6,0,86,0,0,0,0,2,7,6,2022-2023,bundesliga
fabio chiarodia,werder bremen,DF,2005,3,1,66,0,0,0,0,0,4,0,2022-2023,bundesliga
oliver christensen,hertha bsc,GK,1999,33,33,2970,0,0,2,0,0,2,0,2022-2023,bundesliga
darko churlinov,stuttgart,FW,2000,1,0,27,0,0,0,0,0,0,0,2022-2023,bundesliga
tolga cigerci,hertha bsc,MF,1992,11,10,672,0,1,2,0,3,32,2,2022-2023,bundesliga
david colina,augsburg,"DF,FW",2000,7,0,166,1,0,0,0,2,6,7,2022-2023,bundesliga
kingsley coman,bayern munich,"FW,MF",1996,24,16,1409,8,5,2,1,98,70,296,2022-2023,bundesliga
danny da costa,mainz,DF,1993,23,14,1236,0,2,0,0,32,62,74,2022-2023,bundesliga
soumaila coulibaly,dortmund,DF,2003,1,0,45,0,0,0,0,0,6,0,2022-2023,bundesliga
tanguy coulibaly,stuttgart,"FW,DF",2001,14,0,326,4,0,3,0,14,12,38,2022-2023,bundesliga
nicolas cozza,wolfsburg,DF,1999,5,0,100,0,0,0,0,2,4,2,2022-2023,bundesliga
moanes dabbur,hoffenheim,FW,1992,21,8,933,6,2,3,1,10,33,61,2022-2023,bundesliga
finn dahmen,mainz,GK,1998,8,8,720,0,0,0,0,0,0,0,2022-2023,bundesliga
mahmoud dahoud,dortmund,MF,1996,9,4,337,0,0,1,0,5,25,4,2022-2023,bundesliga
muhammed damar,hoffenheim,MF,2004,6,1,159,0,0,0,0,2,9,7,2022-2023,bundesliga
marton dardai,hertha bsc,"DF,MF",2002,17,11,947,1,0,2,0,2,21,0,2022-2023,bundesliga
vladimir darida,hertha bsc,MF,1990,3,0,31,0,0,0,0,1,0,1,2022-2023,bundesliga
alphonso davies,bayern munich,DF,2000,26,24,2042,1,4,0,0,117,133,158,2022-2023,bundesliga
thomas delaney,hoffenheim,MF,1991,6,4,298,0,0,0,0,0,14,3,2022-2023,bundesliga
kerem demirbay,leverkusen,MF,1993,25,17,1544,4,3,5,0,22,86,21,2022-2023,bundesliga
ermedin demirovic,augsburg,"FW,MF",1998,30,30,2366,8,4,7,1,26,48,120,2022-2023,bundesliga
sepp van den berg,schalke,DF,2001,9,8,696,1,0,2,0,1,12,3,2022-2023,bundesliga
moussa diaby,leverkusen,"FW,MF",1999,33,33,2699,9,8,4,0,125,104,258,2022-2023,bundesliga
abdou diallo,rb leipzig,"DF,MF",1996,8,5,478,1,0,2,0,11,24,3,2022-2023,bundesliga
justin diehl,koln,"MF,FW",2004,2,0,17,0,0,0,0,0,0,1,2022-2023,bundesliga
florian dietz,koln,FW,1998,11,4,395,1,0,1,0,8,5,22,2022-2023,bundesliga
junior dina ebimbe,eint frankfurt,"DF,MF",2000,19,10,1063,3,1,4,0,38,45,42,2022-2023,bundesliga
eren dinkci,werder bremen,"FW,MF",2001,17,0,231,0,0,0,0,5,6,24,2022-2023,bundesliga
ritsu doan,freiburg,"MF,FW",1998,33,30,2424,5,4,3,0,83,69,167,2022-2023,bundesliga
danilho doekhi,union berlin,DF,1998,25,25,2216,5,1,0,0,15,73,21,2022-2023,bundesliga
kasper dolberg,hoffenheim,"FW,MF",1997,13,4,402,1,0,0,0,4,4,20,2022-2023,bundesliga
niklas dorsch,augsburg,MF,1998,11,5,483,0,0,1,0,2,14,0,2022-2023,bundesliga
dion drena beljo,augsburg,FW,2002,18,16,1128,3,2,2,0,14,15,42,2022-2023,bundesliga
dominick drexler,schalke,"MF,FW",1990,27,16,1366,4,3,3,1,17,52,69,2022-2023,bundesliga
marvin ducksch,werder bremen,FW,1994,34,34,2852,12,6,4,0,31,58,215,2022-2023,bundesliga
ondrej duda,koln,MF,1994,13,9,689,0,0,4,0,12,40,33,2022-2023,bundesliga
julien duranville,dortmund,MF,2006,1,0,29,0,0,0,0,4,1,4,2022-2023,bundesliga
maximilian eggestein,freiburg,MF,1996,31,27,2451,1,2,6,0,20,93,46,2022-2023,bundesliga
lilian egloff,stuttgart,"MF,FW",2002,10,2,241,0,0,1,0,8,7,22,2022-2023,bundesliga
kingsley ehizibue,koln,DF,1995,1,1,61,0,0,0,0,1,2,3,2022-2023,bundesliga
julian eitschberger,hertha bsc,FW,2004,1,0,1,0,0,0,0,0,0,0,2022-2023,bundesliga
chidera ejuke,hertha bsc,"FW,MF",1998,20,9,890,0,3,0,0,38,39,67,2022-2023,bundesliga
nico elvedi,gladbach,DF,1996,32,32,2826,3,0,2,0,20,83,5,2022-2023,bundesliga
wataru endo,stuttgart,MF,1993,33,33,2922,5,4,3,0,32,171,67,2022-2023,bundesliga
arne engels,augsburg,MF,2003,18,18,1440,0,3,5,0,9,57,25,2022-2023,bundesliga
tjark ernst,hertha bsc,GK,2003,1,1,90,0,0,0,0,0,0,0,2022-2023,bundesliga
kimberly ezekwem,freiburg,DF,2001,1,0,8,0,0,0,0,0,0,2,2022-2023,bundesliga
ralf fahrmann,schalke,GK,1988,12,12,1025,0,0,0,0,0,0,0,2022-2023,bundesliga
ohis felix uduokhai,augsburg,DF,1997,19,16,1450,0,1,3,1,12,52,5,2022-2023,bundesliga
edimilson fernandes,mainz,DF,1996,32,28,2437,0,3,4,0,15,67,23,2022-2023,bundesliga
kilian fischer,wolfsburg,"DF,FW",2000,10,5,502,0,0,2,0,6,23,21,2022-2023,bundesliga
mark flekken,freiburg,GK,1993,34,34,3060,0,0,0,0,0,0,0,2022-2023,bundesliga
florian flick,schalke,MF,2000,8,5,512,0,0,1,0,2,12,2,2022-2023,bundesliga
emil forsberg,rb leipzig,"MF,FW",1991,30,16,1482,6,4,2,0,20,67,77,2022-2023,bundesliga
philipp forster,bochum,MF,1995,25,15,1309,3,7,4,0,19,63,47,2022-2023,bundesliga
timothy fosumensah,leverkusen,DF,1998,11,1,191,0,0,1,0,3,7,8,2022-2023,bundesliga
raphael framberger,augsburg,"DF,FW",1995,3,2,176,0,0,0,0,0,3,3,2022-2023,bundesliga
bartol franjic,wolfsburg,MF,2000,5,3,227,0,1,0,0,3,4,1,2022-2023,bundesliga
oscar fraulo,gladbach,"FW,MF",2003,2,0,8,0,0,0,0,0,0,0,2022-2023,bundesliga
michael frey,schalke,FW,1994,15,10,868,0,3,2,0,10,22,65,2022-2023,bundesliga
marco friedl,werder bremen,DF,1998,30,30,2594,0,0,8,1,14,115,11,2022-2023,bundesliga
marvin friedrich,gladbach,DF,1995,23,13,1248,1,0,2,0,3,35,6,2022-2023,bundesliga
jeremie frimpong,leverkusen,"DF,MF",2000,34,32,2708,8,7,4,0,155,62,250,2022-2023,bundesliga
chris fuhrich,stuttgart,"FW,MF",1998,33,21,1884,5,2,2,0,93,83,142,2022-2023,bundesliga
angelo fulgini,mainz,MF,1996,16,5,525,0,1,1,0,3,29,43,2022-2023,bundesliga
niclas fullkrug,werder bremen,FW,1993,28,28,2477,16,5,4,0,41,90,200,2022-2023,bundesliga
cristian gamboa,bochum,DF,1989,19,17,1477,0,0,2,0,10,56,21,2022-2023,bundesliga
silvere ganvoula mboussy,bochum,"FW,MF",1996,16,0,247,0,0,1,0,5,12,19,2022-2023,bundesliga
dario gebuhr,eint frankfurt,DF,2003,1,0,21,0,0,0,0,0,0,0,2022-2023,bundesliga
dennis geiger,hoffenheim,MF,1998,27,27,1952,1,3,9,0,21,99,22,2022-2023,bundesliga
yannick gerhardt,wolfsburg,MF,1994,29,22,1866,6,4,3,0,12,82,88,2022-2023,bundesliga
niko gieelmann,union berlin,DF,1991,26,14,1302,0,2,4,0,14,50,50,2022-2023,bundesliga
rafa gikiewicz,augsburg,GK,1987,23,23,2070,0,0,3,0,0,0,0,2022-2023,bundesliga
matthias ginter,freiburg,DF,1994,34,34,3060,4,1,3,0,23,122,11,2022-2023,bundesliga
jamie gittens,dortmund,"FW,MF",2004,15,4,533,3,1,1,0,24,9,38,2022-2023,bundesliga
serge gnabry,bayern munich,"FW,MF",1995,34,22,1941,14,5,0,0,74,82,217,2022-2023,bundesliga
jacek goralski,bochum,MF,1992,4,2,146,0,0,0,0,1,3,0,2022-2023,bundesliga
leon goretzka,bayern munich,MF,1995,27,22,1728,3,2,5,0,42,114,62,2022-2023,bundesliga
mario gotze,eint frankfurt,MF,1992,32,32,2740,3,1,6,0,57,149,212,2022-2023,bundesliga
jeffrey gouweleeuw,augsburg,DF,1991,32,32,2795,0,1,12,0,18,80,10,2022-2023,bundesliga
ryan gravenberch,bayern munich,MF,2002,24,3,576,0,0,1,0,11,44,31,2022-2023,bundesliga
michael gregoritsch,freiburg,FW,1994,30,27,2150,10,4,6,0,22,57,124,2022-2023,bundesliga
leo greiml,schalke,DF,2001,7,3,358,0,0,2,0,4,10,1,2022-2023,bundesliga
vincenzo grifo,freiburg,"MF,FW",1993,33,30,2408,15,5,2,0,65,128,124,2022-2023,bundesliga
lennart grill,union berlin,GK,1999,5,5,450,0,0,0,0,0,0,0,2022-2023,bundesliga
christian gro,werder bremen,MF,1989,26,23,1886,1,1,4,0,22,67,17,2022-2023,bundesliga
brajan gruda,mainz,MF,2004,2,0,4,0,0,0,0,0,0,0,2022-2023,bundesliga
ilia gruev,werder bremen,MF,2000,31,18,1584,0,0,2,0,26,61,12,2022-2023,bundesliga
carlos gruezo,augsburg,MF,1995,13,12,961,0,0,5,0,2,29,5,2022-2023,bundesliga
raphael guerreiro,dortmund,"DF,MF",1993,27,26,2290,4,12,4,0,85,191,163,2022-2023,bundesliga
josuha guilavogui,wolfsburg,"DF,MF",1990,23,11,1180,1,0,4,0,4,64,6,2022-2023,bundesliga
serhou guirassy,stuttgart,FW,1996,22,20,1646,11,0,4,1,20,30,97,2022-2023,bundesliga
peter gulacsi,rb leipzig,GK,1990,6,6,540,0,0,0,0,0,0,0,2022-2023,bundesliga
manuel gulde,freiburg,DF,1991,15,8,643,1,0,2,0,6,23,5,2022-2023,bundesliga
robert gumny,augsburg,DF,1998,29,23,2015,1,2,5,1,23,56,59,2022-2023,bundesliga
christian gunter,freiburg,"DF,MF",1993,33,31,2748,1,4,5,0,43,77,128,2022-2023,bundesliga
josko gvardiol,rb leipzig,DF,2002,30,24,2170,1,0,2,0,27,116,4,2022-2023,bundesliga
janik haberer,union berlin,MF,1994,32,30,2187,5,1,1,0,21,78,84,2022-2023,bundesliga
alexander hack,mainz,DF,1993,19,14,1132,0,0,2,1,1,52,0,2022-2023,bundesliga
andre hahn,augsburg,"FW,MF",1990,7,4,391,2,0,1,0,3,8,10,2022-2023,bundesliga
amadou haidara,rb leipzig,MF,1998,31,15,1430,2,1,7,0,10,85,8,2022-2023,bundesliga
sebastien haller,dortmund,FW,1994,19,15,1225,9,3,1,0,11,22,65,2022-2023,bundesliga
marcel halstenberg,rb leipzig,DF,1991,31,17,1557,1,1,2,0,22,59,66,2022-2023,bundesliga
andreas hancheolsen,mainz,DF,1997,17,17,1497,1,3,5,0,6,43,10,2022-2023,bundesliga
genki haraguchi,stuttgart,MF,1991,11,9,748,0,2,1,0,16,30,28,2022-2023,bundesliga
genki haraguchi,union berlin,MF,1991,11,6,498,0,0,0,0,6,17,18,2022-2023,bundesliga
makoto hasebe,eint frankfurt,DF,1984,18,15,1306,0,0,1,0,9,57,2,2022-2023,bundesliga
thorgan hazard,dortmund,"FW,DF",1993,14,2,464,0,0,1,0,21,28,50,2022-2023,bundesliga
jonas hector,koln,DF,1990,32,32,2824,0,2,3,0,54,129,122,2022-2023,bundesliga
dominique heintz,bochum,DF,1993,11,8,795,0,0,1,0,3,21,2,2022-2023,bundesliga
benjamin henrichs,rb leipzig,"DF,MF",1997,30,23,2188,2,2,8,0,48,109,149,2022-2023,bundesliga
lucas hernandez,bayern munich,DF,1996,7,6,476,0,0,1,0,3,34,4,2022-2023,bundesliga
patrick herrmann,gladbach,"FW,MF",1991,21,0,164,1,0,2,0,7,6,19,2022-2023,bundesliga
piero hincapie,leverkusen,"DF,MF",2002,30,27,2457,1,1,13,3,46,83,42,2022-2023,bundesliga
adam hlozek,leverkusen,"FW,MF",2002,29,16,1286,5,3,2,0,22,32,70,2022-2023,bundesliga
nicolas hofler,freiburg,MF,1990,32,32,2816,0,1,9,1,12,110,10,2022-2023,bundesliga
jonas hofmann,gladbach,"FW,MF",1992,31,30,2680,12,9,2,0,73,119,197,2022-2023,bundesliga
philipp hofmann,bochum,FW,1993,34,31,2631,8,2,5,0,7,71,117,2022-2023,bundesliga
lucas holer,freiburg,"FW,MF",1994,26,16,1503,5,2,1,0,19,33,87,2022-2023,bundesliga
gerrit holtmann,bochum,"FW,MF",1995,23,8,945,1,1,0,0,37,8,83,2022-2023,bundesliga
jannes horn,bochum,"DF,FW",1997,2,1,59,0,0,1,0,0,0,0,2022-2023,bundesliga
lukas hradecky,leverkusen,GK,1989,33,33,2969,0,0,0,1,0,0,0,2022-2023,bundesliga
timo hubers,koln,DF,1996,29,28,2559,3,0,8,0,10,84,2,2022-2023,bundesliga
callum hudsonodoi,leverkusen,"FW,MF",2000,14,7,605,0,1,0,0,30,31,44,2022-2023,bundesliga
mats hummels,dortmund,DF,1988,30,24,2018,1,0,4,0,21,114,6,2022-2023,bundesliga
denis huseinbasic,koln,"MF,FW",2001,24,7,791,4,1,3,0,12,34,45,2022-2023,bundesliga
iago,augsburg,"DF,MF",1997,22,19,1600,0,2,6,1,27,53,49,2022-2023,bundesliga
arijon ibrahimovic,bayern munich,MF,2005,1,0,14,0,0,0,0,0,0,2,2022-2023,bundesliga
marcus ingvartsen,mainz,"FW,MF",1996,28,16,1314,10,0,2,0,16,30,81,2022-2023,bundesliga
ko itakura,gladbach,DF,1997,24,22,1981,0,2,1,2,19,59,4,2022-2023,bundesliga
hiroki ito,stuttgart,DF,1999,30,29,2561,1,1,5,0,29,158,29,2022-2023,bundesliga
andreas ivan,schalke,MF,1995,1,0,46,0,0,0,0,0,2,1,2022-2023,bundesliga
lee jaesung,mainz,MF,1992,34,24,1894,7,5,2,0,29,69,103,2022-2023,bundesliga
paul jaeckel,union berlin,DF,1998,16,13,1196,1,0,4,1,6,41,8,2022-2023,bundesliga
kristijan jakic,eint frankfurt,"DF,MF",1997,24,17,1460,1,0,4,0,16,59,19,2022-2023,bundesliga
saidy janko,bochum,DF,1995,20,12,1134,0,0,1,0,23,29,27,2022-2023,bundesliga
tony jantschke,gladbach,"DF,MF",1990,8,1,99,0,0,0,0,0,2,1,2022-2023,bundesliga
fredrik jensen,augsburg,"FW,MF",1997,20,8,924,2,1,1,0,3,24,62,2022-2023,bundesliga
moritz jenz,schalke,DF,1999,11,11,945,0,0,5,0,6,18,1,2022-2023,bundesliga
stevan jovetic,hertha bsc,"FW,MF",1989,17,8,892,4,2,0,0,14,40,44,2022-2023,bundesliga
anthony jung,werder bremen,"DF,FW",1991,34,32,2617,2,5,2,0,28,73,109,2022-2023,bundesliga
josip juranovic,union berlin,DF,1995,12,10,935,2,1,0,0,11,27,33,2022-2023,bundesliga
ozan kabak,hoffenheim,DF,2000,30,28,2388,2,2,12,2,23,76,13,2022-2023,bundesliga
pavel kaderabek,hoffenheim,DF,1992,26,17,1665,1,1,1,0,30,61,114,2022-2023,bundesliga
florian kainz,koln,"MF,FW",1992,32,31,2344,6,10,6,1,64,159,147,2022-2023,bundesliga
sasa kalajdzic,stuttgart,FW,1997,3,3,233,0,3,1,0,0,4,13,2022-2023,bundesliga
daichi kamada,eint frankfurt,MF,1996,32,25,2265,9,6,3,0,47,160,105,2022-2023,bundesliga
jakub kaminski,wolfsburg,"FW,DF",2002,31,25,2058,4,2,0,0,47,78,171,2022-2023,bundesliga
marcin kaminski,schalke,DF,1992,8,7,632,2,0,0,0,2,25,3,2022-2023,bundesliga
kevin kampl,rb leipzig,MF,1990,30,16,1372,2,2,8,0,23,80,15,2022-2023,bundesliga
wilfried kanga,hertha bsc,FW,1998,23,15,1417,2,0,3,0,11,12,72,2022-2023,bundesliga
kenan karaman,schalke,FW,1994,21,10,976,1,2,2,0,23,18,55,2022-2023,bundesliga
atakan karazor,stuttgart,MF,1996,29,22,1962,0,1,10,0,5,79,12,2022-2023,bundesliga
thomas kastanaras,stuttgart,"FW,DF",2003,4,1,72,0,0,0,0,1,2,6,2022-2023,bundesliga
silas katompa,stuttgart,"FW,MF",1998,30,23,1992,5,2,4,0,71,40,165,2022-2023,bundesliga
yannik keitel,freiburg,MF,2000,22,8,682,0,2,4,0,12,26,16,2022-2023,bundesliga
marcoliver kempf,hertha bsc,DF,1995,31,31,2709,1,0,5,0,11,81,1,2022-2023,bundesliga
jonjoe kenny,hertha bsc,DF,1997,29,25,2244,0,1,3,0,30,98,59,2022-2023,bundesliga
rani khedira,union berlin,MF,1994,33,33,2882,2,0,8,0,14,69,26,2022-2023,bundesliga
luca kilian,koln,DF,1999,16,13,1123,1,0,5,2,14,53,4,2022-2023,bundesliga
joshua kimmich,bayern munich,MF,1995,33,32,2809,5,6,6,1,42,315,56,2022-2023,bundesliga
pascal klemens,hertha bsc,DF,2005,1,1,90,0,0,0,0,0,1,0,2022-2023,bundesliga
lukas klostermann,rb leipzig,DF,1996,15,10,907,0,0,0,0,5,40,12,2022-2023,bundesliga
ansgar knauff,eint frankfurt,DF,2002,24,14,1286,1,1,1,0,47,40,74,2022-2023,bundesliga
robin knoche,union berlin,DF,1992,32,32,2873,2,3,4,0,12,98,6,2022-2023,bundesliga
gregor kobel,dortmund,GK,1997,27,27,2430,0,0,0,0,0,0,0,2022-2023,bundesliga
dominik kohr,mainz,MF,1994,30,27,2292,3,0,11,0,17,144,39,2022-2023,bundesliga
randal kolo muani,eint frankfurt,FW,1998,32,31,2631,15,11,6,1,97,61,240,2022-2023,bundesliga
timothee kolodziejczak,schalke,DF,1991,1,0,25,0,0,0,0,0,0,0,2022-2023,bundesliga
manu kone,gladbach,MF,2001,30,30,2608,1,1,12,0,59,166,55,2022-2023,bundesliga
odilon kossounou,leverkusen,DF,2001,24,17,1523,0,1,3,0,26,77,16,2022-2023,bundesliga
filip kostic,eint frankfurt,"DF,MF",1992,1,1,74,0,0,1,0,3,4,3,2022-2023,bundesliga
tomas koubek,augsburg,GK,1992,11,11,990,0,0,0,0,0,0,0,2022-2023,bundesliga
soichiro kozuki,schalke,"FW,MF",2000,5,5,379,1,0,1,0,15,10,37,2022-2023,bundesliga
alex kral,schalke,MF,1998,29,26,2357,0,0,3,0,41,100,70,2022-2023,bundesliga
andrej kramaric,hoffenheim,"MF,FW",1991,32,26,2386,12,4,3,0,49,100,191,2022-2023,bundesliga
christoph kramer,gladbach,MF,1991,29,27,2222,0,0,4,0,26,79,60,2022-2023,bundesliga
tom krau,schalke,MF,2001,32,31,2514,2,0,8,0,35,86,38,2022-2023,bundesliga
max kruse,wolfsburg,"MF,FW",1988,5,2,272,0,0,0,0,4,7,30,2022-2023,bundesliga
lukas kubler,freiburg,DF,1992,22,19,1639,2,1,1,0,11,57,50,2022-2023,bundesliga
pierre kunde,bochum,"MF,FW",1995,12,3,377,1,0,0,0,6,16,1,2022-2023,bundesliga
alou kuol,stuttgart,FW,2000,1,0,5,0,0,0,0,0,0,0,2022-2023,bundesliga
daniel kyereh,freiburg,"MF,FW",1996,12,7,559,2,0,2,0,5,11,24,2022-2023,bundesliga
maxence lacroix,wolfsburg,DF,2000,24,18,1627,1,0,1,0,15,83,4,2022-2023,bundesliga
aissa laidouni,union berlin,MF,1996,14,11,871,2,0,4,0,10,40,25,2022-2023,bundesliga
