Player,Pos,Squad,Height,Value,Season,Competition
kylian mbappe,Centre-Forward,Paris Saint-Germain,1.78,180000000.0,2023-2024,ligue-1
goncalo ramos,Centre-Forward,Paris Saint-Germain,1.85,50000000.0,2023-2024,ligue-1
randal kolo muani,Centre-Forward,Paris Saint-Germain,1.87,45000000.0,2023-2024,ligue-1
hugo ekitike,Centre-Forward,Paris Saint-Germain,1.9,20000000.0,2023-2024,ligue-1
radoslaw majecki,Goalkeeper,AS Monaco,1.93,5000000.0,2023-2024,ligue-1
philipp kohn,Goalkeeper,AS Monaco,1.9,5000000.0,2023-2024,ligue-1
yann lienard,Goalkeeper,AS Monaco,1.94,200000.0,2023-2024,ligue-1
wilfried singo,Centre-Back,AS Monaco,1.9,25000000.0,2023-2024,ligue-1
mohammed salisu,Centre-Back,AS Monaco,1.88,15000000.0,2023-2024,ligue-1
guillermo maripan,Centre-Back,AS Monaco,1.93,10000000.0,2023-2024,ligue-1
thilo kehrer,Centre-Back,AS Monaco,1.86,10000000.0,2023-2024,ligue-1
chrislain matsima,Centre-Back,AS Monaco,1.93,7000000.0,2023-2024,ligue-1
ritchy valme,Centre-Back,AS Monaco,,200000.0,2023-2024,ligue-1
caio henrique,Left-Back,AS Monaco,1.78,20000000.0,2023-2024,ligue-1
ismail jakobs,Left-Back,AS Monaco,1.84,8000000.0,2023-2024,ligue-1
kassoum ouattara,Left-Back,AS Monaco,1.76,8000000.0,2023-2024,ligue-1
antonin cartillier,Left-Back,AS Monaco,1.76,200000.0,2023-2024,ligue-1
vanderson,Right-Back,AS Monaco,1.73,20000000.0,2023-2024,ligue-1
ruben aguilar,Right-Back,AS Monaco,1.72,5000000.0,2023-2024,ligue-1
nazim babai,Right-Back,AS Monaco,1.71,100000.0,2023-2024,ligue-1
aurelien platret,Right-Back,AS Monaco,1.77,100000.0,2023-2024,ligue-1
youssouf fofana,Defensive Midfield,AS Monaco,1.85,30000000.0,2023-2024,ligue-1
denis zakaria,Defensive Midfield,AS Monaco,1.9,25000000.0,2023-2024,ligue-1
mohamed camara,Defensive Midfield,AS Monaco,1.73,20000000.0,2023-2024,ligue-1
soungoutou magassa,Defensive Midfield,AS Monaco,1.9,8000000.0,2023-2024,ligue-1
eliot matazo,Central Midfield,AS Monaco,1.7,5000000.0,2023-2024,ligue-1
edan diop,Central Midfield,AS Monaco,1.85,2000000.0,2023-2024,ligue-1
mamadou coulibaly,Central Midfield,AS Monaco,,300000.0,2023-2024,ligue-1
mayssam benama,Central Midfield,AS Monaco,1.77,150000.0,2023-2024,ligue-1
aleksandr golovin,Attacking Midfield,AS Monaco,1.78,30000000.0,2023-2024,ligue-1
felix lemarechal,Attacking Midfield,AS Monaco,1.8,5000000.0,2023-2024,ligue-1
kevin volland,Attacking Midfield,AS Monaco,1.79,4000000.0,2023-2024,ligue-1
saimon bouabre,Attacking Midfield,AS Monaco,1.74,200000.0,2023-2024,ligue-1
takumi minamino,Left Winger,AS Monaco,1.72,20000000.0,2023-2024,ligue-1
eliesse ben seghir,Left Winger,AS Monaco,1.78,15000000.0,2023-2024,ligue-1
lucas michal,Left Winger,AS Monaco,,100000.0,2023-2024,ligue-1
maghnes akliouche,Right Winger,AS Monaco,1.83,25000000.0,2023-2024,ligue-1
krepin diatta,Right Winger,AS Monaco,1.75,12000000.0,2023-2024,ligue-1
gelson martins,Right Winger,AS Monaco,1.73,2500000.0,2023-2024,ligue-1
malamine efekele,Right Winger,AS Monaco,1.8,500000.0,2023-2024,ligue-1
folarin balogun,Centre-Forward,AS Monaco,1.78,30000000.0,2023-2024,ligue-1
breel embolo,Centre-Forward,AS Monaco,1.87,12000000.0,2023-2024,ligue-1
wissam ben yedder,Centre-Forward,AS Monaco,1.7,8000000.0,2023-2024,ligue-1
myron boadu,Centre-Forward,AS Monaco,1.81,5000000.0,2023-2024,ligue-1
gauthier gallon,Goalkeeper,Stade Rennais FC,1.87,1200000.0,2023-2024,ligue-1
steve mandanda,Goalkeeper,Stade Rennais FC,1.87,800000.0,2023-2024,ligue-1
geoffrey lembet,Goalkeeper,Stade Rennais FC,1.86,150000.0,2023-2024,ligue-1
yann batola,Goalkeeper,Stade Rennais FC,,,2023-2024,ligue-1
arthur theate,Centre-Back,Stade Rennais FC,1.85,20000000.0,2023-2024,ligue-1
jeanuel belocian,Centre-Back,Stade Rennais FC,1.86,10000000.0,2023-2024,ligue-1
alidu seidu,Centre-Back,Stade Rennais FC,1.73,9000000.0,2023-2024,ligue-1
warmed omari,Centre-Back,Stade Rennais FC,1.88,8000000.0,2023-2024,ligue-1
christopher wooh,Centre-Back,Stade Rennais FC,1.91,6000000.0,2023-2024,ligue-1
mohamed jaouab,Centre-Back,Stade Rennais FC,1.9,600000.0,2023-2024,ligue-1
jeremy jacquet,Centre-Back,Stade Rennais FC,1.9,500000.0,2023-2024,ligue-1
adrien truffert,Left-Back,Stade Rennais FC,1.76,18000000.0,2023-2024,ligue-1
birger meling,Left-Back,Stade Rennais FC,1.73,3500000.0,2023-2024,ligue-1
mahamadou nagida,Left-Back,Stade Rennais FC,1.76,500000.0,2023-2024,ligue-1
lorenz assignon,Right-Back,Stade Rennais FC,1.81,10000000.0,2023-2024,ligue-1
guela doue,Right-Back,Stade Rennais FC,1.87,7000000.0,2023-2024,ligue-1
rayan bamba,Right-Back,Stade Rennais FC,1.85,,2023-2024,ligue-1
azor matusiwa,Defensive Midfield,Stade Rennais FC,1.73,12000000.0,2023-2024,ligue-1
baptiste santamaria,Defensive Midfield,Stade Rennais FC,1.83,10000000.0,2023-2024,ligue-1
nemanja matic,Defensive Midfield,Stade Rennais FC,1.94,3000000.0,2023-2024,ligue-1
benjamin bourigeaud,Central Midfield,Stade Rennais FC,1.78,18000000.0,2023-2024,ligue-1
enzo le fee,Central Midfield,Stade Rennais FC,1.73,18000000.0,2023-2024,ligue-1
flavien tait,Central Midfield,Stade Rennais FC,1.76,2000000.0,2023-2024,ligue-1
djaoui cisse,Central Midfield,Stade Rennais FC,1.88,100000.0,2023-2024,ligue-1
lovro majer,Attacking Midfield,Stade Rennais FC,1.78,20000000.0,2023-2024,ligue-1
jeremy doku,Left Winger,Stade Rennais FC,1.73,65000000.0,2023-2024,ligue-1
martin terrier,Left Winger,Stade Rennais FC,1.84,20000000.0,2023-2024,ligue-1
ibrahim salah,Left Winger,Stade Rennais FC,1.86,4000000.0,2023-2024,ligue-1
desire doue,Right Winger,Stade Rennais FC,1.81,30000000.0,2023-2024,ligue-1
ludovic blas,Right Winger,Stade Rennais FC,1.8,15000000.0,2023-2024,ligue-1
fabian rieder,Right Winger,Stade Rennais FC,1.79,8000000.0,2023-2024,ligue-1
amine gouiri,Centre-Forward,Stade Rennais FC,1.81,25000000.0,2023-2024,ligue-1
arnaud kalimuendo,Centre-Forward,Stade Rennais FC,1.75,20000000.0,2023-2024,ligue-1
matthis abline,Centre-Forward,Stade Rennais FC,1.82,6000000.0,2023-2024,ligue-1
bertug yldrm,Centre-Forward,Stade Rennais FC,1.91,3500000.0,2023-2024,ligue-1
mathis lambourde,Centre-Forward,Stade Rennais FC,1.79,500000.0,2023-2024,ligue-1
lucas chevalier,Goalkeeper,LOSC Lille,1.89,25000000.0,2023-2024,ligue-1
lisandru olmeta,Goalkeeper,LOSC Lille,1.9,200000.0,2023-2024,ligue-1
vito mannone,Goalkeeper,LOSC Lille,1.88,200000.0,2023-2024,ligue-1
adam jakubech,Goalkeeper,LOSC Lille,1.88,200000.0,2023-2024,ligue-1
tom negrel,Goalkeeper,LOSC Lille,1.92,,2023-2024,ligue-1
mohamedamine ezzarhouni,Goalkeeper,LOSC Lille,1.93,,2023-2024,ligue-1
leny yoro,Centre-Back,LOSC Lille,1.9,50000000.0,2023-2024,ligue-1
bafode diakite,Centre-Back,LOSC Lille,1.84,18000000.0,2023-2024,ligue-1
tiago djalo,Centre-Back,LOSC Lille,1.9,12000000.0,2023-2024,ligue-1
alexsandro,Centre-Back,LOSC Lille,1.91,8000000.0,2023-2024,ligue-1
samuel umtiti,Centre-Back,LOSC Lille,1.82,2500000.0,2023-2024,ligue-1
rafael fernandes,Centre-Back,LOSC Lille,1.91,1500000.0,2023-2024,ligue-1
ousmane toure,Centre-Back,LOSC Lille,1.87,50000.0,2023-2024,ligue-1
gabriel gudmundsson,Left-Back,LOSC Lille,1.8,5000000.0,2023-2024,ligue-1
ismaily,Left-Back,LOSC Lille,1.77,1800000.0,2023-2024,ligue-1
vincent burlet,Left-Back,LOSC Lille,1.8,,2023-2024,ligue-1
tiago santos,Right-Back,LOSC Lille,1.75,15000000.0,2023-2024,ligue-1
akim zedadka,Right-Back,LOSC Lille,1.74,2000000.0,2023-2024,ligue-1
carlos baleba,Defensive Midfield,LOSC Lille,1.79,22000000.0,2023-2024,ligue-1
nabil bentaleb,Defensive Midfield,LOSC Lille,1.87,10000000.0,2023-2024,ligue-1
benjamin andre,Defensive Midfield,LOSC Lille,1.8,8000000.0,2023-2024,ligue-1
ignacio miramon,Defensive Midfield,LOSC Lille,1.73,2500000.0,2023-2024,ligue-1
lilian baret,Defensive Midfield,LOSC Lille,,,2023-2024,ligue-1
ayyoub bouaddi,Central Midfield,LOSC Lille,1.86,6000000.0,2023-2024,ligue-1
angel gomes,Attacking Midfield,LOSC Lille,1.68,25000000.0,2023-2024,ligue-1
yusuf yazc,Attacking Midfield,LOSC Lille,1.83,10000000.0,2023-2024,ligue-1
hakon arnar haraldsson,Attacking Midfield,LOSC Lille,1.78,9000000.0,2023-2024,ligue-1
remy cabella,Attacking Midfield,LOSC Lille,1.72,3500000.0,2023-2024,ligue-1
adame faiz,Attacking Midfield,LOSC Lille,1.76,,2023-2024,ligue-1
alan virginius,Left Winger,LOSC Lille,1.8,3500000.0,2023-2024,ligue-1
tiago morais,Left Winger,LOSC Lille,1.68,3000000.0,2023-2024,ligue-1
ivan cavaleiro,Left Winger,LOSC Lille,1.75,2000000.0,2023-2024,ligue-1
aaron malouda,Left Winger,LOSC Lille,1.83,150000.0,2023-2024,ligue-1
joffrey bazie,Left Winger,LOSC Lille,1.79,100000.0,2023-2024,ligue-1
edon zhegrova,Right Winger,LOSC Lille,1.8,25000000.0,2023-2024,ligue-1
adam ounas,Right Winger,LOSC Lille,1.72,4000000.0,2023-2024,ligue-1
ichem ferrah,Right Winger,LOSC Lille,1.71,100000.0,2023-2024,ligue-1
jonathan david,Centre-Forward,LOSC Lille,1.78,50000000.0,2023-2024,ligue-1
andrej ilic,Centre-Forward,LOSC Lille,1.89,3000000.0,2023-2024,ligue-1
amine messoussa,Centre-Forward,LOSC Lille,1.8,400000.0,2023-2024,ligue-1
trevis dago,Centre-Forward,LOSC Lille,1.83,200000.0,2023-2024,ligue-1
pau lopez,Goalkeeper,Olympique Marseille,1.89,10000000.0,2023-2024,ligue-1
ruben blanco,Goalkeeper,Olympique Marseille,1.88,2000000.0,2023-2024,ligue-1
simon ngapandouetnbu,Goalkeeper,Olympique Marseille,1.86,300000.0,2023-2024,ligue-1
jelle van neck,Goalkeeper,Olympique Marseille,1.91,100000.0,2023-2024,ligue-1
leonardo balerdi,Centre-Back,Olympique Marseille,1.87,20000000.0,2023-2024,ligue-1
chancel mbemba,Centre-Back,Olympique Marseille,1.82,15000000.0,2023-2024,ligue-1
samuel gigot,Centre-Back,Olympique Marseille,1.87,9000000.0,2023-2024,ligue-1
isaak toure,Centre-Back,Olympique Marseille,2.06,7000000.0,2023-2024,ligue-1
bamo meite,Centre-Back,Olympique Marseille,1.84,6000000.0,2023-2024,ligue-1
roggerio nyakossi,Centre-Back,Olympique Marseille,1.94,100000.0,2023-2024,ligue-1
yakine said mmadi,Centre-Back,Olympique Marseille,1.84,100000.0,2023-2024,ligue-1
stephane sparagna,Centre-Back,Olympique Marseille,1.87,50000.0,2023-2024,ligue-1
renan lodi,Left-Back,Olympique Marseille,1.73,18000000.0,2023-2024,ligue-1
quentin merlin,Left-Back,Olympique Marseille,1.74,10000000.0,2023-2024,ligue-1
ulisses garcia,Left-Back,Olympique Marseille,1.82,4000000.0,2023-2024,ligue-1
emran soglo,Left-Back,Olympique Marseille,1.78,1000000.0,2023-2024,ligue-1
jonathan clauss,Right-Back,Olympique Marseille,1.78,12000000.0,2023-2024,ligue-1
amir murillo,Right-Back,Olympique Marseille,1.84,4000000.0,2023-2024,ligue-1
amay caprice,Right-Back,Olympique Marseille,1.75,100000.0,2023-2024,ligue-1
leo jousselin,Right-Back,Olympique Marseille,,,2023-2024,ligue-1
brice negouai,Right-Back,Olympique Marseille,1.85,,2023-2024,ligue-1
geoffrey kondogbia,Defensive Midfield,Olympique Marseille,1.88,12000000.0,2023-2024,ligue-1
pape gueye,Defensive Midfield,Olympique Marseille,1.89,6000000.0,2023-2024,ligue-1
jean onana,Defensive Midfield,Olympique Marseille,1.89,4000000.0,2023-2024,ligue-1
raimane daou,Defensive Midfield,Olympique Marseille,1.82,150000.0,2023-2024,ligue-1
noam mayokatika,Defensive Midfield,Olympique Marseille,1.84,50000.0,2023-2024,ligue-1
matteo guendouzi,Central Midfield,Olympique Marseille,1.85,25000000.0,2023-2024,ligue-1
jordan veretout,Central Midfield,Olympique Marseille,1.77,15000000.0,2023-2024,ligue-1
azzedine ounahi,Central Midfield,Olympique Marseille,1.82,12000000.0,2023-2024,ligue-1
valentin rongier,Central Midfield,Olympique Marseille,1.73,12000000.0,2023-2024,ligue-1
bilal nadir,Central Midfield,Olympique Marseille,1.79,500000.0,2023-2024,ligue-1
paolo sciortino,Central Midfield,Olympique Marseille,1.77,100000.0,2023-2024,ligue-1
gael lafont,Central Midfield,Olympique Marseille,1.8,,2023-2024,ligue-1
luis henrique,Right Midfield,Olympique Marseille,1.81,8000000.0,2023-2024,ligue-1
amine harit,Attacking Midfield,Olympique Marseille,1.8,15000000.0,2023-2024,ligue-1
alexandre tunkadi,Attacking Midfield,Olympique Marseille,1.83,,2023-2024,ligue-1
darryl bakola,Attacking Midfield,Olympique Marseille,1.78,,2023-2024,ligue-1
iliman ndiaye,Left Winger,Olympique Marseille,1.8,15000000.0,2023-2024,ligue-1
ismaila sarr,Right Winger,Olympique Marseille,1.85,18000000.0,2023-2024,ligue-1
cengiz under,Right Winger,Olympique Marseille,1.73,14000000.0,2023-2024,ligue-1
francois mughe,Right Winger,Olympique Marseille,1.73,800000.0,2023-2024,ligue-1
alexis kabamba,Right Winger,Olympique Marseille,1.8,,2023-2024,ligue-1
keyliane abdallah,Right Winger,Olympique Marseille,1.85,,2023-2024,ligue-1
joaquin correa,Second Striker,Olympique Marseille,1.88,6000000.0,2023-2024,ligue-1
vitinha,Centre-Forward,Olympique Marseille,1.78,14000000.0,2023-2024,ligue-1
faris moumbagna,Centre-Forward,Olympique Marseille,1.85,10000000.0,2023-2024,ligue-1
pierreemerick aubameyang,Centre-Forward,Olympique Marseille,1.87,5000000.0,2023-2024,ligue-1
sofiane sidi ali,Centre-Forward,Olympique Marseille,1.75,50000.0,2023-2024,ligue-1
iuri moreira,Centre-Forward,Olympique Marseille,1.85,,2023-2024,ligue-1
lucas perri,Goalkeeper,Olympique Lyon,1.97,6000000.0,2023-2024,ligue-1
anthony lopes,Goalkeeper,Olympique Lyon,1.84,4000000.0,2023-2024,ligue-1
mathieu patouillet,Goalkeeper,Olympique Lyon,1.88,400000.0,2023-2024,ligue-1
justin bengui,Goalkeeper,Olympique Lyon,1.9,300000.0,2023-2024,ligue-1
remy riou,Goalkeeper,Olympique Lyon,1.91,250000.0,2023-2024,ligue-1
jake obrien,Centre-Back,Olympique Lyon,1.97,12000000.0,2023-2024,ligue-1
duje caletacar,Centre-Back,Olympique Lyon,1.93,7000000.0,2023-2024,ligue-1
sinaly diomande,Centre-Back,Olympique Lyon,1.84,4000000.0,2023-2024,ligue-1
adryelson,Centre-Back,Olympique Lyon,1.82,4000000.0,2023-2024,ligue-1
clinton mata,Centre-Back,Olympique Lyon,1.8,4000000.0,2023-2024,ligue-1
dejan lovren,Centre-Back,Olympique Lyon,1.88,1200000.0,2023-2024,ligue-1
mamadou sarr,Centre-Back,Olympique Lyon,1.94,1000000.0,2023-2024,ligue-1
nicolas tagliafico,Left-Back,Olympique Lyon,1.71,8000000.0,2023-2024,ligue-1
henrique silva,Left-Back,Olympique Lyon,1.73,1000000.0,2023-2024,ligue-1
ainsley maitlandniles,Right-Back,Olympique Lyon,1.8,9000000.0,2023-2024,ligue-1
sael kumbedi,Right-Back,Olympique Lyon,1.75,7000000.0,2023-2024,ligue-1
orel mangala,Defensive Midfield,Olympique Lyon,1.78,20000000.0,2023-2024,ligue-1
johann lepenant,Defensive Midfield,Olympique Lyon,1.76,6000000.0,2023-2024,ligue-1
skelly alvero,Defensive Midfield,Olympique Lyon,2.02,4000000.0,2023-2024,ligue-1
nemanja matic,Defensive Midfield,Olympique Lyon,1.94,3000000.0,2023-2024,ligue-1
paul akouokou,Defensive Midfield,Olympique Lyon,1.81,1500000.0,2023-2024,ligue-1
maxence caqueret,Central Midfield,Olympique Lyon,1.74,20000000.0,2023-2024,ligue-1
corentin tolisso,Central Midfield,Olympique Lyon,1.81,5000000.0,2023-2024,ligue-1
mahamadou diawara,Central Midfield,Olympique Lyon,1.87,3000000.0,2023-2024,ligue-1
mohamed el arouch,Central Midfield,Olympique Lyon,1.66,1500000.0,2023-2024,ligue-1
chaim el djebali,Central Midfield,Olympique Lyon,1.7,300000.0,2023-2024,ligue-1
diego moreira,Left Midfield,Olympique Lyon,1.79,3000000.0,2023-2024,ligue-1
jeff reineadelaide,Attacking Midfield,Olympique Lyon,1.84,2000000.0,2023-2024,ligue-1
bradley barcola,Left Winger,Olympique Lyon,1.82,50000000.0,2023-2024,ligue-1
said benrahma,Left Winger,Olympique Lyon,1.72,20000000.0,2023-2024,ligue-1
malick fofana,Left Winger,Olympique Lyon,1.69,15000000.0,2023-2024,ligue-1
jeffinho,Left Winger,Olympique Lyon,1.76,5000000.0,2023-2024,ligue-1
rayan cherki,Right Winger,Olympique Lyon,1.77,25000000.0,2023-2024,ligue-1
ernest nuamah,Right Winger,Olympique Lyon,1.78,18000000.0,2023-2024,ligue-1
gift orban,Centre-Forward,Olympique Lyon,1.78,15000000.0,2023-2024,ligue-1
alexandre lacazette,Centre-Forward,Olympique Lyon,1.75,9000000.0,2023-2024,ligue-1
amin sarr,Centre-Forward,Olympique Lyon,1.88,4000000.0,2023-2024,ligue-1
mama balde,Centre-Forward,Olympique Lyon,1.76,4000000.0,2023-2024,ligue-1
tino kadewere,Centre-Forward,Olympique Lyon,1.83,2500000.0,2023-2024,ligue-1
marcin bulka,Goalkeeper,OGC Nice,1.99,20000000.0,2023-2024,ligue-1
maxime dupe,Goalkeeper,OGC Nice,1.88,1500000.0,2023-2024,ligue-1
salvatore sirigu,Goalkeeper,OGC Nice,1.92,275000.0,2023-2024,ligue-1
teddy boulhendi,Goalkeeper,OGC Nice,1.85,100000.0,2023-2024,ligue-1
jeanclair todibo,Centre-Back,OGC Nice,1.9,35000000.0,2023-2024,ligue-1
youssouf ndayishimiye,Centre-Back,OGC Nice,1.83,15000000.0,2023-2024,ligue-1
robson bambu,Centre-Back,OGC Nice,1.85,3000000.0,2023-2024,ligue-1
dante,Centre-Back,OGC Nice,1.88,500000.0,2023-2024,ligue-1
amidou doumbouya,Centre-Back,OGC Nice,1.82,300000.0,2023-2024,ligue-1
yannis nahounou,Centre-Back,OGC Nice,1.93,50000.0,2023-2024,ligue-1
melvin bard,Left-Back,OGC Nice,1.73,12000000.0,2023-2024,ligue-1
romain perraud,Left-Back,OGC Nice,1.73,5000000.0,2023-2024,ligue-1
ayoub amraoui,Left-Back,OGC Nice,1.84,1500000.0,2023-2024,ligue-1
jordan lotomba,Right-Back,OGC Nice,1.77,8000000.0,2023-2024,ligue-1
youcef atal,Right-Back,OGC Nice,1.76,4300000.0,2023-2024,ligue-1
valentin rosier,Right-Back,OGC Nice,1.75,4000000.0,2023-2024,ligue-1
antoine mendy,Right-Back,OGC Nice,1.87,800000.0,2023-2024,ligue-1
pablo rosario,Defensive Midfield,OGC Nice,1.85,8000000.0,2023-2024,ligue-1
alexis beka beka,Defensive Midfield,OGC Nice,1.78,1500000.0,2023-2024,ligue-1
reda belahyane,Defensive Midfield,OGC Nice,1.73,500000.0,2023-2024,ligue-1
khephren thuram,Central Midfield,OGC Nice,1.92,35000000.0,2023-2024,ligue-1
hicham boudaoui,Central Midfield,OGC Nice,1.75,9000000.0,2023-2024,ligue-1
morgan sanson,Central Midfield,OGC Nice,1.8,8000000.0,2023-2024,ligue-1
issiaga camara,Central Midfield,OGC Nice,1.7,100000.0,2023-2024,ligue-1
daouda traore,Central Midfield,OGC Nice,1.88,50000.0,2023-2024,ligue-1
sami wattel,Central Midfield,OGC Nice,1.8,,2023-2024,ligue-1
tom louchet,Right Midfield,OGC Nice,1.78,3000000.0,2023-2024,ligue-1
alexis claudemaurice,Attacking Midfield,OGC Nice,1.76,3500000.0,2023-2024,ligue-1
jeremie boga,Left Winger,OGC Nice,1.72,15000000.0,2023-2024,ligue-1
sofiane diop,Left Winger,OGC Nice,1.75,12000000.0,2023-2024,ligue-1
billal brahimi,Left Winger,OGC Nice,1.83,3000000.0,2023-2024,ligue-1
aliou balde,Left Winger,OGC Nice,1.7,800000.0,2023-2024,ligue-1
mohamedali cho,Right Winger,OGC Nice,1.82,10000000.0,2023-2024,ligue-1
badredine bouanani,Right Winger,OGC Nice,1.77,5000000.0,2023-2024,ligue-1
kail boudache,Right Winger,OGC Nice,,,2023-2024,ligue-1
terem moffi,Centre-Forward,OGC Nice,1.88,25000000.0,2023-2024,ligue-1
gaetan laborde,Centre-Forward,OGC Nice,1.81,10000000.0,2023-2024,ligue-1
evann guessand,Centre-Forward,OGC Nice,1.88,8000000.0,2023-2024,ligue-1
brice samba,Goalkeeper,RC Lens,1.87,15000000.0,2023-2024,ligue-1
wuilker farinez,Goalkeeper,RC Lens,1.8,700000.0,2023-2024,ligue-1
jeanlouis leca,Goalkeeper,RC Lens,1.8,200000.0,2023-2024,ligue-1
yannick pandor,Goalkeeper,RC Lens,1.92,100000.0,2023-2024,ligue-1
kevin danso,Centre-Back,RC Lens,1.9,25000000.0,2023-2024,ligue-1
facundo medina,Centre-Back,RC Lens,1.84,25000000.0,2023-2024,ligue-1
jonathan gradit,Centre-Back,RC Lens,1.8,4500000.0,2023-2024,ligue-1
abdukodir khusanov,Centre-Back,RC Lens,1.86,2500000.0,2023-2024,ligue-1
julien le cardinal,Centre-Back,RC Lens,1.84,1500000.0,2023-2024,ligue-1
keny mbala,Centre-Back,RC Lens,1.91,50000.0,2023-2024,ligue-1
deiver machado,Left-Back,RC Lens,1.8,4000000.0,2023-2024,ligue-1
faitout maouassa,Left-Back,RC Lens,1.7,4000000.0,2023-2024,ligue-1
jhoanner chavez,Left-Back,RC Lens,1.82,2000000.0,2023-2024,ligue-1
massadio haidara,Left-Back,RC Lens,1.79,2000000.0,2023-2024,ligue-1
przemyslaw frankowski,Right-Back,RC Lens,1.75,9000000.0,2023-2024,ligue-1
ruben aguilar,Right-Back,RC Lens,1.72,5000000.0,2023-2024,ligue-1
tom pouilly,Right-Back,RC Lens,1.8,,2023-2024,ligue-1
salis abdul samed,Defensive Midfield,RC Lens,1.79,8000000.0,2023-2024,ligue-1
nampalys mendy,Defensive Midfield,RC Lens,1.68,3000000.0,2023-2024,ligue-1
noah diliberto,Defensive Midfield,RC Lens,1.75,500000.0,2023-2024,ligue-1
fode sylla,Defensive Midfield,RC Lens,1.89,200000.0,2023-2024,ligue-1
andy diouf,Central Midfield,RC Lens,1.87,9000000.0,2023-2024,ligue-1
neil el aynaoui,Central Midfield,RC Lens,1.85,8000000.0,2023-2024,ligue-1
stijn spierings,Central Midfield,RC Lens,1.88,4500000.0,2023-2024,ligue-1
jimmy cabot,Right Midfield,RC Lens,1.64,2500000.0,2023-2024,ligue-1
david da costa,Attacking Midfield,RC Lens,1.68,8000000.0,2023-2024,ligue-1
angelo fulgini,Attacking Midfield,RC Lens,1.82,7000000.0,2023-2024,ligue-1
adrien thomasson,Attacking Midfield,RC Lens,1.75,5000000.0,2023-2024,ligue-1
ayanda sishuba,Attacking Midfield,RC Lens,1.69,500000.0,2023-2024,ligue-1
nolan bonte,Attacking Midfield,RC Lens,1.75,50000.0,2023-2024,ligue-1
adam abeddou,Attacking Midfield,RC Lens,1.7,,2023-2024,ligue-1
oscar cortes,Left Winger,RC Lens,1.78,3500000.0,2023-2024,ligue-1
anthony bermont,Left Winger,RC Lens,1.87,,2023-2024,ligue-1
morgan guilavogui,Right Winger,RC Lens,1.89,3000000.0,2023-2024,ligue-1
elye wahi,Centre-Forward,RC Lens,1.84,35000000.0,2023-2024,ligue-1
