Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
hector bellerin,Betis,756,77.2,86.8,78.0,42.5,1.6,1.2,-0.6,56,15,4,2023-2024,laliga
jude bellingham,Real Madrid,1363,88.3,92.0,90.4,84.4,5.3,4.3,0.7,137,45,3,2023-2024,laliga
fran beltran,Celta Vigo,1180,86.5,90.9,90.1,61.5,1.1,1.7,-1.1,120,15,2,2023-2024,laliga
carlos benavidez,Alavés,321,69.9,82.1,73.0,44.0,0.5,0.7,0.5,45,9,0,2023-2024,laliga
yuri berchiche,Athletic Club,1078,82.7,89.9,86.2,51.4,1.6,2.0,-0.6,103,16,9,2023-2024,laliga
alex berenguer,Athletic Club,373,62.6,81.4,63.5,34.7,3.7,4.0,-0.7,10,17,10,2023-2024,laliga
antonio blanco,Alavés,811,77.0,86.3,81.8,56.5,1.2,1.1,-0.2,100,19,8,2023-2024,laliga
daley blind,Girona,2304,89.1,95.2,93.5,58.1,1.1,1.9,0.9,256,26,3,2023-2024,laliga
adri bosch,Granada,11,78.6,85.7,100.0,60.0,0.0,0.0,0.0,2,0,0,2023-2024,laliga
yassine bounou,Sevilla,20,64.5,100.0,85.7,47.4,0.0,0.0,0.0,1,0,0,2023-2024,laliga
lucas boye,Granada,454,71.9,79.8,72.5,74.4,2.8,2.0,0.2,44,13,4,2023-2024,laliga
darko brasanac,Osasuna,9,60.0,71.4,50.0,50.0,0.0,0.0,0.0,1,0,0,2023-2024,laliga
brau,Granada,7,70.0,83.3,100.0,0.0,0.0,0.0,0.0,0,0,0,2023-2024,laliga
claudio bravo,Betis,186,80.9,100.0,100.0,56.6,0.0,0.1,0.0,3,2,0,2023-2024,laliga
ben brereton,Villarreal,55,74.3,73.0,85.2,75.0,0.3,0.2,-0.3,3,2,0,2023-2024,laliga
ante budimir,Osasuna,241,54.6,68.3,42.5,33.3,1.8,1.8,0.2,27,10,2,2023-2024,laliga
manu bueno,Sevilla,45,91.8,88.9,95.5,85.7,0.1,0.0,-0.1,1,1,0,2023-2024,laliga
pablo busto,Betis,18,69.2,78.6,71.4,33.3,0.2,0.1,-0.2,1,1,0,2023-2024,laliga
jose callejon,Granada,286,77.7,91.1,76.6,53.5,1.5,1.4,-0.5,23,14,2,2023-2024,laliga
eduardo camavinga,Real Madrid,1205,90.7,94.3,93.5,73.5,1.4,1.8,0.6,100,14,3,2023-2024,laliga
sergio camello,Rayo Vallecano,273,71.8,78.7,72.1,54.2,1.3,1.3,-0.3,22,12,0,2023-2024,laliga
jose campana,Las Palmas,135,83.3,90.4,94.1,42.9,0.0,0.1,0.0,7,2,0,2023-2024,laliga
joao cancelo,Barcelona,1533,82.8,92.4,82.9,62.3,6.1,6.7,-2.1,123,37,11,2023-2024,laliga
sergi canos,Valencia,260,64.2,75.3,75.6,37.7,2.4,2.1,-0.4,29,17,4,2023-2024,laliga
etienne capoue,Villarreal,699,86.0,92.1,87.3,69.7,0.6,1.0,0.4,73,11,1,2023-2024,laliga
isaac carcelen,Cádiz,851,73.2,86.2,77.2,38.7,1.0,1.3,-1.0,54,16,9,2023-2024,laliga
dani cardenas,Rayo Vallecano,26,65.0,100.0,100.0,17.6,0.0,0.0,0.0,1,0,0,2023-2024,laliga
marc cardona,Las Palmas,170,74.9,79.7,79.1,27.3,1.1,0.6,-0.1,9,6,1,2023-2024,laliga
sergi cardona,Las Palmas,1727,80.3,89.2,82.5,47.4,2.8,3.7,-0.8,108,39,15,2023-2024,laliga
johnny cardoso,Betis,539,84.2,88.6,88.2,67.4,0.5,1.0,1.5,41,8,1,2023-2024,laliga
carmona,Getafe,419,73.5,86.9,72.4,51.9,1.0,1.4,0.0,29,12,5,2023-2024,laliga
yannick carrasco,Atlético Madrid,65,73.9,85.7,65.0,66.7,0.2,0.2,0.8,2,3,1,2023-2024,laliga
alvaro carreras,Granada,169,76.1,83.3,78.1,60.9,0.4,0.4,-0.4,10,8,3,2023-2024,laliga
dani carvajal,Real Madrid,1265,85.8,91.3,88.0,68.5,2.7,3.1,0.3,52,26,5,2023-2024,laliga
william carvalho,Betis,560,88.3,93.0,89.2,72.0,0.7,0.7,2.3,67,8,0,2023-2024,laliga
marc casado,Barcelona,6,100.0,100.0,100.0,100.0,0.0,0.0,0.0,2,0,0,2023-2024,laliga
catena,Osasuna,1095,81.7,89.8,91.5,59.2,1.0,1.0,2.0,89,3,0,2023-2024,laliga
dani ceballos,Real Madrid,486,89.7,95.0,88.9,75.6,1.5,1.0,0.5,48,6,0,2023-2024,laliga
alex centelles,Almería,400,73.5,90.2,81.4,40.6,1.6,1.0,-0.6,35,12,9,2023-2024,laliga
franco cervi,Celta Vigo,225,79.2,90.7,82.2,50.0,2.0,1.2,-1.0,16,4,0,2023-2024,laliga
pep chavarria,Rayo Vallecano,618,76.1,87.8,79.3,40.4,0.7,1.2,0.3,48,27,13,2023-2024,laliga
andreas christensen,Barcelona,1480,94.3,95.7,96.7,80.6,1.1,0.8,0.9,116,1,0,2023-2024,laliga
chumi,Almería,1044,86.4,91.4,95.0,49.0,1.4,0.6,-0.4,44,3,1,2023-2024,laliga
victor chust,Cádiz,831,79.9,90.9,90.6,51.3,0.3,0.2,0.7,62,4,0,2023-2024,laliga
pathe ciss,Rayo Vallecano,738,82.9,87.0,88.5,68.3,0.5,0.7,-0.5,73,6,1,2023-2024,laliga
silvi clua,Girona,5,100.0,100.0,100.0,,0.0,0.0,0.0,1,0,0,2023-2024,laliga
saul coco,Las Palmas,1257,88.4,94.7,92.6,45.7,0.0,0.2,0.0,52,0,0,2023-2024,laliga
santi comesana,Villarreal,752,86.6,90.4,88.6,74.4,2.0,1.3,-2.0,80,8,0,2023-2024,laliga
copete,Mallorca,449,76.9,86.1,85.8,48.7,0.8,0.5,0.2,46,6,3,2023-2024,laliga
francis coquelin,Villarreal,379,87.9,92.0,91.8,73.2,0.1,0.6,-0.1,37,7,1,2023-2024,laliga
theo corbeanu,Granada,37,61.7,77.8,47.1,54.5,0.0,0.2,0.0,5,2,2,2023-2024,laliga
jesus corona,Sevilla,9,64.3,85.7,50.0,0.0,0.0,0.0,0.0,0,0,0,2023-2024,laliga
angel correa,Atlético Madrid,379,73.4,82.7,77.3,39.1,3.6,3.8,-1.6,29,23,2,2023-2024,laliga
thierry correia,Valencia,1017,75.9,89.8,79.9,40.7,2.1,2.5,-0.1,70,29,11,2023-2024,laliga
jaume costa,Mallorca,615,73.7,89.6,74.6,37.4,1.2,1.2,-0.2,36,21,14,2023-2024,laliga
samu costa,Mallorca,830,76.4,82.4,83.1,64.7,0.5,1.0,0.5,77,11,4,2023-2024,laliga
thibaut courtois,Real Madrid,113,91.9,100.0,100.0,70.6,0.1,0.0,-0.1,1,0,0,2023-2024,laliga
yan couto,Girona,1057,78.1,87.9,79.3,53.8,4.2,4.3,3.8,62,34,17,2023-2024,laliga
crespo,Rayo Vallecano,230,84.2,88.7,85.0,61.1,1.0,0.5,-1.0,31,5,0,2023-2024,laliga
cristian,Valencia,13,72.2,100.0,100.0,28.6,0.0,0.0,0.0,0,0,0,2023-2024,laliga
juan cruz armada,Osasuna,712,75.7,90.3,74.2,51.7,0.4,0.6,0.6,69,9,3,2023-2024,laliga
juan cruz,Betis,15,75.0,86.7,50.0,0.0,0.0,0.0,0.0,0,3,0,2023-2024,laliga
pau cubarsi,Barcelona,1360,91.5,94.3,95.5,71.8,0.4,0.4,-0.4,73,0,0,2023-2024,laliga
ivan cuellar,Mallorca,24,68.6,75.0,100.0,41.2,0.0,0.0,0.0,0,0,0,2023-2024,laliga
jorge cuenca,Villarreal,957,83.2,94.6,88.9,42.2,0.2,0.8,0.8,62,10,6,2023-2024,laliga
eric curbelo,Las Palmas,57,96.6,100.0,92.6,100.0,0.0,0.0,0.0,0,0,0,2023-2024,laliga
alberto dadie,Real Sociedad,3,42.9,50.0,100.0,,0.0,0.1,0.0,0,0,0,2023-2024,laliga
sergi darder,Mallorca,725,72.4,87.7,78.8,50.2,6.4,5.0,-1.4,120,32,14,2023-2024,laliga
rodrigo de paul,Atlético Madrid,1291,83.1,92.3,84.5,67.9,5.0,6.2,0.0,146,63,7,2023-2024,laliga
mouctar diakhaby,Valencia,475,87.0,95.0,92.5,56.6,0.0,0.1,0.0,23,2,0,2023-2024,laliga
moussa diakite,Cádiz,0,,,,,0.0,0.0,0.0,0,0,0,2023-2024,laliga
assane diao,Betis,200,75.8,85.4,74.5,77.8,0.7,0.8,-0.7,4,6,1,2023-2024,laliga
brahim diaz,Real Madrid,624,84.3,92.9,77.6,57.5,4.4,4.7,1.6,42,34,7,2023-2024,laliga
victor diaz,Granada,47,63.5,80.0,87.5,35.0,0.0,0.0,0.0,2,0,0,2023-2024,laliga
famara diedhiou,Granada,20,48.8,63.6,33.3,66.7,0.2,0.2,0.8,0,0,0,2023-2024,laliga
stole dimitrievski,Rayo Vallecano,732,61.1,99.2,97.9,37.7,0.1,0.1,-0.1,28,0,0,2023-2024,laliga
djene,Getafe,861,76.8,86.8,82.2,50.5,0.3,0.7,-0.3,64,11,5,2023-2024,laliga
marko dmitrovic,Sevilla,292,74.1,100.0,99.3,42.5,0.0,0.0,0.0,8,0,0,2023-2024,laliga
jaume domenech,Valencia,13,41.9,100.0,100.0,21.7,0.0,0.0,0.0,0,0,0,2023-2024,laliga
carlos dominguez,Celta Vigo,681,78.8,85.1,88.7,47.0,0.1,0.3,-0.1,72,3,0,2023-2024,laliga
mario dominguez,Valencia,4,80.0,100.0,0.0,100.0,0.0,0.0,0.0,1,0,0,2023-2024,laliga
carlos dotor,Celta Vigo,289,82.6,90.3,81.7,62.5,0.1,0.3,-0.1,26,3,1,2023-2024,laliga
anastasios douvikas,Celta Vigo,105,63.3,69.2,64.4,57.1,1.3,0.6,-0.3,7,6,1,2023-2024,laliga
artem dovbyk,Girona,277,70.7,79.1,69.7,83.3,6.2,3.7,1.8,9,10,0,2023-2024,laliga
domingos duarte,Getafe,294,77.4,77.0,83.6,69.4,0.1,0.1,-0.1,40,1,1,2023-2024,laliga
ruben duarte,Alavés,566,68.4,86.3,76.7,40.4,1.5,1.5,-0.5,58,15,10,2023-2024,laliga
hugo duro,Valencia,406,71.2,80.4,71.5,46.7,1.3,0.6,0.7,19,4,0,2023-2024,laliga
aritz elustondo,Real Sociedad,402,85.9,86.5,91.0,60.5,0.6,0.1,0.4,22,0,0,2023-2024,laliga
adri embarba,Almería,609,65.6,85.6,68.1,38.7,4.4,3.6,-2.4,40,25,16,2023-2024,laliga
youssef ennesyri,Sevilla,205,64.5,71.5,68.4,38.5,1.3,0.9,0.7,11,5,0,2023-2024,laliga
gonzalo escalante,Cádiz,537,75.5,85.4,78.8,51.6,1.7,1.6,0.3,60,7,0,2023-2024,laliga
aaron escandell,Las Palmas,64,74.4,100.0,100.0,46.2,0.0,0.0,0.0,1,0,0,2023-2024,laliga
alfonso espino,Rayo Vallecano,1061,74.6,88.8,78.0,43.4,2.8,2.9,-1.8,74,25,10,2023-2024,laliga
bernardo espinosa,Girona,7,87.5,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,2023-2024,laliga
karl etta,Cádiz,2,100.0,100.0,,,0.0,0.0,0.0,0,0,0,2023-2024,laliga
abde ezzalzouli,Barcelona,23,62.2,78.3,50.0,25.0,0.1,0.0,-0.1,0,2,1,2023-2024,laliga
abde ezzalzouli,Betis,232,65.7,77.9,66.2,29.4,0.3,0.5,-0.3,11,9,1,2023-2024,laliga
radamel falcao,Rayo Vallecano,92,83.6,87.8,85.7,75.0,0.3,0.3,-0.3,5,2,0,2023-2024,laliga
fali,Cádiz,799,76.1,88.5,87.1,49.3,0.1,0.3,-0.1,76,5,1,2023-2024,laliga
ansu fati,Barcelona,24,85.7,100.0,77.8,100.0,0.0,0.1,0.0,2,1,0,2023-2024,laliga
nabil fekir,Betis,482,78.9,87.2,86.8,46.5,2.3,2.7,-0.3,53,21,3,2023-2024,laliga
luiz felipe,Betis,151,89.3,95.2,90.7,64.3,0.2,0.2,-0.2,4,0,0,2023-2024,laliga
joao felix,Barcelona,538,81.1,90.6,79.8,47.8,3.1,2.6,-0.1,31,20,1,2023-2024,laliga
kiko femenia,Villarreal,939,83.8,94.2,86.3,48.3,0.6,0.7,-0.6,84,6,3,2023-2024,laliga
aitor fernandez,Osasuna,127,64.1,100.0,98.0,50.4,0.0,0.0,0.0,10,0,0,2023-2024,laliga
alex fernandez,Cádiz,539,83.1,92.1,87.6,58.1,0.8,1.4,0.2,46,9,4,2023-2024,laliga
carlos fernandez,Real Sociedad,44,53.0,63.6,54.2,20.0,0.5,0.2,0.5,4,1,0,2023-2024,laliga
raul fernandez,Granada,69,64.5,100.0,95.0,39.3,0.0,0.0,0.0,1,0,0,2023-2024,laliga
valery fernandez,Girona,188,85.1,94.7,79.4,50.0,0.8,0.5,-0.8,4,9,3,2023-2024,laliga
fernando,Almería,110,68.8,100.0,100.0,43.7,0.0,0.0,0.0,1,0,0,2023-2024,laliga
fernando,Sevilla,209,86.4,91.6,89.9,75.0,0.3,0.3,-0.3,21,5,2,2023-2024,laliga
andre ferreira,Granada,359,72.1,97.3,97.7,46.1,0.0,0.0,0.0,7,0,0,2023-2024,laliga
rachad fettal,Almería,4,66.7,75.0,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,laliga
pablo fornals,Betis,500,74.4,87.5,77.0,48.3,1.6,2.0,0.4,56,25,6,2023-2024,laliga
hector fort,Barcelona,200,87.0,93.8,85.5,57.9,0.8,0.5,1.2,10,3,1,2023-2024,laliga
dimitri foulquier,Valencia,766,73.5,85.1,80.6,35.6,1.2,0.8,-1.2,47,14,6,2023-2024,laliga
juan foyth,Villarreal,565,81.9,90.6,83.7,60.6,0.9,0.9,0.1,50,7,2,2023-2024,laliga
jorge de frutos,Rayo Vallecano,344,71.2,81.4,73.6,50.0,1.4,1.2,-1.4,23,20,8,2023-2024,laliga
daniel fuzato,Getafe,5,50.0,,100.0,44.4,0.0,0.0,0.0,0,0,0,2023-2024,laliga
matteo gabbia,Villarreal,267,89.3,91.2,95.4,69.0,0.1,0.1,-0.1,15,1,0,2023-2024,laliga
javi galan,Atlético Madrid,45,75.0,85.7,79.2,20.0,0.1,0.1,-0.1,0,2,1,2023-2024,laliga
javi galan,Real Sociedad,526,80.1,90.5,81.6,52.0,0.7,0.9,0.3,36,15,10,2023-2024,laliga
inigo ruiz de galarreta,Athletic Club,993,80.6,87.3,86.5,60.2,2.3,2.5,-1.3,127,23,4,2023-2024,laliga
aleix garcia,Girona,2567,87.5,94.8,92.8,64.5,5.5,6.0,0.5,306,27,8,2023-2024,laliga
alvaro garcia,Rayo Vallecano,518,62.8,79.0,64.3,27.5,3.0,2.9,-2.0,30,34,21,2023-2024,laliga
dani garcia,Athletic Club,279,84.3,89.5,85.3,64.7,0.2,0.2,-0.2,24,3,0,2023-2024,laliga
david garcia,Osasuna,1109,82.8,90.5,88.6,58.7,1.3,1.0,-0.3,129,5,0,2023-2024,laliga
eric garcia,Barcelona,46,95.8,95.7,100.0,75.0,0.0,0.0,0.0,4,0,0,2023-2024,laliga
eric garcia,Girona,2064,89.5,93.5,94.3,67.1,0.5,1.1,-0.5,223,17,2,2023-2024,laliga
fran garcia,Real Madrid,841,84.4,93.5,85.6,41.2,2.4,1.8,2.6,38,14,6,2023-2024,laliga
gonzalo garcia,Real Madrid,4,57.1,66.7,,,0.0,0.0,0.0,0,0,0,2023-2024,laliga
jastin garcia,Girona,7,63.6,71.4,66.7,,0.0,0.0,0.0,1,1,0,2023-2024,laliga
raul garcia,Athletic Club,79,57.2,68.2,50.0,54.5,0.0,0.6,0.0,12,3,0,2023-2024,laliga
ruben garcia,Osasuna,519,67.1,81.4,75.1,42.3,3.3,3.5,-1.3,31,26,9,2023-2024,laliga
santiago garcia,Getafe,6,85.7,100.0,66.7,,0.0,0.1,0.0,0,2,0,2023-2024,laliga
unai garcia,Osasuna,158,78.2,90.2,88.9,49.0,0.0,0.0,0.0,6,0,0,2023-2024,laliga
yarek gasiorowski,Valencia,208,71.2,84.1,80.2,35.2,0.0,0.1,0.0,11,0,0,2023-2024,laliga
federico gattoni,Sevilla,7,77.8,66.7,66.7,100.0,0.0,0.0,0.0,0,0,0,2023-2024,laliga
gavi,Barcelona,489,90.4,94.3,88.5,80.0,1.1,1.4,-0.1,37,8,2,2023-2024,laliga
paulo gazzaniga,Girona,1094,78.6,99.6,99.1,47.8,0.7,0.1,-0.7,17,2,0,2023-2024,laliga
david gil,Cádiz,78,51.3,100.0,100.0,42.6,0.0,0.0,0.0,1,0,0,2023-2024,laliga
maxi gomez,Cádiz,132,51.8,61.2,52.4,26.3,0.6,0.5,-0.6,16,4,2,2023-2024,laliga
moi gomez,Osasuna,953,81.0,89.7,87.4,61.7,0.9,1.9,-0.9,116,12,5,2023-2024,laliga
unai gomez,Athletic Club,198,76.2,82.0,77.8,61.8,0.7,0.7,-0.7,18,3,0,2023-2024,laliga
edgar gonzalez,Almería,1150,85.2,90.8,90.2,58.1,0.3,0.3,-0.3,51,3,1,2023-2024,laliga
fabio gonzalez,Las Palmas,119,92.2,93.3,95.1,88.9,0.0,0.1,0.0,11,0,0,2023-2024,laliga
giovanni gonzalez,Mallorca,936,75.2,88.3,76.3,51.1,1.4,1.9,-0.4,80,28,15,2023-2024,laliga
hugo gonzalez,Valencia,24,61.5,78.9,63.6,33.3,0.5,0.2,0.5,2,1,1,2023-2024,laliga
inaki gonzalez,Las Palmas,4,100.0,100.0,100.0,,0.0,0.0,0.0,0,0,0,2023-2024,laliga
peter gonzalez,Valencia,108,66.7,75.6,67.3,44.4,1.0,0.5,-1.0,8,6,3,2023-2024,laliga
urko gonzalez,Real Sociedad,71,79.8,84.8,90.9,22.2,0.0,0.0,0.0,5,1,0,2023-2024,laliga
andoni gorosabel,Alavés,1059,79.7,89.1,78.6,55.0,1.3,2.4,-1.3,57,32,10,2023-2024,laliga
pablo gozalbez,Valencia,16,50.0,53.3,66.7,33.3,0.0,0.0,0.0,1,0,0,2023-2024,laliga
mason greenwood,Getafe,777,75.0,86.2,79.9,55.2,4.6,4.3,1.4,62,27,11,2023-2024,laliga
dominik greif,Mallorca,24,75.0,100.0,100.0,57.9,0.0,0.0,0.0,2,0,0,2023-2024,laliga
antoine griezmann,Atlético Madrid,1062,76.8,87.8,75.6,55.6,5.6,5.8,0.4,86,34,2,2023-2024,laliga
vicente guaita,Celta Vigo,555,69.0,99.0,98.8,44.4,0.0,0.0,0.0,9,0,0,2023-2024,laliga
andres guardado,Betis,253,84.9,93.5,88.7,72.4,0.2,0.3,-0.2,34,5,1,2023-2024,laliga
sergi guardiola,Cádiz,148,70.8,82.2,80.0,34.8,0.8,0.8,0.2,10,2,2,2023-2024,laliga
nemanja gudelj,Sevilla,914,86.1,92.5,91.0,62.3,0.4,0.4,0.6,82,2,2,2023-2024,laliga
goncalo guedes,Villarreal,255,76.6,85.5,81.0,57.1,1.5,1.1,0.5,19,23,8,2023-2024,laliga
javier guerra,Valencia,700,72.2,80.5,80.0,42.9,0.9,1.9,0.1,64,11,2,2023-2024,laliga
ander guevara,Alavés,1111,75.5,82.7,78.7,60.7,0.9,1.5,-0.9,167,21,2,2023-2024,laliga
hugo guillamon,Valencia,564,81.2,88.0,83.8,62.9,0.4,0.5,-0.4,62,3,1,2023-2024,laliga
marc guiu,Barcelona,8,100.0,100.0,100.0,,0.3,0.1,-0.3,0,1,0,2023-2024,laliga
arda guler,Real Madrid,183,83.9,95.0,82.0,47.6,0.1,0.5,-0.1,8,6,0,2023-2024,laliga
gerard gumbau,Granada,1079,71.7,85.7,81.3,50.4,4.0,4.0,-1.0,132,22,5,2023-2024,laliga
ilkay gundogan,Barcelona,2163,86.2,92.3,91.8,58.1,10.3,9.8,-1.3,188,48,4,2023-2024,laliga
jon guridi,Alavés,643,77.5,83.8,82.8,61.5,3.5,2.9,0.5,67,23,4,2023-2024,laliga
gorka guruzeta,Athletic Club,422,68.3,76.2,72.1,55.3,2.4,1.8,2.6,38,14,3,2023-2024,laliga
miguel gutierrez,Girona,1595,86.0,93.9,86.1,65.8,7.5,6.8,-0.5,102,56,19,2023-2024,laliga
