Player,Squad,Pass_cmp,Pass_cmp%,Pass_cmp_Short%,Pass_cmp_Medium%,Pass_cmp_Long%,xAG,xA,A-xAG,Pass_cmp_Att_3rd,PPA,CrsPA,Season,Competition
gil bastiao dias,Stuttgart,120,69.0,74.0,85.2,38.5,0.7,0.5,-0.7,7,7,1,2022-2023,bundesliga
maximilian bauer,Augsburg,551,72.7,85.1,84.8,41.6,0.4,0.2,0.6,30,2,0,2022-2023,bundesliga
oliver baumann,Hoffenheim,1068,75.4,100.0,99.2,49.4,0.0,0.1,0.0,28,1,0,2022-2023,bundesliga
timo baumgartl,Union Berlin,257,81.3,95.1,91.0,41.3,0.1,0.2,0.9,20,4,2,2022-2023,bundesliga
julian baumgartlinger,Augsburg,189,82.9,86.4,86.9,78.6,0.1,0.5,-0.1,15,8,1,2022-2023,bundesliga
christoph baumgartner,Hoffenheim,610,66.7,75.7,73.2,54.7,4.3,4.3,-1.3,70,35,4,2022-2023,bundesliga
noah joel sarenren bazee,Augsburg,1,50.0,50.0,,,0.1,0.0,-0.1,0,0,0,2022-2023,bundesliga
ihlas bebou,Hoffenheim,246,66.7,75.5,68.2,52.0,1.0,1.4,-1.0,11,5,0,2022-2023,bundesliga
sheraldo becker,Union Berlin,387,59.4,67.5,63.6,55.3,5.6,5.6,1.4,20,44,30,2022-2023,bundesliga
kevin behrens,Union Berlin,283,58.6,64.7,61.4,67.9,1.3,1.6,-0.3,31,26,1,2022-2023,bundesliga
stefan bell,Mainz 05,945,75.7,85.0,87.3,47.7,0.6,0.8,0.4,67,9,1,2022-2023,bundesliga
karim bellarabi,Leverkusen,37,64.9,77.4,56.5,0.0,0.0,0.0,0.0,4,0,0,2022-2023,bundesliga
jude bellingham,Dortmund,1342,81.7,87.2,86.3,72.5,4.0,4.9,0.0,194,45,3,2022-2023,bundesliga
ramy bensebaini,Gladbach,1192,78.2,90.3,83.0,47.3,2.3,2.7,-1.3,81,30,3,2022-2023,bundesliga
mergim berisha,Augsburg,161,47.1,60.0,52.8,30.9,2.7,2.8,1.3,20,10,3,2022-2023,bundesliga
ermin bicakcic,Hoffenheim,68,70.8,88.9,74.5,47.4,0.0,0.0,0.0,6,1,0,2022-2023,bundesliga
tom bischof,Hoffenheim,84,69.4,78.2,72.2,50.0,0.7,0.8,-0.7,9,4,1,2022-2023,bundesliga
leonardo bittencourt,Werder Bremen,579,73.1,87.8,76.3,36.6,2.7,2.4,-0.7,44,26,5,2022-2023,bundesliga
janis blaswich,RB Leipzig,988,86.5,99.6,99.2,50.3,0.0,0.0,0.0,11,0,0,2022-2023,bundesliga
daley blind,Bayern Munich,87,87.0,90.9,90.9,77.8,0.1,0.3,-0.1,8,1,0,2022-2023,bundesliga
kevinprince boateng,Hertha BSC,185,73.4,78.9,76.7,67.6,0.2,0.3,-0.2,19,2,0,2022-2023,bundesliga
jeanpaul boetius,Hertha BSC,303,72.0,80.4,76.0,60.3,0.7,0.9,-0.7,38,10,1,2022-2023,bundesliga
yvandro borges sanches,Gladbach,8,88.9,100.0,75.0,100.0,0.0,0.0,0.0,0,1,1,2022-2023,bundesliga
sebastiaan bornauw,Wolfsburg,1062,86.1,88.8,92.3,58.5,0.1,0.3,-0.1,67,0,0,2022-2023,bundesliga
rafael borre,Eint Frankfurt,294,69.7,79.8,68.2,56.0,1.9,1.8,0.1,16,8,2,2022-2023,bundesliga
julian brandt,Dortmund,1053,77.0,88.1,77.2,58.8,9.2,7.8,-1.2,60,40,9,2022-2023,bundesliga
fabian bredlow,Stuttgart,510,85.7,100.0,99.3,58.8,0.0,0.0,0.0,6,0,0,2022-2023,bundesliga
josip brekalo,Wolfsburg,103,69.6,87.7,75.6,55.0,0.4,0.4,0.6,10,4,0,2022-2023,bundesliga
john brooks,Hoffenheim,624,80.7,90.0,87.3,55.3,0.0,0.1,0.0,25,1,0,2022-2023,bundesliga
moritz broschinski,Bochum,29,58.0,66.7,63.6,66.7,0.0,0.1,0.0,2,0,0,2022-2023,bundesliga
cedric brunner,Schalke 04,779,67.3,85.0,72.2,38.9,1.5,2.2,-1.5,46,26,18,2022-2023,bundesliga
jacob bruun larsen,Hoffenheim,62,70.5,76.4,80.0,20.0,0.4,0.4,-0.4,5,2,0,2022-2023,bundesliga
lee buchanan,Werder Bremen,179,67.0,79.6,72.0,42.6,0.8,0.6,-0.8,16,5,2,2022-2023,bundesliga
marius bulter,Schalke 04,439,57.6,77.7,55.2,39.4,4.6,4.6,-3.6,42,44,23,2022-2023,bundesliga
delano burgzorg,Mainz 05,40,72.7,82.4,100.0,50.0,0.1,0.2,0.9,1,2,0,2022-2023,bundesliga
jonathan burkardt,Mainz 05,71,65.1,80.4,71.9,57.1,1.1,1.6,0.9,3,9,2,2022-2023,bundesliga
oliver burke,Werder Bremen,53,65.4,64.0,83.3,25.0,0.3,0.1,-0.3,4,3,0,2022-2023,bundesliga
aurelio buta,Eint Frankfurt,576,75.4,85.2,76.1,46.8,3.3,2.3,-1.3,35,20,12,2022-2023,bundesliga
anthony caci,Mainz 05,815,71.5,84.4,74.0,57.3,2.6,2.3,-1.6,85,29,15,2022-2023,bundesliga
kerim calhanoglu,Schalke 04,30,71.4,87.5,66.7,75.0,0.2,0.2,-0.2,0,2,1,2022-2023,bundesliga
daniel caligiuri,Augsburg,107,64.5,82.5,59.2,44.8,0.4,0.3,-0.4,10,4,0,2022-2023,bundesliga
emre can,Dortmund,1153,89.5,92.3,93.0,77.2,1.3,1.4,-0.3,111,7,1,2022-2023,bundesliga
joao cancelo,Bayern Munich,713,82.8,93.3,82.5,56.3,2.3,2.8,1.7,55,21,6,2022-2023,bundesliga
irvin cardona,Augsburg,36,48.6,68.8,38.1,20.0,0.1,0.1,-0.1,4,1,0,2022-2023,bundesliga
koen casteels,Wolfsburg,1220,77.0,99.4,98.6,58.6,0.7,0.1,0.3,40,0,0,2022-2023,bundesliga
julian chabot,Köln,975,82.3,89.1,88.2,52.0,2.0,0.8,0.0,45,0,0,2022-2023,bundesliga
timothy chandler,Eint Frankfurt,36,59.0,40.0,72.0,80.0,0.0,0.1,0.0,7,0,0,2022-2023,bundesliga
fabio chiarodia,Werder Bremen,15,68.2,50.0,88.9,80.0,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
oliver christensen,Hertha BSC,777,63.8,100.0,98.0,41.1,0.0,0.1,0.0,13,0,0,2022-2023,bundesliga
darko churlinov,Stuttgart,0,,,,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
tolga cigerci,Hertha BSC,326,77.6,86.4,81.1,51.2,0.3,0.5,0.7,23,2,1,2022-2023,bundesliga
david colina,Augsburg,41,57.7,73.5,50.0,41.7,0.1,0.1,-0.1,3,2,1,2022-2023,bundesliga
kingsley coman,Bayern Munich,640,79.4,88.4,81.0,61.5,5.5,6.5,-0.5,26,44,17,2022-2023,bundesliga
danny da costa,Mainz 05,372,61.3,77.3,64.1,31.8,1.0,1.3,1.0,37,21,8,2022-2023,bundesliga
soumaila coulibaly,Dortmund,45,97.8,100.0,100.0,,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
tanguy coulibaly,Stuttgart,98,69.5,87.1,72.5,38.5,0.5,0.7,-0.5,8,4,1,2022-2023,bundesliga
nicolas cozza,Wolfsburg,33,75.0,84.2,93.3,33.3,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
moanes dabbur,Hoffenheim,204,71.1,77.5,71.0,41.7,2.2,2.2,-0.2,14,8,0,2022-2023,bundesliga
finn dahmen,Mainz 05,185,66.1,100.0,100.0,40.6,0.0,0.0,0.0,10,0,0,2022-2023,bundesliga
mahmoud dahoud,Dortmund,213,82.2,86.4,97.8,66.7,0.5,0.2,-0.5,25,1,0,2022-2023,bundesliga
muhammed damar,Hoffenheim,52,80.0,88.2,90.5,0.0,0.2,0.1,-0.2,5,1,0,2022-2023,bundesliga
marton dardai,Hertha BSC,225,59.5,72.5,74.1,33.0,0.2,0.2,-0.2,19,2,0,2022-2023,bundesliga
vladimir darida,Hertha BSC,8,66.7,83.3,66.7,0.0,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
alphonso davies,Bayern Munich,1361,86.9,91.7,90.3,65.5,3.7,4.3,0.3,110,39,5,2022-2023,bundesliga
thomas delaney,Hoffenheim,110,67.9,78.9,81.0,40.6,0.0,0.1,0.0,8,0,0,2022-2023,bundesliga
kerem demirbay,Leverkusen,827,77.4,89.0,84.4,48.7,3.0,4.0,0.0,70,13,5,2022-2023,bundesliga
ermedin demirovic,Augsburg,268,50.3,58.8,53.9,28.6,3.5,3.1,0.5,29,17,5,2022-2023,bundesliga
sepp van den berg,Schalke 04,277,82.9,85.4,92.6,57.4,0.1,0.1,-0.1,16,0,0,2022-2023,bundesliga
moussa diaby,Leverkusen,741,73.9,82.9,77.4,56.4,8.2,7.0,-0.2,46,52,15,2022-2023,bundesliga
abdou diallo,RB Leipzig,323,84.8,92.1,90.2,60.0,0.1,0.3,-0.1,25,4,0,2022-2023,bundesliga
justin diehl,Köln,2,100.0,100.0,,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
florian dietz,Köln,39,51.3,67.5,35.0,40.0,0.3,0.5,-0.3,4,0,0,2022-2023,bundesliga
junior dina ebimbe,Eint Frankfurt,366,72.5,81.7,75.7,40.8,1.4,1.3,-0.4,37,8,2,2022-2023,bundesliga
eren dinkci,Werder Bremen,50,64.9,73.0,69.2,57.1,0.6,1.2,-0.6,1,2,0,2022-2023,bundesliga
ritsu doan,Freiburg,437,69.9,79.3,74.4,59.6,3.2,4.0,0.8,44,28,5,2022-2023,bundesliga
danilho doekhi,Union Berlin,756,79.2,86.7,86.1,50.8,0.4,0.7,0.6,69,4,0,2022-2023,bundesliga
kasper dolberg,Hoffenheim,55,69.6,80.5,58.3,100.0,0.4,0.3,-0.4,3,2,0,2022-2023,bundesliga
niklas dorsch,Augsburg,140,76.5,81.2,81.0,56.0,0.1,0.3,-0.1,7,2,0,2022-2023,bundesliga
dion drena beljo,Augsburg,159,63.6,66.7,63.0,62.5,1.7,0.9,0.3,11,4,1,2022-2023,bundesliga
dominick drexler,Schalke 04,325,65.3,74.0,71.4,50.9,2.1,1.6,0.9,30,20,9,2022-2023,bundesliga
marvin ducksch,Werder Bremen,583,61.0,75.4,59.0,40.9,5.5,6.0,0.5,42,21,6,2022-2023,bundesliga
ondrej duda,Köln,208,74.6,84.3,81.2,54.1,0.7,0.8,-0.7,28,5,1,2022-2023,bundesliga
julien duranville,Dortmund,11,64.7,100.0,50.0,100.0,0.3,0.5,-0.3,0,3,3,2022-2023,bundesliga
maximilian eggestein,Freiburg,660,76.4,81.6,84.8,64.3,1.7,1.9,0.3,83,18,2,2022-2023,bundesliga
lilian egloff,Stuttgart,42,57.5,74.4,68.8,20.0,0.4,0.8,-0.4,3,3,0,2022-2023,bundesliga
kingsley ehizibue,Köln,15,62.5,80.0,50.0,66.7,0.0,0.0,0.0,1,1,0,2022-2023,bundesliga
julian eitschberger,Hertha BSC,1,100.0,100.0,,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
chidera ejuke,Hertha BSC,227,77.7,83.6,80.5,74.2,1.3,0.9,1.7,28,10,1,2022-2023,bundesliga
nico elvedi,Gladbach,1967,91.5,94.0,94.9,75.1,0.3,0.5,-0.3,50,1,0,2022-2023,bundesliga
wataru endo,Stuttgart,1170,79.2,82.2,85.6,68.1,4.7,3.9,-0.7,138,28,1,2022-2023,bundesliga
arne engels,Augsburg,397,64.1,78.3,75.8,41.6,2.2,1.9,0.8,45,9,3,2022-2023,bundesliga
tjark ernst,Hertha BSC,26,74.3,100.0,100.0,50.0,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
kimberly ezekwem,Freiburg,6,75.0,100.0,75.0,0.0,0.0,0.0,0.0,1,0,0,2022-2023,bundesliga
ralf fahrmann,Schalke 04,304,68.8,97.6,97.8,49.6,0.0,0.1,0.0,18,0,0,2022-2023,bundesliga
ohis felix uduokhai,Augsburg,558,76.0,83.1,87.3,41.7,0.3,0.4,0.7,34,2,0,2022-2023,bundesliga
edimilson fernandes,Mainz 05,832,69.9,88.5,81.6,44.6,1.3,2.0,1.7,67,14,5,2022-2023,bundesliga
kilian fischer,Wolfsburg,223,81.7,90.8,83.5,61.3,0.4,0.3,-0.4,19,4,4,2022-2023,bundesliga
mark flekken,Freiburg,1035,70.5,95.9,98.4,51.8,0.3,0.3,-0.3,58,3,0,2022-2023,bundesliga
florian flick,Schalke 04,129,69.7,78.0,79.4,44.0,0.0,0.1,0.0,13,0,0,2022-2023,bundesliga
emil forsberg,RB Leipzig,422,81.2,86.3,85.5,62.5,2.3,2.6,1.7,47,21,1,2022-2023,bundesliga
philipp forster,Bochum,394,72.2,86.9,72.2,47.7,3.4,2.9,3.6,51,16,6,2022-2023,bundesliga
timothy fosumensah,Leverkusen,93,78.2,89.9,79.4,22.2,0.3,0.2,-0.3,2,2,1,2022-2023,bundesliga
raphael framberger,Augsburg,33,51.6,81.5,47.4,0.0,0.0,0.1,0.0,2,1,0,2022-2023,bundesliga
bartol franjic,Wolfsburg,61,77.2,91.7,77.8,57.1,0.1,0.1,0.9,6,1,0,2022-2023,bundesliga
oscar fraulo,Gladbach,10,62.5,100.0,66.7,0.0,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
michael frey,Schalke 04,127,57.2,62.8,67.3,33.3,1.8,1.3,1.2,14,5,2,2022-2023,bundesliga
marco friedl,Werder Bremen,1407,81.3,93.2,88.3,61.3,0.4,1.6,-0.4,114,18,6,2022-2023,bundesliga
marvin friedrich,Gladbach,830,86.0,93.4,93.0,51.2,0.5,0.6,-0.5,21,1,0,2022-2023,bundesliga
jeremie frimpong,Leverkusen,982,79.7,89.1,76.2,43.5,6.2,6.3,0.8,39,27,11,2022-2023,bundesliga
chris fuhrich,Stuttgart,552,78.4,87.7,82.6,55.1,4.8,3.5,-2.8,43,21,3,2022-2023,bundesliga
angelo fulgini,Mainz 05,188,79.0,88.5,69.6,40.0,0.8,0.4,0.2,13,10,1,2022-2023,bundesliga
niclas fullkrug,Werder Bremen,581,62.5,70.7,61.6,64.8,3.6,3.4,1.4,48,27,1,2022-2023,bundesliga
cristian gamboa,Bochum,458,67.0,83.0,70.1,51.7,0.5,0.7,-0.5,57,14,9,2022-2023,bundesliga
silvere ganvoula mboussy,Bochum,49,56.3,66.7,55.6,16.7,0.5,0.2,-0.5,8,5,0,2022-2023,bundesliga
dario gebuhr,Eint Frankfurt,10,76.9,100.0,83.3,100.0,0.0,0.0,0.0,2,0,0,2022-2023,bundesliga
dennis geiger,Hoffenheim,697,81.8,90.2,87.2,62.2,2.7,3.4,0.3,74,15,1,2022-2023,bundesliga
yannick gerhardt,Wolfsburg,503,74.6,85.9,78.5,47.6,2.2,2.0,1.8,63,13,3,2022-2023,bundesliga
niko gieelmann,Union Berlin,496,66.7,82.6,66.7,52.7,1.7,1.9,0.3,36,22,11,2022-2023,bundesliga
rafa gikiewicz,Augsburg,846,73.4,97.8,98.3,50.6,0.0,0.1,0.0,23,1,0,2022-2023,bundesliga
matthias ginter,Freiburg,1566,82.3,86.2,89.8,61.7,0.9,1.5,0.1,122,12,1,2022-2023,bundesliga
jamie gittens,Dortmund,104,73.2,80.0,71.4,22.2,0.7,1.0,0.3,9,5,0,2022-2023,bundesliga
serge gnabry,Bayern Munich,693,79.4,85.9,84.3,54.4,5.3,4.8,-0.3,49,33,5,2022-2023,bundesliga
jacek goralski,Bochum,31,79.5,82.4,100.0,50.0,0.1,0.0,-0.1,0,0,0,2022-2023,bundesliga
leon goretzka,Bayern Munich,826,81.6,88.3,81.9,62.5,2.3,2.5,-0.3,80,19,0,2022-2023,bundesliga
mario gotze,Eint Frankfurt,1130,74.0,85.8,75.8,44.7,5.3,6.7,-4.3,90,44,10,2022-2023,bundesliga
jeffrey gouweleeuw,Augsburg,1036,70.0,79.0,84.9,44.9,2.1,1.5,-1.1,102,14,1,2022-2023,bundesliga
ryan gravenberch,Bayern Munich,326,87.4,90.1,91.5,80.0,0.5,0.8,-0.5,34,9,0,2022-2023,bundesliga
michael gregoritsch,Freiburg,297,54.9,61.4,55.2,50.0,3.0,2.6,1.0,28,16,1,2022-2023,bundesliga
leo greiml,Schalke 04,160,81.2,89.1,91.0,45.9,0.1,0.1,-0.1,10,1,0,2022-2023,bundesliga
vincenzo grifo,Freiburg,977,73.1,85.3,78.1,48.0,5.5,6.2,-0.5,82,46,4,2022-2023,bundesliga
lennart grill,Union Berlin,147,68.7,100.0,98.6,45.8,0.0,0.0,0.0,10,0,0,2022-2023,bundesliga
christian gro,Werder Bremen,695,80.8,86.2,82.6,69.5,0.5,0.7,0.5,63,10,3,2022-2023,bundesliga
brajan gruda,Mainz 05,2,50.0,33.3,,100.0,0.1,0.0,-0.1,0,1,1,2022-2023,bundesliga
ilia gruev,Werder Bremen,673,86.3,90.2,91.5,66.7,0.8,1.0,-0.8,53,9,2,2022-2023,bundesliga
carlos gruezo,Augsburg,199,72.1,78.8,80.0,57.1,0.3,0.4,-0.3,25,6,0,2022-2023,bundesliga
raphael guerreiro,Dortmund,1495,82.6,91.4,84.7,45.6,7.6,7.8,4.4,135,54,11,2022-2023,bundesliga
josuha guilavogui,Wolfsburg,678,84.2,85.8,89.8,68.8,0.4,1.0,-0.4,63,6,0,2022-2023,bundesliga
serhou guirassy,Stuttgart,329,73.4,84.0,73.6,51.9,1.4,1.0,-1.4,20,6,0,2022-2023,bundesliga
peter gulacsi,RB Leipzig,189,87.9,100.0,100.0,55.9,0.0,0.0,0.0,3,0,0,2022-2023,bundesliga
manuel gulde,Freiburg,343,83.3,88.9,90.5,58.5,0.2,0.3,-0.2,24,2,2,2022-2023,bundesliga
robert gumny,Augsburg,533,64.8,78.5,65.7,42.6,0.7,0.9,1.3,30,10,4,2022-2023,bundesliga
christian gunter,Freiburg,996,71.1,85.4,74.5,43.7,5.1,5.3,-1.1,55,36,28,2022-2023,bundesliga
josko gvardiol,RB Leipzig,1914,89.1,93.0,94.6,69.1,0.6,1.0,-0.6,137,10,1,2022-2023,bundesliga
janik haberer,Union Berlin,489,72.2,82.3,72.3,61.8,2.1,1.4,-1.1,58,14,4,2022-2023,bundesliga
alexander hack,Mainz 05,430,73.4,84.2,80.9,58.4,0.1,0.8,-0.1,35,4,1,2022-2023,bundesliga
andre hahn,Augsburg,33,39.8,60.0,50.0,11.8,0.0,0.0,0.0,7,1,0,2022-2023,bundesliga
amadou haidara,RB Leipzig,684,83.0,85.0,87.7,70.8,1.5,1.3,-0.5,93,14,0,2022-2023,bundesliga
sebastien haller,Dortmund,216,69.9,74.7,73.2,66.7,2.3,1.5,0.7,13,4,0,2022-2023,bundesliga
marcel halstenberg,RB Leipzig,918,78.4,88.2,83.1,48.8,2.1,1.8,-1.1,49,16,5,2022-2023,bundesliga
andreas hancheolsen,Mainz 05,536,71.1,83.8,78.7,41.6,1.2,0.5,1.8,45,4,0,2022-2023,bundesliga
genki haraguchi,Stuttgart,243,80.7,87.6,84.9,64.0,0.7,0.3,1.3,30,2,2,2022-2023,bundesliga
genki haraguchi,Union Berlin,119,74.8,78.5,81.0,71.4,0.3,0.4,-0.3,15,3,0,2022-2023,bundesliga
makoto hasebe,Eint Frankfurt,887,87.6,92.7,92.7,63.8,0.4,0.5,-0.4,51,6,0,2022-2023,bundesliga
thorgan hazard,Dortmund,235,72.5,80.1,78.0,43.9,0.9,0.9,-0.9,17,7,1,2022-2023,bundesliga
jonas hector,Köln,1378,75.3,89.4,80.1,47.2,3.9,4.3,-1.9,86,16,9,2022-2023,bundesliga
dominique heintz,Bochum,269,82.5,90.7,88.0,56.6,0.2,0.7,-0.2,16,8,2,2022-2023,bundesliga
benjamin henrichs,RB Leipzig,1198,77.9,87.8,83.3,46.7,1.8,3.5,0.2,92,31,10,2022-2023,bundesliga
lucas hernandez,Bayern Munich,337,89.4,95.0,90.0,84.3,0.2,0.1,-0.2,29,2,0,2022-2023,bundesliga
patrick herrmann,Gladbach,85,69.7,92.0,72.5,31.6,0.5,0.6,-0.5,7,3,1,2022-2023,bundesliga
piero hincapie,Leverkusen,1480,82.3,91.7,86.4,46.7,1.0,1.1,0.0,66,6,3,2022-2023,bundesliga
adam hlozek,Leverkusen,241,72.6,81.5,71.6,66.7,2.5,1.3,0.5,21,6,0,2022-2023,bundesliga
nicolas hofler,Freiburg,1149,82.9,86.3,87.7,70.4,0.9,0.8,0.1,88,8,0,2022-2023,bundesliga
jonas hofmann,Gladbach,1149,74.5,87.4,81.5,48.6,11.1,10.9,-2.1,66,42,8,2022-2023,bundesliga
philipp hofmann,Bochum,433,58.3,64.4,54.2,62.5,2.7,3.2,-0.7,41,17,0,2022-2023,bundesliga
lucas holer,Freiburg,314,65.0,72.6,65.5,65.2,1.9,2.0,0.1,22,11,1,2022-2023,bundesliga
gerrit holtmann,Bochum,155,57.4,78.8,53.0,26.9,0.8,0.8,0.2,5,8,4,2022-2023,bundesliga
jannes horn,Bochum,15,78.9,85.7,85.7,,0.0,0.0,0.0,0,0,0,2022-2023,bundesliga
lukas hradecky,Leverkusen,792,71.9,98.3,97.9,44.5,0.0,0.1,0.0,10,1,0,2022-2023,bundesliga
timo hubers,Köln,1400,82.3,87.7,89.9,54.4,0.1,0.6,-0.1,60,4,0,2022-2023,bundesliga
callum hudsonodoi,Leverkusen,206,83.1,89.1,85.9,73.3,0.8,0.9,0.2,18,7,1,2022-2023,bundesliga
mats hummels,Dortmund,1468,87.5,90.2,95.1,73.1,1.1,1.4,-1.1,100,10,3,2022-2023,bundesliga
denis huseinbasic,Köln,216,76.6,84.9,83.3,59.1,0.3,0.6,0.7,23,6,0,2022-2023,bundesliga
iago,Augsburg,449,61.9,79.5,63.5,44.1,1.1,1.7,0.9,33,17,7,2022-2023,bundesliga
arijon ibrahimovic,Bayern Munich,7,87.5,100.0,66.7,100.0,0.1,0.0,-0.1,0,0,0,2022-2023,bundesliga
marcus ingvartsen,Mainz 05,231,66.0,71.5,71.4,54.5,0.7,0.7,-0.7,17,6,1,2022-2023,bundesliga
ko itakura,Gladbach,1424,90.8,95.1,94.6,59.1,0.4,0.6,1.6,68,5,0,2022-2023,bundesliga
hiroki ito,Stuttgart,1708,81.3,89.4,90.0,56.9,2.1,2.8,-1.1,142,11,2,2022-2023,bundesliga
andreas ivan,Schalke 04,9,81.8,100.0,100.0,,0.0,0.0,0.0,2,0,0,2022-2023,bundesliga
lee jaesung,Mainz 05,564,71.8,80.3,77.6,47.4,2.8,3.6,2.2,44,26,7,2022-2023,bundesliga
paul jaeckel,Union Berlin,507,81.5,92.3,90.9,51.2,0.0,0.8,0.0,55,4,1,2022-2023,bundesliga
kristijan jakic,Eint Frankfurt,741,77.7,85.7,84.9,47.5,0.7,0.9,-0.7,39,8,2,2022-2023,bundesliga
saidy janko,Bochum,312,69.2,79.3,70.9,52.3,0.1,0.2,-0.1,26,3,0,2022-2023,bundesliga
tony jantschke,Gladbach,79,91.9,96.3,93.8,70.0,0.0,0.0,0.0,1,0,0,2022-2023,bundesliga
fredrik jensen,Augsburg,160,53.9,72.1,54.4,42.1,1.4,1.6,-0.4,22,11,2,2022-2023,bundesliga
moritz jenz,Schalke 04,374,76.5,81.7,87.0,57.0,0.0,0.2,0.0,20,2,1,2022-2023,bundesliga
stevan jovetic,Hertha BSC,200,63.3,70.1,61.0,75.0,1.1,1.0,0.9,37,9,2,2022-2023,bundesliga
anthony jung,Werder Bremen,1085,76.3,87.2,79.9,44.0,1.6,1.7,3.4,56,18,8,2022-2023,bundesliga
josip juranovic,Union Berlin,318,64.6,86.5,70.3,39.3,1.5,1.7,-0.5,22,11,9,2022-2023,bundesliga
ozan kabak,Hoffenheim,1056,82.7,88.8,89.8,56.1,1.3,1.0,0.7,62,2,0,2022-2023,bundesliga
pavel kaderabek,Hoffenheim,615,69.6,81.3,72.6,35.1,1.7,3.9,-0.7,46,29,20,2022-2023,bundesliga
